科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"127,011,309.00","169,368,398.68","188,169,467.08",,"242,101,654.48","194,515,173.64","301,591,098.70","202,201,077.10","181,411,633.34","204,103,684.01","308,435,217.50","219,391,829.20","133,385,558.71","147,146,759.01","293,003,999.46","136,569,264.37"
短期借款,"83,000,000.00","123,500,000.00","96,000,000.00",,"81,100,000.00","49,900,000.00","24,000,000.00","24,000,000.00","15,000,000.00","31,000,000.00","31,000,000.00","19,000,000.00","49,300,000.00","55,800,000.00","55,800,000.00","44,800,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"600,000.00","7,210,795.60","5,906,800.00",,"662,467.00","2,474,790.02","7,023,755.00","605,594.40","739,754.00","3,685,500.92","2,176,321.60","285,068.00","1,703,000.00","1,700,382.00","3,160,238.55","6,670,809.00"
应付票据,"1,206,944.00",,"409,500.00",,"3,850,000.00","1,311,950.00","12,450,838.00","3,986,645.00","2,530,300.00","2,107,000.00","11,987,576.00","5,716,454.50","12,410,684.70","10,187,359.64","8,965,380.64","7,348,083.00"
应收账款,"187,419,113.00","195,389,934.75","241,654,140.85",,"266,247,478.47","280,073,743.30","269,589,829.55","237,168,728.28","250,071,232.86","262,873,823.59","271,129,612.54","262,297,881.94","313,317,619.56","287,235,337.12","256,838,503.23","255,693,002.94"
应付账款,"109,801,213.73","111,004,286.80","136,106,733.40",,"105,425,009.32","117,309,362.34","170,324,888.20","110,688,878.02","115,170,711.98","134,663,061.66","170,383,648.85","143,173,526.06","156,708,604.56","194,499,946.27","222,137,165.15","180,079,616.48"
预付款项,"9,986,649.75","3,590,398.41","3,834,141.97",,"18,583,761.95","8,852,970.88","6,748,585.05","8,442,529.34","6,235,850.09","9,902,147.33","11,198,581.21","11,180,234.41","9,899,589.77","17,220,649.91","6,733,649.52","27,378,408.25"
预收款项,"79,515,699.15","59,522,004.51","66,739,915.72",,"84,474,452.06","97,641,614.13","74,775,771.88","78,097,759.54","49,032,984.74","51,685,052.16","69,247,405.47","61,100,307.55","64,549,014.42","96,961,516.10","95,821,733.10","108,288,056.74"
其他应收款,"10,650,149.10","8,435,236.35","15,909,014.46",,"30,230,189.99","23,591,526.79","23,536,886.59","25,920,407.76","25,659,664.09","27,129,445.72","25,277,521.74","24,177,616.80","27,306,520.92","31,194,092.48","30,490,515.64","32,325,605.82"
应付职工薪酬,"10,825,533.06","10,812,756.13","12,618,203.31",,"6,228,481.78","6,667,810.75","13,106,577.29","5,363,129.93","7,646,855.91","7,014,099.81","16,700,176.27","6,920,697.00","7,684,175.97","7,248,869.18","22,960,209.25","6,745,207.55"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"6,168,862.20","6,537,910.26","12,899,363.52",,"209,656.33","368,334.03","10,474,097.75","1,995,089.65","1,273,129.54","1,249,665.13","16,910,109.84","1,312,255.92","5,256,046.38","5,132,994.42","17,056,656.32","5,960,130.08"
应收利息,,,,,,,,,,,,,,,,
应付利息,"182,863.70","243,352.85","172,768.33",,"143,063.34","68,439.00","35,000.00","21,111.11","18,125.00","33,712.50","37,458.34","22,958.34","55,767.00","62,835.75","69,817.50","56,525.83"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"3,368,378.93","66,253.93","66,250.00","66,250.00"
存货,"107,477,871.59","97,875,226.47","67,244,568.32",,"88,589,930.19","129,016,258.15","89,862,939.40","126,830,173.61","91,950,756.00","88,472,760.20","86,626,567.52","117,674,142.25","125,853,652.77","175,331,250.61","149,894,665.92","218,541,268.21"
其他应付款,"2,223,995.07","2,748,058.45","3,658,457.77",,"7,349,417.83","5,662,409.27","7,774,280.89","6,538,157.28","6,511,017.17","6,483,810.88","7,465,895.25","8,180,689.27","28,711,966.57","28,575,477.81","26,569,434.89","35,256,284.05"
