科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"26,161,551.60","86,806,352.98","109,003,033.03","80,190,538.87","375,531,649.02","306,884,635.09","225,037,808.33","150,747,778.82","212,948,520.35","154,566,199.58","146,090,070.80","128,276,637.33","120,622,241.41","75,407,152.24","98,758,472.91","551,185,600.07","445,414,303.60","180,837,433.10","222,656,973.31","182,214,961.18","118,240,343.39","152,260,615.28","215,847,026.85","133,990,395.66","102,171,674.47","101,797,657.44","165,064,786.03","290,900,177.83","292,029,938.45","155,538,629.37","167,101,749.23","167,750,298.51","201,451,359.90","132,620,239.40","167,866,619.37","151,521,468.59","298,757,963.08","356,180,845.75","390,954,670.61"
短期借款,"53,364,244.70","81,000,000.00","88,300,000.00","83,300,000.00","20,000,000.00","60,035,800.00","16,470,000.00","30,000,000.00","140,012,098.20","186,702,664.25","212,867,073.80","244,587,728.11","312,419,096.32","288,500,000.00","331,068,040.00","413,500,000.00","354,822,869.10","383,296,823.59","366,446,085.00","357,841,080.00","370,995,815.00","474,537,809.97","591,550,926.91","522,978,608.00","510,039,378.18","407,142,960.00","476,500,000.00","523,946,800.00","565,000,000.00","544,340,000.00","642,000,000.00","624,500,000.00","673,108,800.00","545,961,800.00","523,984,725.00","561,293,645.00","638,986,082.41","772,119,364.07","921,300,500.00"
交易性金融资产,,,,,,,,,,,,,,,,,,"810,500.00","990,050.00","738,250.00","664,650.00",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"350,839.54","350,839.54","350,839.54","350,839.54","390,168.10",,,,,,,,,,,,,
应收票据,"2,705,649.00","6,034,102.03","10,173,152.87","11,503,516.06","22,302,628.36","17,661,547.53","27,615,397.40","33,866,809.92","25,376,598.54","54,178,458.14","46,701,887.92","51,732,551.77","32,650,091.26","49,847,887.08","27,812,708.55","62,077,432.87","49,662,021.62","45,667,614.07","52,497,511.67","75,012,705.79","59,211,826.42","91,913,301.15","78,080,474.34","94,868,149.30","95,463,012.78","79,184,130.38","84,331,118.74","72,678,222.73","65,981,816.75","63,776,075.23","36,630,281.45","51,076,044.47","42,372,007.78","66,353,586.85","48,370,713.71","43,949,595.92","33,428,468.18","18,586,863.16","17,823,067.53"
应付票据,"25,000,000.00","21,700,000.00","58,517,641.47","66,646,000.00","86,190,581.00","57,319,550.00","62,915,400.00","28,788,408.00","61,811,473.00","32,436,473.00","38,266,900.00","14,100,000.00","24,800,000.00","15,500,000.00","33,300,000.00","62,500,000.00","76,200,000.00","39,500,000.00","41,200,000.00","43,870,000.00","44,000,000.00","34,000,000.00","22,500,000.00","56,500,000.00","71,180,000.00","26,000,000.00","8,000,000.00","53,200,520.00","52,850,520.00","13,325,000.00","18,800,000.00","24,459,069.28","72,659,069.28","78,000,000.00","29,221,931.50","38,221,931.50",,"85,406,204.90",
应收账款,"70,822,428.35","86,959,895.96","75,661,422.04","87,546,858.46","88,717,750.91","146,020,672.36","176,842,907.19","161,497,133.05","220,335,546.51","194,608,842.94","219,483,727.62","221,061,264.73","211,802,892.31","226,221,421.37","248,822,216.74","236,580,821.81","254,551,103.22","236,799,872.35","236,443,680.18","208,378,045.68","228,717,096.76","234,760,771.05","289,435,631.45","283,176,267.41","307,419,712.40","305,668,380.41","293,394,246.45","297,728,971.10","314,152,907.91","347,082,452.26","338,375,837.43","340,814,811.78","317,581,298.83","336,424,215.47","293,512,633.19","448,500,402.80","442,523,154.11","419,081,998.06","483,571,491.63"
应付账款,"59,504,117.66","65,719,925.47","71,596,394.95","87,211,081.50","85,006,935.68","97,834,576.33","120,369,868.19","95,205,141.89","104,492,388.43","98,333,033.21","103,084,085.41","117,993,698.87","100,021,064.23","136,684,471.00","166,745,922.21","174,939,380.54","171,247,879.32","139,626,976.43","181,174,906.68","194,378,579.21","200,973,458.08","183,577,979.49","178,501,547.08","226,659,367.77","227,209,980.47","159,305,475.19","169,244,655.20","173,801,864.61","180,557,510.05","178,535,726.20","181,118,364.44","192,833,554.64","180,107,056.98","246,531,929.80","226,673,673.59","263,843,923.31",,"186,683,364.64",
预付款项,"4,781,946.94","32,527,878.58","35,374,870.43","53,179,965.57","62,308,866.16","46,192,798.84","65,740,033.83","87,435,662.61","43,931,543.39","65,068,657.52","88,993,448.15","58,192,301.25","94,118,554.64","47,714,796.14","65,528,491.18","57,249,507.34","83,595,585.71","36,435,525.06","70,608,546.66","71,700,659.87","100,952,616.60","27,031,225.93","37,938,008.64","41,290,311.41","45,107,344.37","20,542,595.49","41,572,677.74","27,228,237.15","11,965,681.57","27,152,021.53","36,915,174.55","31,913,260.75","63,928,538.18","37,642,736.81","50,139,919.77","115,855,582.67","103,358,225.19","53,394,471.72","64,984,745.02"
预收款项,"779,852.72","1,996,060.20","1,593,616.04","2,287,549.46","6,912,990.10","4,084,830.25","5,683,859.20","3,548,375.02","4,034,739.59","3,412,664.82","5,143,246.85","2,337,819.74","8,054,922.72","3,230,415.39","7,948,686.22","14,443,065.35","12,371,859.28","7,926,852.69","18,186,065.89","15,051,281.58","14,215,101.84","10,433,958.93","10,859,711.64","14,797,502.54","14,282,746.13","16,131,756.67","20,676,955.30","15,280,193.64","23,893,971.77","25,928,131.43","29,231,048.63","14,416,741.91","36,012,199.25","26,426,504.90","50,135,300.60","94,923,477.73","134,079,698.63","15,467,968.37","17,428,283.93"
