科目,2011年度,2012年度,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"880,683,637.17","974,821,051.69","933,814,250.77","227,430,516.89","439,485,347.70","550,247,468.31","859,129,967.85","248,937,858.00","439,574,358.52","555,492,785.89","914,892,061.66","266,945,946.80","442,315,114.81","599,098,845.74","1,048,642,259.49","374,909,039.74","578,110,792.58","759,019,895.16","1,288,874,711.91","388,768,211.47"
二、营业利润,"148,891,292.10","172,866,352.40","170,380,127.10","68,252,876.47","97,145,452.58","99,308,835.94","143,293,736.42","68,539,702.37","94,505,460.77","93,816,251.09","151,830,546.22","78,860,649.15","93,876,258.18","103,873,011.85","189,372,704.84","112,299,230.54","117,805,038.27","136,113,302.42","260,826,479.32","119,847,144.52"
减:营业成本,"486,876,659.15","535,181,540.63","506,518,789.14",,"228,176,337.45","292,305,003.20","469,954,308.08","122,001,365.08","241,187,728.70","314,176,066.29","510,645,569.78","126,633,886.29","244,132,912.24","342,464,723.76","595,784,061.27","187,964,597.54","332,007,861.16","444,987,495.82","726,890,418.00","192,760,151.51"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"32,899,925.54","40,374,561.88","33,853,185.22",,"17,434,016.40","20,961,801.12","31,624,498.11","7,060,708.19","16,569,391.05","20,454,433.70","32,325,035.33","8,065,451.29","17,333,248.81","22,974,075.90","47,595,219.55","12,082,451.75","20,701,824.68","27,224,785.39","56,600,372.32","11,177,617.06"
营业外收入,"3,441,280.89","3,954,036.28","2,562,618.93",,"1,388,640.88","4,695,383.98","12,701,067.91","991,506.89","2,009,588.94","6,284,815.84","8,567,251.89","778,068.22","1,757,675.47","2,606,157.87","58,722,186.72","1,243,220.81","2,780,264.25","7,066,822.59","1,947,425.33","14,375.22"
销售费用,"120,389,702.52","125,616,571.82","127,566,953.41",,"46,506,366.99","66,243,716.57","115,537,967.21","24,041,212.42","44,742,390.43","60,339,820.32","104,784,880.98","27,127,909.93","40,391,831.75","73,849,635.01","117,845,005.75","33,285,960.30","51,634,985.49","87,359,657.29","150,725,601.89","34,266,006.54"
减:营业外支出,"1,349,927.71","1,194,274.28","1,850,609.46",,"1,489,461.17","1,610,337.70","6,398,345.74","455,885.07","798,260.68","1,209,987.25","2,618,105.46","383,869.14","998,440.80","1,341,827.42","54,587,649.11","204,951.78","237,601.05","1,216,347.32","1,201,589.24","110,220.47"
管理费用,"72,201,683.83","77,372,755.36","78,517,602.50",,"34,619,935.91","52,543,348.35","80,907,829.66","18,831,042.58","34,485,458.59","49,860,913.27","88,265,761.72","20,751,098.41","35,174,126.29","42,040,021.31","88,853,153.28","29,743,847.43","57,434,706.43","68,941,814.76","112,831,312.23","26,338,510.79"
其中:非流动资产处置净损失,"327,121.97","193,389.46","863,948.00",,"300,853.72","300,853.72","3,635,430.15","132,183.37","195,658.90",,"629,772.71",,"398,797.48","495,514.43","53,596,632.17","50,613.77","52,297.87",,,
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"19,606,073.26","19,902,385.62","12,904,594.15",,"6,925,040.27","10,936,249.85","15,097,940.60","2,532,705.34","6,114,918.03","11,340,951.08","19,176,599.24","4,123,180.38","7,740,655.52","11,367,199.30","11,996,719.26","-750,888.11","-880,549.94","105,881.44","493,344.69","-1,094,070.79"
三、利润总额,"150,982,645.28","175,626,114.40","171,092,136.57","67,556,417.87","97,044,632.29","102,393,882.22","149,596,458.59","69,075,324.19","95,716,789.03","98,891,079.68","157,779,692.65","79,254,848.23","94,635,492.85","105,137,342.30","193,507,242.45","113,337,499.57","120,347,701.47","141,963,777.69","261,572,315.41","119,751,299.27"
资产减值损失,"218,300.77","3,506,883.98","4,072,999.25",,"8,678,198.10","7,948,513.28","2,713,687.77","5,931,122.02","5,147,877.22","4,729,010.04","8,208,466.05","1,383,771.35","3,666,082.02","2,530,178.61","-1,316,692.13","1,797,374.52","2,617,638.80","3,595,107.47","1,784,375.10","7,350,545.30"
