科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"47,055,174.52","95,057,035.59","77,311,857.99","38,287,587.10","343,861,414.55","370,832,265.31","357,179,812.97","316,568,360.83","305,049,220.08","317,518,754.39","288,787,228.56","234,401,794.08","235,349,816.88","263,983,200.38","225,525,132.56","155,714,815.84","137,045,008.30","159,393,763.27","108,975,991.56","115,228,376.06","132,248,585.59","177,138,798.91","210,191,305.40","217,558,086.00","298,048,231.00","375,559,087.35","314,490,740.75","263,884,605.39","227,176,989.72","321,359,696.24","276,240,065.99"
短期借款,"5,000,000.00","20,000,000.00","25,000,000.00","45,000,000.00",,,,,,,,,,,,,,,"10,000,000.00","30,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","5,000,000.00","50,000,000.00","70,000,000.00","70,000,000.00","100,000,000.00","70,000,000.00","40,000,000.00","70,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"10,251,187.55",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,703,950.62","565,157.00","2,204,000.00","5,167,940.00","6,145,032.00","8,839,142.93","13,458,405.58","7,992,945.25","3,252,724.79","10,795,040.00","9,347,731.00","8,093,548.36","6,001,226.79","7,849,625.60","5,668,310.74","2,836,326.60","6,546,418.00","28,540,996.00","4,968,224.80","7,127,668.64","14,352,295.85","19,367,759.39","16,086,255.00","6,339,215.00","6,166,394.00","8,349,937.94","10,898,885.21","7,525,190.85","15,518,257.04","36,415,942.52","36,023,852.16"
应付票据,,"7,180,548.90","11,633,105.26","3,514,908.00","1,030,000.00","4,595,520.00","2,108,000.00","250,000.00","2,334,000.00","4,231,455.00","2,628,610.00","2,679,200.00","7,304,310.00","8,779,905.08","8,421,026.78","7,018,076.01","12,132,307.00","20,017,268.93","18,302,182.32","17,430,720.00","8,921,714.00","6,239,155.00","5,196,895.30","9,146,705.30","15,767,050.00","8,375,920.00","11,260,317.40","13,123,776.34",,"24,913,335.47",
应收账款,"66,850,696.87","94,035,861.30","127,862,154.39","157,608,479.32","146,829,298.76","161,120,351.16","151,416,337.12","170,570,300.40","167,144,917.41","177,746,772.28","173,511,432.91","204,278,933.08","201,646,499.92","197,035,137.67","197,058,178.93","195,267,653.24","185,405,574.52","230,178,797.45","234,102,473.36","248,392,049.90","235,057,578.23","242,787,766.55","236,408,157.66","244,197,647.33","239,436,746.11","344,716,411.01","317,409,836.70","294,227,729.42","285,326,411.21","270,270,287.94","236,490,257.70"
应付账款,"20,400,021.07","22,722,612.78","44,439,138.26","26,656,628.92","17,087,748.97","19,333,838.54","19,520,778.23","22,286,826.08","27,950,776.30","26,697,649.78","22,880,533.38","31,886,173.76","28,554,270.69","27,972,100.94","21,109,667.67","34,978,072.77","43,851,459.16","50,047,177.93","42,009,429.33","41,070,156.77","46,652,335.45","63,360,696.42","99,257,384.27","126,044,716.80","126,297,394.39","182,699,470.26","187,693,680.40","168,188,020.24",,"174,469,717.32",
预付款项,"2,442,592.73","15,597,271.26","7,455,631.84","8,713,447.68","7,856,809.43","5,290,988.82","9,103,728.67","7,500,543.71","8,931,532.40","8,022,556.91","7,237,388.91","9,679,539.54","10,378,541.99","13,584,546.07","16,411,501.03","21,056,574.02","22,746,936.04","6,913,892.84","10,621,499.92","7,673,826.67","21,289,000.69","12,804,885.73","35,743,230.56","14,905,758.11","16,001,423.14","16,951,506.21","31,034,911.78","77,220,066.74","90,439,149.28","50,901,675.23","107,952,069.34"
预收款项,"14,149,197.01","21,385,494.49","40,733,085.85","22,722,307.66","29,147,275.91","28,459,304.82","27,040,676.78","22,516,529.85","28,508,992.58","24,180,289.64","29,499,191.73","19,440,811.19","19,426,739.20","31,227,835.53","37,555,947.01","33,789,218.42","44,267,217.62","47,026,911.17","31,489,016.29","31,716,307.30","45,976,105.10","38,761,849.20","103,755,152.65","106,855,423.76","126,385,126.03","208,925,603.05","185,100,919.14","224,325,673.94","229,009,537.76","290,084,082.02","312,706,300.74"
