科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"297,086,874.53","709,741,915.66","920,704,791.90","909,608,023.66","105,528,476.60","223,258,523.52","275,026,613.58","288,508,555.78",,,,,"2,175,188.00","4,350,376.00","4,525,564.00","4,700,752.00","175,188.00","1,555,713,131.41","1,878,392,333.02","3,302,711,273.01","330,784,221.13","446,463,996.98","611,291,073.06","1,676,450,139.08","543,954,194.04","1,396,886,767.83","1,654,559,571.49","2,939,893,169.36","545,716,133.15","1,132,073,097.68","1,363,794,548.74","5,379,903,275.23","661,954,746.77","2,063,842,966.46","3,736,226,191.63","5,167,571,883.76","1,644,545,203.90","4,418,937,200.85","6,885,704,861.92","8,764,902,968.97","871,802,713.13","1,989,887,898.43","4,093,434,765.98"
二、营业利润,"-120,368,331.85","-204,520,109.51","-296,973,897.72","-732,424,089.83","-86,298,612.18","-108,977,309.95","-286,012,303.45","-704,637,861.75",,,,"-1,302,986.00","1,686,377.99","2,757,818.74","2,233,327.80","1,577,032.65","-795,455.74","634,879,171.17","738,024,231.73","1,335,926,098.84","121,872,548.08","139,982,242.99","176,932,463.97","342,456,508.08","147,748,703.30","430,721,395.18","469,130,391.49","599,859,367.74","108,886,070.86","197,190,052.26","163,236,435.16","814,252,974.40","66,032,908.34","263,296,594.78","490,951,490.37","860,295,141.88","174,747,200.29","423,318,701.06","967,612,873.28","1,372,487,767.00","374,213,413.55","390,829,618.32","794,121,435.27"
减:营业成本,"284,863,454.46","650,134,657.32","852,885,132.14","876,413,885.95","107,508,837.07","229,631,665.01","285,653,816.97","301,046,488.55",,,,,"63,950.58","127,901.16","191,851.74","255,802.32","63,950.58","571,947,871.33","712,825,961.77","1,251,792,014.05","126,460,039.25","163,628,337.67","229,332,908.53","888,967,655.36","265,040,402.92","655,628,623.02","753,865,437.87","1,591,373,329.06","245,791,570.67","550,329,023.62","648,942,405.46","3,474,029,245.97","391,959,836.96","1,290,794,040.36","2,302,556,216.11","3,187,132,432.02","963,833,780.30","2,622,571,713.98","3,972,691,533.93","4,832,689,387.96","588,202,908.75","1,294,569,120.84","2,568,964,506.41"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"458,090.52","908,193.23","1,232,531.28","1,833,218.32","85,263.11","591,116.33","651,893.53","602,968.01",,,,,"109,847.00","219,693.99","228,540.99","301,039.63","9,898.14","269,715,670.86","324,513,420.74","588,174,471.69","51,197,581.75","68,743,952.68","92,769,340.34","287,769,689.20","83,236,002.97","213,415,076.52","259,970,657.39","399,130,452.98","89,740,602.74","173,529,058.53","214,373,015.68","563,281,606.06","76,749,338.10","259,243,917.07","409,589,888.66","629,971,474.59","213,272,895.65","756,482,818.55","1,020,967,525.09","1,214,798,202.15","45,815,800.44","88,303,778.93","258,672,105.59"
营业外收入,"738,504.04","1,253,178.74","2,327,932.77","40,359,097.62","1,817,926.66","6,982,625.47","162,765,582.79","1,816,470,459.48",,,,"2,505,855.38",,,,,,"4,104,388.30","4,115,588.30","4,115,588.30","183,307.30","193,307.41","219,268.22","36,597.81","1,823.89","1,823.94","5,487.99","5,487.99","1,052.00","44,782.15","84,802.60","256,293.55","50,531.44","263,031.65","942,264.12","1,377,930.97","515,937.05","4,801,741.39","14,471,773.71","28,661,304.57","10,765,311.11","14,184,774.17","55,775,491.01"
销售费用,"9,644,708.77","30,375,273.23","36,058,925.62","24,441,028.94","2,843,135.96","6,054,788.46","8,367,789.84","8,640,339.89",,,,,,,,,,"37,655,512.50","42,588,225.81","49,360,602.67","8,057,620.47","18,872,250.59","33,580,381.07","60,274,805.47","22,071,597.64","42,223,159.75","62,635,026.07","103,193,547.32","28,563,865.33","75,403,379.44","122,917,307.10","171,942,911.27","35,456,994.71","86,961,575.27","134,912,270.02","226,181,058.53","45,524,586.71","107,155,649.48","181,186,960.04","314,023,244.47","51,991,754.04","121,805,877.43","218,195,586.59"
减:营业外支出,"247,943,192.29","249,072,681.74","351,358,387.32","355,909,134.72","5,341,340.06","89,453,136.78","247,957,720.30","275,899,469.85",,,,,,,,"4,158.95",,"31,556.42","2,600,317.55","3,062,226.00","1,080,000.00","1,517,658.46","2,288,273.48","2,863,485.69","12,003,620.90","17,044,905.73","18,822,584.47","22,986,158.98","1,651,126.65","3,963,361.42","4,929,091.89","5,072,282.42","552,669.26","4,303,737.37","15,434,641.18","45,556,459.50","4,666,025.00","5,550,891.25","13,576,053.66","20,344,515.22","14,613,458.22","14,928,416.74","17,727,772.97"
管理费用,"33,300,057.39","71,364,377.19","98,910,311.86","253,646,134.89","26,904,760.99","63,463,095.97","110,786,241.68","235,369,962.11",,,,"1,302,986.00","324,802.64","1,263,087.18","1,899,168.80","2,601,449.59","903,298.68","28,188,958.00","41,744,080.84","60,056,562.29","16,065,464.14","41,663,997.76","65,966,008.65","81,649,705.86","34,731,470.59","67,285,431.93","105,442,397.36","157,107,634.68","47,887,149.48","106,207,673.28","152,314,276.45","215,869,242.11","64,660,641.66","126,182,546.54","188,073,536.85","298,234,971.92","66,521,162.73","164,836,028.62","252,636,377.01","340,088,689.86","103,115,772.54","158,203,911.01","237,096,368.35"
其中:非流动资产处置净损失,,"3,426,010.72","7,355,269.33","5,734,317.19","718,970.14","718,970.14",,"108,271,019.36",,,,,,,,,,"8,096.42","241,736.62","253,645.07",,820.00,"33,228.82","80,518.33",687.90,687.90,"2,640.65",,,"19,005.55","77,183.81","116,852.06","1,789.30","6,978.07","6,978.07","109,788.37",,,"155,662.19","402,323.70","278,018.12","293,293.99","321,099.81"
