科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"45,231,556.06","64,394,260.73","83,439,688.88","21,181,436.18","49,894,314.77","75,653,451.20","109,382,215.40","22,231,248.98","52,799,741.46","83,204,248.32","131,229,531.09","31,619,867.08","74,389,537.33","126,153,473.20","224,573,761.08","77,166,137.76","181,060,036.59","279,495,378.19","468,400,850.66","86,096,027.59","219,655,819.29","336,505,956.28","528,083,723.27","120,197,291.30","269,136,724.13","464,011,649.94","769,413,710.24","183,866,462.58","419,096,102.18","716,699,073.53","1,050,079,295.56","251,077,413.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"33,000,000.00","154,673,759.53","156,667,023.24","163,669,982.15","204,469,982.15","160,341,127.11",,"10,000,000.00","10,000,000.00","10,000,000.00","97,500,000.00","102,517,070.56","102,517,070.56","102,517,070.56",,"4,847,887.00","446,623,898.45","446,875,225.11",
收到的税费返还,,,,,,"1,720.58","4,398,989.13",,,,,,,,,,,216.00,,,"1,414,452.14","1,414,452.14","171,180.21",,,,,,,,"11,071.86",
支付其他与投资活动有关的现金,,,,,,,,,"10,000,000.00","10,000,000.00","271,500,000.00","145,000,000.00","291,000,000.00","309,000,000.00","329,000,000.00","18,000,000.00","45,000,000.00","50,000,000.00","96,357,435.62","19,000,000.00","19,000,000.00","42,750,000.00","94,000,000.00",,"127,500,000.00","197,000,000.00","493,000,000.00","100,000,000.00","330,300,000.00","277,800,000.00","812,599,792.00","285,300,000.00"
收到其他与经营活动有关的现金,"2,215,151.39","8,404,107.28","12,660,645.88","876,360.17","260,716.04","1,440,354.90","10,445,464.46","436,042.25","1,002,025.46","9,883,340.70","14,918,387.41","10,149,102.56","12,327,424.05","25,666,799.32","29,320,435.98","24,540,741.88","5,283,062.67","62,535,515.07","14,467,789.76","6,495,837.50","20,971,062.92","31,515,459.01","27,470,854.68","1,520,658.64","3,403,837.67","6,755,453.37","20,847,733.00","13,989,751.10","28,257,547.56","32,517,889.91","70,962,153.18","10,281,232.48"
投资活动现金流出小计,"17,205,734.20","19,310,095.82","20,593,239.04","1,818,553.01","2,162,093.60","5,405,802.49","8,731,026.31","1,638,347.17","12,615,662.75","84,645,742.73","449,591,929.61","146,869,616.84","308,078,618.82","390,807,188.09","547,525,711.43","202,390,923.63","285,043,139.85","320,970,068.50","424,310,879.23","33,041,189.69","75,122,884.44","108,708,216.05","295,561,516.83","104,149,989.17","260,437,545.39","335,076,919.84","640,684,318.61","113,047,750.17","345,245,433.62","757,471,034.49","1,321,748,751.95","310,996,769.19"
经营活动现金流入小计,"47,446,707.45","72,798,368.01","96,100,334.76","22,057,796.35","50,155,030.81","77,095,526.68","124,226,668.99","22,667,291.23","53,801,766.92","93,087,589.02","146,147,918.50","41,768,969.64","86,716,961.38","151,820,272.52","253,894,197.06","101,706,879.64","186,343,099.26","342,031,109.26","482,868,640.42","92,591,865.09","242,041,334.35","369,435,867.43","555,725,758.16","121,717,949.94","272,540,561.80","470,767,103.31","790,261,443.24","197,856,213.68","447,353,649.74","749,216,963.44","1,121,052,520.60","261,358,645.88"
投资活动产生的现金流量净额,"-17,205,734.20","-19,310,095.82","-20,593,239.04","-1,818,553.01","-2,162,093.60","-5,405,802.49","-8,641,026.31","-1,638,347.17","-12,615,662.75","-84,645,742.73","-221,766,501.81","-26,741,774.35","-36,542,820.68","-35,814,258.31","-182,517,017.26","-197,312,827.74","-245,524,896.11","-269,759,246.13","-348,033,835.55","32,135,590.45","-24,733,040.59","-38,028,912.82","-198,754,481.20","-69,102,811.09","-225,389,512.61","-300,028,741.76","-295,448,570.35","77,728,958.72","67,893,600.11","-286,642,143.43","324,510,138.67","-42,664,674.64"
购买商品、接受劳务支付的现金,"8,902,765.08","13,090,120.71","14,197,685.89","4,468,433.61","10,532,863.10","14,789,104.76","21,108,431.82","5,301,926.52","12,833,667.09","23,632,046.31","35,607,262.53","15,305,197.31","29,023,698.52","53,226,458.14","74,047,324.13","23,627,923.33","56,400,181.15","75,118,943.19","121,856,272.95","29,813,877.67","52,415,926.29","99,193,575.61","117,439,617.59","50,381,689.18","150,803,550.76","230,503,722.51","281,388,823.52","80,005,527.63","208,210,162.35","310,181,371.03","420,085,075.35","109,363,421.58"
吸收投资收到的现金,"17,000,000.00","2,100,000.00",,,"334,571,300.00","334,571,300.00","334,571,300.00",,,,,,,,"162,962,250.60",,"735,000.00","885,000.00","1,958,800.00","1,571,200.00","316,286,153.52","316,336,153.52","361,089,863.52","665,151.89","4,183,904.00","4,851,523.03","13,013,006.37",,"21,508,637.42","23,686,431.04","31,106,083.51",
