科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"4,184,346,260.75","4,981,662,076.65","4,275,457,727.04","4,190,084,524.56","3,970,269,713.17","2,624,937,612.22","3,045,840,021.84","2,425,673,439.08","2,062,883,427.20","2,222,536,799.03","875,638,045.67","679,624,553.14","468,893,164.06","1,696,610,937.63","1,191,791,619.55","1,143,349,625.13","928,706,774.13","1,693,468,442.46","1,225,855,695.90","2,561,146,596.09","1,794,206,136.62","4,143,922,922.88","2,865,101,824.42","1,329,669,086.95","2,774,710,806.62","2,526,404,243.51","1,722,203,075.12","3,141,149,767.61","1,720,666,555.24","1,489,347,348.80","4,023,710,980.32","2,782,455,311.39","2,725,511,531.17","3,755,272,369.93","2,921,513,628.46","1,942,442,058.32","2,014,889,527.05","5,298,822,774.73","2,236,834,127.04","5,144,506,896.82","5,629,097,133.60","3,722,809,816.60","3,340,023,465.33","3,525,192,231.31"
短期借款,,,,,,,,,,"1,450,000,000.00","1,852,673,000.00","1,625,000,000.00","1,750,000,000.00","4,006,500,000.00","4,526,500,000.00","4,877,500,000.00","4,952,500,000.00","5,293,500,000.00","5,169,500,000.00","5,649,499,699.00","3,745,000,000.00","5,340,000,000.00","4,693,000,000.00","2,798,000,000.00","3,992,500,000.00","3,960,000,000.00","3,331,000,000.00","2,634,000,000.00","2,317,000,000.00","2,821,000,000.00","2,899,000,000.00","3,299,000,000.00","3,042,000,000.00","4,025,000,000.00","4,159,000,000.00","4,539,000,000.00","4,564,000,000.00","6,424,000,000.00","6,039,000,000.00","9,675,000,000.00","8,525,000,000.00","9,275,000,000.00","9,825,000,000.00","11,275,600,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,"29,950.00",,,,,,,,,,,,,,,,,,,,,,,"5,273,668,946.70","5,245,429,605.76","5,533,006,616.82","5,047,519,248.40","3,009,513,317.66"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"304,791,410.00","79,295,760.00",,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"591,520.00",,,"1,408,171.29","2,561,838.28","2,855,105.40","2,946,058.16","1,175,894.99","2,795,221.30","3,059,707.84","2,277,883.90","1,380,513.77","3,098,095.68","2,812,370.28","7,449,164.87","5,754,702.95","3,602,123.90","404,988,856.06","2,301,047.65","28,340,540.60","22,960,123.74","18,384,878.53","11,465,570.74","77,556,336.49","49,466,273.08","56,901,225.14","32,388,181.84","34,634,425.76","40,372,421.47","46,578,010.49","27,990,617.91","35,734,491.48","42,715,920.35","80,597,272.73","64,342,109.14","35,192,983.89","49,257,831.31","208,894,863.62","187,673,315.90","105,111,213.33","133,838,392.88","186,537,911.97","78,239,493.11","285,478,687.45"
应付账款,"355,490,999.54","168,590,161.21","158,227,682.40","179,896,192.65","153,425,173.18","168,787,810.21","164,597,932.57","335,193,447.35","299,360,980.72","362,122,004.64","424,067,920.33","494,949,522.98","377,012,233.48","449,297,363.73","582,979,539.86","320,099,143.16","267,090,098.03","247,919,268.08","276,872,424.74","429,817,239.55","284,778,612.16","203,310,245.72","147,185,461.74","990,855,209.31","250,466,260.00","234,849,353.91","204,807,293.96","1,223,306,955.44","341,866,799.64","429,286,813.82","491,562,703.10","1,391,168,626.57","590,897,615.95","821,636,017.02","800,150,808.43","1,954,621,336.68","1,917,203,126.10","1,635,716,015.70","2,319,708,886.11","2,617,825,138.39","2,063,617,530.21","2,230,082,456.00","3,608,384,590.11","2,921,260,191.78"
预付款项,"1,043,274,629.69","903,445,272.58","987,061,078.05","701,800,131.88","714,082,441.26","63,791,655.73","48,149,272.01","317,424,692.60","315,055,485.47","306,929,967.25","322,235,416.75","263,148,983.28","258,343,422.43","259,013,871.81","262,504,356.63","1,454,919,367.63","1,549,194,469.34","1,553,465,577.02","133,203,162.91","569,650,655.53","583,250,434.74","8,325,736.31","6,655,125.06","54,876,158.43","1,694,310.30","1,358,615,643.34","2,260,107,300.70","2,744,094.22","2,980,018.13","2,669,492.85","3,673,455.86","1,667,757.11","1,233,114.71","1,776,557.42","3,252,730.08","1,886,563.32","1,435,306.32","2,394,992.75","6,126,141.80",,,,,
预收款项,"1,927,825,684.19","2,661,240,870.96","2,235,114,013.92","2,492,489,711.74","2,612,131,536.01","2,655,722,967.90","3,982,905,936.57","4,464,620,485.20","4,455,784,959.00","1,855,483,753.91","2,281,367,651.05","2,017,326,528.50","553,751,682.13","549,643,345.68","574,619,705.07","750,295,117.57","814,431,494.29","692,449,128.32","658,344,023.16","953,692,688.40","979,086,747.94","1,055,780,479.32","1,169,064,175.47","1,141,282,008.29","1,417,145,471.46","1,698,777,323.40","2,265,617,820.39","2,039,573,062.52","2,631,222,269.78","2,698,002,605.89","2,540,968,168.56","1,156,598,953.60","1,184,283,315.23","2,059,360,647.36","3,613,285,905.32","4,670,193,649.96","5,656,786,340.66","7,093,219,415.77","7,934,443,876.49","5,172,642,751.20","4,337,662,063.13","2,999,560,752.63","2,756,683,325.17","2,685,353,961.99"
其他应收款,"98,892,571.88","95,840,330.03","102,946,075.42","78,161,205.34","82,192,861.31","82,245,440.21","86,241,542.82","122,665,603.65","84,365,099.95","166,245,998.54","227,156,182.26","111,058,778.99","88,971,699.23","789,347,970.27","1,822,911,730.14","37,359,321.12","61,932,288.87","78,779,594.01","78,955,694.49","32,003,822.04","33,896,047.32","118,507,891.93","138,757,524.84","132,125,744.60","149,953,038.45","128,045,328.48","14,114,336.72","37,966,686.83","846,108,615.95","690,566,907.29","599,435,392.99","21,214,828.70","525,917,049.95","115,500,068.91","61,436,701.56","157,072,996.52","161,691,652.51","314,468,566.63","224,304,023.00","1,020,066,462.19","408,102,567.49","503,118,606.67","62,792,831.23","605,830,431.46"
应付职工薪酬,"155,732,939.25","156,284,513.71","156,403,951.52","141,458,983.90","136,636,475.63","133,719,661.63","132,255,362.91","122,253,628.62","120,552,537.04","120,316,802.27","118,117,518.04","115,483,050.22","111,162,134.02","112,687,666.62","107,203,324.25","117,147,494.35","109,019,512.18","122,601,745.52","121,627,761.48","129,799,599.64","104,303,779.61","123,620,990.14","121,964,567.01","143,885,797.21","114,294,586.87","113,326,560.82","132,443,889.07","163,301,200.67","127,459,494.83","126,341,147.87","125,454,828.14","34,023,622.44","15,921,891.59","18,679,257.93","16,662,525.79","53,239,054.20","37,267,956.23","36,012,900.08","29,320,630.25","481,909,705.81","262,742,906.92","280,244,128.72","342,926,259.65","577,232,112.14"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
