科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30
长期股权投资,"1,076,249.34","16,545,204.22","16,460,316.68","10,607,864.49","6,943,776.43","4,689,526.29","17,436,590.32","17,712,578.38","17,973,155.44","18,373,587.28","18,855,683.83","20,366,329.91","21,137,043.95","21,820,252.22","22,222,579.36","23,025,879.14","62,860,790.82","64,078,214.18","63,390,455.14"
专项应付款,"2,000,000.00","2,000,000.00","2,000,000.00","4,300,000.00","4,300,000.00","4,300,000.00","4,300,000.00","3,728,000.00","3,728,000.00","3,728,000.00","3,728,000.00","3,728,000.00","3,728,000.00","3,728,000.00",,,,,
投资性房地产,"11,686,610.46","8,805,374.28","11,686,610.46","8,521,973.98","8,451,123.91","8,380,273.84","8,309,423.77","8,238,573.70","8,167,723.63","8,096,873.56","8,026,023.49","7,955,173.42","7,884,323.35","7,813,473.28","7,742,623.21","7,671,773.12","7,600,923.05","7,530,072.98","7,459,222.91"
预计负债,,,,,,,,,,,,"8,581,692.36","10,344,541.04","12,601,932.46","13,618,694.00","14,243,547.81","17,141,189.88","15,223,470.43","15,126,971.67"
固定资产,"1,986,810,869.52","2,016,699,709.50","2,117,411,782.65","2,722,015,198.44","2,685,342,019.90","2,851,222,154.84","3,061,982,263.76","3,098,941,957.23","3,049,194,509.91","3,143,458,683.83","3,099,523,428.23","2,981,410,772.24","2,921,959,895.99","2,952,076,977.73","2,919,855,118.81","2,917,430,796.92","2,866,454,740.48","2,808,261,456.33","2,722,689,805.83"
递延所得税负债,,,,"92,082.48","92,082.48",,,"1,462,889.55","951,830.82","951,830.82","951,830.82",,,,,,,,
在建工程,"894,500,155.79","923,814,042.82","784,482,995.98","332,777,970.35","397,329,889.27","266,511,699.76","106,521,075.97","353,781,365.82","443,466,562.66","518,426,927.92","589,248,898.96","598,989,568.89","615,217,560.15","537,927,021.83","509,778,117.37","505,640,285.52","458,913,720.41","467,499,214.43","492,451,932.12"
其他非流动负债,,,,,,,,,,,,,,,,"1,237,327.50","1,228,781.25","1,228,781.25","1,228,781.25"
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"128,100,000.00","242,000,000.00","231,205,118.58","226,404,578.63","219,077,164.76","86,664,396.62","113,931,465.39","170,677,174.59","339,648,246.09","384,679,830.82","824,679,830.82","842,309,692.36","874,072,541.04","876,329,932.46","1,233,618,694.00","1,105,480,875.31","1,078,369,971.13","996,452,251.68","66,355,752.92"
固定资产清理,"1,228,686.37","1,466,619.70","1,721,215.44","-2,893.76","-2,893.76","-2,893.76","-2,893.76","-2,893.76","-2,893.76","551,824.93","826,973.37","355,466.42","397,408.33","307,409.05","604,284.76",,,,
负债合计,"3,086,698,400.15","3,288,489,946.67","3,269,813,377.63","3,527,821,133.33","3,714,844,613.72","3,609,678,479.16","3,419,282,207.53","3,618,761,697.71","3,725,400,231.55","4,047,400,939.38","4,316,559,305.57","3,914,146,501.63","3,826,315,628.49","3,889,837,288.34","3,805,514,546.35","3,831,764,966.68","3,801,372,467.42","3,771,583,756.91","3,755,458,957.43"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"400,670,300.00","400,670,300.00","400,670,300.00","400,670,300.00","400,670,300.00","400,670,300.00","400,670,300.00","400,670,300.00","400,670,300.00","520,871,390.00","520,871,390.00","520,871,390.00","520,871,390.00","520,871,390.00","520,871,390.00","520,871,390.00","520,871,390.00","520,871,390.00","520,871,390.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"1,045,727,163.11","1,045,727,163.11","1,045,727,163.11","1,031,031,248.80","1,031,031,248.80","1,031,031,248.80","1,031,031,248.80","1,031,159,130.38","1,031,159,130.38","910,958,040.38","910,961,300.72","910,958,040.38","910,958,040.38","910,958,040.38","910,958,040.38","910,958,040.38","910,958,040.38","910,958,040.38","910,958,040.38"
无形资产,"94,380,224.80","120,042,107.06","161,514,861.27","375,214,034.06","387,311,788.45","370,604,668.38","372,210,355.19","180,834,645.89","177,394,062.40","209,717,313.85","211,138,669.09","170,710,337.15","167,789,070.44","181,800,870.82","175,380,572.88","241,162,394.25","232,114,243.75","223,632,201.11","214,880,381.52"
盈余公积,"512,661,952.37","512,661,952.37","512,661,952.37","513,023,698.36","513,023,698.36","513,023,698.36","513,023,698.36","529,797,977.54","529,797,977.54","529,797,977.54","529,797,977.54","532,737,529.44","532,737,529.44","532,737,529.44","532,737,529.44","547,548,226.82","547,548,226.82","547,548,226.82","547,548,226.82"
开发支出,"31,201,441.77","218,344,435.37","209,723,738.24","60,621,737.45","68,782,012.08","92,700,432.54","138,325,665.81","211,154,392.54","201,162,511.99","206,485,069.35","235,877,346.05","311,531,761.52","321,770,566.98","327,064,837.49","358,423,723.45","295,450,676.94","303,506,314.53","319,711,504.93","328,605,085.23"
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,
未分配利润,"54,887,607.15","77,892,383.33","137,664,122.71","210,143,300.08","230,655,634.08","302,672,215.84","365,276,365.11","329,497,423.18","303,560,751.49","343,335,339.82","377,026,063.91","309,727,257.19","364,890,348.14","444,314,675.85","469,758,965.14","450,408,097.26","432,891,871.49","428,941,750.80","348,797,537.84"
长期待摊费用,"23,988,913.39","22,229,569.57","20,153,368.03","18,479,539.53","18,135,474.77","17,783,320.29","19,404,574.21","19,029,487.03","19,321,840.29","19,753,603.32","19,918,697.01","19,303,310.23","18,853,823.56","18,404,336.89","16,943,300.04","16,682,635.95","16,421,971.86","16,161,307.77","15,900,643.68"
少数股东权益,"41,479,440.91","31,416,542.01","31,936,325.27","55,725,112.39","62,210,140.00","54,866,623.95","58,031,627.84","62,807,393.30","61,113,360.96","58,319,517.34","60,900,973.89","64,080,057.31","63,143,674.86","61,127,572.40","62,023,602.76","49,980,542.89","46,374,509.96","44,507,255.00","44,446,009.27"
递延所得税资产,"6,104,695.27","7,700,484.10","7,700,484.10","44,456,058.45","39,021,998.78","50,072,747.28","53,928,170.80","4,587,358.70","4,572,076.49","8,430,294.18","8,430,294.18","13,263,170.30","13,303,023.56","13,303,023.55","13,228,023.55","32,653,936.51","31,911,968.43","29,524,349.05","29,540,966.58"
外币报表折算价差,,,,,,,,,,,,"-214,027.10","-214,027.10","-214,027.10","-214,027.10","-260,811.94","-260,811.94","-294,683.31","-294,683.31"
其他非流动资产,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"3,050,977,846.71","3,335,647,546.62","3,330,855,372.85","3,572,691,482.99","3,611,315,189.83","3,661,961,929.46","3,778,115,226.07","3,894,277,465.53","3,921,249,549.05","4,133,294,178.22","4,191,846,014.21","4,123,885,890.08","4,088,312,716.31","4,060,518,202.86","4,024,178,343.43","4,039,718,378.35","3,979,784,673.33","3,936,398,320.78","3,874,918,493.01"
所有者权益(或股东权益)合计,"2,055,426,463.54","2,068,368,340.82","2,128,659,863.46","2,210,593,659.63","2,237,591,021.24","2,302,264,086.95","2,368,033,240.11","2,353,932,224.40","2,326,301,520.37","2,363,282,265.08","2,399,557,706.06","2,338,160,247.22","2,392,386,955.72","2,469,795,180.97","2,496,135,500.62","2,479,505,485.41","2,458,383,226.71","2,452,531,979.69","2,372,326,521.00"
资产总计,"5,142,124,863.69","5,356,858,287.49","5,398,473,241.09","5,738,414,792.96","5,952,435,634.96","5,911,942,566.11","5,787,315,447.64","5,972,693,922.11","6,051,701,751.92","6,410,683,204.46","6,716,117,011.63","6,252,306,748.85","6,218,702,584.21","6,359,632,469.31","6,301,650,046.97","6,311,270,452.09","6,259,755,694.13","6,224,115,736.60","6,127,785,478.43"
负债和所有者(或股东权益)合计,"5,142,124,863.69","5,356,858,287.49","5,398,473,241.09","5,738,414,792.96","5,952,435,634.96","5,911,942,566.11","5,787,315,447.64","5,972,693,922.11","6,051,701,751.92","6,410,683,204.46","6,716,117,011.63","6,252,306,748.85","6,218,702,584.21","6,359,632,469.31","6,301,650,046.97","6,311,270,452.09","6,259,755,694.13","6,224,115,736.60","6,127,785,478.43"
