科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"111,749,253.74","97,186,532.38","106,335,797.65","84,551,044.04","1,387,966,619.84","1,389,537,680.23","1,361,171,853.37","1,397,793,521.54","1,422,054,543.40","1,325,598,410.80","1,364,413,354.08","1,265,036,322.71","1,420,549,552.23","1,342,405,956.26","1,285,280,829.17","1,175,256,450.91","1,370,348,578.95","1,270,476,250.29","1,277,988,778.86","1,169,897,673.13","1,289,751,865.04","1,154,315,345.20","1,192,670,481.02","1,003,878,619.98","1,148,856,047.27","626,779,277.16","688,237,185.13","437,529,127.94","352,738,892.20","194,467,989.60","204,342,410.30","303,392,828.25","451,391,190.60","241,944,595.14","103,729,550.86","164,567,125.18","1,182,036,561.19"
短期借款,"48,280,556.01","20,000,000.00","30,000,000.00","25,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,"268,000,000.00",,"32,478,269.20",,"52,272,388.50","91,939,148.49","91,939,148.49",,"24,473,938.91","24,473,938.91"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"391,473.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"19,415,465.09","24,716,608.76","23,233,886.32","17,213,684.56","19,208,653.10","13,133,870.72","21,533,444.22","27,298,602.59","44,309,032.81","32,301,013.24","42,625,974.66","49,440,244.53","102,870,416.35","91,718,357.80","73,622,090.79","144,730,952.11","174,349,515.39","104,475,050.52","74,986,787.11","84,845,824.68","151,468,673.18","102,702,388.19","114,371,576.46","127,252,024.93","107,312,018.45","58,862,136.47","65,798,229.63","89,454,397.21","111,815,951.75","86,730,740.39","64,990,546.74","72,432,063.11","81,977,619.41","59,385,097.02","56,726,875.69","66,300,057.13","65,437,283.15"
应付票据,"15,924,921.60","6,582,530.20","5,056,627.20","10,150,762.14","14,966,492.48","19,505,659.96","22,498,273.66","30,693,480.50","12,394,540.54","33,929,188.68","18,898,780.40","24,209,105.57","14,441,311.70","13,903,218.21","19,786,740.61","33,438,583.90","45,078,512.32","12,003,000.00","57,621,350.00","24,338,800.00","39,654,280.00","8,156,021.00","14,680,000.00","9,583,970.00","21,666,660.00","3,078,800.00","12,020,700.00","14,601,400.00","20,830,200.00","7,820,040.00",,,,,,,
应收账款,"79,855,054.58","96,482,158.83","117,277,113.03","105,447,144.88","107,715,727.54","100,852,806.64","109,935,311.89","137,006,612.79","155,829,428.69","161,435,919.60","146,188,483.34","172,759,043.37","170,290,701.06","189,216,911.17","227,789,878.40","219,324,669.30","185,602,174.25","212,168,538.60","234,283,720.35","192,188,230.83","209,094,357.95","189,887,321.72","209,735,991.68","204,918,648.00","214,548,530.03","194,457,649.75","218,019,716.11","254,321,885.80","197,982,619.59","188,790,889.58","216,895,867.32","236,328,847.67","185,526,492.87","183,866,734.57","263,598,366.51","279,681,527.89","244,337,586.24"
应付账款,"24,573,549.47","31,170,904.62","20,410,375.49","39,047,350.54","35,974,462.24","34,486,766.19","38,954,821.52","43,769,862.64","43,953,617.65","25,880,253.14","35,397,229.85","30,154,154.01","64,339,592.11","51,398,933.99","57,492,612.61","64,461,888.01","71,785,367.88","37,959,545.92","53,260,752.04","49,415,942.32","127,997,593.02","68,760,977.90","91,768,226.87","65,588,548.36","89,724,537.64","65,792,016.35","61,098,211.96","81,545,161.49","66,880,190.85","45,874,186.38","54,056,830.80","56,110,332.00","68,673,881.85","32,618,864.66","64,418,126.29","55,190,886.50","57,572,572.63"
预付款项,"5,218,952.71","4,515,621.76","4,497,123.15","22,270,981.32","7,884,432.31","16,734,735.53","22,706,332.77","21,601,917.09","14,095,237.78","29,023,144.71","10,220,707.29","10,324,099.47","9,740,525.62","18,505,751.18","14,330,076.13","19,736,684.33","24,528,809.37","21,841,267.28","55,067,369.40","33,985,252.39","32,289,686.29","24,945,964.83","10,596,231.26","13,378,693.23","22,238,347.02","13,014,633.26","18,238,468.87","13,865,112.93","43,372,983.56","10,951,694.96","6,556,952.56","7,009,115.30","5,262,645.23","14,638,539.92","16,387,133.73","23,953,944.58","15,615,250.59"
预收款项,"12,254,579.42","13,050,339.85","13,153,085.85","24,339,022.73","32,344,405.75","38,841,083.12","25,684,828.02","30,892,652.91","70,946,786.28","31,055,102.47","26,618,214.88","23,453,266.40","43,085,374.00","52,819,571.11","28,646,891.02","40,461,745.25","83,507,957.64","31,340,696.60","21,535,268.93","20,733,034.52","20,807,522.00","10,549,762.62","19,852,565.48","18,547,812.46","16,721,487.82","68,860,577.08","69,384,866.28","79,637,283.21","95,883,190.88","91,717,692.94","94,774,298.46","105,047,734.98","99,558,377.74","94,255,317.97","99,055,053.46","93,104,154.09","116,479,141.55"
其他应收款,"5,954,890.52","4,899,193.77","3,775,818.68","5,177,224.16","3,785,303.13","5,964,265.97","8,860,688.23","11,189,429.99","11,859,388.81","17,929,980.15","20,037,293.58","18,061,918.80","16,073,720.84","16,622,725.14","15,030,106.28","14,165,596.20","10,769,573.01","10,650,020.89","11,340,539.86","11,962,313.84","9,744,609.80","9,782,824.96","13,033,809.01","11,657,072.96","12,008,051.62","21,055,025.80","24,542,427.82","22,981,613.25","22,322,918.24","24,089,950.52","14,477,590.45","23,107,859.22","17,956,040.92","18,755,107.94","19,203,790.81","20,711,153.52","20,293,527.13"
应付职工薪酬,"13,452,303.64","17,770,967.87","8,660,959.92","8,749,788.73","43,335,522.96","20,519,622.79","36,246,585.22","46,285,121.68","57,227,685.92","27,923,932.69","42,419,628.46","30,869,636.32","69,793,155.00","30,394,179.22","44,395,645.61","59,269,093.15","92,408,330.39","38,586,954.31","39,984,975.18","31,509,164.66","71,650,871.84","26,694,880.01","27,833,836.17","21,972,039.98","52,497,372.99","24,082,106.29","26,822,387.93","47,686,073.77","92,019,077.37","53,830,755.39","68,782,987.03","95,650,215.42","101,204,479.54","62,023,079.67","76,437,331.65","91,399,572.23","105,841,217.94"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,453,713.31","21,044,613.10","14,018,066.01","12,823,726.68","4,647,244.95","155,998.38","4,343,808.21","14,055,767.99","17,977,863.00","14,926,962.62","15,104,048.55","17,008,855.51","43,757,174.99","27,836,864.56","31,817,224.71","32,865,091.40","32,633,785.84","24,647,936.21","36,264,813.72","24,675,444.55","35,814,617.31","3,549,156.89","14,965,500.83","12,834,736.40","25,290,993.25","7,703,783.47","12,837,647.84","23,716,079.00","30,396,769.38","6,484,122.74","10,870,008.19","23,955,536.67","27,809,387.97","6,197,940.45","17,228,965.07","22,423,228.33","13,547,438.64"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"1,130,937.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"1,491,255.00","93,501,688.50","8,501,688.50",,,"40,537,650.00","40,537,650.00",,,"59,650,200.00",,,,"111,844,125.00",,,,"120,719,529.00",,,,"167,118,312.00",,,,"29,245,704.60","10,434,954.64",,,"4,472,123.40",,,,,,
存货,"65,194,045.79","89,698,505.24","87,724,323.00","90,438,846.09","91,617,910.47","113,104,978.35","129,388,646.55","152,807,217.46","150,541,661.69","160,710,308.79","175,567,926.24","181,725,606.84","177,564,241.93","198,005,107.71","197,751,547.19","209,418,031.88","202,971,883.08","183,774,318.04","185,077,840.77","209,317,224.38","211,746,657.24","239,450,711.71","248,081,216.28","239,378,424.73","233,999,485.78","252,153,404.66","225,833,910.20","237,038,270.33","198,075,131.37","223,329,717.26","215,550,094.93","200,113,611.02","210,282,428.32","217,013,218.23","211,443,063.18","202,126,384.06","213,807,555.44"
其他应付款,"1,740,300.87","973,295.99","3,659,946.19","1,050,971.64","3,174,779.63","2,183,736.39","1,671,747.09","2,772,369.14","2,220,742.72","2,756,675.99","1,907,524.77","2,046,488.02","2,616,187.13","1,553,469.62","1,167,893.72","1,304,095.57","3,357,734.92","1,117,090.84","1,576,952.75","1,749,434.67","3,273,511.31","1,154,951.76","2,222,660.24","2,839,063.70","3,210,061.36","26,297,756.58","80,007,042.10","76,962,269.37","47,065,491.20","60,186,887.20","51,326,133.46","145,893,127.16","135,829,221.13","143,110,989.52","131,407,541.65","134,636,849.00","442,383,475.58"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"320,234,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00",,,,
