科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"104,225,254.10","131,251,201.47","142,394,272.06","67,681,424.20","106,427,843.58","156,257,883.97","27,510,996.73","64,524,274.94","107,665,527.60","172,499,290.32","37,411,370.07","78,155,504.90","127,160,349.69","186,463,106.80","41,570,701.49","97,148,260.13","155,928,621.14","225,176,770.05","49,681,659.37","95,214,380.21","138,195,095.51","194,765,875.32","36,228,546.13","70,585,463.90","143,893,800.49","219,742,471.22","100,385,423.45","219,365,274.65","333,639,077.46","431,375,051.28","79,561,495.38"
取得子公司及其他营业单位支付的现金净额,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,"575,537.40",,,,,,"105,204.65","23,602,553.23",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"15,857,914.77","5,843,000.00","5,848,000.00","7,999,286.76","6,178,337.80","10,536,797.37","13,942,306.10","21,695,961.11","7,300,000.00",701.77,,,,,"42,206.05","118,584.96",,"32,786.07"
收到其他与经营活动有关的现金,"24,486,645.78","11,179,017.99","11,192,276.89","20,481,579.31","24,619,087.17","27,321,785.28","3,184,276.40","3,676,465.62","15,443,239.06","15,166,057.48","588,613.81","4,321,896.42","13,993,533.89","21,455,161.75","902,945.92","4,790,122.59","12,706,820.67","12,927,641.16","3,450,354.95","5,819,877.33","11,321,584.14","14,236,084.87","4,006,054.47","14,313,845.47","19,133,720.29","8,339,065.65","4,070,189.91","9,280,169.13","14,330,583.89","28,427,134.57","36,121,154.19"
投资活动现金流出小计,"23,324,144.48","170,509,523.78","107,149,497.77","31,488,473.46","51,019,806.38","498,906,634.62","533,894,336.03","702,633,148.81","1,271,021,366.16","2,135,622,628.64","442,537,776.00","852,691,709.60","1,391,060,207.54","1,981,795,014.77","674,836,968.26","1,006,480,032.46","1,086,351,878.05","1,131,123,814.69","90,045,482.12","140,757,954.38","174,482,194.45","198,268,066.52","34,324,177.61","156,751,788.71","193,445,309.92","385,404,481.37","91,485,773.42","278,946,602.90","528,066,058.02","797,673,315.16","240,425,853.22"
经营活动现金流入小计,"128,711,899.88","142,430,219.46","153,586,548.95","88,163,003.51","131,046,930.75","183,579,669.25","30,695,273.13","68,200,740.56","123,108,766.66","187,665,347.80","37,999,983.88","82,477,401.32","141,153,883.58","207,918,268.55","42,473,647.41","101,938,382.72","168,635,441.81","238,104,411.21","53,132,014.32","101,034,257.54","149,516,679.65","209,577,497.59","40,234,600.60","84,899,309.37","163,027,520.78","228,081,536.87","104,455,613.36","228,750,648.43","371,572,214.58","459,802,185.85","115,682,649.57"
投资活动产生的现金流量净额,"-23,213,809.44","-9,151,519.65","-107,145,497.77","-31,475,473.46","-51,006,806.38","-218,004,075.12","-200,108,005.12","-203,027,249.13","9,809,247.13","-111,658,556.44","30,518,860.22","-36,516,624.94","-272,512,492.75","-277,068,468.46","-201,530,557.30","-331,628,033.19","-344,850,510.34","-396,505,092.00","-86,460,307.24","-130,660,610.35","-164,397,019.57","-180,400,047.83","-19,724,177.61","-26,905,386.01","-42,805,488.28","-69,943,986.72","31,636,693.77","74,357,232.26","65,392,701.99","125,900,668.46","86,206,615.55"
购买商品、接受劳务支付的现金,"28,949,759.73","37,726,168.16","33,200,268.91","21,858,490.98","31,352,055.11","40,805,034.51","10,806,453.26","18,642,461.02","31,437,681.19","43,648,924.10","15,764,788.09","27,218,592.01","39,202,588.26","66,045,625.14","17,509,769.33","40,463,169.31","57,967,025.83","92,660,409.81","21,271,029.53","38,696,483.84","53,856,969.44","66,542,077.64","18,892,136.66","107,140,336.43","111,665,343.93","81,123,714.15","11,186,828.10","18,251,094.17","114,026,540.10","103,314,434.73","10,705,385.18"
吸收投资收到的现金,,"93,731,920.00",,,"555,000,000.00","555,000,000.00",,,,,,,,,,"63,934,048.50","63,934,048.50","63,934,048.50",,,,,,"200,000,000.00","200,000,000.00","200,000,000.00",,,,,
支付给职工以及为职工支付的现金,"6,000,413.08","8,909,856.18","13,380,644.20","9,982,502.58","14,938,633.24","19,663,107.93","7,534,427.18","13,628,717.37","20,039,243.81","27,976,040.67","8,467,408.98","15,351,026.96","23,137,284.34","32,118,137.41","10,506,902.49","18,899,746.65","28,178,548.55","37,147,275.98","10,526,747.55","19,034,445.20","28,217,513.40","44,289,566.05","13,890,788.94","25,652,325.69","38,041,643.27","51,221,328.40","14,589,413.28","26,868,499.60","38,234,488.41","48,733,058.85","14,251,836.39"
取得借款收到的现金,"16,000,000.00",,,,,,,,,,,,,,"250,000,000.00","250,000,000.00","415,000,000.00","560,000,000.00","57,000,000.00","156,000,000.00","166,000,000.00","207,000,000.00","220,000,000.00","220,000,000.00","400,000,000.00","400,000,000.00",,,,,
支付的各项税费,"13,009,170.19","23,218,462.50","22,781,412.86","9,593,188.90","16,845,752.70","22,948,981.97","8,819,010.42","14,180,724.71","22,914,628.08","28,936,346.67","9,300,309.96","12,125,328.06","21,043,890.95","25,564,854.79","8,460,860.84","9,652,620.06","16,840,653.36","22,073,081.79","12,621,806.46","15,258,569.68","15,104,551.56","22,023,832.55","7,202,918.13","13,595,067.77","20,895,553.40","33,115,577.19","17,034,985.81","24,784,135.66","32,194,689.31","40,241,220.74","9,688,284.49"
收到其他与筹资活动有关的现金,,,,,,,,,"966,774.07",,,,,,,,,,,"70,000,000.00",,"70,000,000.00",,,,,,,"310,000.00",,
支付其他与经营活动有关的现金,"36,485,173.14","17,245,952.19","18,170,812.98","7,919,930.40","16,648,369.15","19,944,638.10","5,952,608.84","13,717,337.86","23,279,301.61","30,670,910.46","12,685,265.59","21,259,266.35","29,664,464.45","33,188,966.84","13,987,515.47","24,750,420.99","35,185,775.31","39,985,082.85","10,239,887.32","24,167,905.66","31,683,938.87","38,075,166.96","13,050,585.39","30,904,421.97","60,235,765.17","85,158,209.63","41,187,239.88","143,764,286.21","176,736,645.35","220,674,039.26","63,276,586.03"
筹资活动现金流入小计,"16,000,000.00","93,731,920.00",,,"555,000,000.00","555,000,000.00",,,"966,774.07",,,,,,"250,000,000.00","313,934,048.50","478,934,048.50","623,934,048.50","57,000,000.00","226,000,000.00","166,000,000.00","277,000,000.00","220,000,000.00","420,000,000.00","600,000,000.00","600,000,000.00",,,"310,000.00",,
经营活动现金流出小计,"84,444,516.14","87,100,439.03","87,533,138.95","49,354,112.86","79,784,810.20","103,361,762.51","33,112,499.70","60,169,240.96","97,670,854.69","131,232,221.90","46,217,772.62","75,954,213.38","113,048,228.00","156,917,584.18","50,465,048.13","93,765,957.01","138,172,003.05","191,865,850.43","54,659,470.86","97,157,404.38","128,862,973.27","170,930,643.20","53,036,429.12","177,292,151.86","230,838,305.77","250,618,829.37","83,998,467.07","213,668,015.64","361,192,363.17","412,962,753.58","97,922,092.09"
偿还债务支付的现金,"16,000,000.00",,,,,,,,,,,,,,,,"50,000,000.00","70,000,000.00","155,000,000.00","155,000,000.00","175,000,000.00","196,370,000.00","192,870,000.00","301,500,000.00","470,000,000.00","475,000,000.00","53,546,689.00","53,546,689.00","83,046,689.00","106,000,000.00","119,000,000.00"
经营活动产生的现金流量净额,"44,267,383.74","55,329,780.43","66,053,410.00","38,808,890.65","51,262,120.55","80,217,906.74","-2,417,226.57","8,031,499.60","25,437,911.97","56,433,125.90","-8,217,788.74","6,523,187.94","28,105,655.58","51,000,684.37","-7,991,400.72","8,172,425.71","30,463,438.76","46,238,560.78","-1,527,456.54","3,876,853.16","20,653,706.38","38,646,854.39","-12,801,828.52","-92,392,842.49","-67,810,784.99","-22,537,292.50","20,457,146.29","15,082,632.79","10,379,851.41","46,839,432.27","17,760,557.48"
分配股利、利润或偿还利息支付的现金,"16,277,772.00","7,801.21","75,085,469.11",,,,,"44,003,345.24","44,003,575.43","44,003,575.43",,"36,000,000.00","36,000,000.00","36,000,000.00","28,666,097.90","32,780,542.35","36,876,263.13","43,017,290.01","3,205,688.89","10,366,548.75","14,308,333.46","25,201,177.77","4,301,948.61","7,331,749.99","11,416,038.64","7,507,956.56","4,865,537.79","9,783,985.55","14,432,846.76","16,697,817.31","2,907,084.45"
收回投资收到的现金,,"160,000,000.00",,,,"280,000,000.00","333,200,000.00","496,100,000.00","1,271,560,000.00","2,011,560,000.00","470,000,000.00","810,000,000.00","1,110,000,000.00","1,690,000,000.00","470,000,000.00","670,000,000.00","722,780,000.00","723,900,000.00","3,370,000.00","3,370,000.00","3,370,000.00","6,370,000.00","10,000,000.00","124,130,000.00","142,530,000.00","301,500,000.00","122,980,000.00","350,530,000.00","589,060,000.00","912,560,000.00","324,778,000.00"
支付其他与筹资活动有关的现金,,,,,,"4,977,250.61",,"89,974.69","1,056,441.93",,,,,,"483,608.71","1,185,034.05","1,339,579.67","70,000,000.00",,"63,934,048.50","-5,687,020.95","67,155,012.50","808,464.00","5,425,928.00","8,148,692.00","13,435,556.00","2,282,364.00","4,564,728.00","6,847,092.00","11,350,328.65","2,282,364.00"
取得投资收益收到的现金,,"1,358,004.13",,,,"889,559.50","586,330.91","3,505,899.68","9,270,613.29","12,404,072.20","3,056,636.22","6,155,084.66","8,527,714.79","13,979,016.15","3,306,410.96","4,844,328.77","5,076,541.92","5,087,312.33","65,174.88","6,577,344.03","6,565,174.88","65,174.88",,"4,808,930.18","7,202,349.12","539,956.03","142,467.19","2,696,719.16","3,799,605.01","3,376,426.91","1,824,468.77"
筹资活动现金流出小计,"32,277,772.00","7,801.21","75,085,469.11",,,"4,977,250.61",,"44,093,319.93","45,060,017.36","44,003,575.43",,"36,000,000.00","36,000,000.00","36,000,000.00","29,149,706.61","33,965,576.40","88,215,842.80","183,017,290.01","158,205,688.89","229,300,597.25","183,621,312.51","288,726,190.27","197,980,412.61","314,257,677.99","489,564,730.64","495,943,512.56","60,694,590.79","67,895,402.55","104,326,627.76","134,048,145.96","124,189,448.45"
处置固定资产、无形资产和其他长期资产收回的现金净额,"110,335.04",,"4,000.00","13,000.00","13,000.00","13,000.00",,,,,,"20,000.00","20,000.00","19,615.39",,,"150,000.00","106,410.36",,,,"1,954,637.00",,"80,000.00","80,000.00","689,391.62",,,"520,000.00","3,017,556.71","30,000.00"
筹资活动产生的现金流量净额,"-16,277,772.00","93,724,118.79","-75,085,469.11",,"555,000,000.00","550,022,749.39",,"-44,093,319.93","-44,093,243.29","-44,003,575.43",,"-36,000,000.00","-36,000,000.00","-36,000,000.00","220,850,293.39","279,968,472.10","390,718,205.70","440,916,758.49","-101,205,688.89","-3,300,597.25","-17,621,312.51","-11,726,190.27","22,019,587.39","105,742,322.01","110,435,269.36","104,056,487.44","-60,694,590.79","-67,895,402.55","-104,016,627.76","-134,048,145.96","-124,189,448.45"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,"-66,055.43",,,"145,164.12",,,,"14,573.57",,-38.96,-622.44,"-296,727.24",-113.79,"351,442.10",-98.99,"748,833.28","2,074.55","-1,133.14",-898.19,"1,100,979.51",869.06,"-11,741.68","-15,929.43","-3,397,195.73","-80,805.56","51,465.29","651,916.21","-2,660,309.33","-31,589.19"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"727,914.77",,"7,670.50","13,494,825.79","5,525,000.00","150,000.00","150,000.00","150,000.00","9,478,206.81","4,600,000.00","827,472.52","827,472.52","12,731,147.00",,"77,116.00","79,155.00","4,620,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"110,335.04","161,358,004.13","4,000.00","13,000.00","13,000.00","280,902,559.50","333,786,330.91","499,605,899.68","1,280,830,613.29","2,023,964,072.20","473,056,636.22","816,175,084.66","1,118,547,714.79","1,704,726,546.31","473,306,410.96","674,851,999.27","741,501,367.71","734,618,722.69","3,585,174.88","10,097,344.03","10,085,174.88","17,868,018.69","14,600,000.00","129,846,402.70","150,639,821.64","315,460,494.65","123,122,467.19","353,303,835.16","593,458,760.01","923,573,983.62","326,632,468.77"
五、现金及现金等价物净增加额,"4,775,802.30","139,902,379.57","-116,243,612.31","7,333,417.19","555,255,314.17","412,381,745.13","-202,525,231.69","-239,089,069.46","-8,846,084.19","-99,214,432.40","22,301,071.48","-65,993,475.96","-280,407,459.61","-262,364,511.33","11,328,221.58","-43,135,693.28","76,331,035.13","91,399,060.55","-189,191,378.12","-130,085,487.58","-161,365,523.89","-152,378,404.20","-10,505,549.68","-13,567,648.17","-196,933.34","8,178,012.49","-8,681,556.29","21,595,927.79","-27,592,158.15","36,031,645.44","-20,253,864.61"
