科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"8,790,274.43","7,521,246.68","7,865,203.47","11,303,938.45","4,403,784.14","767,311.77","2,708,463.12","2,217,790.15","-31,481,299.05","-5,691,988.95","-11,820,328.60","-26,996,931.20","-31,337,351.13","-19,713,223.75","-20,216,134.80","-18,412,019.44","-26,941,256.71","-38,005,976.89","-46,014,556.87","-76,177,232.79","-99,656,100.87","-14,800,781.30","-9,611,352.51","-19,656,008.91","-54,104,903.97","-10,048,636.33","-4,701,955.03","770,101.43","-11,661,704.72","3,953,824.53","-1,745,512.73","-22,144,419.96","-41,497,511.37","6,955,440.95","-27,044,676.83","-105,916,424.53"
三、利润总额,"402,085,061.21","429,435,343.86","289,913,937.25","439,290,891.09","549,779,297.24","187,523,885.10","372,230,650.78","608,071,666.62","714,977,074.01","202,286,346.57","505,088,779.65","861,840,353.77","1,086,500,896.11","494,560,285.97","842,350,382.44","1,175,884,764.11","1,562,512,195.44","709,132,264.65","1,177,923,063.83","1,661,425,811.99","1,956,930,814.50","759,341,304.08","1,266,659,775.91","1,788,200,795.15","2,227,155,640.28","915,266,237.87","1,478,160,272.43","1,961,517,405.10","2,312,520,214.11","999,649,115.08","1,608,343,144.88","2,167,265,633.14","2,671,427,197.16","1,051,974,214.10","1,929,643,333.64","2,905,839,337.93"
资产减值损失,"13,256,404.33","6,952,035.96","-373,937.55","-516,805.45","10,261,616.25","266,288.92","645,054.94","529,307.57","-801,302.11","100,155.66","-448,271.83","-1,510.59","2,272,280.96","695,177.63","1,202,679.62","27,185,066.47","35,530,897.94","40,692.04","211,287.32","1,826,574.72","18,848,399.72","-480,295.21","7,544,323.45","7,221,349.31","29,756,414.35","994,278.71","4,964,759.92","7,853,496.43","20,431,312.17","1,108,624.06","5,818,056.61","12,830,271.53","85,983,485.58","2,314,925.11","568,673.32","-26,631,440.65"
减:所得税,"135,103,150.37","96,597,418.03","65,542,361.93","98,101,231.21","113,528,527.91","41,570,770.01","79,272,373.22","135,383,930.17","160,315,193.98","47,560,038.56","99,808,060.82","183,934,396.64","251,280,198.57","127,513,621.08","194,102,961.47","264,637,256.54","382,127,004.71","161,023,451.57","276,800,122.17","388,252,348.37","472,218,295.68","181,213,858.79","318,323,104.43","436,042,871.89","556,742,740.85","217,682,879.59","347,924,062.09","463,133,155.97","591,042,884.19","240,605,797.65","373,549,368.00","513,836,158.82","636,204,957.32","245,522,574.24","447,247,081.91","674,621,903.57"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,595,000.00",,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"28,905,197.97","56,053,575.45","33,899,223.73","53,011,403.48","71,044,019.09","26,646,978.06","50,696,624.25","71,912,948.79","89,035,063.22","27,829,716.79","49,704,887.04","74,837,493.85","97,401,646.95","24,109,498.13","46,520,769.36","83,942,098.08","110,665,820.23","40,269,852.42","63,320,973.15","94,090,925.86","107,477,307.38","26,788,154.82","66,315,225.41","86,208,428.78","127,707,666.97","33,212,851.86","66,806,608.04","126,014,823.71","154,637,464.56","58,777,320.34","91,554,354.56","158,914,321.30","199,908,283.14","49,103,882.49","97,912,108.27","137,463,466.12"
四、净利润,"266,981,910.84","332,837,925.83","224,371,575.32","341,189,659.88","436,250,769.33","145,953,115.09","292,958,277.56","472,687,736.45","554,661,880.03","154,726,308.01","405,280,718.83","677,905,957.13","835,220,697.54","367,046,664.89","648,247,420.97","911,247,507.57","1,180,385,190.73","548,108,813.08","901,122,941.66","1,273,173,463.62","1,484,712,518.82","578,127,445.29","948,336,671.48","1,352,157,923.26","1,670,412,899.43","697,583,358.28","1,130,236,210.34","1,498,384,249.13","1,721,477,329.92","759,043,317.43","1,234,793,776.88","1,653,429,474.32","2,035,222,239.84","806,451,639.86","1,482,396,251.73","2,231,217,434.36"
其中:对联营企业和合营企业的投资权益,"28,976,341.60","54,230,355.14","33,567,860.53","51,622,831.89","70,679,876.18","24,051,407.21","50,696,624.25","67,393,858.49","89,860,315.90","28,664,577.15","48,080,469.00","72,681,712.61","93,986,049.29","18,682,591.84","45,738,247.21","74,025,547.32","109,351,934.88","31,233,155.05","53,341,474.90","83,442,382.38","96,839,803.08","27,020,358.52","57,515,731.15","72,373,519.55","110,564,318.04","27,892,855.34","54,408,655.36","79,974,656.22","103,378,773.50","27,442,251.84","51,299,580.60","83,791,678.44","103,110,950.09","28,141,958.05","65,536,381.81","86,707,227.90"
归属于母公司所有者的净利润,"217,444,886.24","221,227,275.92","166,384,130.24","245,577,426.43","312,752,655.50","109,361,605.72","228,304,864.00","363,966,720.05","409,511,494.96","116,708,177.53","330,622,852.01","556,776,666.03","684,902,978.63","334,886,035.23","568,454,155.33","778,716,390.65","1,005,639,474.30","495,872,575.12","804,501,508.75","1,125,166,883.64","1,294,596,112.58","532,565,564.90","850,777,318.91","1,192,409,978.38","1,470,282,260.41","645,995,351.78","1,016,387,423.09","1,318,613,319.16","1,505,894,866.77","696,763,582.00","1,106,788,614.24","1,460,697,030.17","1,808,190,521.41","718,248,810.42","1,300,196,681.66","1,907,967,006.74"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"49,537,024.60","111,610,649.91","57,987,445.08","95,612,233.45","123,498,113.83","36,591,509.37","64,653,413.56","108,721,016.40","145,150,385.07","38,018,130.48","74,657,866.82","121,129,291.10","150,317,718.91","32,160,629.66","79,793,265.64","132,531,116.92","174,745,716.43","52,236,237.96","96,621,432.91","148,006,579.98","190,116,406.24","45,561,880.39","97,559,352.57","159,747,944.88","200,130,639.02","51,588,006.50","113,848,787.25","179,770,929.97","215,582,463.15","62,279,735.43","128,005,162.64","192,732,444.15","227,031,718.43","88,202,829.44","182,199,570.07","323,250,427.62"
