科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"22,621,807.03","18,713,208.98","28,722,492.30","37,152,369.38","16,639,831.71","454,743,967.61","438,431,773.38","432,842,274.12","443,317,822.11","434,387,007.77","411,888,706.13","381,127,317.61","355,229,609.35","358,158,793.15","293,143,529.18","294,424,444.29","294,716,612.07","292,507,539.09","296,472,588.79","280,579,071.12","295,256,341.53","271,736,020.72","271,366,310.61","221,240,544.47","234,761,443.44","50,072,306.05","115,511,977.43","96,950,265.50","167,542,917.00","112,050,326.97","432,945,341.32","466,354,993.57","416,530,340.78"
短期借款,"6,000,000.00","13,750,000.00","15,000,000.00",,,,,,,,,,,"3,000,000.00","6,000,000.00","8,000,000.00","8,200,000.00",,,,,,"4,585,056.73",,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,"50,000,000.00","45,000,000.00","38,000,000.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"732,514.60","3,148,098.02","2,416,000.00","5,119,000.00","3,841,000.00","815,565.24","2,550,000.00","4,461,160.10","831,000.00","781,000.00","700,000.00","900,000.00","1,200,000.00","450,000.00","2,010,000.00","4,146,988.00","2,300,000.00","2,920,000.00","4,490,000.00","570,000.00","7,960,000.00","3,090,000.00","1,920,000.00","1,676,870.80","2,212,070.80","2,249,128.48","2,037,464.00","4,912,243.00"
应付票据,,,,,,,,,,,,,,,,,,,,,"1,598,111.25","1,648,111.25","901,244.71","3,238,987.84",,,,,,,,,
应收账款,"7,203,264.80","8,004,125.34","16,300,916.62","17,223,966.11","27,805,556.37","40,860,359.84","47,592,750.12","40,995,100.86","36,956,300.10","37,946,007.36","45,675,677.58","55,274,212.56","46,855,373.20","35,306,405.49","50,616,981.74","58,922,447.52","50,177,634.71","30,255,731.04","42,319,078.13","46,399,588.22","60,918,300.36","53,061,134.75","55,508,497.06","55,626,179.24","34,106,841.32","35,755,062.20","37,467,649.37","46,106,287.24","44,240,714.56","46,101,795.86","43,902,742.49","50,195,283.62","53,908,928.70"
应付账款,"5,934,034.17","4,661,327.81","10,748,455.98","13,472,785.05","9,260,079.56","9,468,456.85","9,944,236.17","14,414,983.37","13,949,624.97","10,557,704.08","16,473,564.33","29,020,187.31","26,355,036.48","10,210,016.31","23,788,432.03","29,332,890.71","19,523,224.99","19,647,368.96","21,628,443.30","24,012,286.67","21,842,422.85","25,541,900.94","22,482,586.90","31,573,517.25","6,832,665.35","12,527,291.58","9,223,583.53","5,848,342.19","5,425,331.76","5,353,123.07","7,182,310.42","7,322,276.46","7,188,869.01"
预付款项,"7,176,769.00","15,621,782.60","14,134,117.64","6,919,833.00","21,491,450.35","8,726,888.05","20,771,502.75","23,286,850.12","19,922,969.51","13,164,770.42","12,690,368.38","17,810,979.46","78,363,963.12","5,864,190.94","17,569,421.30","19,173,134.42","18,855,528.93","10,436,712.01","12,371,192.20","11,542,448.18","8,775,411.31","12,185,036.58","10,695,886.73","9,105,080.08","19,800,517.46","15,684,004.68","11,890,893.33","10,821,848.80","11,918,320.14","15,685,996.36","18,988,773.57","9,242,001.79","10,719,738.37"
预收款项,"8,137,577.62","2,825,694.30","838,044.97","814,242.85","753,776.04","661,831.49","766,188.86","1,470,719.52","2,361,069.33","1,725,742.96","2,232,687.01","3,008,632.37","1,608,578.85","1,866,684.94","1,743,941.89","3,029,723.22","1,957,665.65","2,040,101.32","2,272,560.34","1,782,975.38","3,921,753.33","3,409,762.76","9,922,557.14","6,496,294.40","6,928,872.61","3,237,471.42","3,238,386.06","2,236,336.36","1,845,169.32","1,280,684.53","1,484,460.92","1,865,987.35","2,793,765.46"
其他应收款,"791,032.34","1,831,064.49","1,375,759.66","1,857,888.82","2,430,173.73","985,033.44","2,529,888.62","1,093,433.20","892,361.66","2,016,114.53","2,835,679.96","1,569,026.16","2,552,135.92","4,933,264.05","3,483,036.69","4,347,327.84","3,447,064.12","18,636,647.89","20,215,299.23","12,834,590.03","4,687,676.70","2,593,465.29","4,390,493.29","6,013,665.71","9,007,220.01","1,306,317.53","1,285,460.25","1,057,042.72","1,166,786.72","1,072,912.26","1,452,530.95","1,709,785.06","1,746,930.82"
应付职工薪酬,"1,794,221.64","1,751,235.25","1,584,239.57","910,788.81","545,995.70","1,448,593.39","793,316.86","1,826,465.22","2,962,752.59","3,475,205.11","3,450,732.65","5,641,959.26","5,553,426.71","5,749,359.73","3,227,363.60","3,819,797.35","4,692,487.37","6,347,118.66","4,165,697.20","5,214,532.75","5,079,785.70","8,226,772.15","6,374,342.08","8,128,188.77","7,532,705.23","8,636,901.10","4,163,272.75","5,903,012.59","4,995,431.41","9,405,421.87","3,764,708.10","5,524,245.36","5,588,839.60"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"845,333.18","2,891,542.97","3,000,260.33","3,751,943.83","2,059,748.23","2,291,459.80","367,827.46","2,075,065.50","2,677,194.84","2,512,976.80","2,924,118.33","2,896,799.94","3,916,256.68","3,500,849.27","4,699,040.31","5,316,659.89","4,789,220.90","3,504,152.56","2,945,882.32","4,355,080.49","6,652,954.08","3,626,641.67","5,018,399.86","4,876,686.00","5,102,598.13","4,015,771.75","3,317,777.71","3,571,877.58","4,560,610.17","4,110,004.26","2,735,344.81","6,191,984.75","4,758,930.73"
应收利息,,,,,,,,"3,270,000.00","4,710,000.00","7,180,945.46","1,249,785.15","796,670.13","1,722,165.49","2,029,615.56","4,938,429.92","6,536,277.54","2,122,677.97","3,354,274.45","2,514,638.45","1,160,371.04","1,775,675.14","2,292,925.34","1,182,619.18",,,,,,,,,,"374,006.00"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"2,324,484.00",,,,,,,,,,,,,,,,,,,,,
存货,"9,496,795.39","9,457,255.01","16,515,224.81","11,418,736.48","10,942,154.07","14,419,953.79","12,892,495.30","14,779,471.95","19,110,221.05","36,101,246.93","37,501,191.04","33,205,177.66","29,041,193.08","33,894,316.54","31,929,863.80","31,387,993.44","25,907,512.62","36,388,371.63","33,280,514.13","25,803,731.69","23,224,244.66","32,843,930.82","30,779,179.21","33,651,713.18","22,447,308.23","25,462,667.36","23,726,556.08","24,646,827.17","23,780,170.80","22,598,119.73","24,615,085.52","24,137,381.26","26,505,458.74"
其他应付款,"1,653,930.20","1,732,522.02","238,757.07","409,340.95","300,180.95","1,250,028.45","531,764.90","522,721.61","535,038.36","2,844,797.65","1,630,587.07","1,672,678.64","1,984,935.83","1,589,352.07","1,467,024.33","2,026,285.92","2,045,035.40","1,681,831.77","1,574,628.47","1,561,789.68","1,105,937.47","1,571,669.12","3,144,146.67","3,136,896.14","1,835,500.47","1,798,903.27","848,620.13","4,722,724.27","767,150.05","985,363.21","1,828,654.43","2,508,198.04","2,064,290.29"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"21,979.33","264,061.92","162,326.74",,"109,682.92","647,741.30",,"460,001.00","230,003.00","3,442,174.60","851,633.52","316,446.54","286,287.00","3,204,367.80","162,748.86","322,243.14","1,103,042.05","36,208,019.46","17,380,751.18","24,353,785.35","21,694,495.94","39,776,326.12","66,832,988.20","126,699,313.69","123,000,000.00","328,000,000.00","283,000,000.00","293,000,000.00","243,000,000.00","314,783,636.36","12,932,810.30","1,072,730.11","59,719,395.31"
其他流动负债,,"34,377.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"47,311,647.89","53,891,498.34","77,210,837.77","74,572,793.79","79,418,849.15","521,116,458.63","525,366,508.19","519,143,131.25","530,258,677.43","538,079,267.07","513,508,607.00","492,649,830.12","518,511,887.26","444,221,953.53","452,625,011.49","460,813,868.19","435,230,072.47","428,987,295.57","425,004,062.11","404,683,585.63","420,479,133.64","416,788,839.62","443,675,974.28","456,826,496.37","443,693,330.46","464,240,357.82","475,972,536.46","474,502,271.43","493,325,780.02","514,504,858.34","537,086,412.63","554,749,639.41","574,417,041.72"
流动负债合计,"24,365,096.81","27,646,699.41","31,409,757.92","19,359,101.49","12,919,780.48","15,120,369.98","12,403,334.25","20,309,955.22","22,485,680.09","21,116,426.60","26,711,689.39","44,564,741.52","39,418,234.55","25,916,262.32","40,925,802.16","51,525,357.09","41,207,634.31","33,220,573.27","32,587,211.63","36,926,664.97","40,200,964.68","44,024,857.89","52,428,334.09","57,450,570.40","28,232,341.79","30,216,339.12","20,791,640.18","22,282,292.99","17,593,692.71","21,134,596.94","16,995,478.68","23,412,691.96","22,394,695.09"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
