科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"358,993,017.27","987,971,341.08","2,258,281,513.80","4,114,281,484.66","1,246,879,474.20","2,165,434,460.19","2,292,051,070.85","3,171,414,051.39","797,696,088.29","2,646,355,638.92","4,037,891,375.82","4,888,646,683.21","2,097,023,436.74","4,828,392,509.74","5,498,701,469.65","7,184,272,630.51","1,266,008,176.69","2,136,884,104.64","3,421,651,671.46","4,378,997,273.25","307,697,568.92","1,698,777,608.00","2,749,246,906.95","4,488,689,309.87","1,295,569,051.09","3,480,900,677.22","5,606,116,422.45","7,863,631,088.85","1,086,464,569.05","2,354,545,543.46","4,120,168,118.70","8,111,518,834.61","1,560,706,587.67","3,738,247,591.63","6,499,600,345.77","9,595,798,537.43","4,717,119,382.07","12,606,035,860.02","23,253,633,348.67","28,591,791,025.39","3,963,844,373.43","8,280,291,010.74","15,146,269,858.74","23,585,512,762.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"714,435,592.76"
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,"150,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,308,750.00"
收到其他与经营活动有关的现金,"6,634,878.55","25,514,212.57","29,602,426.42","78,253,607.73","23,017,468.86","39,286,093.27","52,412,747.60","73,820,584.59","7,648,829.47","36,036,531.21","37,924,396.21","127,205,563.82","522,357,505.82","70,746,987.25","135,667,502.88","182,225,382.02","223,478,768.36","348,351,542.64","424,843,466.81","1,009,839,824.13","191,002,308.70","744,862,019.12","876,305,333.96","447,510,102.57","101,026,681.25","137,079,541.12","173,152,435.23","451,175,081.69","112,786,306.83","329,844,788.80","984,664,418.32","1,430,501,441.59","456,071,554.98","645,011,932.19","918,022,067.54","1,142,597,019.12","1,152,199,923.63","1,609,030,805.45","1,521,947,225.48","2,304,977,132.36","229,477,137.06","912,439,329.24","1,315,492,075.00","1,900,841,185.35"
投资活动现金流出小计,"752,266,674.12","2,423,127,187.90","2,520,193,716.97","3,051,860,921.63","10,385,983.81","1,266,282,129.15","2,397,544,434.87","3,935,787,140.57","334,106,593.33","335,686,201.93","660,997,971.52","2,942,752,582.11","18,194,901.30","1,027,578,183.27","1,043,565,875.41","1,582,205,393.29","1,169,273,366.04","1,766,157,104.12","1,784,259,817.16","3,145,133,072.13","581,742,693.73","1,956,495,866.93","2,362,075,972.41","4,165,430,273.02","2,074,647,461.27","2,895,928,651.47","4,651,882,415.03","9,119,716,604.80","5,889,890,226.67","10,469,634,398.68","13,141,002,383.21","21,250,370,527.38","1,621,009,540.41","5,574,285,550.21","9,327,338,660.05","20,142,738,157.06","1,204,168,485.23","7,855,865,497.42","9,684,575,146.04","10,081,726,139.63","3,031,974,535.62","10,377,439,201.49","14,952,598,917.97","34,019,911,365.32"
经营活动现金流入小计,"365,627,895.82","1,013,485,553.65","2,287,883,940.22","4,192,535,092.39","1,269,896,943.06","2,204,720,553.46","2,344,463,818.45","3,245,234,635.98","805,344,917.76","2,682,392,170.13","4,075,815,772.03","5,015,852,247.03","2,619,380,942.56","4,899,139,496.99","5,634,368,972.53","7,366,498,012.53","1,489,486,945.05","2,485,235,647.28","3,846,495,138.27","5,388,837,097.38","498,699,877.62","2,443,639,627.12","3,625,552,240.91","4,936,199,412.44","1,396,595,732.34","3,617,980,218.34","5,779,268,857.68","8,314,806,170.54","1,199,250,875.88","2,684,390,332.26","5,104,832,537.02","9,542,020,276.20","2,016,778,142.65","4,383,259,523.82","7,417,622,413.31","10,738,395,556.55","5,869,319,305.70","14,215,066,665.47","24,775,580,574.15","30,896,768,157.75","4,193,321,510.49","9,192,730,339.98","16,461,761,933.74","25,486,353,947.75"
投资活动产生的现金流量净额,"-752,266,674.12","-2,423,127,187.90","-2,520,103,038.97","-3,051,770,243.63","-10,385,983.81","-1,266,282,129.15","-2,397,544,434.87","-3,934,358,841.29","-334,106,593.33","-335,686,201.93","-660,997,971.52","-2,939,991,243.63","-16,313,170.04","-1,023,701,155.74","-1,038,731,597.41","-1,180,934,463.07","-1,129,954,845.68","-1,726,838,583.76","-1,744,391,247.73","-3,104,295,805.83","-265,536,482.63","-1,639,319,555.92","-1,923,806,609.28","-3,727,155,910.22","-2,074,647,461.27","-2,895,916,651.47","-4,651,870,372.31","-9,040,676,590.39","-5,889,890,226.67","-10,469,632,748.68","-12,981,050,474.84","-21,084,648,494.59","-1,583,090,245.30","-5,476,043,783.23","-9,213,117,271.86","-20,015,777,599.46","-1,003,948,740.83","-7,819,253,750.17","-8,800,723,404.15","-9,969,523,620.00","-3,030,530,184.60","-10,321,437,582.60","-14,894,956,877.78","-33,906,457,971.92"
购买商品、接受劳务支付的现金,"233,885,279.01","527,342,927.87","869,172,405.66","1,294,123,357.66","691,392,921.23","919,989,025.37","1,447,662,555.24","2,021,126,026.94","334,518,641.79","765,475,977.82","1,149,813,869.18","2,102,698,989.05","1,249,568,505.78","1,323,286,522.21","1,760,788,664.22","3,000,630,030.14","545,707,559.17","1,079,995,314.67","2,141,659,227.15","3,212,938,417.22","655,843,092.75","1,744,626,239.37","2,920,539,175.32","3,671,153,004.37","881,985,276.19","1,671,686,863.04","2,875,135,590.91","4,150,804,466.90","947,234,794.98","1,920,424,156.73","3,476,209,464.53","4,617,947,044.40","1,394,346,241.97","2,327,804,904.13","3,852,412,916.09","5,579,207,486.80","1,764,946,899.31","3,289,026,887.34","5,042,703,415.80","7,387,394,808.58","2,290,346,617.55","3,645,029,755.81","5,748,563,149.82","8,549,299,544.58"
吸收投资收到的现金,,,,,,"2,507,481,227.85","2,507,481,227.85","2,503,521,227.85",,"63,600,000.00","63,600,000.00","122,000,000.00",,,,"339,000,000.00",,"50,000,000.00","50,000,000.00","238,750,000.00",,"492,237,700.00","492,237,700.00","1,709,237,700.00","1,704,000,000.00","2,074,400,000.00","2,074,500,000.00","2,224,700,000.00",,"1,860,000,000.00","3,860,000,000.00","5,400,000,000.00","187,770,000.00","1,177,770,000.00","1,177,770,000.00","8,155,738,496.75",,"3,050,000,000.00","4,079,400,000.00","4,529,400,000.00","319,687,300.00","1,821,647,300.00","1,821,647,200.00","4,625,403,972.83"
支付给职工以及为职工支付的现金,"21,064,894.79","36,549,052.27","49,779,554.87","79,599,865.04","68,536,331.24","109,311,030.69","130,802,054.51","165,228,023.48","41,730,047.46","69,482,208.20","128,956,472.92","199,039,927.92","91,510,184.66","161,940,275.41","186,847,637.28","245,749,235.03","88,524,856.54","132,547,267.92","205,400,712.84","354,997,494.43","128,815,062.09","191,433,692.21","316,393,886.29","391,034,377.28","75,931,783.42","223,509,329.56","317,972,084.10","414,120,964.34","90,393,856.80","254,795,695.58","366,277,192.33","490,086,450.03","131,159,514.64","307,093,904.77","431,631,459.20","594,295,174.78","144,636,102.60","292,554,787.83","557,494,303.76","769,138,775.54","222,279,378.87","570,797,714.34","769,465,683.58","1,003,856,437.50"
取得借款收到的现金,"768,000,000.00","2,020,000,000.00","2,190,000,000.00","2,640,000,000.00","800,000,000.00","1,052,000,000.00","2,325,000,000.00","4,004,000,000.00","590,000,000.00","2,648,500,000.00","4,002,500,000.00","4,494,500,000.00","1,219,000,000.00","1,445,000,000.00","1,758,000,000.00","2,470,500,000.00","1,651,000,000.00","1,909,000,000.00","3,054,400,000.00","3,454,496,079.08","2,016,168,756.05","4,697,178,214.77","5,563,473,124.95","8,933,921,473.50","3,110,000,000.00","6,932,067,103.42","8,861,967,103.42","16,688,567,103.42","7,032,600,000.00","15,043,550,000.00","19,121,410,000.00","28,397,460,000.00","11,278,630,000.00","22,103,330,000.00","37,433,330,000.00","46,680,330,000.00","9,366,500,000.00","27,331,662,150.00","30,716,315,576.40","37,631,833,163.14","9,193,845,415.23","17,999,169,560.79","27,818,490,562.43","44,572,435,549.03"
支付的各项税费,"56,702,340.99","124,660,347.72","193,433,664.16","262,826,934.48","217,263,182.53","367,020,911.70","467,213,229.00","493,494,545.05","119,220,773.05","229,931,698.06","410,978,084.91","526,130,638.29","296,392,493.22","538,839,264.14","664,705,791.60","784,958,084.18","253,611,560.81","462,611,449.11","565,223,308.84","694,134,103.98","251,428,070.60","615,466,534.29","758,178,733.66","959,355,991.51","229,912,607.44","477,404,513.84","706,936,017.74","965,880,750.15","526,625,408.98","993,928,520.63","1,153,286,222.37","1,517,648,651.56","429,452,089.16","818,646,740.88","1,180,339,120.21","1,541,329,904.62","489,947,914.21","1,508,892,268.64","2,263,077,755.24","2,854,959,917.77","1,159,730,764.28","2,035,743,188.19","2,511,293,375.98","3,069,013,239.40"
收到其他与筹资活动有关的现金,,,,,,,,,,,,"1,762,248,750.00",,,,,,,,,,,,,,,,,,,,,,,,,,"992,938.00","15,992,938.00","28,094,938.00","20,000,000.00","20,000,000.00","22,677,062.00","22,677,062.00"
