科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"795,296,161.01","839,629,085.93","217,866,326.63","307,639,022.69","501,936,947.97","63,104,928.01","214,378,709.85","339,698,890.21","505,734,189.10","107,234,117.70","295,225,194.04","454,275,982.55","593,906,771.27","135,983,121.97","276,465,189.02","396,582,303.12","532,667,613.49","149,232,659.43","294,447,971.58","471,837,328.57","793,204,386.57","145,015,319.28","261,643,333.92","449,947,565.54","665,820,983.49","100,374,373.44","206,583,258.61","275,858,796.27","352,412,868.40","86,120,670.52","187,803,422.22","290,577,092.99","333,319,934.64","105,328,297.56","189,333,580.96","316,622,486.32","532,576,616.95","125,113,031.32","222,359,843.99"
取得子公司及其他营业单位支付的现金净额,,"-2,307,230.37",,,,,,,,,,,,,,,,,,,,,,,,,,,"117,972,494.26",,,,,,,,,,
收到的税费返还,"9,138,497.26","19,210,027.98","3,897,013.13","3,897,013.13","11,951,965.30","1,420,904.01","6,104,246.80","6,716,924.54","10,696,181.76","5,827,131.96","10,271,766.58","11,856,518.17","20,517,276.20","1,772,390.32","7,413,205.59","9,266,041.80","17,125,484.48","2,146,973.73","6,903,219.55","9,896,340.57","32,148,223.83","4,221,435.97","17,994,937.84","23,822,340.70","25,240,196.83","1,044,148.91","6,239,489.03","13,286,193.38","14,577,271.07","6,521,181.97","12,562,659.20","13,354,497.05","17,659,076.52","2,618,750.83","5,489,174.27","15,939,479.82","19,996,969.93","2,305,427.86","2,305,427.86"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,254,375.49",,,,,,"171,088.00","171,088.00",,,
收到其他与经营活动有关的现金,"46,369,992.73","53,344,833.50","24,524,632.13","44,928,662.35","97,306,998.64","11,024,991.41","60,495,549.04","104,351,142.69","121,050,804.43","54,124,968.57","51,811,088.50","56,044,654.90","65,420,277.77","27,178,630.99","32,831,914.12","33,499,728.61","42,963,367.30","23,687,112.28","27,008,956.62","40,872,468.10","41,725,611.38","4,588,696.12","12,040,095.48","25,248,806.44","47,223,550.53","3,220,923.54","6,534,306.85","7,507,300.49","26,814,131.35","28,362,660.32","27,430,500.63","25,308,544.86","25,513,851.80","62,151,332.90","126,028,757.09","22,085,558.00","38,280,061.61","-19,905,114.51","49,121,660.49"
投资活动现金流出小计,"23,415,460.43","44,471,973.27","47,201,944.33","59,449,341.67","63,420,463.89","32,588,406.47","56,893,503.43","118,849,081.45","126,780,736.60","23,058,195.87","47,430,741.47","51,092,647.19","119,067,971.14","6,867,612.97","9,862,750.76","20,990,093.60","88,779,468.88","16,855,211.27","167,048,956.89","198,063,873.96","730,636,364.59","433,265,139.40","542,656,874.67","584,019,310.20","1,038,108,202.15","370,829,719.14","275,147,320.79","358,934,838.77","540,524,623.51","86,015,817.00","172,763,163.10","212,222,373.44","257,133,875.62","96,795,319.04","485,980,376.23","939,860,849.17","1,117,126,125.28","99,732,424.99","120,280,496.29"
经营活动现金流入小计,"850,804,651.00","912,183,947.41","246,287,971.89","366,339,448.30","611,195,911.91","75,550,823.43","280,978,505.69","450,766,957.44","637,481,175.29","167,186,218.23","357,308,049.12","522,177,155.62","679,844,325.24","164,934,143.28","316,710,308.73","439,348,073.53","592,756,465.27","175,066,745.44","328,360,147.75","522,606,137.24","867,078,221.78","153,825,451.37","291,678,367.24","499,018,712.68","738,284,730.85","104,639,445.89","219,357,054.49","302,864,895.78","401,577,739.71","122,964,257.21","233,215,923.61","336,068,794.56","384,071,734.08","170,652,848.83","323,472,956.92","358,130,783.29","594,711,630.23","107,513,344.67","273,786,932.34"
投资活动产生的现金流量净额,"-21,618,782.63","-44,051,873.27","-47,201,944.33","-59,449,341.67","-63,420,463.89","-32,588,406.47","-56,893,503.43","-118,849,081.45","-126,143,847.16","-13,054,634.23","-46,812,149.70","-50,369,455.42","-118,222,939.61","19,112,345.93","-3,882,791.86","-13,853,312.78","-86,114,523.68","-15,889,227.71","-164,045,493.81","-192,773,393.84","-279,127,986.41","59,607,147.80","40,154,640.28","220,096,936.95","183,497,615.72","-197,097,775.91","-41,614,117.67","-105,423,080.03","-53,778,707.66","-85,817.00","-46,833,163.10","-237,073.44","10,851,424.38","-73,500,319.04","-97,310,476.23","-140,583,949.17","-111,102,370.21","33,533,716.28","16,272,307.35"
购买商品、接受劳务支付的现金,"553,826,205.61","541,418,361.09","155,251,164.30","198,712,270.21","304,533,254.08","58,347,574.44","168,862,903.02","242,162,309.01","397,274,773.78","107,717,789.28","242,980,850.67","390,563,452.58","513,573,612.92","84,461,504.20","223,620,746.59","281,133,411.35","373,095,946.21","91,204,300.45","203,219,830.31","347,086,705.14","501,076,484.51","125,443,196.26","248,728,315.55","374,782,317.92","542,515,269.52","84,732,055.09","215,895,432.82","292,498,786.59","310,180,271.58","41,398,623.83","115,196,130.06","184,653,900.48","242,653,181.06","66,513,909.41","141,739,120.84","114,472,099.97","299,936,077.39","74,915,862.54","159,390,975.93"
吸收投资收到的现金,"600,000.00",,,,,"896,890,000.00","896,890,000.00","896,890,000.00","901,233,000.00",,,,,,,,,,"28,757,950.00","31,932,983.33","85,266,500.00",,,,,,,"30,569,500.00","30,569,500.00",,,,,"11,340,000.00","11,340,000.00","15,535,800.00",,,
