科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"229,056,392.10","619,083,853.90","1,047,532,187.63","1,544,910,410.50","309,957,853.26","1,044,814,705.82","1,476,874,771.27","1,978,480,614.90","342,661,090.07","780,442,017.14","1,350,627,800.10","2,277,997,231.95","530,143,800.00","1,089,643,423.92","1,617,568,200.00","2,591,386,213.15","550,829,800.00","1,352,552,051.12","2,041,698,225.59","3,427,587,401.37","649,937,200.00","1,865,909,922.36","2,740,792,800.00","4,845,913,884.74","874,182,882.60","1,790,384,501.25","2,641,488,326.52","4,097,921,564.37","763,793,541.34","1,911,755,590.31","2,765,151,189.68","4,251,213,291.23","720,561,789.42","1,597,684,987.25","2,577,220,325.87","3,616,412,615.34","505,411,501.71","1,101,194,701.53","1,713,632,605.54","2,527,218,407.59","683,851,831.49","1,214,324,903.63","1,773,630,220.95","3,155,108,639.86"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"16,774,606.20",,,,"-10,586,709.13",,,,,,,,"-23,308,863.72",,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"1,208.97","2,993,995.12","8,938,530.35",,"1,887,136.76","2,410,229.19","8,901,552.38",,"1,550,599.54","1,908,902.11","6,402,043.85","1,058,344.97","1,549,985.03","2,164,603.13","4,634,169.10","663,871.87","6,690,513.17","6,530,096.70","9,768,336.58","4,821,863.83","9,676,677.22","11,179,230.64","13,859,833.56","2,473,728.09","3,205,724.17","3,841,417.19","4,838,345.87","705,549.99","2,885,811.97","4,791,639.53","7,308,232.75","7,308,232.75","3,375,030.12","5,173,815.38","6,523,455.31","167,274.88","2,374,635.35","4,795,454.14","12,625,571.07","1,759,479.05","2,835,627.70","4,286,465.58","8,332,944.90"
支付其他与投资活动有关的现金,,,,,,,,"460,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,550,000.00",,,,,
收到其他与经营活动有关的现金,"107,161.60","2,729,660.01","42,233,681.91","92,116,085.20","118,131.20","4,187,664.88","9,633,019.37","103,325,608.47","184,578.57","64,824,814.35","79,806,972.14","152,666,845.82","129,040,578.76","148,178,880.90","164,685,896.15","315,409,855.95","10,180,238.78","20,180,238.78","54,146,845.80","130,878,379.41","11,969,737.92","25,467,473.89","31,737,961.89","66,485,962.36","45,928,589.27","52,681,523.28","61,134,585.01","35,645,936.51","4,859,773.48","38,809,652.42","61,335,804.92","81,121,254.82","12,501,957.37","28,405,852.31","35,709,104.58","119,041,850.97","9,798,972.48","31,155,173.43","49,187,929.61","65,154,304.24","4,927,347.71","13,931,616.58","24,367,100.73","115,490,460.21"
投资活动现金流出小计,"28,048,672.78","103,986,899.22","169,083,435.52","169,175,406.48","104,414,003.43","79,288,696.33","139,695,927.03","147,148,632.22","19,219,348.89","42,827,619.85","51,167,671.74","45,986,503.30","14,874,793.35","57,883,400.62","91,837,419.63","91,630,688.92","14,137,155.85","36,361,043.79","51,015,625.71","53,028,548.53","20,273,891.02","51,744,657.73","85,629,412.99","101,284,330.51","29,372,609.87","35,405,018.27","45,686,516.25","92,320,065.71","34,052,376.22","43,465,973.17","70,490,828.88","94,965,339.63","27,213,020.41","36,731,027.36","38,655,979.35","58,252,352.37","7,132,182.62","26,632,796.85","50,125,896.34","42,354,730.84","16,210,262.50","34,534,819.42","59,240,057.92","82,747,469.60"
经营活动现金流入小计,"229,163,553.70","621,814,722.88","1,092,759,864.66","1,645,965,026.05","310,075,984.46","1,050,889,507.46","1,488,918,019.83","2,090,707,775.75","342,845,668.64","846,817,431.03","1,432,343,674.35","2,437,066,121.62","660,242,723.73","1,239,372,289.85","1,784,418,699.28","2,911,430,238.20","561,673,910.65","1,379,422,803.07","2,102,375,168.09","3,568,234,117.36","666,728,801.75","1,901,054,073.47","2,783,709,992.53","4,926,259,680.66","922,585,199.96","1,846,271,748.70","2,706,464,328.72","4,138,405,846.75","769,358,864.81","1,953,451,054.70","2,831,278,634.13","4,339,642,778.80","740,371,979.54","1,629,465,869.68","2,618,103,245.83","3,741,977,921.62","515,377,749.07","1,134,724,510.31","1,767,615,989.29","2,604,998,282.90","690,538,658.25","1,231,092,147.91","1,802,283,787.26","3,278,932,044.97"
投资活动产生的现金流量净额,"-28,048,672.78","-103,315,599.49","-167,870,641.79","-164,947,733.13","-104,235,155.83","-79,040,152.73","-136,042,772.23","-143,135,602.22","-19,215,706.89","-42,683,477.85","-50,994,116.28","-28,423,212.81","-14,873,993.35","-38,045,043.03","-63,226,160.87","-62,414,088.76","-8,879,118.45","-15,630,544.85","-29,780,145.22","-31,914,279.47","-20,265,891.02","-51,686,857.73","-73,187,737.19","-88,602,801.94","-29,126,877.56","-35,119,783.67","-45,391,493.11","-44,308,901.25","-34,051,493.53","-43,378,460.49","-61,752,029.46","-86,279,885.41","-25,365,299.73","-34,820,906.68","-17,912,230.47","-32,300,010.57","-7,132,182.62","-13,084,396.85","-36,377,496.34","-35,093,009.84","-16,210,262.50","-22,049,313.40","-46,503,247.40","-71,326,392.58"
购买商品、接受劳务支付的现金,"195,196,732.77","546,987,169.80","899,933,776.34","1,101,854,208.39","385,374,386.44","942,671,326.07","1,333,388,973.18","1,425,645,154.52","366,945,600.55","703,072,140.24","1,144,368,600.77","1,788,086,612.00","503,632,244.67","895,056,184.43","1,418,287,631.51","2,157,185,590.05","533,900,071.93","1,207,508,756.53","1,811,762,839.42","2,906,432,391.39","613,409,458.46","1,645,882,120.00","2,362,652,300.00","4,070,275,936.40","820,633,266.16","1,647,583,927.36","2,304,950,983.87","3,220,940,252.74","818,212,897.89","1,645,836,490.48","2,362,230,478.51","3,407,196,846.30","653,047,624.08","1,410,857,396.86","2,129,806,915.46","2,686,873,566.97","488,223,369.38","937,771,369.31","1,399,334,806.18","1,798,844,937.47","759,164,679.96","1,022,199,294.22","1,407,775,812.04","2,005,972,196.02"
吸收投资收到的现金,"456,703,000.00","458,334,638.26","458,334,638.26","453,866,210.00","14,003,774.65","17,444,755.83","17,444,755.83","216,844,824.64",,,,,,,,,"2,200,000.00","3,052,087.59","13,564,421.35","13,563,794.26","6,800,000.00","6,800,000.00","6,800,000.00","6,800,000.00","21,120,960.00","28,620,960.00","28,620,960.00","28,620,960.00","5,200,000.00","5,200,000.00","5,200,000.00","5,200,000.00",,"941,868,000.00","941,868,000.00","941,868,000.00",,,,,,,,"373,554.16"
支付给职工以及为职工支付的现金,"29,262,812.66","76,981,812.98","93,136,462.05","143,327,481.36","33,491,134.06","69,826,201.26","103,427,850.62","201,081,940.17","38,833,016.60","89,212,454.27","129,762,107.37","220,586,062.83","58,664,138.22","108,903,646.51","147,719,392.79","266,391,335.32","69,640,069.11","129,675,176.81","220,254,703.02","290,179,239.05","103,282,622.44","175,875,215.28","273,869,902.15","337,783,288.68","105,268,253.24","186,021,001.48","266,029,932.51","359,655,795.57","89,905,407.01","188,634,924.91","262,313,257.33","399,506,952.52","106,776,501.25","187,190,702.32","272,770,038.96","401,078,830.82","104,430,049.00","190,287,503.72","273,856,363.45","396,783,345.80","112,554,499.51","198,819,348.12","295,569,709.20","415,928,358.63"
取得借款收到的现金,"104,500,000.00","330,500,000.00","519,500,000.00","637,000,000.00","286,000,000.00","658,000,000.00","844,000,000.00","894,500,000.00","295,500,000.00","526,000,000.00","715,000,000.00","1,012,000,000.00","220,000,000.00","361,000,000.00","665,000,000.00","845,000,000.00","250,000,000.00","452,000,000.00","614,000,000.00","1,064,400,000.00","220,000,000.00","575,000,000.00","870,000,000.00","1,252,651,566.41","247,013,512.61","627,013,512.61","905,804,606.46","1,344,699,131.79","307,716,518.47","646,488,999.94","869,911,656.16","1,219,435,323.40","236,924,544.04","739,785,853.92","786,708,787.56","1,057,590,324.06","138,070,805.58","312,713,418.98","371,630,248.19","506,059,050.60","450,255,758.81","641,557,627.26","807,794,634.38","1,122,699,600.59"
