科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"86,024,129.54","139,472,882.92","133,402,423.53","123,770,903.80","121,849,423.22","129,440,299.55","126,415,371.46","124,090,861.47","123,155,797.03","125,863,881.07","125,211,903.43","122,161,229.13","110,615,553.78","127,620,079.97","125,209,950.93","123,126,056.55","120,149,666.21","116,097,485.88","113,292,184.66","110,482,128.44"
递延所得税负债,,,,,,,,,,,,,,,,,,,,
在建工程,"46,450,812.28","4,155,701.98","14,783,814.38","15,776,136.61","16,085,003.28","16,503,986.61","16,718,119.94","27,813,119.94","29,383,119.94","29,394,101.94","30,334,101.94","30,334,101.94","30,334,101.94","10,000,000.00","10,022,605.98","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00"
其他非流动负债,"8,500,000.00","8,500,000.00","14,490,000.00","13,885,000.00","13,582,500.00","17,780,000.00","12,977,500.01","16,872,245.18","16,569,745.19",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"83,500,000.00","88,500,000.00","123,490,000.00","92,885,000.00","63,582,500.00","67,780,000.00","45,581,923.01","45,872,245.18","16,569,745.19","15,256,106.25","14,953,606.26","14,537,132.36","14,234,632.37","16,551,294.34","15,748,794.35","14,565,456.32","13,512,956.33","12,329,618.30","12,027,118.31","11,593,780.28"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"262,982,998.39","366,303,160.80","352,760,731.60","328,881,634.88","365,413,926.48","345,058,452.95","350,704,319.41","348,029,915.96","358,049,790.40","421,736,076.78","461,699,227.39","570,750,798.20","492,643,309.69","552,596,497.41","613,664,691.13","483,814,047.98","482,097,481.68","377,128,368.12","386,098,390.73","362,532,367.99"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","85,778,609.00","85,778,609.00","85,778,609.00","85,778,609.00","85,778,609.00","171,557,218.00","171,557,218.00","171,557,218.00","171,557,218.00","171,557,218.00","171,557,218.00","171,557,218.00","171,557,218.00","171,557,218.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"1,976,196.22","1,976,196.22","1,976,196.22","1,976,196.22","1,976,196.22","1,976,196.22","206,197,574.28","206,197,574.28","206,197,574.28","206,197,574.28","206,197,574.28","154,730,408.88","154,730,408.88","155,041,047.72","155,041,047.72","155,041,047.72","155,041,047.72","155,041,047.72","155,041,047.72","155,041,047.72"
无形资产,"30,739,829.62","30,005,012.98","29,768,686.86","29,375,669.22","29,179,160.40","28,982,651.58","28,786,142.76","29,030,374.68","28,822,754.76","28,615,134.84","28,407,514.92","28,199,895.00","27,992,275.08","36,950,970.95","36,342,298.40","35,733,625.85","35,124,953.30","34,049,175.48","33,509,709.57","33,368,142.28"
盈余公积,"15,577,874.27","21,184,503.15","27,386,524.07","27,386,524.07","27,386,524.07","33,695,108.91","33,695,108.91","33,695,108.91","33,695,108.91","36,282,351.59","38,259,795.81","36,282,351.59","38,259,795.81","36,601,045.19","36,601,045.19","36,601,045.19","36,601,045.19","36,601,045.19","36,601,045.19","36,601,045.19"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,
未分配利润,"137,464,461.00","187,924,120.98","243,742,309.31","266,577,710.61","276,995,813.75","300,358,564.13","304,658,938.29","310,782,119.68","320,825,640.02","309,229,928.15","330,966,571.61","266,949,710.36","300,319,219.21","265,388,950.00","266,007,594.43","261,732,732.40","256,481,873.90","157,580,248.73","150,205,280.88","123,177,496.69"
长期待摊费用,,,,,,,,"594,968.00","594,968.00","542,899.93","542,899.93","542,899.93","542,899.93","483,403.13","758,954.64","804,385.60","722,189.89","608,251.95","560,691.81","513,131.67"
少数股东权益,,,,,,,,,,,,,,"12,009,018.86","11,482,220.66","10,399,749.14","9,254,695.15","7,323,129.61","6,454,929.06","5,744,297.16"
递延所得税资产,"1,100,358.90","1,379,160.32","1,696,068.41","2,179,245.67","2,144,649.32","2,079,018.77","2,079,018.77","2,079,018.77","2,079,018.77","7,368,827.82","3,879,220.39","10,006,298.61","3,879,220.39","12,769,316.63","12,769,316.63","12,769,316.63","12,769,316.63",,,
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"164,315,130.34","175,012,758.20","179,650,993.18","171,101,955.30","169,258,236.22","177,005,956.51","173,998,652.93","183,608,342.86","184,035,658.50","191,784,845.60","188,375,640.61","191,244,424.61","223,139,531.12","239,557,366.18","236,821,342.08","235,601,593.39","232,307,968.30","214,699,615.17","211,307,287.90","207,201,421.06"
所有者权益(或股东权益)合计,"225,018,531.49","281,084,820.35","343,105,029.60","365,940,430.90","376,358,534.04","406,029,869.26","630,330,230.48","636,453,411.87","646,496,932.21","637,488,463.02","661,202,550.70","629,519,688.83","664,866,641.90","642,267,236.61","642,359,082.84","639,332,427.77","633,732,930.36","537,334,455.64","529,091,287.24","498,598,821.33"
资产总计,"488,001,529.88","647,387,981.15","695,865,761.20","694,822,065.78","741,772,460.52","751,088,322.21","981,034,549.89","984,483,327.83","1,004,546,722.61","1,059,224,539.80","1,122,901,778.09","1,200,270,487.03","1,157,509,951.59","1,194,863,734.02","1,256,023,773.97","1,123,146,475.75","1,115,830,412.04","914,462,823.76","915,189,677.97","861,131,189.32"
负债和所有者(或股东权益)合计,"488,001,529.88","647,387,981.15","695,865,761.20","694,822,065.78","741,772,460.52","751,088,322.21","981,034,549.89","984,483,327.83","1,004,546,722.61","1,059,224,539.80","1,122,901,778.09","1,200,270,487.03","1,157,509,951.59","1,194,863,734.02","1,256,023,773.97","1,123,146,475.75","1,115,830,412.04","914,462,823.76","915,189,677.97","861,131,189.32"
