科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"6,510,648.38","41,849,239.08","68,723,232.35","39,522,519.57","460,175,992.58","403,608,059.65","372,825,356.28","344,499,134.53","370,402,280.40","255,816,946.68","324,754,372.95","279,769,561.41","246,176,441.37","173,727,319.63","343,691,067.44","337,431,189.93","341,599,489.60","359,113,023.33","462,258,026.40","305,459,107.89","408,205,537.25","314,520,828.56","500,079,576.47","397,803,364.31","482,778,589.99","447,177,196.98","761,072,503.42","687,530,445.46","801,668,847.40","595,410,189.35","197,605,193.55","49,865,291.48","38,174,236.91","43,235,094.16","36,165,003.77","32,138,818.95"
短期借款,"53,000,000.00","51,590,000.00","70,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","80,000,000.00","92,709,578.22","134,791,896.98","153,582,468.52","158,344,462.63","187,878,658.94","274,297,662.60","377,734,184.11","428,880,235.48","397,261,045.04","958,237,962.20","918,552,232.32","870,387,927.59","848,572,596.22","624,784,614.94","626,953,449.91","901,330,000.00","588,000,000.00","695,270,000.00","807,970,000.00","1,446,020,000.00","1,466,024,580.27","1,476,496,885.80","1,481,615,032.89","1,393,287,316.52","1,393,287,316.52"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"4,697,940.26","2,098,000.00","5,400,357.50","8,144,316.60","622,640.00","14,726,852.36","18,970,492.64","15,032,854.28","32,082,772.00","33,579,110.69","14,987,554.52","6,672,627.63","24,734,434.00","10,992,066.27","11,608,000.00","14,352,666.40","8,761,474.80","35,983,827.76","28,188,353.73","20,174,247.30","16,295,695.91","15,584,980.10","12,534,197.39","4,214,223.64","6,080,756.20","36,771,619.46","11,926,311.70","5,496,781.57","29,233,604.63","20,968,990.55","2,471,170.50","3,604,048.00","1,964,172.00","627,375.00","1,428,758.00"
应付票据,"3,000,000.00","7,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,,,,,,"4,294,389.35","19,993,786.56","18,895,997.21","13,974,217.54","16,877,617.54","15,993,761.00","29,521,960.00","19,528,199.00",,,"60,000,000.00","87,748,201.97","33,922,670.97","89,411,545.18","103,290,331.54","14,802,058.36",,,,
应收账款,"88,460,836.92","72,550,525.22","57,350,171.60","69,564,204.85","114,681,740.52","151,399,400.60","154,637,107.45","167,498,825.02","166,434,414.35","191,859,200.02","272,379,196.04","307,226,198.44","298,600,928.94","320,493,942.65","244,110,649.39","247,647,363.71","285,722,852.09","358,236,258.56","439,563,386.58","481,810,708.34","530,016,077.15","591,169,567.84","424,932,566.06","535,464,576.20","544,063,517.60","524,542,554.99","766,172,613.99","937,740,127.75","913,896,968.88","1,058,757,851.95","954,660,225.40","920,953,003.12","883,138,707.67","849,167,089.72","518,726,505.43","506,041,290.90"
应付账款,"17,097,343.34","24,486,075.17","20,503,174.28","19,822,342.15","19,209,949.64","17,236,654.57","19,415,662.18","12,209,972.68","26,682,149.08","26,377,267.92","31,556,249.87","42,417,010.26","56,346,316.05","81,711,779.50","109,545,154.76","87,317,146.03","84,272,948.37","101,385,565.46","100,235,501.00","79,510,557.27","158,018,484.75","186,363,876.55","157,924,993.73","150,329,583.66","180,150,711.69","162,881,605.77","163,434,669.63","184,096,425.34","208,486,354.01","213,870,611.82","172,651,955.01","177,658,794.35","188,252,268.60",,"173,367,032.36",
预付款项,"11,572,762.58","16,273,299.33","16,617,210.20","16,923,893.98","19,226,539.44","23,216,704.29","76,658,642.03","76,912,161.87","47,475,339.46","96,405,843.45","56,083,523.34","69,844,153.94","97,197,588.43","131,796,260.98","47,554,141.00","79,295,756.27","77,654,311.06","106,930,467.75","61,136,392.06","102,048,352.45","110,022,530.35","130,334,247.14","98,177,736.38","164,301,707.81","136,071,541.99","153,844,617.44","104,968,613.78","114,403,540.09","100,139,886.74","132,478,799.12","70,423,446.99","73,211,696.19","68,990,847.12","62,398,393.65","55,038,999.03","54,399,494.21"
预收款项,"20,692,910.06","18,983,420.12","21,364,518.52","15,047,591.84","13,422,183.16","9,430,036.80","7,787,019.29","9,974,158.16","9,944,977.70","11,664,271.47","17,501,810.11","39,433,920.25","34,584,066.97","34,443,081.29","22,296,157.83","45,496,603.92","68,430,814.94","58,174,194.55","42,964,202.48","41,895,496.29","51,747,256.47","50,957,474.03","55,691,736.47","61,470,148.69","47,707,177.47","50,077,671.49","58,970,667.37","54,073,998.06","48,724,243.48","64,131,750.34","67,173,119.41","65,002,639.38","70,978,018.78","72,136,732.72","74,025,921.93","68,791,280.23"
