科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31
货币资金,"39,903,940.58","28,090,479.97","29,683,012.66","33,645,023.99","2,961,608,267.43","4,026,101,097.38","4,383,078,411.52","3,665,319,925.50","3,727,787,953.17","2,839,613,775.88","2,210,290,347.66","2,932,857,262.91","2,492,252,300.44","3,714,003,344.84","2,923,168,821.51","2,878,561,372.54"
短期借款,"487,168,836.54","501,868,836.54","489,922,006.54","487,593,601.82","354,183,891.89","454,856,800.00","709,250,000.00","605,250,000.00","597,600,000.00","494,400,000.00","432,000,000.00","569,000,000.00","423,117,600.00","409,000,000.00","377,000,000.00","363,000,000.00"
交易性金融资产,"4,913,545.71","10,810,935.92","13,502,684.12","13,788,703.64","9,827,740.49","8,853,278.40","7,811,423.06","7,460,764.71","8,666,399.41","10,316,276.36","10,165,932.01","31,512,081.12","31,266,806.23","31,878,541.67","32,608,026.25","2,224,295.83"
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"94,460.00","9,265,962.80","5,672,100.00","2,164,760.00","1,091,371,619.80","823,580,238.51","1,967,601,005.85","1,255,987,551.92","691,578,936.64","665,426,126.29","747,321,539.15","3,035,905,232.52","2,864,125,459.38","939,418,252.73","3,840,894,354.45","3,545,245,847.85"
应付票据,"13,000,000.00","12,800,000.00","9,000,000.00","8,500,000.00","12,500,000.00","8,000,000.00","12,500,000.00","9,200,000.00","7,850,000.00","3,850,000.00",,,,"5,000,000.00","7,290,000.00","2,290,000.00"
应收账款,"43,038,286.80","40,695,438.04","37,309,360.69","67,292,015.29","190,136,302.90","176,524,127.95","209,383,267.83","122,148,105.35","1,118,773,439.76","448,294,767.27","361,067,172.40","385,226,180.99","235,183,688.90","235,168,275.27","109,266,916.31","93,760,308.14"
应付账款,"71,050,163.64","90,379,740.62","96,239,046.99","88,811,171.81","381,354,112.71","574,101,984.30","506,468,938.89","735,605,249.69","589,552,017.78","876,872,697.87","1,081,958,521.49","972,288,225.39","988,999,426.44","1,092,254,097.30","1,275,510,263.35","1,351,810,984.68"
预付款项,"59,421,936.48","58,588,362.85","61,897,137.97","16,642,877.35","1,280,507,415.48","261,623,648.32","1,577,686,561.71","1,334,203,925.10","1,309,646,144.20","1,060,368,637.46","873,340,088.19","640,290,624.10","786,175,466.28","928,466,100.44","969,309,484.16","1,125,886,723.02"
预收款项,"36,450,014.43","44,494,884.63","42,213,984.07","36,329,045.38","841,425,903.30","892,309,831.81","2,154,959,248.98","1,208,198,214.93","725,545,984.90","655,069,201.19","293,376,255.06","1,955,202,713.35","299,534,098.57","248,612,985.69","2,821,495,825.53","3,157,314,547.77"
其他应收款,"93,925,965.61","94,833,584.92","95,177,212.12","70,533,591.77","194,833,046.90","437,717,343.07","868,871,207.11","259,916,480.29","277,709,415.84","268,819,734.30","389,037,260.77","211,088,096.52","208,516,915.44","197,958,554.63","368,916,235.55","143,640,524.31"
应付职工薪酬,"21,856,198.64","23,126,872.07","21,671,397.09","16,055,974.90","47,853,594.43","52,052,426.44","48,465,835.49","38,105,996.21","39,921,593.23","45,010,775.09","44,739,007.94","106,946,209.43","43,734,403.43","47,510,194.95","37,566,475.61","113,331,180.28"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"12,039,844.59","12,566,789.22","11,885,996.72","15,674,430.78","424,278,652.07","381,061,482.20","725,315,303.88","694,113,311.13","914,017,631.50","784,092,995.15","716,912,862.23","939,456,075.82","970,529,252.72","617,046,362.13","1,572,697.64","369,399,843.76"
应收利息,,,,,,,,,,,,,,,,
应付利息,"5,645,616.21","6,604,904.73","6,874,535.79","36,047,296.24","12,552,022.60","12,642,430.99","12,710,970.60","1,955,318.15","1,972,918.15","1,768,115.39","1,797,359.02","1,572,697.64","1,677,697.64","1,572,697.64","569,175,517.19","1,572,697.64"
应收股利,,,,,,,,"81,807,284.80",,,,,,,,
应付股利,"4,044,745.02","3,537,966.83","3,537,966.83","4,044,745.02","12,596,277.30","650,355,074.29","182,122,854.65","93,927,611.29","14,384,843.23","14,368,554.83","20,075,913.38","15,306,104.94","271,153,717.28","585,538,152.67","572,373,389.87","526,224,460.49"
存货,"110,050,364.33","119,105,722.81","104,944,902.20","84,848,062.62","895,966,876.00","1,122,028,323.37","1,410,402,055.79","1,382,267,726.60","1,439,332,991.34","1,715,096,804.16","1,992,263,282.10","1,626,744,232.09","1,081,608,595.26","1,376,139,498.32","1,440,711,837.00","1,668,781,433.38"
其他应付款,"60,548,625.64","54,424,717.51","53,420,461.23","90,113,351.23","501,257,735.24","812,843,057.30","751,530,989.29","520,294,612.53","413,597,494.75","582,370,245.63","511,852,522.43","670,731,852.53","533,051,305.24","610,108,441.88","716,531,883.12","848,364,683.01"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,"5,000,000.00","25,000,000.00","34,000,000.00","25,000,000.00","224,540,000.00","3,000,000.00","153,540,000.00",,"624,540,000.00","400,000,000.00","1,064,270,000.00","764,270,000.00","690,174,958.48"
其他流动资产,"20,326.25","476,631.17","-228,211.97",,"534,738.99","50,000.00","122,948.32",,,,"223,879.05",,,,,
其他流动负债,"7,898,696.78",,"11,277,494.50",,,,,,,"1,777,502.40","17,894,831.39",,"14,567,455.58",,,
流动资产合计,"351,368,825.76","361,867,118.48","347,958,197.79","288,915,034.66","6,624,786,007.99","6,856,478,057.00","10,424,956,881.19","8,109,111,764.27","8,573,495,280.36","7,007,936,121.72","6,583,709,501.33","8,863,623,710.25","7,699,129,231.93","7,423,032,567.90","9,684,875,675.23","9,458,100,505.07"
流动负债合计,"719,702,741.49","749,804,712.15","746,042,889.76","788,169,617.18","2,613,002,189.54","3,872,223,087.33","5,128,324,141.78","4,131,190,313.93","3,307,442,483.54","3,613,120,087.55","3,120,607,272.94","5,855,043,879.10","3,946,364,956.90","4,680,912,932.26","7,142,786,052.31","7,423,483,356.11"
可供出售金融资产,,"38,182,760.00","54,383,505.00","39,168,885.00","39,168,885.00","12,245,057.50","20,595,253.65","7,825,935.00","12,186,968.00","17,151,308.00",,,,,,
长期借款,"15,000,000.00",,,,"2,273,850,000.00","3,104,200,000.00","3,274,200,000.00","3,150,400,000.00","3,231,400,000.00","3,200,400,000.00","3,601,400,000.00","3,748,500,000.00","4,271,677,463.58","4,146,271,627.12","4,187,042,470.12","4,725,311,849.69"
持有至到期投资,,"147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26","147,443.26"
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,"384,029,269.74","391,559,255.42","399,089,241.10","286,079,226.79","353,276,211.32","239,663,195.85","367,130,180.38","253,517,164.93","320,062,908.23","205,798,651.53","212,074,394.83","382,669,205.04"
长期股权投资,"64,803,346.97","60,043,793.85","65,809,614.65","60,652,286.90","84,661,137.56","79,914,400.00","90,274,400.01","92,464,400.00","92,464,400.00","92,464,400.00","92,464,400.00","95,425,400.00","95,425,400.00","95,125,400.00","95,125,400.00","95,125,400.00"
专项应付款,"10,890,314.20","11,040,314.20","11,040,314.20","10,983,400.00","18,481,501.38","16,753,501.38","21,975,501.38","201,967,553.15","191,987,553.15","194,607,553.15","194,697,553.15","191,168,261.77","190,833,504.77","191,168,261.77","191,268,261.77","190,228,261.77"
投资性房地产,"1,155,969.91","1,145,044.72","1,134,119.53","13,581,300.32","20,687,906.95","20,442,685.30","20,197,462.75","19,952,240.20","19,707,017.97","19,461,795.10","19,216,572.55","18,971,350.00","18,726,127.45","18,480,904.90","21,580,554.51","21,308,119.23"
预计负债,"844,380.00","844,380.00","783,233.75","6,844,380.00","6,844,380.00","6,844,380.00","6,844,380.00","6,000,000.00","6,000,000.00","11,700,000.00","11,700,000.00","41,700,000.00","41,700,000.00","44,651,770.18","44,651,770.18","40,972,651.75"
