科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"25,554,556.02","95,157,060.88","165,420,980.71","72,816,969.80","586,569,644.37","298,672,530.92","415,921,536.47","242,665,897.83","257,247,720.29","152,027,067.34","220,663,399.76","127,394,575.58","71,397,865.69","67,149,375.97","106,046,490.46","117,117,496.31","72,332,860.51","100,117,226.10","170,496,794.73","134,105,314.21","63,575,735.70","84,873,709.03","179,538,903.52","1,055,258,361.34","456,347,845.28","233,473,222.20","334,640,260.59","128,469,391.87","454,023,474.73","157,021,094.70","560,967,965.53","211,675,948.71","553,272,957.70","594,612,983.43","667,625,208.14"
短期借款,"120,240,000.00","114,490,000.00","123,450,000.00","163,450,000.00","183,150,000.00","123,500,000.00","330,000,000.00","359,000,000.00","485,150,000.00","519,150,000.00","573,420,000.00","545,680,000.00","602,460,000.00","549,840,000.00","561,270,000.00","636,100,000.00","624,970,000.00","633,980,000.00","686,213,445.26","652,570,000.00","599,770,000.00","615,480,000.00","615,980,000.00","558,160,000.00","528,660,000.00","526,650,000.00","601,000,000.00","597,807,756.56","596,807,756.56","560,000,000.00","686,684,200.00","691,911,640.39","701,727,440.39","1,152,400,000.00","1,198,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"5,292,280.00","6,332,860.00","2,638,781.00",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165,100.00",,,,,,,
应收票据,"58,960,162.65","33,297,875.31","43,739,082.77","23,887,588.93","72,193,821.41","84,048,566.92","138,469,865.21","60,981,830.11","205,759,645.72","220,418,164.11","250,016,881.79","190,872,115.11","206,071,269.29","203,210,381.29","216,300,997.06","131,770,194.56","192,108,704.44","186,927,673.33","253,574,250.54","130,965,718.70","152,516,678.80","168,890,657.84","188,333,241.52","177,572,820.80","364,038,194.75","468,569,685.80","415,873,128.15","447,194,192.76","341,852,158.96","181,790,142.96","185,733,110.52","213,404,098.61","209,226,058.27","163,696,474.70","169,242,800.36"
应付票据,"69,000,000.00","102,400,000.00","91,000,000.00","91,000,000.00","91,000,000.00","58,000,000.00","101,000,000.00","100,000,000.00","117,000,000.00","90,000,000.00","55,000,000.00","58,350,000.00","68,700,000.00","58,074,600.00","58,700,000.00","58,700,000.00","74,700,000.00","68,127,008.00","60,500,000.00","119,983,200.00","120,000,000.00","100,000,000.00","70,000,000.00","120,000,000.00","45,600,000.00","65,359,000.00","50,659,000.00","59,100,000.00","69,869,346.06","94,408,999.86","99,339,653.80","113,800,000.00","137,670,000.00","44,229,515.11","70,405,483.33"
应收账款,"87,342,494.10","78,588,202.42","117,526,788.18","233,574,298.75","295,817,883.64","334,383,974.54","195,334,336.20","314,916,162.25","310,861,979.21","340,242,587.33","193,000,290.29","292,238,935.62","373,880,960.31","359,601,052.57","293,782,424.77","380,199,421.19","414,852,856.37","364,111,138.60","318,308,675.81","432,290,342.73","558,116,986.55","504,869,446.24","398,791,051.18","475,420,512.89","551,345,887.81","597,794,993.96","655,608,750.99","703,553,140.64","802,337,388.75","968,341,904.16","1,071,078,549.86","1,112,153,003.53","975,897,162.92","1,240,868,899.85","1,335,774,212.13"
应付账款,"58,721,447.11","46,811,721.83","59,115,394.86","78,530,195.34","67,538,781.35","78,519,981.51","75,403,601.77","132,548,312.98","118,498,775.98","99,927,924.92","114,961,268.74","134,596,763.01","145,908,938.42","132,348,276.21","117,643,257.44","99,269,535.13","136,468,309.76","108,252,112.45","108,225,122.04","199,205,169.93","241,581,254.22","230,646,188.09","170,054,852.45","202,210,953.33","215,344,306.92","249,667,938.78","352,942,463.13","293,608,826.57","360,454,789.50","407,962,550.09","465,930,253.02","476,404,643.69","430,383,861.47","490,168,092.46","480,274,534.36"
预付款项,"31,045,355.59","11,301,475.61","4,176,125.82","44,902,113.69","35,138,616.21","117,938,545.85","9,671,530.74","154,175,677.84","195,243,072.30","74,905,474.32","18,758,117.31","115,232,987.31","85,747,940.79","163,501,190.74","20,488,772.79","25,002,830.78","46,926,824.05","49,091,032.94","18,254,622.42","83,615,367.76","86,741,964.05","103,077,780.78","22,978,328.39","100,864,688.42","42,097,173.83","27,002,401.44","22,821,543.11","62,177,610.07","52,734,959.74","61,469,102.19","32,833,384.63","53,605,479.39","56,656,037.67","48,867,039.15","31,201,533.76"
预收款项,"2,619,538.55","1,235,458.32","15,055,802.94","10,357,185.37","6,243,980.55","5,676,625.95","3,325,038.38","6,224,562.04","8,913,865.39","9,060,672.49","4,046,951.24","3,288,626.78","4,068,201.60","5,285,225.74","2,139,000.04","7,685,139.07","5,496,466.56","4,381,978.43","2,883,118.37","6,801,567.44","7,216,257.67","8,421,801.41","4,688,697.60","6,940,064.74","7,638,043.86","4,473,654.26","8,418,684.26","11,174,070.57","11,178,903.01","14,543,835.35","5,333,294.67","9,147,166.55","6,035,763.29","42,434,667.63","28,048,817.08"
