科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"41,557,199.22","104,306,743.76","164,802,703.66","210,939,776.08","23,183,022.17","99,997,128.18","233,172,883.76","332,411,235.67","48,583,470.98","96,729,323.25","175,987,522.40","270,190,832.29","58,439,318.93","181,919,779.74","249,196,651.95","364,438,192.69","90,806,398.55","300,117,460.30","449,695,431.95","479,051,777.11","15,402,055.35","57,641,349.33","115,699,318.02","352,544,249.79","55,609,332.93","73,897,513.45","78,823,264.78","84,332,630.72","4,909,599.00","11,304,498.52","17,088,605.34","22,677,544.91","4,967,550.98","10,096,594.23","771,716,840.77","1,005,898,146.19","164,369,827.19","169,047,876.15","173,425,784.02","805,028,777.17","178,117,717.91","182,437,768.17","185,952,189.85","203,203,269.54","19,941,659.23","24,809,684.26"
二、营业利润,"9,898,430.25","14,162,290.84","25,280,063.04","31,979,619.76","6,262,824.74","12,923,226.26","21,051,914.17","24,753,917.70","957,509.19","12,812,304.79","16,285,371.03","17,802,111.69","4,855,537.80","8,456,088.94","10,389,939.50","6,388,059.53","3,181,857.93","7,807,434.11","7,645,237.47","6,649,384.06","2,035,943.27","2,817,680.96","3,084,305.01","36,361,365.96","1,092,665.62","5,065,942.05","-18,071,831.66","-112,390,438.71","-8,217,554.52","-17,658,856.62","-27,924,591.81","-313,191,964.17","-5,876,237.97","-6,377,500.81","-11,895,912.87","7,351,548.51","-8,847,027.67","-21,611,311.60","-28,967,189.67","-130,962,955.31","30,765,898.97","30,853,965.74","18,998,751.29","-59,273,914.21","27,230,753.20","14,274,254.58"
减:营业成本,"20,610,596.28","63,164,532.41","98,018,635.81","121,338,042.33","10,993,601.98","64,033,460.42","169,939,570.78","249,828,603.75","39,432,549.28","66,785,812.71","130,108,774.63","210,752,933.73","44,413,519.17","153,546,242.68","207,555,465.00","313,320,650.32","78,188,494.92","270,298,728.14","406,553,128.78","431,936,704.45","2,975,670.00","35,420,536.10","81,874,517.19","262,427,427.62","48,076,443.06","51,944,773.81","57,426,573.83","59,929,433.51","1,899,768.34","2,715,967.15","3,985,217.29","5,538,610.84","920,165.06","1,812,850.81","754,970,647.12","984,556,980.63","160,129,214.09","160,941,499.84","161,745,985.59","788,442,503.59","175,123,056.71","177,078,731.51","178,316,336.23","192,049,263.47","17,540,443.16","19,985,198.09"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,156,787.65","8,610,697.57","13,492,200.52","16,415,544.53","958,626.69","8,792,639.48","17,204,833.35","19,997,614.32","814,520.61","2,780,580.66","5,609,596.93","6,649,775.44","976,647.85","1,742,825.98","2,624,632.63","3,649,247.34","730,433.38","1,717,043.06","4,565,212.70","3,373,319.51","864,615.08","1,548,816.91","2,174,410.58","2,761,754.21","314,641.77","974,536.77","1,252,966.04","1,802,712.81","274,954.33","602,575.21","912,217.06","1,034,084.87","275,210.43","555,081.16","842,093.12","1,157,336.99","261,233.80","522,514.74","652,757.02","731,906.82","53,096.81","97,707.85","119,705.40","152,819.93","12,856.57","46,271.24"
营业外收入,,,,,0.45,0.45,0.45,0.45,,,"24,212.35","417,812.35",,,,,"649,299.07","649,299.07","649,299.07","649,299.97","24,879.49","24,879.49","24,880.53","24,880.53",,,"23,493,263.79","953,192.60",,,,"125,439.51","6,112.77","6,812.77","7,177.26","41,982,218.72","32,376.22","32,501.25","32,584.15","638,963.95","32,059.13","32,121.80","38,445.64","73,867,539.24","5,310.24","9,960,352.51"
销售费用,"2,222,021.92","4,072,148.22","6,398,096.79","6,150,958.19","1,533,904.34","3,107,690.67","5,609,709.76","7,732,615.22","1,452,938.79","3,088,525.09","4,404,383.68","6,305,818.76","2,138,532.81","3,461,035.74","4,645,721.71","8,192,909.63","1,102,905.72","6,315,748.65","8,032,390.94","8,597,904.64","1,243,060.72","2,019,517.60","2,878,331.05","4,369,862.85","1,396,552.18","2,364,746.43","3,300,294.48","4,465,374.28","1,528,516.40","2,457,963.55","3,303,565.29","4,464,574.50","1,834,839.23","2,472,105.07","3,283,957.28","4,469,448.98","1,594,899.39","2,492,150.08","3,305,025.61","4,459,443.91","1,925,800.07","2,848,627.25","3,709,077.65","4,856,478.56","1,444,952.18","2,266,694.41"
减:营业外支出,,,"94,879.29","210,289.00",,"20,000.00","137,886.16","139,978.66",,"7,966.70","7,970.07","8,470.07",3.76,"30,890.07","42,160.07","625,221.62","23,515.98","93,068.70","284,244.46","240,811.01",,"2,000.00","17,000.00","1,103,840.96",,445.60,666.90,"23,326,012.78",,9.95,"20,406.05","34,567,296.28","253,660.53","253,660.53","260,710.53","19,823,811.48","12,638.15","16,287.81","34,041,764.63","84,672,139.53","353,269,892.46","360,145,071.86","387,304,445.20","85,029,644.08",100.00,"30,790.02"
管理费用,"3,278,032.51","8,861,638.43","12,737,280.29","17,915,222.06","3,143,350.58","7,307,366.92","11,982,194.89","17,178,929.38","3,126,199.84","8,023,797.56","13,751,764.57","18,916,559.42","3,772,600.39","9,361,644.23","14,963,580.49","21,640,450.43","4,862,501.04","11,110,302.56","17,832,722.66","24,151,915.53","4,522,625.08","9,319,234.70","15,607,097.06","24,229,467.98","4,108,694.57","8,394,693.22","13,024,477.20","18,130,780.96","4,108,008.73","9,675,133.75","16,148,436.41","21,555,514.35","5,045,580.43","10,752,219.55","16,209,817.26","21,529,986.07","4,287,782.25","10,660,754.20","14,676,889.64","19,630,962.61","3,841,442.76","7,342,975.14","9,929,104.20","15,835,473.11","2,098,092.44","5,376,733.32"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,"33,573.15",,,,"993,582.42",,445.60,,"-85,800.12",,,"6,160.00","769,735.89","249,580.53","249,580.53","253,660.53","239,369.05",,,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,687,753.67","5,697,524.63","9,138,515.55","12,471,853.58","3,471,359.17","7,013,389.76","10,579,346.14","13,968,374.96","2,799,753.27","5,322,666.54","7,911,995.66","10,278,431.95","2,251,480.91","5,134,252.16","8,780,872.61","12,186,438.25","2,740,205.56","4,636,487.03","8,234,284.97","11,141,544.46","3,803,066.69","6,995,566.31","10,901,729.69","15,140,835.94","5,332,703.76","9,935,239.20","14,937,132.43","62,658,328.16","5,315,905.72","14,131,315.48","21,303,361.10","56,108,395.63","2,767,993.80","14,353,702.45","21,778,102.86","50,889,192.07","6,943,725.33","14,934,321.38","20,893,527.56","51,099,459.27","9,822,278.78","21,290,470.94","31,914,258.70","65,839,860.71","9,111,811.68","18,405,799.16"
