科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"31,453,725.65","39,694,465.55","61,267,828.62","70,539,589.99","72,452,101.82","77,189,789.77","55,116,456.94","72,840,194.27","76,332,775.71","78,319,989.87","61,139,096.23","77,409,730.63","77,798,504.19","134,161,700.19","80,512,597.36","102,374,430.23","105,366,532.56"
应付职工薪酬,"2,780,099.87","6,652,275.08","7,006,738.83","2,364,448.41","4,895,869.83","6,534,211.09","9,068,906.22","2,408,361.68","7,171,346.81","7,676,751.21","9,770,176.12","2,830,421.97","3,927,663.61","5,662,996.70","14,807,900.68","4,495,632.30","5,896,406.16"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"10,662,939.28","4,700,180.92","5,458,363.14","11,720,685.26","9,119,206.31","18,397,856.83","10,051,891.20","17,850,283.53","12,877,024.55","20,470,179.05","6,492,036.70","6,696,937.97","10,203,181.33","4,513,215.48","10,442,045.16","5,351,844.03","13,065,427.91"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"1,114,162.44","1,165,633.33","1,163,763.33","1,067,513.33","1,165,581.95","437,500.00","924,805.22","782,961.66","1,019,684.47","851,267.09","922,880.97","705,905.14","948,258.33","1,216,066.67","1,477,235.83","1,606,778.83","2,442,442.97"
应收股利,,,,,,,,,,,,,,,,,
应付股利,"14,000,000.00",,,,,,,,,,,,,,,"1,282,483.06","9,758,972.80"
存货,"510,938,408.32","810,199,169.32","862,593,445.75","848,758,017.38","920,872,435.88","866,584,908.69","890,884,208.45","758,229,445.26","826,778,715.09","821,992,770.67","928,450,833.53","982,365,201.45","1,136,841,007.61","1,224,449,355.31","1,032,961,053.77","1,047,708,159.44","1,208,324,592.03"
其他应付款,"64,814,129.04","45,176,092.38","47,952,787.60","46,585,404.08","51,315,307.22","53,677,915.88","44,527,387.76","38,986,291.42","46,087,241.13","47,069,942.58","55,784,791.85","61,576,014.54","63,611,709.79","332,643,459.08","122,312,507.37","150,293,932.60","149,623,888.47"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"28,000,000.00",,,,,,,,,,,,,,,,
其他流动资产,"9,894,476.59","12,804,393.63","21,089,776.12","17,508,739.80","23,138,561.85","15,464,746.03","30,668,829.59","863,638.45","722,548.32","392,774.56","27,847,688.32","65,098,251.21","50,925,847.95","96,293,779.74","99,505,212.72","140,584,438.07","181,954,179.28"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"1,627,212,884.31","2,085,805,838.19","2,148,534,230.50","2,509,206,345.40","2,495,878,626.74","2,810,855,279.39","2,775,143,343.67","2,443,200,989.91","2,713,579,385.44","3,449,764,358.34","3,326,227,342.23","3,201,929,822.11","3,631,247,205.57","3,782,340,931.38","3,510,831,085.91","3,833,649,253.38","3,743,040,420.01"
流动负债合计,"1,405,321,698.38","1,743,570,198.53","1,758,037,066.69","1,514,800,546.53","1,530,955,928.63","1,806,661,793.26","1,754,451,236.37","1,395,945,755.52","1,709,823,274.82","1,788,152,552.27","1,694,711,589.91","1,566,258,859.88","2,071,856,292.93","2,863,214,319.29","2,733,213,506.81","2,390,454,800.47","2,527,741,459.99"
可供出售金融资产,"8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00"
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,"612,973,094.96","612,973,094.96"
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"19,374,620.06","18,868,863.06","18,378,841.17","17,955,310.45","17,397,363.34","16,900,460.68","16,396,657.12"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,"13,728,123.12","13,047,941.79","12,878,196.45","12,707,760.97","12,538,705.77","12,367,580.15","12,199,215.09","12,193,836.95","11,857,308.95","11,687,218.55","11,517,128.15","11,347,037.75","11,176,947.35","11,006,856.95","10,836,766.55","10,666,676.15"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"324,151,151.88","313,570,301.08","305,395,388.76","296,568,023.48","305,949,943.99","310,055,551.45","332,519,907.57","322,357,020.96","333,337,760.69","324,555,637.87","323,074,024.87","312,931,543.45","300,965,810.41","431,634,943.19","540,205,582.91","527,530,541.99","550,833,640.80"
递延所得税负债,"210,832.50",,,,"6,300.00",,,,"231,232.50","45,637.50",,,"537,082.50","1,034,580.00","1,951,477.50","1,951,477.50","1,951,477.50"
在建工程,"2,545,070.64","2,947,355.55","41,660,617.45","44,569,164.74","39,519,732.60","31,163,149.56","29,873,116.69","36,798,959.73","58,784,941.43","78,503,280.24","120,372,254.77","140,179,104.45","161,904,184.51","306,683,397.43","371,829,804.82","375,868,117.32","465,845,925.72"
其他非流动负债,"1,226,596.08","16,334,043.31","15,564,829.35","1,280,392.67","1,280,392.67","1,280,392.67","1,287,847.25","1,287,847.25","1,287,847.25","1,287,847.25","1,256,588.26","1,256,588.26","1,256,588.26","1,256,588.26","1,315,046.37","1,315,046.37","1,315,046.37"
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"1,437,428.58","16,334,043.31","15,564,829.35","15,366,510.90","15,174,492.45","14,969,874.00","15,468,582.13","15,266,792.68","15,296,235.73","14,908,851.28","14,630,165.34","14,428,375.89","14,763,668.94","15,059,376.99","15,832,943.15","628,604,248.66","628,402,459.21"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"1,406,759,126.96","1,759,904,241.84","1,773,601,896.04","1,530,167,057.43","1,546,130,421.08","1,821,631,667.26","1,769,919,818.50","1,411,212,548.20","1,725,119,510.55","1,803,061,403.55","1,709,341,755.25","1,580,687,235.77","2,086,619,961.87","2,878,273,696.28","2,749,046,449.96","3,019,059,049.13","3,156,143,919.20"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"160,000,000.00","160,000,000.00","160,000,000.00","213,350,000.00","213,350,000.00","213,350,000.00","213,350,000.00","213,350,000.00","640,050,000.00","686,878,908.00","686,878,908.00","686,878,908.00","686,878,908.00","686,878,908.00","686,878,908.00","686,878,908.00","686,878,908.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"336,175,799.25","336,175,799.25","336,175,799.25","855,670,949.25","855,670,949.25","855,670,949.25","855,670,949.25","855,670,949.25","428,970,949.25","1,001,265,204.82","1,001,265,204.82","1,001,265,204.82","1,001,265,204.82","719,275,153.16","718,087,140.19","869,030,145.25","869,030,145.25"
无形资产,"81,826,894.10","70,254,597.86","118,665,668.89","118,292,826.65","116,872,828.94","119,862,147.90","118,565,545.80","118,183,470.58","116,738,003.22","115,911,187.22","113,773,488.45","112,861,543.56","165,272,604.21","221,829,544.70","224,848,538.62","223,220,970.59","221,534,179.09"
盈余公积,"13,131,412.68","21,715,778.91","33,362,366.08","33,362,366.08","33,362,366.08","33,362,366.08","46,579,570.14","46,579,570.14","46,579,570.14","46,579,570.14","59,583,876.88","59,583,876.88","59,583,876.88","59,583,876.88","66,627,242.15","66,627,242.15","66,627,242.15"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,
未分配利润,"120,379,023.22","208,410,699.04","313,787,237.28","337,275,405.09","326,647,888.92","365,592,758.14","392,868,495.30","423,215,949.41","432,012,520.50","482,423,987.13","483,834,547.31","512,891,557.79","499,918,540.58","509,199,898.20","508,503,730.13","518,891,682.29","525,250,152.56"
长期待摊费用,,,,,,,,,,,,,,,,,
少数股东权益,"18,849,798.10","29,155,553.17","28,606,098.27","29,914,176.05","21,744,576.77","25,503,142.77","28,291,647.67","29,811,414.51","25,176,058.30","27,998,378.31","30,829,818.33","25,324,891.95","28,308,106.59","84,195,750.35","88,193,110.84","82,003,253.45","76,205,322.24"
递延所得税资产,"5,322,856.78","6,656,639.00","8,678,376.18","8,678,376.18","12,262,385.93","13,222,137.68","14,968,625.92","14,744,735.99","17,728,220.26","17,997,685.58","18,550,013.77","19,091,825.04","21,011,536.51","32,388,225.50","27,210,042.36","27,288,156.90","29,967,749.39"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"6,198,690.00","14,399,217.41","1,551,173.35","1,547,021.00","5,714,922.93","9,413,911.75","15,242,361.06","24,356,039.25","37,546,460.75","41,617,993.75","30,947,487.89","41,143,189.89","45,330,316.11","127,879,430.37","115,138,473.86","184,633,672.86","328,976,001.12"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"428,044,663.40","429,556,234.02","496,999,166.42","490,533,608.50","501,027,575.36","504,255,604.11","531,537,137.19","536,639,441.60","584,329,223.30","598,443,093.61","645,779,108.36","664,593,197.60","732,210,330.67","1,157,547,798.99","1,315,636,662.86","1,374,278,686.89","1,632,220,829.39"
所有者权益(或股东权益)合计,"648,498,420.75","755,457,830.37","871,931,500.88","1,469,744,896.47","1,450,775,781.02","1,493,479,216.24","1,536,760,662.36","1,568,627,883.31","1,572,789,098.19","2,245,146,048.40","2,262,664,695.34","2,285,835,783.94","2,276,837,574.37","2,061,615,034.09","2,077,421,298.81","2,188,868,891.14","2,219,117,330.20"
资产总计,"2,055,257,547.71","2,515,362,072.21","2,645,533,396.92","2,999,739,953.90","2,996,906,202.10","3,315,110,883.50","3,306,680,480.86","2,979,840,431.51","3,297,908,608.74","4,048,207,451.95","3,972,006,450.59","3,866,523,019.71","4,363,457,536.24","4,939,888,730.37","4,826,467,748.77","5,207,927,940.27","5,375,261,249.40"
负债和所有者(或股东权益)合计,"2,055,257,547.71","2,515,362,072.21","2,645,533,396.92","2,999,739,953.92","2,996,906,202.10","3,315,110,883.50","3,306,680,480.86","2,979,840,431.51","3,297,908,608.74","4,048,207,451.95","3,972,006,450.59","3,866,523,019.71","4,363,457,536.24","4,939,888,730.37","4,826,467,748.77","5,207,927,940.27","5,375,261,249.40"
