科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"435,293,323.27","511,048,374.65","344,672,490.33","459,611,535.93","303,346,834.07","496,729,567.92","741,944,454.44","358,610,201.90","338,199,198.30","901,344,234.83","815,196,637.52","554,303,135.71","573,335,241.03","517,839,523.65","532,387,675.56","731,345,973.66","322,353,614.51"
短期借款,"568,500,000.00","630,000,000.00","605,000,000.00","642,000,000.00","735,000,000.00","695,000,000.00","603,000,000.00","567,000,000.00","783,000,000.00","665,000,000.00","459,000,000.00","532,000,000.00","930,000,000.00","1,286,000,000.00","1,111,000,000.00","1,307,500,000.00","1,440,000,000.00"
交易性金融资产,,"4,053,840.00","3,648,095.00","9,152,870.00","757,260.00","9,691,190.00","14,374,215.00","4,682,820.00","9,882,701.06","12,037,194.97",,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"61,583,121.26","74,272,516.16","92,392,671.60","148,373,519.39","125,089,795.11","185,896,151.94","153,931,776.45","129,561,757.59","128,826,872.03","184,880,258.32","266,861,050.70","189,075,819.13","193,664,240.42","229,354,406.10","267,331,583.71","306,095,985.00","235,235,257.76"
应付票据,"114,600,000.00","338,556,023.06","522,600,000.00","437,700,000.00","355,100,000.00","615,400,000.00","676,880,000.00","377,480,000.00","409,807,733.00","639,507,733.00","698,000,000.00","525,800,000.00","539,600,000.00","662,256,528.33","881,613,041.61","449,018,339.68","346,200,287.74"
应收账款,"577,823,002.77","631,391,312.10","761,427,193.02","953,831,500.32","1,046,490,246.03","1,156,608,574.26","878,075,520.95","1,106,117,806.60","1,326,264,242.71","1,442,962,273.27","1,220,924,602.87","1,306,840,705.20","1,575,687,985.69","1,559,758,207.01","1,487,819,066.54","1,501,195,030.57","1,682,959,009.68"
应付账款,"473,552,912.86","435,411,431.65","330,243,237.31","165,964,989.97","175,773,991.55","176,067,395.63","185,086,397.49","192,845,048.31","227,851,827.95","194,992,230.13","264,079,931.69","220,930,217.23","277,072,009.19","316,471,283.86","327,692,659.15","316,970,143.19","425,845,953.39"
预付款项,"226,826.45","2,341,766.78","1,442,730.06","1,430,572.59","3,731,391.98","2,690,350.78","10,147,881.85","12,295,125.84","6,572,332.22","7,834,861.85","5,807,433.06","26,836,978.78","22,994,378.68","20,483,959.38","10,313,896.25","4,345,236.41","6,847,234.19"
预收款项,"127,297,454.89","281,908,562.11","238,612,176.48","207,397,505.48","198,585,971.77","241,146,913.83","224,911,848.48","198,592,808.92","222,008,416.91","212,584,449.21","200,661,772.58","215,719,363.03","246,493,470.68","254,450,769.17","263,868,117.01","153,935,646.78","134,908,080.55"
