科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
存货,"1,852,606.10","4,507,193.59","3,244,008.54","3,607,192.45","3,609,003.21","4,837,398.83","4,329,115.34","3,513,806.69","4,666,092.90","5,714,593.15","6,079,031.71","6,975,505.24","7,546,164.29","7,905,323.09","6,293,229.58","6,255,604.28","6,631,701.00","20,132,576.42","20,960,834.96","21,345,347.71","20,714,995.01","26,487,451.46","28,458,020.28","19,902,071.82","12,217,324.81","15,507,207.95","14,107,144.31","8,470,685.52","7,507,218.64","10,566,744.08","9,790,430.49","11,806,452.85","15,485,105.65","20,253,071.54","20,653,281.95","23,104,671.73","22,105,962.59","21,460,966.63"
其他应付款,"3,022,018.00","6,245,677.02","32,711,787.29","11,595,471.05","11,412,716.63","5,546,618.65","2,050,833.65","1,620,856.68","1,746,569.61","1,565,327.82","1,706,327.73","1,962,449.90","1,809,381.44","2,689,451.98","2,951,610.03","2,771,744.51","2,994,075.33","2,085,983.39","2,211,320.79","2,890,971.76","3,901,302.27","4,331,878.20","4,020,623.72","4,751,298.97","6,001,054.70","7,269,214.38","8,438,827.68","7,469,993.45","6,392,930.25","6,908,990.99","8,002,216.25","10,330,242.08","10,191,119.64","11,170,161.73","12,543,438.30","13,349,547.68","14,572,537.09","13,784,016.21"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,"461,538.46","461,538.46","461,538.46","461,538.46","461,538.46","461,538.46","384,615.35","339,521.33",,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,"17,000,000.00","22,000,000.00","32,700,000.00","25,700,000.00","29,400,000.00","29,400,000.00","46,000,000.00","46,000,000.00","52,000,000.00","52,000,000.00","43,400,000.00","43,400,000.00","39,000,000.00","39,000,000.00","25,000,000.00","25,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00"
其他流动资产,"129,616.94","861,823.40","14,074.00","3,000,000.00",,,,,"120,073,399.24","195,202,693.88","191,598,737.65","169,023,648.55","188,869,307.13","208,731,593.23","171,727,597.80","182,877,359.58","124,443,838.87","117,554,786.87","98,902,643.59","213,700,541.89","164,156,058.90","144,956,288.95","167,881,045.01","223,767,663.33","155,509,966.05","87,631,221.97","146,455,405.72","128,664,450.77","105,783,929.42","104,922,385.35","69,945,704.75","156,259,118.64","102,241,978.41","135,719,848.33","115,355,257.80","218,066,849.95","272,664,624.50","316,733,920.77"
其他流动负债,,,"289,593.11","26,721.89","714,919.09","470,406.92","908,283.74","828,897.44","643,840.87","696,213.83","800,764.90","1,141,760.57","808,158.66","1,139,727.69","1,434,635.90","2,585,964.87","2,658,954.56","14,751,544.76","5,728,778.50","5,594,803.22","1,331,148.82","3,943,292.20","3,455,357.94","3,067,255.44","4,801,978.17","5,230,263.97","4,014,040.73","2,422,701.19",,,,,,,,,,
流动资产合计,"56,277,588.88","65,046,581.82","90,466,773.16","83,988,680.44","81,704,130.55","531,609,393.10","419,605,567.88","499,302,502.64","467,886,974.37","453,040,161.46","431,965,026.13","416,474,977.37","433,476,867.42","434,682,169.67","443,543,507.70","496,627,651.20","470,931,348.78","504,893,596.40","511,812,603.16","491,072,013.49","473,355,010.51","420,373,698.46","442,742,716.18","389,217,850.62","386,310,402.06","377,482,270.65","305,431,809.86","281,621,396.55","279,969,228.44","231,688,097.72","287,813,103.06","371,566,906.25","391,149,191.02","385,688,502.68","385,888,039.51","578,613,866.01","567,815,565.91","615,038,597.64"
流动负债合计,"33,860,731.18","68,126,687.90","124,023,570.84","110,677,785.83","99,984,099.46","87,945,858.89","32,416,767.01","47,217,052.97","22,475,015.29","37,188,155.61","44,378,223.96","49,755,635.10","92,118,665.37","101,370,331.82","124,542,548.15","176,627,306.17","187,485,670.24","183,599,219.94","216,594,962.62","197,153,348.12","284,184,632.45","280,615,995.62","311,588,894.10","275,651,642.81","210,760,972.93","225,518,016.95","171,073,240.24","169,787,014.20","160,553,056.08","97,875,554.80","125,485,765.40","231,198,315.86","227,272,503.04","220,026,980.67","234,070,021.49","307,273,455.17","310,067,593.68","354,637,314.43"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"1,000,000.00",,,,,,,,,,,,"23,000,000.00","48,000,000.00","57,300,000.00","83,300,000.00","68,600,000.00","96,600,000.00","60,000,000.00","60,000,000.00","34,000,000.00","34,000,000.00","86,600,000.00","86,600,000.00","65,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","109,000,000.00","94,000,000.00","104,000,000.00"
持有至到期投资,,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"44,526,665.30","100,236,782.12","98,444,143.71","98,087,515.01","95,662,211.53","94,426,426.69","91,715,459.77","90,072,926.13","107,465,942.29","108,995,761.38","105,853,719.28","102,668,477.42","291,779,331.66","284,379,288.77","276,879,799.71","271,313,603.38","299,158,493.14","456,847,866.84","473,220,726.27","463,538,145.73","466,887,319.10","456,242,563.36","444,738,904.15","448,483,573.18","440,323,738.59","439,564,159.20","428,901,601.50","678,107,848.02","722,070,680.90","703,143,203.98","684,986,239.25","659,255,109.95","642,646,563.10","645,556,534.01","636,945,576.58","618,486,289.42","603,667,483.29","545,156,479.26"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,"346,998.48","362,455.81","328,299.12","317,917.42","318,091.69","307,149.62","296,226.05","285,363.38","274,540.50","263,780.10","253,043.65","242,337.57","231,937.56","221,680.31","211,580.90","201,577.83","191,781.85","182,958.97"
在建工程,"18,215,333.85","13,934,859.77","122,846,798.19","152,735,247.75","157,648,439.74","190,516,381.71","249,081,223.68","143,513,674.20","169,457,017.04","186,848,489.21","234,407,280.38","269,936,968.94","108,747,592.97","134,160,615.32","176,531,230.75","232,872,313.39","223,821,373.94","61,908,000.53","45,792,262.62","95,402,296.26","120,878,246.47","177,022,869.59","207,305,731.11","207,586,590.07","216,918,583.89","241,175,014.94","269,712,126.81","47,506,651.09","1,089,468.00","5,661,270.39","4,400,504.11","11,278,075.16","16,218,925.22","12,402,434.61","11,426,534.37","16,111,177.20","17,526,899.07","76,225,917.19"
其他非流动负债,,,"3,934,533.88","6,630,105.10","14,258,124.55","14,258,124.55","14,258,124.55","3,494,296.22","10,873,020.11","12,751,744.00","12,630,467.89","12,509,191.78","12,587,915.67","14,658,856.21","15,525,162.59","24,109,720.30","28,506,124.57","33,999,873.46","32,364,539.01","31,341,462.91",,,,,,,,,,,,,,,,,,
工程物资,,,"4,527,699.91","1,802,872.12","1,143,130.37","1,061,850.81","3,446,328.58","19,860,004.35","975,866.38","1,661,305.98","194,980.17","221,968.06","77,419.44","438,000.43","3,713,110.60","1,835,821.09","319,015.19","337,041.66","238,372.51","396,616.88","8,947,572.00","6,979,141.20","5,661,201.50","3,198,471.80","995,237.36","3,573,553.86","18,812,396.33","1,528,781.74","971,879.51","738,547.50","983,890.07","1,591,877.64","1,993,129.46","2,466,778.94","918,210.78",,,
非流动负债合计,"1,000,000.00",,"3,934,533.88","6,630,105.10","14,258,124.55","14,258,124.55","14,258,124.55","3,494,296.22","10,873,020.11","12,751,744.00","12,630,467.89","12,509,191.78","35,587,915.67","62,658,856.21","72,825,162.59","107,409,720.30","97,106,124.57","130,599,873.46","92,364,539.01","91,341,462.91","70,208,578.76","69,273,406.32","125,384,719.55","124,386,792.25","111,799,420.93","110,800,933.26","109,802,464.09","108,804,055.82","96,796,882.84","95,439,415.10","94,081,971.31","92,724,557.89","79,033,247.54","77,608,508.45","76,183,927.20","148,775,772.71","135,527,046.00","144,113,679.89"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"34,860,731.18","68,126,687.90","127,958,104.72","117,307,890.93","114,242,224.01","102,203,983.44","46,674,891.56","50,711,349.19","33,348,035.40","49,939,899.61","57,008,691.85","62,264,826.88","127,706,581.04","164,029,188.03","197,367,710.74","284,037,026.47","284,591,794.81","314,199,093.40","308,959,501.63","288,494,811.03","354,393,211.21","349,889,401.94","436,973,613.65","400,038,435.06","322,560,393.86","336,318,950.21","280,875,704.33","278,591,070.02","257,349,938.92","193,314,969.90","219,567,736.71","323,922,873.75","306,305,750.58","297,635,489.12","310,253,948.69","456,049,227.88","445,594,639.68","498,750,994.32"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00","567,000,000.00","567,000,000.00","567,000,000.00","567,000,000.00","567,000,000.00","567,000,000.00","567,000,000.00","567,000,000.00","567,000,000.00","623,700,000.00","623,700,000.00","623,700,000.00","623,700,000.00","623,700,000.00","623,700,000.00","623,700,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,581,845.52","1,607,078.44","4,488,227.44","4,488,227.44","4,488,227.44","465,658,227.44","465,658,227.44","465,655,827.44","465,655,827.44","465,655,827.44","405,655,827.44","405,655,827.44","405,655,827.44","318,774,678.44","318,774,678.44","318,774,678.44","318,774,678.44","318,774,678.44","183,774,678.44","183,774,678.44","183,774,678.44","183,774,678.44","21,774,678.44","21,774,678.44","98,774,678.44","98,774,678.44","98,774,678.44","98,774,678.44","98,774,678.44","98,774,678.44","98,774,678.44","42,074,678.44","42,074,678.44","42,074,678.44","42,075,047.64","42,075,047.64","42,075,047.64","42,075,047.64"
无形资产,"3,775,300.79","8,057,974.28","7,984,447.82","7,980,453.16","8,003,514.40","7,946,909.12","7,939,453.20","7,851,834.78","12,593,896.36","12,481,467.94","12,369,039.52","12,315,443.00","12,201,518.84","21,709,115.68","21,574,658.07","22,313,733.39","41,895,010.90","48,852,596.59","48,632,783.64","48,366,414.43","66,481,314.83","66,518,116.06","65,857,445.02","65,175,570.52","64,569,285.58","71,892,748.58","71,188,595.09","73,642,612.67","73,002,311.93","72,340,610.63","71,640,487.02","71,032,716.25","70,306,423.33","69,783,179.26","69,055,334.68","68,346,029.88","67,654,799.83","97,248,915.47"
盈余公积,"1,814,423.69","3,853,777.66","6,911,116.56","6,911,116.56","10,520,348.53","10,520,348.53","10,520,348.53","10,520,348.53","15,881,231.33","15,881,231.33","15,881,231.33","15,881,231.33","18,534,422.60","18,534,422.60","18,534,422.60","18,534,422.60","21,139,320.90","21,139,320.90","21,139,320.90","21,139,320.90","23,951,299.61","23,951,299.61","23,951,299.61","23,951,299.61","28,317,307.56","28,317,307.56","28,317,307.56","28,317,307.56","32,659,892.53","32,659,892.53","32,659,892.53","32,659,892.53","36,007,379.49","36,007,379.49","36,007,379.49","36,007,379.49","44,182,180.41","44,182,180.41"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"16,267,558.30","35,352,289.70","66,406,134.57","98,191,741.50","104,855,302.47","110,617,881.41","72,444,320.92","119,862,352.00","124,602,461.17","116,628,878.97","128,366,417.66","140,495,860.02","148,330,580.25","136,279,073.64","152,172,524.42","172,738,103.68","182,949,444.53","192,838,949.69","210,726,269.41","230,483,526.49","211,597,478.27","212,650,448.17","180,383,576.78","178,302,164.27","161,715,312.93","164,767,886.35","167,092,217.65","171,362,027.88","178,464,251.57","183,710,748.89","191,675,245.31","147,748,621.19","170,304,250.45","189,164,038.96","182,486,636.29","210,010,761.24","224,798,510.97","242,136,590.97"
长期待摊费用,"232,622.66",,"1,578,361.23","1,514,944.93","1,493,806.17","1,472,667.40","1,451,528.63",,,,,,,,,,,,,,,,,,,,,,,,,,"252,642.88","430,961.15","364,862.78","298,764.41","101,057.08","63,160.63"
少数股东权益,"8,505,707.32","23,361,990.36","60,145,699.57","59,705,773.30","59,518,924.13","59,389,542.83","59,274,494.80",,,,,,,,,,,,,"13,980,775.94","13,952,000.03","13,965,205.05","13,930,931.18","13,950,724.14","13,938,754.61","13,824,046.64","19,730,031.50","19,672,451.00","19,923,571.78","20,108,861.95","20,548,809.82","21,003,450.70","22,156,088.36","23,486,939.95","26,861,328.48","26,740,136.33","26,693,631.11","27,659,110.98"
递延所得税资产,"2,754.53","25,626.07","61,058.84","495,036.32","714,675.82","1,036,758.65","1,118,011.59","479,028.55","222,483.88","726,667.41","1,048,425.65","1,305,170.63","878,200.11","703,549.84","838,270.75","771,593.31","10,118,654.56","9,380,560.25","9,397,310.11","9,459,425.15","14,158,020.53","16,733,953.47","17,038,070.38","18,888,294.48","10,325,523.32","10,367,428.48","8,847,703.79","10,536,046.82","12,485,935.88","14,340,506.16","15,516,617.85","14,377,637.49","14,969,431.14","14,584,919.06","14,270,744.69","13,880,737.81","17,789,792.11","18,049,633.43"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,"7,255,118.00","1,000,000.00","1,000,000.00","6,564,836.75","1,390,437.75","5,253,546.75","1,483,936.75","1,523,186.75","33,959,243.26","32,686,029.33","35,063,571.42","40,011,624.51","34,045,833.89","37,802,394.22","43,659,249.57","37,306,062.85","44,494,860.41","47,743,317.47","63,492,944.42","75,262,912.74","76,644,915.21","69,238,284.50","63,620,189.63","74,734,332.91","67,286,125.99","70,187,342.74","67,749,112.16","65,119,024.32","66,285,487.94","85,105,330.43","107,432,112.41","104,933,774.50","138,322,660.09","133,560,394.09"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"66,752,677.13","127,255,242.24","235,442,509.70","262,616,069.29","271,920,896.03","297,460,994.38","355,752,005.45","268,342,304.76","292,105,643.70","315,967,238.67","355,357,381.75","387,971,214.80","447,643,306.28","474,076,599.37","514,600,641.30","569,118,689.07","609,358,381.62","615,128,460.09","620,940,704.72","654,468,961.30","721,847,333.34","771,239,961.15","804,094,296.58","818,595,412.79","809,777,283.95","835,811,189.56","861,082,613.15","886,056,273.25","876,906,402.21","866,411,481.40","845,276,850.46","822,654,440.81","812,672,603.07","830,330,137.46","840,413,376.29","822,056,773.22","845,062,691.47","870,304,500.07"
所有者权益(或股东权益)合计,"88,169,534.83","124,175,136.16","197,951,178.14","229,296,858.80","239,382,802.57","726,866,404.04","728,682,681.77","716,933,458.21","726,644,582.67","719,067,500.52","730,313,716.03","742,181,365.29","753,413,592.66","744,729,581.01","760,776,438.26","781,709,313.80","795,697,935.59","805,822,963.09","823,793,806.25","857,046,163.76","840,809,132.64","841,724,257.67","809,863,399.11","807,774,828.35","873,527,292.15","876,974,510.00","885,638,718.68","889,086,599.78","899,525,691.73","904,784,609.22","913,522,216.81","870,298,473.31","897,516,043.51","918,383,151.02","916,047,467.11","944,621,411.35","967,283,617.70","986,592,103.39"
资产总计,"123,030,266.01","192,301,824.06","325,909,282.86","346,604,749.73","353,625,026.58","829,070,387.48","775,357,573.33","767,644,807.40","759,992,618.07","769,007,400.13","787,322,407.88","804,446,192.17","881,120,173.70","908,758,769.04","958,144,149.00","1,065,746,340.27","1,080,289,730.40","1,120,022,056.49","1,132,753,307.88","1,145,540,974.79","1,195,202,343.85","1,191,613,659.61","1,246,837,012.76","1,207,813,263.41","1,196,087,686.01","1,213,293,460.21","1,166,514,423.01","1,167,677,669.80","1,156,875,630.65","1,098,099,579.12","1,133,089,953.52","1,194,221,347.06","1,203,821,794.09","1,216,018,640.14","1,226,301,415.80","1,400,670,639.23","1,412,878,257.38","1,485,343,097.71"
负债和所有者(或股东权益)合计,"123,030,266.01","192,301,824.06","325,909,282.86","346,604,749.73","353,625,026.58","829,070,387.48","775,357,573.33","767,644,807.40","759,992,618.07","769,007,400.13","787,322,407.88","804,446,192.17","881,120,173.70","908,758,769.04","958,144,149.00","1,065,746,340.27","1,080,289,730.40","1,120,022,056.49","1,132,753,307.88","1,145,540,974.79","1,195,202,343.85","1,191,613,659.61","1,246,837,012.76","1,207,813,263.41","1,196,087,686.01","1,213,293,460.21","1,166,514,423.01","1,167,677,669.80","1,156,875,630.65","1,098,099,579.12","1,133,089,953.52","1,194,221,347.06","1,203,821,794.09","1,216,018,640.14","1,226,301,415.80","1,400,670,639.23","1,412,878,257.38","1,485,343,097.71"
