科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"38,823,816.52","114,448,426.06","158,534,481.42","262,805,628.16","42,595,884.21","119,109,008.56","163,360,964.04","237,463,454.31","46,393,308.02","103,345,365.75","161,887,331.79","318,980,886.72","96,924,919.34","306,925,966.41","371,203,083.13","491,947,230.23","66,150,735.61","137,706,102.15","228,349,299.35","277,253,601.56","56,792,762.04","114,447,648.76","181,976,401.31","255,933,681.10","69,893,283.28","138,721,203.11","787,569,352.08","1,035,142,986.10","269,529,236.12","564,621,611.98","887,069,242.47","1,178,204,960.04","266,517,189.04","559,270,977.00","856,180,145.65","1,198,673,365.58","264,818,088.17","554,433,783.37","858,948,662.51","1,198,104,193.76","273,833,433.93","569,778,884.48","893,458,068.77"
二、营业利润,"6,898,937.91","51,823,146.66","64,181,681.54","51,937,216.30","7,411,254.47","29,623,802.82","33,866,536.35","40,731,737.72","6,888,842.64","-75,395,043.98","-106,180,152.08","-113,176,995.51","-21,676,253.89","-1,718,886.11","-29,383,043.65","-49,803,475.06","-25,194,183.00","-52,536,417.82","-79,511,038.15","-126,870,800.87","-33,106,507.09","-64,109,997.00","-93,170,521.09","-134,353,856.81","-28,278,373.62","-52,117,418.95","156,693,994.54","145,034,257.98","69,286,375.35","151,826,207.57","255,532,354.86","217,181,171.00","70,614,559.98","133,370,618.34","172,556,498.43","180,209,044.80","38,142,451.00","76,249,550.11","108,397,604.55","113,388,982.91","33,461,403.90","174,523,796.30","278,585,739.86"
减:营业成本,"26,753,745.89","78,492,134.33","107,223,514.55","183,870,564.98","29,862,616.91","75,927,801.42","108,577,384.05","166,248,337.42","34,005,480.35","121,124,346.57","183,003,768.69","309,226,830.31","87,080,243.22","244,137,393.95","312,142,508.73","419,841,006.48","67,002,454.00","137,401,218.98","221,641,731.06","295,978,462.51","64,897,386.05","130,558,336.49","201,543,791.39","296,209,200.90","72,106,922.69","141,677,277.47","487,129,184.46","704,020,721.39","165,214,929.01","332,368,451.23","509,318,205.15","773,009,966.37","171,595,720.22","351,287,649.78","540,777,427.54","822,557,601.63","195,375,894.05","390,370,195.75","610,725,127.51","869,367,926.60","200,380,633.41","407,462,408.94","627,314,733.20"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"347,540.67","2,954,711.27","3,427,413.82","24,068,677.77","392,888.09","3,292,990.57","3,705,403.13","6,807,060.32","413,101.36","1,284,259.99","2,089,308.89","14,846,479.81","6,759,786.35","19,658,309.84","22,362,727.68","33,834,807.40","4,024,261.81","9,001,091.93","18,649,871.67","19,143,017.99","2,181,285.24","4,517,601.41","7,110,762.10","11,324,860.88","7,827,453.83","12,098,096.42","16,715,742.69","17,975,080.25","368,663.87","724,712.55","906,602.63","2,007,772.52","251,205.14","640,640.61","6,125,104.91","13,742,468.88","4,745,918.60","7,437,270.93","10,038,704.66","21,383,573.40","5,598,643.12","11,560,779.87","16,370,658.34"
营业外收入,"3,520,000.00","7,040,000.00","8,554,082.19","30,349,150.68",,"14,080,000.00","14,080,000.00","28,246,794.52",,"109,690,618.63","152,378,063.42","200,530,610.06","41,993,079.67","94,824,543.87","136,033,249.40","191,896,078.30","41,243,234.27","97,554,285.49","141,876,744.01","200,072,617.32","48,179,629.51","95,682,738.89","143,147,133.08","196,518,301.70","46,160,970.60","90,193,842.31","137,507,372.96","183,533,101.87","46,543,713.39","91,082,449.91","135,526,701.13","179,660,746.62","45,155,543.59","85,730,625.19","125,978,346.13","226,250,972.43","63,052,184.86","117,631,674.67","168,166,430.68","219,994,164.13","49,665,775.75","14,080,000.00","21,120,000.00"
销售费用,"1,919,935.71","3,801,887.73","5,775,952.36","8,113,404.17","2,510,537.51","4,488,146.47","8,338,591.36","10,484,553.99","2,065,014.03","3,935,173.70","6,475,543.55","9,307,257.69","2,266,494.07","4,324,259.33","6,330,732.78","9,778,223.06","1,849,189.61","3,867,835.11","6,145,450.60","8,646,929.71","1,966,420.52","4,067,433.12","6,329,379.64","9,721,703.09","2,003,176.16","4,391,785.57","7,074,241.90","8,892,956.06","1,853,559.57","3,855,644.48","5,933,448.53","7,934,021.13","1,934,316.78","4,226,232.64","6,627,321.69","7,723,626.09","2,298,986.55","4,655,954.85","6,147,203.80","8,037,619.43","1,976,216.06","4,117,556.36","6,356,393.16"
减:营业外支出,,"32,751.55","40,101.55","1,887,633.13","5,497.24","5,497.24","5,497.24","372,775.07",,"23,152.28","37,231.08","203,321.68","2,687.63","15,818.90","15,818.90","1,520,466.69","69,239.61","69,362.61","69,467.43","217,289.27","9,123.86","10,331.24","20,331.24","3,316,627.59","10,979.00","14,468.16","71,656.83","2,308,810.38","451,674.90","545,731.62","576,587.26","1,610,056.12","200,000.00","845,884.19","909,916.35","1,421,461.26",,,"23,537.65","65,267.45","10,440.98","10,560.65","19,578.65"
管理费用,"2,068,882.14","4,156,002.57","5,975,213.51","9,448,946.21","2,272,464.56","4,731,185.30","8,191,909.15","11,254,328.62","2,865,859.01","6,102,001.90","8,770,869.09","11,573,445.18","3,264,436.32","6,019,466.16","9,153,732.16","12,855,276.71","2,316,611.51","6,065,058.12","8,988,061.62","13,074,813.42","4,089,798.80","7,299,209.74","14,322,274.74","18,928,577.62","3,085,411.23","6,820,286.00","39,193,032.02","59,535,846.25","9,744,414.51","22,689,279.23","34,229,250.00","51,348,855.18","12,206,134.10","24,448,237.26","35,805,429.84","54,326,021.71","13,240,578.31","27,518,673.75","41,843,169.31","52,991,760.38","12,161,967.91","23,635,261.15","35,213,266.48"
其中:非流动资产处置净损失,,,"24,595.55","1,285,185.33",,,,"361,657.83",,,"14,078.80","180,169.40",,,"11,091.67","897,874.96","35,334.00","35,130.00","35,130.00","153,053.61",,,,"3,296,296.35","10,979.00","10,979.00","68,167.67","2,220,321.22","80,554.94","174,611.66","205,467.30","1,238,936.16",,,"58,639.16","60,431.37",,,"9,349.30","37,362.72","10,440.98","10,440.98","19,458.98"
