科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"18,336,745.19","17,152,138.56","22,719,471.50","26,280,207.56",,"30,682,902.67","338,873,748.63","107,270,532.43","160,152,688.15","282,601,991.39","248,979,619.71","233,565,744.66","239,125,403.34","334,067,770.10","296,404,026.09"
短期借款,"98,000,000.00","137,000,000.00","90,000,000.00","85,000,000.00",,"40,000,000.00",,,"89,500,000.00","50,000,000.00","49,900,000.00","49,900,000.00","49,900,000.00","49,000,000.00","38,900,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"3,100,000.00","13,045,000.00","13,943,514.38","2,083,267.45",,"10,469,199.85","12,686,305.00","5,615,751.40","7,098,464.12","2,027,182.32","580,000.00","850,673.21","1,139,395.06","2,949,458.71","2,127,303.38"
应付票据,,,,,,"6,000,000.00","6,000,000.00",,,"106,840,430.00","111,730,254.00","121,256,057.00",,"141,395,393.20",
应收账款,"19,548,520.26","19,411,753.13","26,380,737.30","39,552,783.98",,"28,277,948.93","29,227,781.20","34,496,648.58","36,047,852.99","75,448,261.89","78,308,334.36","103,737,796.33","124,543,009.96","113,201,577.53","138,066,466.91"
应付账款,"30,594,110.88","34,028,670.25","30,195,838.15","25,091,426.05",,"28,837,582.91","22,022,321.81","22,592,618.67","27,788,449.91","128,028,503.33","121,421,071.19","123,496,887.47",,"151,605,375.82",
预付款项,"2,224,278.80","5,445,176.36","6,640,709.55","4,224,830.85",,"8,216,613.58","8,556,761.16","9,987,851.45","23,506,010.71","7,037,895.78","35,118,504.52","12,213,399.39","13,661,062.97","6,507,260.34","14,895,051.24"
预收款项,"10,697,536.44","12,669,324.77","8,888,584.66","11,939,484.84",,"11,753,540.75","13,994,474.58","13,732,162.49","19,054,337.84","18,111,742.25","24,449,379.43","26,415,679.56","26,538,033.69","29,216,740.62","34,146,080.56"
其他应收款,"2,045,165.90","835,819.25","3,519,504.63","3,656,098.66",,"4,258,312.98","847,224.91","936,042.01","131,341,825.66","5,949,942.95","5,700,796.30","5,260,776.99","5,472,774.91","12,528,499.66","6,793,276.75"
应付职工薪酬,"8,921,970.74","12,889,280.88","13,348,749.17","8,525,752.66",,"11,848,830.99","6,828,002.82","9,240,390.82","11,054,181.48","18,874,926.21","9,992,197.22","14,101,002.12","16,597,421.98","20,595,968.50","13,036,673.04"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"2,809,654.64","5,430,107.28","9,827,868.68","4,247,386.94",,"5,167,412.78","2,080,365.57","4,095,407.37","2,892,554.85","7,706,858.24","2,701,963.53","2,909,124.04","5,032,045.68","3,453,060.97","3,041,181.24"
