科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"293,491.59","1,157,902.59","1,231,200.00","1,936,610.00","1,715,950.00","2,128,250.00","383,762.80","343,512.43","233,166.00","11,281,461.50","28,487,097.33","9,382,437.33","5,339,178.20","5,686,221.00","5,109,346.64","6,201,052.34","37,866,394.92","34,141,076.67","42,563,477.46","89,250,653.64","141,865,421.38","105,584,938.99","232,056,880.10","230,753,829.92","196,256,316.89","46,512,627.73","71,803,363.89","73,505,069.74","67,981,161.57","65,789,694.58"
应付职工薪酬,"76,552.13","107,872.01","198,210.00","253,042.19","790,154.20","340,595.63","506,145.15","556,999.42","594,593.67","617,408.74","743,653.29","783,118.91","748,071.52","775,058.91","921,240.41","1,030,914.57","11,719,810.71","8,999,826.32","8,320,735.46","8,192,647.78","12,519,995.50","6,431,021.22","6,812,118.28","7,362,950.15","8,533,303.33","8,595,050.64","9,389,655.40","9,559,954.65","12,752,305.61","13,853,966.88"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,098,023.20","10,705,739.07","13,116,054.05","15,205,189.03","14,415,698.84","11,982,898.03","13,308,042.88","21,585,940.89","21,716,220.01","11,299,716.78","10,851,984.53","19,779,893.24","17,845,018.38","9,475,679.95","18,248,839.44","10,688,596.30","43,323,648.02","32,194,091.54","81,490,090.65","54,304,844.68","62,463,269.34","91,040,695.61","89,801,405.75","95,546,458.84","138,578,695.11","130,220,917.53","131,662,831.30","144,737,236.89","135,458,614.05","105,550,876.50"
应收利息,,,,,,,,,"3,881,592.67","5,939,626.75","5,224,310.76","6,966,812.55","8,103,449.88","9,534,993.79","138,233.33","358,488.37","580,318.23",,"20,913.70","20,913.70","42,521.44","34,412.81","52,224.96","50,917.04","74,864.14","1,208,765.79","1,271,182.48","1,923,007.04","7,142,132.77","5,508,750.12"
应付利息,,,,,,,,,,,,,,,,,"374,277.78","332,105.55","2,625,402.84","7,313,342.55","801,561.58","3,736,812.39","790,543.76","693,640.46","220,442.29","207,996.47","182,881.25","88,570.83","253,206.25","240,579.17"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"62,803,773.59","121,317,411.37","91,506,002.05","129,760,883.20","149,079,891.99","131,605,201.41","223,271,211.12","172,758,697.53","223,058,155.87","211,193,071.27","296,242,169.40","264,795,787.78","288,452,196.75","266,008,204.06","322,166,713.67","305,711,281.97","366,808,438.73","293,039,826.00","281,266,716.37","242,875,003.22","277,445,466.27","185,907,146.43","269,809,108.39","335,788,883.75","327,967,465.41","339,006,932.29","321,640,504.16","146,711,162.81","171,046,428.67","175,719,180.91"
其他应付款,"16,291,524.88","39,205,803.63","43,350,066.99","49,967,112.18","58,326,991.64","43,659,922.79","36,662,330.74","70,350,559.17","92,501,478.83","61,645,693.39","62,969,956.51","68,098,979.94","63,486,680.12","54,280,620.78","60,309,683.82","77,503,471.05","114,295,692.65","119,606,548.39","222,892,570.76","249,516,539.41","172,457,966.55","164,089,480.81","221,101,859.89","252,183,295.90","189,652,367.19","160,478,309.32","352,567,790.61","269,593,417.95","222,021,162.61","169,552,807.50"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,"30,250,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,"463,143.95","791,701.44","725,695.56","483,934.71","11,345,696.51","10,107,073.92","12,424,044.14","12,698,338.17","407,424,689.10","420,605,843.01","864,423,909.90","546,298,985.64","878,836,019.67","873,590,967.21"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"153,705,656.51","280,130,649.68","293,220,642.93","326,721,188.38","420,114,135.77","956,659,354.85","932,056,996.83","1,009,687,769.21","1,083,170,963.48","1,115,200,595.80","1,108,815,524.05","1,104,621,099.95","1,116,339,679.64","1,105,611,332.46","1,078,942,977.32","1,095,985,708.35","1,931,413,205.82","1,981,359,621.26","2,206,027,692.72","2,433,846,202.81","2,477,951,180.83","2,619,246,842.17","2,769,079,286.74","5,199,547,151.04","4,851,658,822.19","4,816,755,541.41","5,020,551,921.80","4,944,768,758.59","4,922,199,437.82","4,693,873,216.25"
流动负债合计,"83,009,450.21","117,187,164.71","104,877,331.07","109,037,093.40","210,027,844.68","96,328,416.45","60,513,518.77","98,825,182.76","134,354,092.51","141,626,818.91","139,979,594.33","118,440,949.35","93,545,296.90","73,124,784.14","84,323,258.69","94,694,425.69","387,648,432.99","406,090,292.99","678,854,038.98","775,173,925.41","798,746,149.84","955,526,417.95","1,112,796,480.87","1,266,065,249.98","724,423,921.41","632,851,594.30","814,011,936.45","753,551,597.47","811,592,887.84","722,000,468.25"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"5,336,377.71","5,336,377.71","5,336,377.71","5,336,377.71","7,342,239.94","7,342,239.94","7,709,714.41","367,474.47","1,703,225.81","1,703,225.81"
长期借款,,"70,000,000.00","60,500,000.00","60,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,"21,089.07","14,661.71","48,086.55","39,736.11","71,223.34","65,570.19","182,548.02","174,201.86","160,509.54","150,240.30","141,471.06","129,701.82","125,201.82","123,701.82"
长期股权投资,,,,,,,,,,,,"20,000,000.00","20,020,984.21","20,032,113.63","20,036,876.51","20,045,164.14","20,606,508.04","20,613,162.98","20,649,651.75","20,650,338.78","20,650,633.90","30,676,590.42","30,762,283.11","30,792,779.84","32,312,490.51","31,508,033.96","31,368,888.64","32,082,423.41","13,028,162.54","14,377,712.48"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162,847,221.72"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"704,934.74","1,005,870.55","2,622,048.54","2,522,277.15","2,959,490.61","2,774,029.85","2,853,346.37","2,690,446.46","2,465,064.15","2,403,645.05","3,852,860.32","3,680,442.46","3,452,843.16","3,175,791.85","2,964,032.37","3,133,026.64","7,761,354.79","7,013,304.16","6,679,324.61","6,809,777.96","11,775,820.33","10,966,439.31","10,539,223.84","9,551,443.95","9,108,508.43","8,247,430.33","8,222,101.36","7,343,625.54","7,244,332.32","6,258,042.98"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","1,085,628.92",,,,,,,,,,"4,069,103.79",,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"70,000,000.00","60,500,000.00","60,500,000.00",,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","1,085,628.92",,,"21,089.07","14,661.71","48,086.55","39,736.11","71,223.34","65,570.19","182,548.02","4,243,305.65","4,229,613.33","4,219,344.09","8,210,574.85","4,198,805.61","125,201.82","123,701.82"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"83,009,450.21","187,187,164.71","165,377,331.07","169,537,093.40","210,027,844.68","96,328,416.45","60,513,518.77","98,825,182.76","139,354,092.51","146,626,818.91","144,979,594.33","123,440,949.35","98,545,296.90","74,210,413.06","84,323,258.69","94,694,425.69","387,669,522.06","406,104,954.70","678,902,125.53","775,213,661.52","798,817,373.18","955,591,988.14","1,112,979,028.89","1,270,308,555.63","728,653,534.74","637,070,938.39","822,222,511.30","757,750,403.08","811,718,089.66","722,124,170.07"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"12,500,000.00","12,500,000.00","45,000,000.00","45,000,000.00","45,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","132,000,000.00","132,000,000.00","132,000,000.00","132,000,000.00","264,000,000.00","264,000,000.00","393,632,601.00","393,632,601.00","708,538,681.00","708,538,681.00","708,538,681.00","708,538,681.00","708,538,681.00","812,461,176.00","812,461,176.00","812,461,176.00","812,461,176.00","812,461,176.00","812,461,176.00","812,461,176.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"24,500,000.00","24,500,000.00","4,667,259.47","4,667,259.47","4,667,259.47","620,547,259.47","620,547,259.47","620,547,259.47","620,547,259.47","620,547,259.47","548,547,259.47","548,547,259.47","548,547,259.47","548,547,259.47","416,547,259.47","416,547,259.47","2,766,508,479.69","2,766,508,479.69","2,451,602,399.69","2,451,602,399.69","2,451,602,399.69","2,451,602,399.69","2,451,602,399.69","4,520,840,609.73","4,520,840,609.73","4,520,840,609.73","4,520,840,609.73","4,520,840,609.73","4,520,840,609.73","4,520,840,609.73"
无形资产,,,,,,,,,,,,,,,,,,,"49,800,444.44","47,282,444.45","44,166,666.67","61,796,845.22","74,282,516.94","70,705,138.05","67,127,759.16","63,550,380.27","57,458,715.65","54,109,908.17","45,887,046.72","42,538,239.24"
盈余公积,"3,472,596.82","5,015,549.64","2,208,211.31","5,295,719.98","7,874,637.04","7,874,637.04","8,614,567.87","8,614,567.87","14,705,618.17","14,705,618.17","18,499,868.38","18,499,868.38","26,246,269.43","26,246,269.43","29,112,408.40","29,112,408.40","33,091,307.37","33,091,307.37","33,612,154.25","33,612,154.25","33,769,220.36","33,769,220.36","33,769,220.36","33,769,220.36","33,769,220.36","33,769,220.36","33,769,220.36","33,769,220.36","33,769,220.36","33,769,220.36"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,"2,007,935,183.62","2,007,935,183.62","2,007,935,183.62","2,007,935,183.62","2,007,935,183.62","2,020,889,772.97","2,017,651,125.63","2,017,651,125.63","2,017,651,125.63","2,017,651,125.63","2,017,651,125.63","2,017,651,125.63","1,965,775,713.17","1,965,775,713.17"
未分配利润,"31,060,604.57","51,470,997.44","77,383,867.53","104,516,344.76","156,119,434.31","175,551,336.74","186,509,514.43","226,723,643.19","254,296,154.05","275,883,732.12","263,140,365.00","301,524,646.27","330,121,317.60","345,681,591.75","350,095,441.67","358,267,294.24","450,238,161.82","474,029,620.51","476,661,206.65","605,744,928.69","681,035,575.10","720,855,658.39","715,774,391.07","803,359,487.74","1,002,810,237.39","1,066,552,382.37","1,067,322,980.50","1,038,796,614.24","1,031,762,625.56","985,153,231.37"
长期待摊费用,"893,563.32","223,390.80",,,,"132,519.58","142,544.76","279,040.53","262,999.74","246,958.95","230,918.16","734,877.37","899,851.64","813,709.34","49,205,216.54","49,628,858.87","70,484,849.03","70,383,980.35","70,213,462.58","68,750,513.50","107,426,276.03","130,959,936.20","119,424,496.33","110,825,444.71","98,998,730.17","118,471,990.59","106,541,530.30","94,540,173.84","129,073,648.25","135,491,797.24"
少数股东权益,"761,502.97","686,199.24","2,201,147.72","1,615,707.50","1,103,398.35","919,014.55","757,248.14","866,763.23","1,094,026.09","3,867,572.05","9,151,784.10","10,250,017.56","10,187,699.25","9,999,404.57","15,056,024.36","15,021,208.45","18,262,901.56","28,439,472.73","29,184,030.51","29,240,771.08","24,244,091.60","35,180,034.53","35,807,767.48","39,222,968.34","33,556,950.09","32,442,838.57","37,923,192.40","37,524,235.78","23,527,876.89","22,919,202.54"
递延所得税资产,,,"995,125.63","1,388,659.58","1,718,947.47","1,654,759.97","1,889,220.72","2,920,160.32","4,098,122.92","3,779,800.92","3,419,568.75","5,226,321.25","4,934,484.00","7,051,991.00","7,985,289.85","8,849,838.25","11,201,872.20","14,501,183.63","17,194,837.91","18,678,135.11","22,765,201.84","25,665,178.11","31,396,178.19","35,552,556.87","47,888,684.05","39,605,806.82","45,028,630.46","50,267,818.34","66,156,579.71","74,390,989.32"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,000,000.00",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,598,498.06","1,229,261.35","3,617,174.17","3,910,936.73","4,678,438.08","4,561,309.40","4,885,111.85","5,889,647.31","6,826,186.81","6,430,404.92","7,503,347.23","29,641,641.08","29,308,163.01","31,073,605.82","80,191,415.27","81,656,887.90","2,117,989,767.68","2,120,446,814.74","2,172,472,904.91","2,170,106,393.42","2,220,056,160.10","2,286,291,139.94","2,289,392,201.75","2,280,414,866.76","2,280,429,537.89","2,286,377,007.54","2,273,980,706.45","2,256,362,549.40","2,311,868,708.52","2,403,382,941.96"
所有者权益(或股东权益)合计,"72,294,704.36","94,172,746.32","131,460,486.03","161,095,031.71","214,764,729.17","864,892,247.80","876,428,589.91","916,752,233.76","950,643,057.78","975,004,181.81","971,339,276.95","1,010,821,791.68","1,047,102,545.75","1,062,474,525.22","1,074,811,133.90","1,082,948,170.56","3,661,733,451.44","3,695,701,481.30","3,699,598,472.10","3,828,738,934.71","3,899,189,967.75","3,949,945,993.97","3,945,492,459.60","6,209,653,462.17","6,403,434,825.34","6,466,061,610.56","6,472,310,116.95","6,443,380,904.91","6,422,350,056.68","6,375,131,988.14"
资产总计,"155,304,154.57","281,359,911.03","296,837,817.10","330,632,125.11","424,792,573.85","961,220,664.25","936,942,108.68","1,015,577,416.52","1,089,997,150.29","1,121,631,000.72","1,116,318,871.28","1,134,262,741.03","1,145,647,842.65","1,136,684,938.28","1,159,134,392.59","1,177,642,596.25","4,049,402,973.50","4,101,806,436.00","4,378,500,597.63","4,603,952,596.23","4,698,007,340.93","4,905,537,982.11","5,058,471,488.49","7,479,962,017.80","7,132,088,360.08","7,103,132,548.95","7,294,532,628.25","7,201,131,307.99","7,234,068,146.34","7,097,256,158.21"
负债和所有者(或股东权益)合计,"155,304,154.57","281,359,911.03","296,837,817.10","330,632,125.11","424,792,573.85","961,220,664.25","936,942,108.68","1,015,577,416.52","1,089,997,150.29","1,121,631,000.72","1,116,318,871.28","1,134,262,741.03","1,145,647,842.65","1,136,684,938.28","1,159,134,392.59","1,177,642,596.25","4,049,402,973.50","4,101,806,436.00","4,378,500,597.63","4,603,952,596.23","4,698,007,340.93","4,905,537,982.11","5,058,471,488.49","7,479,962,017.80","7,132,088,360.08","7,103,132,548.95","7,294,532,628.25","7,201,131,307.99","7,234,068,146.34","7,097,256,158.21"
