科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"10,593,043.96","52,347,742.07","23,776,018.39","12,378,688.48","625,542,694.05","668,195,933.53","777,749,961.48","593,563,613.14","538,560,697.98","518,876,813.32","465,749,612.81","454,488,866.26","363,215,836.64","404,748,587.52","311,205,677.11","300,477,559.91","34,259,694.63","47,276,113.19","31,568,368.35","70,817,415.78","16,637,597.86","46,567,771.83","76,337,494.59","85,418,435.94","53,386,717.24","81,722,876.05","113,807,787.82","72,296,587.06","136,672,483.75","58,402,775.51","30,095,181.49"
短期借款,"150,650,000.00","155,767,297.70","240,185,985.45","299,492,421.72","117,262,082.86","90,249,820.00","289,939,183.82","260,400,711.44","233,428,181.39","227,126,920.78","256,126,920.78","286,314,504.93","294,126,920.78","423,036,139.51","533,824,786.28","773,820,837.77","554,860,621.88","515,866,896.64","615,838,876.14","698,674,394.56","731,046,301.48","722,274,783.50","805,199,238.15","769,783,760.91","705,091,069.23","641,614,182.14","747,781,192.41","631,215,799.83","748,778,769.19","761,382,684.26","680,228,383.41"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"498,188.31",,"171,521.38","16,261,449.15","12,261,449.15",,,,"312,183.51"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"972,400.00",,,,,,,,,
应收票据,"25,954,800.00","71,748,470.53","41,426,141.73","63,871,228.73","125,787,410.00","75,476,220.77","55,672,189.71","107,181,068.18","100,188,605.41","62,995,508.65","43,494,458.99","42,409,591.83","34,896,396.50","44,560,902.70","53,654,205.31","31,613,132.27","9,043,824.60","10,811,642.61","24,724,795.14","49,116,597.61","18,332,916.26","66,923,068.97","72,496,969.73","117,259,690.98","76,193,169.60","138,854,474.77","154,661,849.04","109,925,672.93","36,690,902.75","31,057,696.63","32,346,029.74"
应付票据,,"40,000,000.00",,,"14,208,000.00","60,621,096.00","86,951,096.00","51,334,300.00","101,077,900.00","80,223,600.00","31,240,000.00","52,000,000.00","146,887,400.00","179,887,400.00","158,000,000.00","91,000,000.00","31,000,000.00","95,200,000.00","81,010,000.00","13,010,000.00",,"6,100,000.00","6,100,000.00",,,"20,000,000.00","20,000,000.00","50,000,000.00",,"10,000,000.00",
应收账款,"129,712,287.80","163,500,838.11","321,709,941.15","337,905,883.28","348,180,938.68","365,435,957.97","447,505,478.70","462,706,649.62","463,769,960.53","413,897,098.01","371,054,620.70","331,798,129.54","350,219,359.23","334,393,790.02","387,212,414.79","383,497,921.18","323,919,976.03","350,935,704.48","343,159,609.75","385,047,414.88","388,142,945.16","382,190,546.18","398,615,873.84","423,779,307.67","425,187,524.77","405,592,456.67","386,637,810.99","385,698,565.20","393,946,421.81","406,468,777.10","411,108,514.24"
应付账款,"32,122,703.56","44,161,751.25","78,394,409.96","63,358,717.18","55,445,790.21","71,229,167.08","138,143,964.38","172,064,504.46","167,441,823.93","185,842,897.76","162,685,746.70","181,782,588.91","157,712,711.86","186,388,892.65","165,083,547.12","168,156,753.76","164,615,373.90","185,373,906.82","171,502,796.10","171,498,576.86","157,385,916.18","137,059,972.66","91,439,148.73","108,383,817.83","111,505,598.63","101,877,488.87","130,231,180.07","129,904,616.46",,"155,138,722.41",
预付款项,"19,363,903.27","29,978,920.34","43,036,322.87","96,521,323.03","147,738,702.60","131,728,440.08","133,876,873.79","144,221,759.74","185,165,731.27","141,324,381.20","221,587,410.83","195,780,016.65","206,327,170.49","22,739,039.79","71,111,152.61","10,526,878.49","37,320,712.27","22,173,917.03","28,897,919.61","12,908,794.45","25,150,199.14","23,583,957.15","42,399,832.61","21,335,093.54","56,843,331.35","24,251,579.17","28,567,192.48","56,252,365.74","70,084,737.16","32,884,947.96","31,752,588.40"
预收款项,"12,849,871.11","33,500,741.77","31,747,071.46","9,304,283.44","5,436,762.01","37,822,251.91","27,658,966.99","7,887,624.15","11,057,013.53","5,855,180.09","20,135,483.82","15,739,241.60","10,559,356.99","7,175,678.81","12,912,855.46","10,193,995.13","10,059,044.33","28,937,293.31","15,730,470.94","12,129,311.47","12,857,057.98","6,600,811.01","10,097,575.70","7,256,798.19","12,653,934.03","16,613,514.71","12,751,438.98","12,102,588.10","19,908,275.69","25,074,289.81","34,720,026.06"
其他应收款,"5,020,142.87","2,370,645.94","2,476,599.52","2,992,529.56","5,881,516.61","3,921,593.26","3,955,077.37","2,584,664.06","2,057,135.45","743,660.29","2,985,889.94","3,264,670.30","3,258,006.87","1,291,892.23","3,983,665.46","949,452.69","1,028,059.94","3,381,208.40","428,881.73","26,410,399.63","714,640.58","5,480,847.98","900,718.32","20,806.10","3,425,294.69","121,504.23","314,284.28","548,195.80","190,752,783.89","32,887,604.54","50,125,417.48"
