科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"719,764.74","1,143,678.06","1,387,769.36","2,489,192.80","1,774,554.62","1,896,606.38","1,543,471.02","2,825,468.52","1,675,351.13","2,298,044.67","1,723,188.19","1,965,433.42","1,955,647.02","1,968,397.76","2,119,753.70","1,971,958.10","1,640,095.66","2,332,882.92","1,761,171.03","3,720,625.70","3,994,182.48","3,003,026.49","2,113,507.61","2,871,574.40","2,445,612.18","6,632,217.98","2,093,421.95","2,426,854.26","4,653,897.38","4,909,351.60","4,885,353.74","6,858,688.92","4,774,301.24","8,177,290.36","4,186,240.87","3,985,722.78","3,901,818.37","6,091,951.18"
应付职工薪酬,"7,245,179.43","5,912,266.48","4,686,281.78","5,138,138.72","6,703,819.30","6,204,212.16","6,255,465.00","8,969,754.51","7,454,781.68","10,658,883.53","8,799,469.66","11,039,785.42","8,077,067.42","3,948,199.56","7,088,211.94","9,072,828.07","3,776,890.65","8,086,969.47","6,137,992.81","9,796,562.56","7,289,324.15","10,343,776.69","6,898,416.16","10,477,153.81","13,114,535.09","14,101,443.73","8,439,850.49","13,642,924.93","15,743,746.51","17,072,665.36","10,785,576.22","15,556,314.05","32,727,616.03","23,372,969.93","18,418,938.78","23,318,261.41","50,424,720.70","34,284,010.66"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,741,505.08","4,288,302.78","15,520,282.56","6,096,521.72","972,465.69","16,206,068.67","19,883,757.55","11,679,738.15","10,466,829.76","13,677,782.92","29,856,931.43","14,170,610.12","11,279,951.14","14,243,522.88","22,797,548.08","3,864,661.34","10,644,797.85","12,070,967.71","14,543,402.20","10,345,097.56","-1,637,022.94","-82,127,988.85","-90,888,019.02","-104,313,345.16","9,928,686.65","18,306,187.25","14,109,931.53","-128,972.29","6,677,108.96","21,010,064.71","13,645,307.11","2,771,158.25","10,507,432.46","28,888,940.74","26,743,416.07","16,892,607.92","7,651,335.48","41,545,344.69"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,"226,956.94","178,734.72",,,"137,565.00","152,850.00","128,514.19","100,980.00","108,290.00",,"85,719.38",,"82,197.50",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"9,124,078.71","9,154,343.31","10,851,682.97","9,690,051.54","9,094,529.38","10,301,523.37","11,574,209.55","11,455,785.02","10,922,396.04","11,612,655.05","13,110,544.35","14,658,091.51","14,076,408.25","16,106,420.35","15,687,960.77","17,026,975.64","15,286,027.11","14,906,363.17","15,027,785.85","12,240,844.68","13,062,988.25","13,055,501.12","14,067,596.35","13,973,871.84","11,238,948.15","10,223,876.95","11,615,422.94","10,108,573.94","11,186,856.59","9,695,897.02","9,952,466.63","10,538,857.16","11,942,305.60","10,266,461.93","13,456,787.72","14,014,052.04","14,699,469.62","18,533,969.02"
其他应付款,"483,329.09","495,349.11","353,435.11","5,299,836.49","3,176,592.56","1,031,213.28","1,338,505.90","3,140,021.81","693,547.19","2,710,278.53","883,941.19","269,524.89","3,979,361.53","2,133,681.41","2,667,451.23","2,298,822.42","554,942.26","890,139.74","484,774.63","807,734.23","1,726,283.75","2,977,742.70","1,463,762.63","2,249,843.63","5,138,446.49","4,296,619.25","4,227,300.52","6,355,317.31","7,978,318.86","15,373,117.73","11,730,105.29","8,945,926.05","12,107,295.81","6,262,981.34","11,177,261.98","5,618,507.49","16,238,644.67","23,340,518.91"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,385,574.59","20,105,580.81","32,140,044.22","36,784,973.67",,,,,,
一年内到期的非流动负债,"20,000,000.00","38,000,000.00","38,000,000.00",,,,,,,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00","35,000,000.00","35,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","21,300,000.00","21,300,000.00","21,300,000.00","21,300,000.00","21,300,000.00","21,300,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,505,535.89","16,525,619.07","2,703,989.05",,"1,012,636.74","11,395,732.08"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"80,896,284.84","144,437,899.76","211,235,078.42","141,990,580.76","1,414,137,859.08","1,412,361,138.09","1,350,073,902.62","1,378,488,365.23","1,370,467,272.82","1,421,247,366.83","1,378,862,387.55","1,341,441,350.12","1,406,359,358.13","1,427,941,600.61","1,353,795,843.62","1,236,825,583.07","1,234,563,658.56","995,132,690.23","962,562,506.79","891,284,460.80","725,702,412.92","617,959,455.47","579,955,597.33","580,256,142.14","574,079,404.76","604,250,894.79","609,572,899.37","628,412,914.36","706,481,381.74","776,557,704.02","830,502,489.01","859,768,529.95","924,237,830.97","1,165,414,910.34","1,229,296,063.69","1,276,249,126.55","1,363,259,084.82","1,469,375,248.78"
流动负债合计,"52,189,576.31","101,673,239.99","117,428,711.31","26,455,005.80","22,565,386.32","43,890,347.06","41,816,207.77","44,489,093.21","38,603,436.15","37,032,368.20","58,535,576.60","42,974,319.76","39,664,629.57","73,411,405.20","75,190,087.63","77,930,693.71","67,937,830.74","64,092,376.67","41,723,949.06","40,567,215.42","19,774,578.24","13,074,782.06","-28,181,120.31","-33,127,831.38","126,655,807.81","173,146,755.82","129,911,082.18","99,292,841.83","87,593,928.22","107,718,632.15","83,204,791.15","84,015,829.02","110,903,776.08","198,023,787.22","171,974,808.02","164,594,863.72","236,175,725.61","325,342,444.86"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","222,780,000.00","222,661,500.00","200,739,000.00","142,318,500.00","157,012,500.00","151,561,500.00","160,330,500.00"
长期借款,"60,900,000.00","33,000,000.00","49,500,000.00","49,500,000.00","54,875,000.00",,,,,,,,,,,,,,,,,"30,000,000.00","63,000,000.00","99,000,000.00","101,000,000.00","101,000,000.00","86,000,000.00","86,000,000.00","91,000,000.00","91,000,000.00","81,000,000.00","81,000,000.00","67,100,000.00","67,100,000.00","56,450,000.00","56,450,000.00","45,800,000.00","45,800,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"20,053,069.00","56,061,569.00","36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","38,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00","36,008,500.00",,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,"1,036,806.64","1,028,925.34","1,021,483.93","1,014,042.52","1,006,601.11","999,159.70","990,838.63","983,177.30","975,515.97","967,854.64","960,193.33","952,532.00","944,870.67","937,209.34","929,548.01","921,886.68","914,225.35","906,564.02","898,902.69","891,241.36","883,580.03","875,918.17","868,255.27","860,592.37","852,929.47","845,266.57","837,603.67","829,940.77","822,277.87","814,614.97","806,952.07","799,289.17","791,626.27","783,963.37","776,300.47","768,637.57"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"287,085,882.76","262,577,876.91","250,447,974.95","242,394,902.58","235,931,068.74","321,669,235.02","315,007,687.74","308,246,017.63","307,652,053.18","301,364,809.27","294,404,004.79","286,523,025.40","281,725,047.10","453,551,962.51","455,289,811.59","542,218,218.21","541,356,965.03","525,415,649.75","509,749,128.66","497,871,847.29","487,302,988.40","928,573,697.06","1,128,850,671.94","1,105,138,136.02","1,286,886,928.60","1,352,997,593.52","1,324,811,051.89","1,279,682,828.28","1,254,272,316.75","1,229,084,128.43","1,207,835,325.78","1,312,235,846.10","1,281,122,358.29","2,433,838,269.37","2,402,145,063.34","2,372,755,737.52","2,358,036,874.52","2,440,656,935.67"
递延所得税负债,"37,403.26","29,795.81","22,188.36","22,188.36","22,188.36","22,188.36","14,580.91","14,580.91","14,580.91","14,580.91","6,973.46","6,973.46","6,973.46",,,,,,,,,,,,,,,,,,,,"46,663,250.00","41,182,625.00","26,577,500.00","30,251,000.00","28,888,250.00","31,080,500.00"
在建工程,"25,092,383.76","51,425,615.28","75,122,107.28","83,440,862.68","114,626,419.18","52,029,735.30","91,501,515.30","110,346,136.80","142,215,033.30","141,412,246.05","159,160,456.30","194,174,758.27","198,007,579.95","75,427,196.16","84,415,463.56","125,776,041.31","138,364,092.00","417,422,733.63","418,684,269.03","519,163,550.77","669,017,894.98","380,610,405.27","231,426,501.33","289,579,402.11","185,520,671.47","217,929,598.17","233,089,668.10","233,979,693.78","229,183,235.28","273,740,127.57","275,814,967.29","171,800,634.08","172,080,891.60",,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"820,000.00","820,000.00","820,000.00","820,000.00","12,820,000.00","12,820,000.00","12,442,177.00","12,887,114.00",,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"60,937,403.26","33,029,795.81","49,522,188.36","49,522,188.36","54,897,188.36","22,188.36","14,580.91","14,580.91","14,580.91","14,580.91","6,973.46","6,973.46","6,973.46",,,,,,,,,"30,000,000.00","63,000,000.00","99,000,000.00","101,820,000.00","113,820,000.00","98,820,000.00","98,820,000.00","103,820,000.00","103,820,000.00","93,442,177.00","93,887,114.00","127,343,250.00","121,732,069.45","96,310,277.80","99,817,111.15","87,637,694.50","88,851,163.85"
固定资产清理,,,,"4,250.00","1,728,545.53",,,,,,,,,,,,"2,910,887.38","2,497,805.52","2,497,805.52","2,497,805.52","3,516,221.69","3,535,168.29","3,567,144.50",,,"-2,508,408.74",,,,,,,,,,"14,563.11",,"3,351.00"
负债合计,"113,126,979.57","134,703,035.80","166,950,899.67","75,977,194.16","77,462,574.68","43,912,535.42","41,830,788.68","44,503,674.12","38,618,017.06","37,046,949.11","58,542,550.06","42,981,293.22","39,671,603.03","73,411,405.20","75,190,087.63","77,930,693.71","67,937,830.74","64,092,376.67","41,723,949.06","40,567,215.42","19,774,578.24","43,074,782.06","34,818,879.69","65,872,168.62","228,475,807.81","286,966,755.82","228,731,082.18","198,112,841.83","191,413,928.22","211,538,632.15","176,646,968.15","177,902,943.02","238,247,026.08","319,755,856.67","268,285,085.82","264,411,974.87","323,813,420.11","414,193,608.71"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"118,000,000.00","118,000,000.00","118,000,000.00","118,000,000.00","157,500,000.00","157,500,000.00","204,750,000.00","204,750,000.00","204,750,000.00","204,750,000.00","327,600,000.00","327,600,000.00","327,600,000.00","327,600,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","425,880,000.00","508,018,960.00","508,018,960.00","508,018,960.00","508,018,960.00","508,018,960.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"47,147,737.24","47,147,737.24","47,147,737.24","47,147,737.24","1,284,231,737.24","1,284,231,737.24","1,236,981,737.24","1,236,981,737.24","1,236,981,737.24","1,236,981,737.24","1,114,131,737.24","1,114,131,737.24","1,114,131,737.24","1,114,131,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","1,015,851,737.24","2,019,401,928.22","2,018,562,305.58","2,018,562,305.58","2,018,562,305.58","2,018,562,305.58"
无形资产,,"64,122.83","47,774.83","47,774.83","26,926.83","16,502.82","6,078.81",,"307,894.17","261,710.04","270,815.91","220,024.28","791,291.83","695,892.73","600,493.63","520,489.19","471,274.17","426,666.68","434,264.69","388,314.95","342,365.18","296,415.44","250,274.75","204,325.01","1,504,322.55","1,458,372.81","1,262,887.51","1,222,887.52","1,046,748.89","971,981.11","897,213.33","822,445.55","747,677.77","30,318,023.35","30,085,848.30","29,853,673.25","30,023,138.96","40,139,697.37"
盈余公积,"29,726,366.48","42,585,870.87","42,585,870.87","42,585,870.87","56,285,388.59","56,285,388.59","56,285,388.59","56,285,388.59","75,060,755.85","75,060,755.85","75,060,755.85","75,060,755.85","95,701,861.34","95,701,861.34","95,701,861.34","95,701,861.34","109,043,108.54","109,043,108.54","109,043,108.54","109,043,108.54","118,080,688.26","118,080,688.26","118,080,688.26","118,080,688.26","126,411,468.61","126,411,468.61","126,411,468.61","126,411,468.61","137,364,552.36","137,364,552.36","137,364,552.36","137,364,552.36","152,975,105.94","152,975,105.94","152,975,105.94","152,975,105.94","170,088,410.16","170,088,410.16"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,"582,902.45","582,902.45","582,902.45","582,902.45","582,902.45","582,902.45","582,902.45","582,902.45","401,386.63","401,386.63","401,386.63","401,386.63","393,938.86","393,938.86","393,938.86","393,938.86",,,,,,,,,,
未分配利润,"87,503,578.43","117,939,905.94","166,735,441.78","188,429,484.14","194,083,996.28","247,252,386.00","219,686,797.19","257,497,805.53","268,562,301.64","313,769,586.98","280,560,627.19","321,784,216.22","331,125,481.89","368,272,084.21","302,901,120.58","311,475,082.68","319,250,273.85","348,674,466.13","322,580,680.60","342,955,052.11","331,622,359.41","353,514,179.57","373,627,545.85","374,187,020.92","390,034,044.00","444,167,003.76","483,294,430.69","482,640,711.68","488,693,991.70","551,995,233.33","593,968,377.78","612,645,171.12","618,879,826.15","693,930,383.90","761,924,672.94","798,790,364.25","796,761,358.85","905,997,096.94"
长期待摊费用,,,,,,,,,,,,,"200,966.75","190,571.75","180,176.75","169,781.75","159,386.75","148,991.75","138,596.75","128,201.75","117,806.75","107,411.75","97,016.75","86,621.75","76,226.75","792,546.34","1,006,357.22","909,948.20","778,892.43","692,878.41","606,864.39","520,850.37","434,836.35","348,822.33","305,220.09","261,617.22","218,014.35","174,411.48"
少数股东权益,,,,,,,,,,,,,"18,363,852.37","18,192,766.55","18,021,549.24","17,927,644.11","17,492,965.88","16,369,806.88","15,455,195.71","13,944,175.00","13,032,978.33","12,118,503.61","12,872,616.79","12,091,226.42","12,714,237.29","12,011,604.90","13,573,689.60","13,256,734.78","11,911,415.03","11,724,307.47","12,707,514.13","12,673,670.95","12,697,635.51","12,697,635.51","12,697,635.51",,,
递延所得税资产,"2,430,110.36","1,871,035.07","3,530,207.44","3,232,990.22","2,091,393.50","2,091,393.50","1,938,926.12","1,938,926.12","2,339,719.69","2,339,719.69","2,169,420.82","2,169,420.82","1,958,696.33","1,958,696.33","1,728,293.76","1,728,293.76","3,003,179.52","3,003,179.52","2,364,032.19","2,364,032.19","2,416,295.55","2,416,295.55","2,055,533.61","2,055,533.61","1,645,192.20","1,645,192.20","742,738.24","695,863.60","1,202,263.28","1,202,263.28","1,332,199.62","1,332,199.62","2,882,895.02","1,232,895.02","1,209,594.31","1,209,594.31","1,262,006.30","1,262,006.30"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"113,103,932.68","98,163,976.82","87,588,927.21","82,118,257.78","41,374,949.28","35,422,093.46","9,827,048.52","615,682.13",,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"314,608,376.88","315,938,650.09","330,184,871.14","330,149,705.65","355,425,837.71","376,820,909.16","409,460,809.08","421,530,240.25","453,505,538.97","446,361,662.35","477,033,282.79","540,116,652.41","520,235,177.74","569,368,253.93","579,750,512.41","707,941,436.01","723,786,735.31","988,428,315.98","971,373,724.64","1,059,911,718.94","1,200,022,361.87","1,352,840,521.35","1,403,540,609.54","1,434,349,823.30","1,626,007,968.38","1,707,741,902.35","1,685,756,998.50","1,635,857,184.59","1,564,704,509.58","1,577,951,913.03","1,533,144,396.80","1,710,922,272.82","1,680,737,111.10","2,667,276,299.24","2,576,855,852.31","2,561,891,648.78","2,541,877,834.60","2,643,335,539.39"
所有者权益(或股东权益)合计,"282,377,682.15","325,673,514.05","374,469,049.89","396,163,092.25","1,692,101,122.11","1,745,269,511.83","1,717,703,923.02","1,755,514,931.36","1,785,354,794.73","1,830,562,080.07","1,797,353,120.28","1,838,576,709.31","1,886,922,932.84","1,923,898,449.34","1,858,356,268.40","1,866,836,325.37","1,890,412,563.13","1,919,468,629.54","1,892,212,282.37","1,910,628,964.32","1,905,950,196.55","1,927,725,194.76","1,948,677,327.18","1,948,733,796.82","1,971,611,565.33","2,025,026,041.32","2,066,598,815.69","2,066,157,257.12","2,079,771,963.10","2,142,970,984.90","2,186,999,917.66","2,392,787,859.75","2,366,727,915.99","3,512,935,352.91","3,537,866,830.18","3,573,728,800.46","3,581,323,499.31","3,698,517,179.46"
资产总计,"395,504,661.72","460,376,549.85","541,419,949.56","472,140,286.41","1,769,563,696.79","1,789,182,047.25","1,759,534,711.70","1,800,018,605.48","1,823,972,811.79","1,867,609,029.18","1,855,895,670.34","1,881,558,002.53","1,926,594,535.87","1,997,309,854.54","1,933,546,356.03","1,944,767,019.08","1,958,350,393.87","1,983,561,006.21","1,933,936,231.43","1,951,196,179.74","1,925,724,774.79","1,970,799,976.82","1,983,496,206.87","2,014,605,965.44","2,200,087,373.14","2,311,992,797.14","2,295,329,897.87","2,264,270,098.95","2,271,185,891.32","2,354,509,617.05","2,363,646,885.81","2,570,690,802.77","2,604,974,942.07","3,832,691,209.58","3,806,151,916.00","3,838,140,775.33","3,905,136,919.42","4,112,710,788.17"
负债和所有者(或股东权益)合计,"395,504,661.72","460,376,549.85","541,419,949.56","472,140,286.41","1,769,563,696.79","1,789,182,047.25","1,759,534,711.70","1,800,018,605.48","1,823,972,811.79","1,867,609,029.18","1,855,895,670.34","1,881,558,002.53","1,926,594,535.87","1,997,309,854.54","1,933,546,356.03","1,944,767,019.08","1,958,350,393.87","1,983,561,006.21","1,933,936,231.43","1,951,196,179.74","1,925,724,774.79","1,970,799,976.82","1,983,496,206.87","2,014,605,965.44","2,200,087,373.14","2,311,992,797.14","2,295,329,897.87","2,264,270,098.95","2,271,185,891.32","2,354,509,617.05","2,363,646,885.81","2,570,690,802.77","2,604,974,942.07","3,832,691,209.58","3,806,151,916.00","3,838,140,775.33","3,905,136,919.42","4,112,710,788.17"
