科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"174,813,791.79","214,947,140.09","358,113,592.83","864,308,038.28","826,966,065.92","819,518,655.21","773,455,590.78","709,879,318.65","761,109,620.14","729,818,234.75","680,976,767.94","591,971,708.12","521,130,741.03","531,405,554.31","520,269,011.47","422,541,072.91","515,474,495.66","560,254,613.65","584,163,921.48","505,164,105.36","524,986,061.56","627,047,810.09","602,799,704.97","491,577,212.74","283,872,711.67","285,353,381.38","366,551,994.78","276,439,448.86","352,438,938.70","444,881,575.83","576,122,968.35","321,504,695.41","457,927,646.52","463,473,466.27","719,741,062.31","310,786,691.04","386,432,943.05","130,840,822.57"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130,000,000.00","260,000,000.00","130,000,000.00","95,000,000.00","116,496,335.14","87,496,335.14","143,000,000.00","197,000,000.00","220,000,000.00","265,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"4,687.60","492,630.50",,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"163,694,273.23","234,544,022.96","156,905,020.82","83,749,212.82","253,398,247.52","218,977,027.75","183,225,406.45","163,949,081.68","250,161,105.93","223,878,948.80","191,311,639.53","195,297,940.13","339,794,171.14","285,511,966.36","250,208,876.01","259,437,333.59","370,586,238.02","307,688,390.62","256,239,015.91","290,372,099.01","458,567,546.46","363,976,206.62","367,927,281.01","381,602,189.46","558,722,752.82","403,028,168.88","380,824,504.26","435,861,182.36","636,566,372.03","513,643,759.24","495,697,096.52","368,756,646.48","563,905,466.34","475,123,065.32","291,866,078.17","353,931,608.38","635,893,903.41","495,314,622.09"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"9,098,262.72","8,469,379.30","11,493,885.69","33,119,575.36","7,261,414.07","12,175,650.66","16,225,988.97","43,624,319.98","10,153,353.71","28,696,455.69","67,682,884.61","55,971,206.04","28,119,811.52","65,018,249.96","68,245,403.49","132,655,011.57","57,004,064.86","108,637,995.91","98,025,339.70","136,145,590.10","31,039,584.59","75,953,044.83","63,283,417.08","133,345,477.84","12,762,939.85","127,330,028.99","120,797,565.38","127,382,630.60","21,112,601.96","122,582,823.78","138,151,817.43","171,933,312.04","41,729,064.43","153,505,650.11","182,054,699.87","178,729,308.98","46,674,906.04","140,030,442.51"
应付账款,"2,657,376.01","3,434,060.75","6,556,255.61","26,684,204.04","6,151,733.12","12,414,879.81","17,329,246.34","15,653,780.54","6,437,424.97","17,750,670.10","7,696,570.00","9,057,388.13","7,877,305.99","8,688,586.17","9,423,218.21","13,739,427.72","5,356,670.94","15,601,772.22","10,434,909.21","12,379,705.85","8,065,682.27","20,989,118.73","11,849,730.85","11,303,592.65","19,315,404.63","18,046,884.69","28,115,479.06","32,964,006.98","34,837,098.72","38,369,530.01","31,783,875.34","33,768,373.96","6,388,270.05","9,203,338.85","7,834,342.17","7,926,806.79","9,195,626.74","11,928,824.94"
预付款项,"2,560,218.90","1,859,505.24","4,355,825.50","4,808,701.97","19,507,362.05","25,143,239.80","30,868,492.46","48,558,020.67","39,683,087.57","40,853,144.95","29,925,671.76","43,871,430.50","33,558,626.35","32,286,306.22","32,446,042.94","45,381,605.38","46,412,339.50","25,026,013.26","32,094,467.58","39,869,202.95","26,809,088.14","44,408,930.82","56,028,298.79","55,158,235.44","22,612,711.31","22,494,803.19","10,925,139.68","17,537,999.37","12,130,854.98","15,185,832.46","10,921,044.31","13,572,646.25","10,119,477.05","11,552,210.20","10,905,005.15","11,948,191.95","3,134,466.99","4,202,554.58"
预收款项,"7,065,320.78","17,756,167.90","28,287,721.60","13,162,295.82","49,806,955.02","29,818,272.78","29,045,421.98","18,727,653.46","14,612,815.03","4,854,276.38","9,021,397.96","1,274,791.85","13,956,504.18","2,626,960.51","7,708,276.41","5,116,911.52","11,853,352.96","5,131,872.35","3,013,543.48","1,832,616.39","7,128,672.44","5,522,324.30","3,213,962.06","5,046,310.56","5,640,580.72","2,791,160.30","5,242,951.28","7,492,061.48","3,554,482.95","3,561,577.02","4,267,003.90","6,314,192.10","9,486,375.13","10,241,798.15","12,068,664.50","3,418,965.72","9,062,783.43","7,209,022.32"
