科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"807,826,441.86","682,828,854.72","862,639,964.62","217,107,135.00","556,400,657.08","941,526,285.81","1,209,957,539.65","280,856,077.57","597,640,959.35","866,529,711.92","1,156,536,731.63","258,665,052.12","625,710,865.61","896,266,818.94","1,174,621,627.38","306,321,775.51","641,989,825.96","1,049,767,252.53","1,355,873,663.01","295,172,730.65","574,462,382.73","915,106,998.39","1,267,153,984.60","312,589,835.00","565,854,732.94","1,011,329,843.78","1,446,605,135.17","400,398,479.60","836,478,025.82","1,309,182,185.39","1,861,660,823.15","654,556,235.36","1,438,736,378.20","2,007,574,616.31","2,762,643,792.17","536,626,244.78"
取得子公司及其他营业单位支付的现金净额,,,"193,327.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"40,762,419.45","33,054,801.45","35,472,039.40","20,834,973.19","33,083,398.08","54,819,129.53","68,976,205.97","22,995,661.82","40,626,260.80","54,988,337.37","64,008,394.23","9,553,673.62","13,621,862.51","29,578,818.53","34,121,014.07","7,191,263.48","21,858,998.82","34,359,066.35","38,972,550.82","18,804,560.60","37,728,314.72","52,895,865.61","64,625,448.49","8,972,512.82","17,945,102.35","37,909,657.32","66,128,530.78","23,078,225.31","37,846,500.09","80,245,901.73","101,234,057.22","29,026,487.78","44,353,768.09","82,559,391.88","129,626,712.08","21,553,910.75"
支付其他与投资活动有关的现金,,,,,,,"337,000,000.00",,,,,,,,"1,000,000.00",,,,,,,,"313,000,000.00","326,421,696.00","385,103,713.80","625,103,713.80","580,000,000.00","190,026,158.00","667,000,000.00","691,026,158.00","770,000,000.00","105,000,000.00","150,000,000.00","228,000,000.00","227,297,137.00",
收到其他与经营活动有关的现金,"62,366,984.12","13,062,265.87","23,880,287.34","5,954,640.24","37,449,992.40","23,083,446.64","87,974,651.09","28,615,131.14","99,893,484.28","121,242,114.29","66,446,722.15","21,679,230.58","22,323,967.11","24,502,208.46","35,349,986.52","5,029,930.23","28,798,564.56","25,848,449.72","24,607,093.29","11,884,700.78","14,369,438.45","39,369,813.86","23,699,878.17","12,748,336.91","37,676,405.54","57,316,562.69","58,825,137.32","3,886,739.12","43,575,401.28","28,016,789.34","182,303,812.46","8,723,621.35","65,916,285.85","83,589,762.43","211,304,878.72","60,034,338.57"
投资活动现金流出小计,"27,964,362.20","19,012,341.05","244,525,453.03","24,242,248.71","31,387,196.08","149,728,445.65","497,219,543.59","43,463,773.50","115,570,109.06","135,892,915.53","260,484,716.97","56,873,720.78","96,243,290.59","124,241,115.61","175,198,458.80","15,624,326.10","36,738,130.80","69,144,639.46","95,185,214.14","18,658,472.26","24,707,025.60","28,978,170.54","355,280,485.11","355,462,290.74","419,858,676.21","697,585,141.70","685,073,683.79","191,872,367.92","734,767,441.44","738,248,461.66","838,827,566.73","128,766,416.11","201,614,959.66","292,760,183.83","326,170,956.91","23,051,221.99"
经营活动现金流入小计,"910,955,845.43","728,945,922.04","921,992,291.36","243,896,748.43","626,934,047.56","1,019,428,861.98","1,366,908,396.71","332,466,870.53","738,160,704.43","1,042,760,163.58","1,286,991,848.01","289,897,956.32","661,656,695.23","950,347,845.93","1,244,092,627.97","318,542,969.22","692,647,389.34","1,109,974,768.60","1,419,453,307.12","325,861,992.03","626,560,135.90","1,007,372,677.86","1,355,479,311.26","334,310,684.73","621,476,240.83","1,106,556,063.79","1,571,558,803.27","427,363,444.03","917,899,927.19","1,417,444,876.46","2,145,198,692.83","692,306,344.49","1,549,006,432.14","2,173,723,770.62","3,103,575,382.97","618,214,494.10"
投资活动产生的现金流量净额,"-23,964,362.20","-18,884,961.17","-244,487,453.03","-24,242,248.71","-31,387,196.08","-149,728,445.65","-495,969,143.59","50,536,226.50","64,429,890.94","55,905,884.47","-3,512,150.36","-25,873,720.78","-22,020,365.74","-44,891,115.61","-81,310,200.72","-15,545,877.41","-36,659,044.68","-69,065,553.34","-95,185,214.14","-18,658,472.26","-24,707,025.60","-28,833,622.59","-355,280,485.11","-11,376,298.04","-80,171,679.51","-87,034,145.00","-30,169,646.13","35,676,138.93","-28,134,391.08","27,738,611.29","106,612,268.89","-28,028,601.72","-24,580,824.72","-49,979,747.52","-27,089,842.66","-23,046,221.99"
购买商品、接受劳务支付的现金,"845,566,234.97","589,513,294.44","635,724,541.21","226,066,810.75","617,046,673.21","979,452,532.73","1,279,019,775.47","352,741,895.39","689,889,653.66","1,055,958,553.22","1,238,537,572.74","198,763,957.61","503,955,463.39","825,295,972.68","1,088,710,797.03","220,717,836.89","494,523,202.76","844,390,165.57","1,125,769,495.21","275,308,964.21","491,600,477.61","764,397,756.00","1,038,977,918.18","175,615,332.09","345,699,419.04","591,040,329.69","941,903,481.60","415,265,652.92","823,811,010.82","1,223,575,544.74","1,627,487,278.13","473,468,589.33","1,132,995,943.96","1,881,504,985.27","2,351,830,740.22","540,118,842.14"
吸收投资收到的现金,"50,000,000.00",,"90,000,000.00",,"656,660,800.00","656,660,800.00","648,347,884.00",,,,,,,,,,,,,,"512,175,000.00","512,175,000.00","512,175,000.00",,"8,820,000.00","19,110,000.00","19,110,000.00",,"6,512,850.00","9,452,850.00","11,027,850.00",,,,,
