科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他流动负债,"2,068,136.13","1,209,736.40","84,800.04","773,946.24",,,,"1,197,470.59","1,105,452.92","1,039,183.43","840,393.90","361,314.12","4,300,894.64","3,911,138.55","3,722,755.20","3,494,290.04","4,972,045.75",,,,,,,,,,,,,
流动资产合计,"153,998,748.42","129,590,775.06","203,571,200.61","181,388,744.58","599,295,958.96","617,932,703.36","601,291,516.15","629,561,243.92","615,901,356.05","574,786,129.39","554,772,905.87","563,584,950.71","556,136,328.02","568,970,302.66","551,858,160.98","530,208,966.52","571,701,247.53","578,601,657.42","560,868,021.21","534,702,922.81","549,777,695.10","564,126,486.96","543,994,520.28","589,893,184.49","570,819,675.62","556,077,835.54","517,300,410.31","504,482,781.05","502,370,234.53","587,858,872.78"
流动负债合计,"62,877,653.05","33,787,080.40","47,117,691.44","28,289,689.49","45,827,275.62","46,193,128.23","32,576,551.17","61,386,981.74","45,528,859.08","31,364,259.60","18,064,653.20","20,424,062.91","18,276,786.44","23,640,685.79","14,519,095.52","14,691,599.44","26,147,414.46","30,529,111.02","21,719,939.32","18,004,934.26","21,868,373.42","31,566,830.00","19,876,813.54","67,020,346.38","61,363,040.22","257,386,794.75","241,735,877.76","234,269,920.18","239,742,203.00","352,807,241.77"
可供出售金融资产,,,,,,,,,,,,,,,,,"6,152,500.00","6,119,000.00","6,142,200.00","6,113,600.00","6,361,300.00","6,493,600.00","6,461,200.00","6,631,200.00","6,677,800.00","106,937,000.00","106,899,300.00","106,774,400.00","106,636,900.00","100,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"9,439,498.59","8,560,045.80","2,002,260.67","1,903,689.40","1,880,249.34","1,811,155.06","1,804,736.11","1,798,576.12","1,794,829.22","1,793,583.45","1,793,016.17","1,792,801.74","1,792,799.59","1,794,808.96","1,988,683.94","7,999,295.83","1,585,832.59","277,113.33","276,005.74","271,097.48","271,042.98",,,,,,"980,000.00","980,000.00","980,000.00","982,273.43"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"7,928,752.49","8,640,544.72","13,282,235.13","13,708,887.89","12,944,742.93","13,965,764.45","13,965,848.99","20,717,843.44","19,485,872.58","19,116,147.93","19,028,270.78","18,366,752.27","19,278,435.30","18,611,987.76","17,437,051.41","18,651,248.23","17,619,503.92","16,777,981.22","17,927,411.05","16,749,211.61","16,348,883.73","15,097,519.98","14,273,556.05","16,534,582.96","15,808,698.77","17,711,679.52","16,435,639.23","17,078,914.90","16,696,266.58","14,879,396.61"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,"1,048,537.40","999,350.24","953,069.75","901,153.37","997,566.34"
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,"477,222.11","236,266.58","151,466.54","1,110,646.60","879,095.75","66,667.50","45,467.49","24,267.48","4,003,067.47","4,758,021.52","4,492,454.14","4,340,385.23","1,630,000.00","1,665,951.76","1,592,242.28","3,665,706.08","2,434,019.89",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"477,222.11","236,266.58","151,466.54","1,110,646.60","879,095.75","66,667.50","45,467.49","24,267.48","4,003,067.47","4,758,021.52","4,492,454.14","4,340,385.23","1,630,000.00","1,665,951.76","1,592,242.28","3,665,706.08","2,434,019.89","2,998,125.00","3,476,373.44","3,275,524.01","13,699,523.59","9,176,692.62","7,053,771.41","7,075,957.75","6,822,576.72","9,977,260.66","4,093,086.86","7,125,448.72","6,915,414.98","13,221,922.18"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"63,354,875.16","34,023,346.98","47,269,157.98","29,400,336.09","46,706,371.37","46,259,795.73","32,622,018.66","61,411,249.22","49,531,926.55","36,122,281.12","22,557,107.34","24,764,448.14","19,906,786.44","25,306,637.55","16,111,337.80","18,357,305.52","28,581,434.35","33,527,236.02","25,196,312.76","21,280,458.27","35,567,897.01","40,743,522.62","26,930,584.95","74,096,304.13","68,185,616.94","267,364,055.41","245,828,964.62","241,395,368.90","246,657,617.98","366,029,163.95"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"70,000,000.00","70,000,000.00","76,000,000.00","76,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","153,000,000.00","153,000,000.00","153,000,000.00","153,000,000.00","153,000,000.00","153,000,000.00","153,000,000.00","153,000,000.00","229,500,000.00","229,500,000.00","229,500,000.00","229,500,000.00","229,500,000.00","229,500,000.00","229,500,000.00","229,500,000.00","413,100,000.00","413,100,000.00","413,100,000.00","413,100,000.00","413,100,000.00","413,100,000.00","413,100,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"11,089,274.63","11,089,274.63","38,247,074.63","38,247,074.63","407,585,690.87","407,585,690.87","407,585,690.87","356,585,690.87","356,585,690.87","356,585,690.87","356,585,690.87","356,585,690.87","356,585,690.87","356,585,690.87","356,585,690.87","280,085,690.87","280,085,690.87","280,085,690.87","280,085,690.87","280,085,690.87","280,085,690.87","280,085,690.87","280,085,690.87","96,485,690.87","96,485,690.87","96,485,690.87","96,485,690.87","96,485,690.87","96,485,690.87","96,485,690.87"
无形资产,"898,758.05","1,464,964.90","1,049,254.78","898,296.58","2,154,769.31","5,195,516.93","5,009,965.79","4,684,951.67","4,596,591.81","6,424,622.50","6,028,239.41","6,291,740.37","9,240,555.28","15,577,826.75","14,647,038.75","13,976,332.97","19,610,646.78","33,685,785.78","32,346,360.16","33,486,187.76","36,348,308.11","36,122,535.95","38,913,968.61","36,238,743.46","34,219,713.90","43,673,518.98","47,738,863.08","43,946,211.33","46,697,080.07","44,781,660.02"
盈余公积,"4,047,412.06","6,385,962.37","10,105,799.93","10,105,799.93","10,105,799.93","14,324,354.59","14,324,354.59","14,324,354.59","14,324,354.59","15,456,666.94","15,456,666.94","15,456,666.94","15,456,666.94","15,580,951.02","15,580,951.02","15,580,951.02","15,580,951.02","18,763,771.60","18,763,771.60","18,763,771.60","18,763,771.60","20,377,022.61","20,377,022.61","20,377,022.61","20,377,022.61","22,837,604.19","22,837,604.19","22,837,604.19","22,837,604.19","22,837,604.19"
开发支出,,,,,,,,"1,151,534.06","2,279,094.34","3,484,098.70","6,756,050.37","7,910,385.80","9,124,622.79","6,765,797.76","9,740,456.40","11,945,896.26","5,860,976.09","5,558,514.81","9,774,722.29","9,977,285.74","9,304,138.34","8,617,803.08","5,312,700.58","8,640,393.04","11,960,645.60","11,575,234.16","7,522,512.46","10,077,107.36","9,276,098.53","4,687,086.60"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","25,957,450.61","151,491,376.65","151,491,376.65","151,491,376.65","151,491,376.65","147,278,476.65"
未分配利润,"25,926,708.53","28,073,661.32","51,052,199.35","48,484,327.25","54,327,768.33","72,299,191.30","69,024,827.57","76,001,774.08","74,554,319.69","75,272,391.61","71,404,987.67","79,001,046.61","81,283,940.40","91,842,780.05","84,791,138.94","67,683,025.31","80,426,630.00","92,237,991.18","87,890,039.54","67,651,657.99","72,743,863.46","79,431,639.19","73,206,796.50","76,522,008.39","65,926,286.54","90,615,639.53","71,252,435.45","63,043,442.25","57,801,320.51","8,622,077.70"
长期待摊费用,"1,198,712.95","151,309.66","1,506,366.46","1,559,255.42","1,222,088.48","1,140,615.95","1,059,143.42","977,670.89","1,001,635.04","904,347.02","896,912.50","1,115,086.48","950,070.43","785,054.38","620,038.30","460,293.97","316,378.88","183,034.79","188,716.39","644,011.79","835,408.03","767,494.27","699,580.51","631,666.75","563,752.99","2,489,389.48","2,426,597.75","2,259,923.66","2,093,249.57","1,726,797.86"
少数股东权益,,,,,,,,,,,,,,,,"1,812,366.39","18,504,883.99","17,517,412.70","16,537,251.36","15,145,037.45","14,717,748.82","12,784,179.03","11,335,709.61","9,520,861.94","7,510,129.30","5,876,620.38","7,518,731.01","6,563,331.64","5,699,084.62","3,127,832.91"
递延所得税资产,"953,799.88","1,164,605.16","1,262,914.24","2,778,664.03","3,227,821.48","2,423,276.74","2,423,276.74","2,431,452.32","2,939,647.98","3,969,597.47","3,768,059.04","3,775,437.55","3,729,346.49","3,834,918.91","3,804,805.75","3,806,048.56","3,859,473.13","4,453,447.99","4,473,416.38","4,506,464.53","6,146,634.03","5,680,863.57","5,778,046.05","5,521,630.21","5,519,770.10","6,147,713.52","6,145,485.29","6,283,750.32","6,308,107.66","8,451,333.21"
外币报表折算价差,,,,,,,"-2,404.49",203.66,"2,735.32","-1,053.47","-3,548.07","-13,247.03","-23,476.14","-17,911.70","-15,432.49","-13,806.16","-15,580.70",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"20,419,521.96","19,981,470.24","19,103,031.28","20,848,793.32","21,429,671.54","24,536,329.13","24,262,971.05","31,762,028.50","32,097,670.97","61,649,847.68","64,227,998.88","65,209,654.82","70,073,280.49","73,327,845.13","74,195,525.16","82,796,566.43","80,962,762.00","93,012,328.53","97,086,282.62","97,705,309.52","101,573,165.83","98,737,267.46","97,396,502.41","100,155,667.03","100,707,831.97","340,025,912.31","339,639,774.46","338,891,684.22","340,179,079.06","322,787,024.38"
所有者权益(或股东权益)合计,"111,063,395.22","115,548,898.32","175,405,073.91","172,837,201.81","574,019,259.13","596,209,236.76","592,932,468.54","599,912,023.20","598,467,100.47","600,313,695.95","596,443,797.41","604,030,157.39","606,302,822.07","616,991,510.24","609,942,348.34","594,648,227.43","624,082,575.18","638,086,749.93","632,757,991.07","611,127,774.06","615,782,963.92","622,120,231.80","614,460,437.74","615,952,547.39","603,341,890.65","628,739,692.44","611,111,220.15","601,979,096.37","595,891,695.61","544,616,733.21"
资产总计,"174,418,270.38","149,572,245.30","222,674,231.89","202,237,537.90","620,725,630.50","642,469,032.49","625,554,487.20","661,323,272.42","647,999,027.02","636,435,977.07","619,000,904.75","628,794,605.53","626,209,608.51","642,298,147.79","626,053,686.14","613,005,532.95","652,664,009.53","671,613,985.95","657,954,303.83","632,408,232.33","651,350,860.93","662,863,754.42","641,391,022.69","690,048,851.52","671,527,507.59","896,103,747.85","856,940,184.77","843,374,465.27","842,549,313.59","910,645,897.16"
负债和所有者(或股东权益)合计,"174,418,270.38","149,572,245.30","222,674,231.89","202,237,537.90","620,725,630.50","642,469,032.49","625,554,487.20","661,323,272.42","647,999,027.02","636,435,977.07","619,000,904.75","628,794,605.53","626,209,608.51","642,298,147.79","626,053,686.14","613,005,532.95","652,664,009.53","671,613,985.95","657,954,303.83","632,408,232.33","651,350,860.93","662,863,754.42","641,391,022.69","690,048,851.52","671,527,507.59","896,103,747.85","856,940,184.77","843,374,465.27","842,549,313.59","910,645,897.16"
