科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"761,257,753.17","1,625,123,150.55","2,364,155,957.17","3,001,744,251.48","123,208,441.61","481,069,969.39","636,775,613.28","812,678,445.64","231,205,813.71","393,672,651.04","577,765,187.94","743,221,965.12","478,782,854.90","684,438,672.69","889,690,446.74","916,605,861.13","186,387,489.83","406,111,991.40","662,289,367.41","1,072,621,700.65","197,623,203.75","423,370,310.31","623,327,095.12","875,324,711.72","344,880,798.63","585,738,902.57","824,963,857.12","1,027,001,033.87","177,495,606.89","373,245,326.51","539,962,616.30","785,480,596.37","145,123,323.78","325,157,120.54","488,797,199.28","694,065,921.15","151,316,321.52","347,436,469.21","555,969,951.13","793,110,205.43","226,249,914.20","529,020,520.62","824,510,523.30","1,112,023,498.46","207,453,755.56","481,007,886.94","13,398,645,323.00","18,440,216,490.64","4,348,694,524.95"
二、营业利润,"38,752,213.02","98,113,480.21","126,979,903.74","154,761,780.73","24,107,949.54","22,018,117.89","12,063,220.30","40,211,937.65","17,049,520.77","32,508,958.74","52,866,312.45","74,912,907.31","65,633,400.49","79,289,240.58","103,688,364.57","99,862,950.36","19,116,070.00","79,653,675.69","126,337,419.97","152,351,362.61","41,443,179.44","110,600,847.95","186,521,810.02","210,369,070.09","72,567,774.94","154,607,443.52","226,413,386.80","295,304,424.18","59,726,333.80","139,191,970.29","210,120,075.56","300,349,456.11","50,560,664.34","128,690,919.68","192,220,504.12","256,465,535.04","50,705,938.54","123,163,180.33","197,674,245.16","208,433,975.77","13,733,560.59","127,248,633.90","198,317,159.75","246,057,244.97","46,174,355.26","96,519,319.47","976,525,378.81","1,102,464,368.18","394,688,851.82"
减:营业成本,"659,212,559.14","1,423,279,567.48","2,085,499,677.67","2,651,392,988.95","84,247,578.90","421,512,379.28","552,298,360.95","654,992,140.08","171,436,689.46","278,824,048.28","405,539,111.59","516,511,879.66","363,127,173.11","506,505,066.90","651,888,152.88","605,938,786.99","138,864,978.57","298,153,323.21","470,232,907.78","757,890,169.41","144,597,721.07","295,992,969.15","414,926,460.35","586,451,740.54","239,154,964.13","383,713,157.74","522,782,367.44","606,882,921.95","104,456,659.72","211,014,302.48","291,184,413.52","416,516,712.68","86,437,129.46","179,186,598.94","265,020,918.98","352,165,411.15","82,240,566.49","177,338,846.24","282,992,823.77","445,767,740.08","163,653,538.45","370,406,766.94","573,902,550.03","763,554,140.62","144,552,833.94","304,572,474.48","11,301,031,490.06","15,894,746,330.56","3,854,961,314.25"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"13,501,568.06","25,440,620.82","30,559,446.30","31,397,395.14","4,540,842.83","8,994,171.95","15,440,321.05","22,183,913.99","9,422,421.78","15,439,132.15","23,917,843.13","32,709,310.61","16,505,895.48","30,819,979.28","39,703,856.00","48,134,756.20","9,875,624.75","18,677,142.69","29,049,104.36","50,407,326.57","8,340,798.68","14,834,230.25","21,702,787.05","32,639,481.88","22,971,169.80","33,462,006.88","44,406,165.26","65,442,951.51","7,555,630.88","15,588,447.35","22,846,622.30","42,442,058.52","5,252,563.36","12,265,602.21","17,425,148.94","24,559,925.53","5,019,178.91","9,721,194.33","15,291,491.39","26,967,922.69","7,702,624.15","13,896,948.02","20,952,876.00","28,704,801.91","5,677,679.78","14,362,638.33","66,236,762.24","94,218,506.72","22,758,280.93"
营业外收入,"27,969,209.84","28,103,868.65","70,676,419.29","70,449,842.71","37,059,122.48","130,228,761.34","186,464,174.97","182,473,349.13","20,343,700.00","54,829,230.12","55,029,230.12","54,401,685.34","28,800,778.25","29,039,510.34","31,908,062.25","16,887,646.64","351,277.76","1,191,416.88","1,251,966.89","1,574,133.58","516,546.83","1,090,909.06","1,286,549.53","2,680,087.97","639,193.79","12,640,399.24","152,315,444.54","153,410,269.06","166,752.60","911,825.54","4,053,930.88","15,302,659.76","62,212.12","166,685.62","3,983,716.12","4,039,030.16","138,497.47","423,153.55","3,268,747.61","5,404,021.87","507,277.78","1,585,345.37","5,599,515.57","869,917.37","42,485.93","57,590.99","10,606,722.59","9,696,442.09","1,944,442.63"
销售费用,"12,315,748.66","31,929,362.42","47,144,984.20","56,611,219.87","1,121,308.00","1,502,291.00","2,305,287.61","2,943,045.49","4,834,734.00","5,073,849.00","5,172,748.93","5,336,167.62","176,052.64","806,974.40","1,215,274.46","1,767,414.52","383,507.96","895,834.72","1,858,582.97","6,087,389.63","997,423.66","4,904,274.81","9,053,202.61","12,909,937.87","3,997,800.28","6,016,153.05","8,086,783.30","9,589,094.73","429,693.42","705,527.17","939,015.92","1,244,694.22","329,174.37","831,713.02","2,201,361.21","4,166,064.91","167,079.25","5,856,578.27","7,402,863.54","15,407,918.78","4,288,157.61","5,604,425.11","6,227,945.91","8,127,535.11","879,418.37","2,909,143.42","126,802,391.61","174,034,930.06","45,989,371.87"
减:营业外支出,"444,144.17","2,854,067.45","3,895,944.34","5,316,700.49","222,453.41","1,251,013.16","2,770,647.21","2,893,762.61","48,108.60","432,798.11","523,446.56","1,183,419.78","1,111,026.92","2,607,398.00","3,240,335.59","8,973,172.46","712,158.43","1,131,806.44","2,741,961.78","3,822,278.63","683,983.13","970,325.33","1,600,049.19","2,471,270.35","695,264.81","1,120,222.20","1,800,630.99","1,773,972.48","1,023,370.68","1,716,759.09","2,688,206.70","5,223,718.84","556,330.00","4,359,914.70","7,089,532.80","7,989,107.52","1,267,312.03","2,364,256.06","2,508,373.10","3,127,445.43","600,791.83","2,914,423.42","3,022,137.27","1,177,905.06","565,265.01","823,689.72","622,191.25","928,514.62","877,857.47"
管理费用,"21,801,641.84","42,544,784.62","69,220,259.79","99,151,743.40","8,984,351.74","23,565,442.39","40,306,534.21","65,495,842.68","17,430,902.62","36,328,816.91","52,386,728.69","69,635,859.14","14,989,493.57","37,393,495.54","54,789,582.13","75,070,325.69","13,241,799.92","26,698,033.19","41,408,317.20","65,395,914.86","12,443,564.50","30,676,771.98","46,864,647.86","77,320,855.01","16,120,189.57","35,681,306.26","66,295,180.98","101,670,235.60","19,403,910.27","35,739,370.86","53,394,174.32","80,406,108.47","17,765,055.68","34,457,559.50","53,699,597.05","76,225,759.09","19,435,990.07","44,266,522.07","66,903,720.05","99,541,314.35","23,035,502.19","49,750,571.79","64,239,675.01","95,944,793.31","18,675,961.62","77,605,246.32","115,008,536.70","139,454,927.69","54,944,988.24"
其中:非流动资产处置净损失,"282,015.73","282,015.73","282,015.73","1,530,491.47",,,"10,524.80","10,524.80",,,,,,,,"5,557,503.50",,,,"300,278.90",,,,"532,506.88",,,,"47,606.79",,"448,463.34","448,463.34","475,938.06","1,118.40","2,391.60","169,667.79","833,181.41","21,242.23","982,554.85","1,024,293.10","1,326,133.72",,"2,043,603.44","2,043,701.44",,,,,,
