科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"94,702,585.43","152,602,302.99","134,806,758.89","85,323,687.87","675,646,673.03","684,164,293.30","706,827,152.73","637,542,179.11","488,612,397.68","453,647,507.75","583,038,912.39","496,286,018.82","431,961,366.22","413,626,728.27","609,418,044.50","509,102,459.10","451,705,670.29","427,642,840.66","616,060,437.16","270,403,200.81","458,752,433.84","349,099,889.34","259,623,377.47","232,705,172.17","393,733,255.15","286,080,575.94","795,898,640.90","680,162,951.92","334,007,188.80","372,303,866.33","522,218,128.52","620,783,670.78","330,893,563.28","393,765,565.05","596,379,202.07"
短期借款,"65,000,000.00","80,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","60,000,000.00",,,"5,000,000.00","5,000,000.00",,,,,,,,,,,,,"41,350,000.00","42,350,000.00","40,000,000.00","30,000,000.00",,,,,,,,"1,000,000.00","5,900,000.00"
交易性金融资产,,,,,,,,,,,,,,"37,976,366.75",,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"2,285,504.00",,"394,635.20",,"1,117,139.65","200,000.00",,"98,000.00","75,096.00",,"3,107,288.53","3,197,754.00","633,435.25","9,813,755.45","5,488,590.25","3,444,580.20","3,904,109.00","7,475,768.00","6,498,048.00","3,049,511.90","4,319,325.40","11,889,752.00","27,545,580.00","7,487,800.00","30,341,280.80","19,556,020.00","8,905,020.10","6,062,703.26","27,263,427.41","42,029,225.00","42,352,846.08","11,615,918.08","23,042,465.32"
应付票据,,,"256,600.00",,"440,000.00",,"252,980.00",,,"251,350.00",,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"124,381,574.57","134,752,155.93","141,155,882.39","161,145,008.55","158,201,030.28","155,752,667.94","188,993,675.64","175,525,227.99","196,125,438.11","204,065,142.82","261,361,719.31","284,156,476.22","259,876,662.52","357,292,429.95","352,627,993.85","320,698,639.34","338,436,765.26","368,780,506.84","405,094,999.32","364,571,114.14","364,806,384.82","428,253,693.51","603,426,796.69","546,931,765.05","596,160,085.11","651,627,557.95","639,833,914.94","651,131,445.33","638,778,073.34","715,553,035.90","925,581,630.73","948,913,374.20","1,001,408,324.86","1,116,741,033.28","1,220,501,476.49"
应付账款,"48,117,478.63","39,437,485.07","46,047,881.54","35,052,265.82","39,049,339.31","39,691,707.58","78,559,241.65","46,788,400.17","50,351,219.70","50,019,719.60","79,170,196.86","81,794,352.42","63,161,915.17","115,830,473.72","122,636,610.67","99,471,076.03","101,277,154.32","108,063,477.85","179,882,383.91","152,871,208.29","124,040,727.42","162,442,060.33","238,131,486.73","179,707,307.06","195,843,956.49","185,430,308.80","262,012,833.80","218,098,271.03","184,879,077.30","220,767,581.53","347,434,097.60","291,004,461.61","355,107,532.21","354,108,978.00","425,613,001.30"
预付款项,"3,844,563.60","6,924,509.70","21,678,722.36","19,442,069.32","20,878,780.26","18,881,279.12","10,113,242.99","14,316,609.10","13,568,254.98","42,269,110.82","12,509,605.18","20,525,368.94","26,090,850.57","35,354,425.00","13,693,337.93","27,024,158.08","12,070,350.33","14,695,409.43","14,206,212.22","26,253,045.75","22,717,666.13","34,108,526.41","26,166,138.85","24,511,188.77","47,790,641.40","35,909,463.84","25,499,576.15","63,445,873.05","70,693,224.58","60,424,016.60","40,973,570.53","58,091,075.54","66,155,264.43","54,590,515.88","35,615,174.15"
预收款项,"44,767,227.20","50,626,493.89","67,118,890.22","84,394,665.47","77,178,908.32","79,353,103.20","57,693,774.55","49,310,653.80","41,761,273.25","46,950,398.54","45,344,665.50","52,726,188.11","38,617,396.30","89,353,913.01","79,856,794.27","80,727,792.79","62,387,974.62","71,046,589.38","124,684,198.62","91,642,637.11","94,631,055.00","118,941,620.16","215,816,632.09","166,361,177.58","157,001,733.73","151,911,281.31","427,385,167.95","362,380,713.93","288,281,810.53","193,260,519.57","255,774,627.71","202,336,393.16","177,219,546.11","196,892,877.61","194,388,893.10"
其他应收款,"7,100,233.70","11,223,697.61","8,143,361.26","14,293,169.43","9,164,623.12","10,577,831.53","8,389,330.26","12,343,991.14","11,018,235.15","9,261,283.37","8,056,808.33","11,539,473.66","9,718,172.70","16,497,366.87","15,740,136.40","20,644,263.30","21,388,675.55","19,766,282.52","20,369,994.96","18,908,757.87","23,269,284.50","24,787,368.40","47,617,142.68","53,716,792.92","51,466,937.97","44,145,099.74","41,205,660.39","54,759,030.43","44,764,079.18","47,028,161.92","49,339,124.80","52,733,004.59","49,993,826.21","49,035,236.39","61,499,804.22"
应付职工薪酬,"1,255,463.61","8,163,716.07","8,368,655.62","3,656,904.82","7,849,868.20","8,745,809.88","9,185,088.87","3,389,530.32","2,894,310.73","13,681,856.45","11,739,937.31","13,601,460.31","13,989,131.20","37,348,966.02","45,505,042.68","48,720,082.74","47,864,972.81","38,081,738.70","57,894,408.50","58,552,343.62","45,681,891.42","49,886,963.81","87,028,006.31","92,448,492.39","119,073,567.55","122,530,543.40","117,183,281.79","135,259,060.60","112,573,197.87","121,255,744.84","121,883,761.81","123,575,697.75","59,126,372.60","71,961,606.83","143,396,528.49"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
