科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"144,681,840.70","160,179,867.60","175,367,419.39","2,476,606,284.36","1,796,073,779.92","1,605,106,395.07","1,142,804,414.52","900,578,783.85","491,894,155.68","290,007,325.81","427,715,602.09","330,253,539.76","102,361,289.23","313,056,076.35","383,954,519.90","565,515,847.12","547,237,275.71","519,822,116.64","650,435,761.19","469,222,765.66","4,415,987,123.73","420,667,587.51","4,212,308,774.57","2,846,839,903.30","892,764,559.73","734,525,552.24","633,360,776.84","1,269,263,093.85","521,650,308.19","474,737,939.22","783,446,418.62","2,034,019,830.45","650,496,552.30"
短期借款,"546,761,000.00","227,210,000.00","170,610,000.00","81,210,000.00","30,000,000.00","20,500,000.00","1,000,000.00","11,000,000.00","20,000,000.00","20,000,000.00","120,000,000.00","110,000,000.00","100,000,000.00","130,000,000.00","450,000,000.00","450,000,000.00","550,000,000.00","810,000,000.00","1,126,000,000.00","1,276,000,000.00","1,346,000,000.00","1,356,000,000.00","1,036,000,000.00","1,041,000,000.00","205,000,000.00",,,"940,000,000.00",,,"960,000,000.00","2,216,000,000.00","2,351,000,000.00"
交易性金融资产,"1,371,616.36",,,,"364,633.66","312,514.85","285,188.12","297,544.55","301,227.72",,,,,,,,,,,,,,,,,,,,,"1,696,507,862.86","1,669,115.00","1,653,187.99","337,665,650.07"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"35,777,831.40","31,993,441.14","192,738,276.05","322,682,738.45","373,306,651.22","528,766,138.77","468,604,537.24","445,366,469.03","541,373,103.50","532,288,839.91","490,678,091.42","326,157,609.08","430,840,879.94","403,150,750.45","612,715,367.39","1,075,849,650.24","1,238,048,360.36","1,232,722,899.04","709,611,660.19","1,069,593,434.22","615,647,745.51","409,453,709.57","791,414,327.10","409,726,696.67","647,041,083.40","930,252,908.11","517,748,189.10","1,606,279,768.66","1,714,735,182.39","1,533,486,929.67","794,375,844.41","1,041,064,712.32","1,079,002,428.21"
应付票据,"27,620,000.00","190,820,000.00","46,038,500.00","38,550,250.00","77,291,792.64","155,794,147.77","181,810,630.74","164,629,762.07","114,380,483.15","146,028,541.20","156,502,792.55","116,732,485.64","206,343,629.69","213,679,660.62","353,283,255.81","700,836,881.81","719,282,321.43","847,079,829.66","844,547,426.84","678,848,286.75","853,565,607.65","572,562,633.62","553,143,930.74","487,801,600.88","124,084,337.89","127,280,405.89","131,689,302.80","489,051,501.64","478,861,250.77","138,650,812.23","152,555,810.14","146,020,897.24","139,980,354.20"
应收账款,"98,473,994.63","72,426,478.96","31,410,413.94","42,977,319.48","43,820,234.24","50,689,200.86","45,438,707.05","56,219,161.81","65,796,467.59","71,418,100.81","23,326,881.01","64,959,762.03","65,015,627.28","68,979,318.52","62,955,793.89","106,649,059.31","118,558,597.71","125,823,400.85","38,435,346.70","93,898,275.04","93,917,246.93","164,600,489.63","105,641,953.11","112,510,869.17","77,264,496.48","118,857,148.05","147,093,460.62","147,133,350.15","130,455,233.25","173,692,364.64","88,727,322.31","119,954,871.92","78,199,667.09"
应付账款,"236,680,509.56","427,286,022.20","345,548,424.67","307,879,316.47","311,613,912.25","323,936,985.91","438,748,940.33","496,286,998.19","611,842,993.80","695,416,153.46","689,485,256.14","631,301,755.88","889,010,847.24","998,235,816.73","979,634,407.88","1,038,683,141.23","1,103,994,318.79","1,191,632,397.30","1,397,813,806.74","1,332,532,806.07","1,448,112,040.88","1,472,438,526.24","1,382,259,703.43","1,274,521,210.89","1,056,974,332.75","1,072,281,301.60","1,062,996,282.81","1,052,417,249.02","1,106,423,812.95","1,113,202,782.00","1,313,227,707.77","1,651,533,761.98","1,051,675,180.32"
预付款项,"282,085,545.91","123,539,719.25","232,295,765.67","307,668,340.13","369,992,616.75","597,174,879.98","361,829,833.56","621,316,587.39","678,411,776.90","865,362,022.01","501,550,907.08","529,761,396.13","575,218,380.33","475,580,477.42","318,133,587.72","532,071,378.80","593,359,409.17","561,729,365.24","194,211,586.80","243,484,740.04","233,270,513.16","205,046,754.06","60,196,304.38","76,611,448.75","133,701,697.21","199,042,039.61","217,664,746.43","255,994,792.83","174,522,510.81","109,668,010.21","40,090,920.51","67,855,101.76","90,696,808.63"
预收款项,"43,256,226.12","101,745,063.87","103,953,449.54","147,931,133.98","107,356,084.35","143,710,622.91","132,029,752.70","113,037,884.84","102,019,252.81","134,902,874.29","113,752,774.50","91,143,791.34","112,707,607.09","114,047,845.97","139,194,708.78","197,529,179.13","145,655,715.81","226,115,744.28","93,099,783.51","128,037,483.88","127,197,199.73","96,115,094.05","173,882,839.68","131,036,561.74","117,394,506.96","294,895,872.07","262,496,756.26","357,166,394.13","333,631,752.64","426,310,194.98","316,673,023.87","191,529,272.69","251,652,735.06"
