科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"147,006,197.16","398,691,363.27","810,752,781.56","1,048,166,070.01","372,282,872.14","808,409,891.43","1,025,338,998.14","1,433,711,368.19","234,498,254.92","644,411,466.71","936,979,146.42","1,439,074,669.75","279,006,244.46","724,293,031.30","1,181,565,471.50","1,790,412,483.73","494,119,792.84","1,061,325,931.09","1,711,563,067.00","2,576,261,326.86","555,417,056.94","1,237,795,802.61","1,940,439,987.96","3,124,016,256.02","1,354,787,635.35","3,157,569,566.58","5,036,480,814.20","7,099,483,872.98","1,692,838,755.80","3,800,677,281.11","5,971,320,349.40","8,161,268,412.73","2,148,674,165.43","4,514,812,677.55","7,086,807,246.27","9,632,210,860.24","2,332,020,518.64","4,873,422,526.66","7,394,259,415.07","9,984,611,172.24","2,125,077,995.35","4,444,707,413.79","6,659,940,979.88","8,582,680,622.45","1,540,355,435.08","3,368,251,194.42","5,134,218,506.55","6,878,484,508.36","1,230,995,393.30"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,405,628.80","58,541,000.00","53,866,883.43","96,913,868.76","110,569,019.23","17,008,123.35","22,057,495.85","51,592,629.24","63,921,605.35","105,280,256.17","133,063,861.88","136,867,192.18","100,683,156.18","2,586,874.00","19,209,587.64","69,907,457.64","671,911,999.85","1,500,000.00","14,079,364.50","14,079,364.50","14,079,364.50","3,883,854.00"
收到的税费返还,"677,743.59","706,588.73","4,418,791.99","6,292,848.25","994,338.74","1,482,876.74","1,458,076.07","5,500,863.87","13,625,555.37","14,614,244.99","16,214,530.27","24,385,860.51","772,763.91","2,173,438.19","6,627,064.24","8,431,862.67","3,219,792.87","8,087,128.45","12,027,440.71","16,266,898.06","3,803,227.31","11,719,597.14","16,961,875.61","19,738,034.48","484,391.17","781,975.59","2,629,365.83","10,423,997.72","224,598.98","3,669,926.76","8,367,684.41","9,992,348.70","647,731.97","923,175.04","4,777,697.78","70,424,325.52","6,395,773.59","8,151,797.23","10,519,437.75","15,202,915.46","1,298,269.73","1,454,348.70","7,001,691.22","7,334,451.51","675,807.61","1,383,885.45","98,910,961.86","98,475,896.45","551,297.49"
支付其他与投资活动有关的现金,,"6,750,000.00","5,700,000.00","682,648.86","13,167,593.79","11,586,852.75","11,618,472.75","15,264,930.44",,"1,019,083.87","1,256,398.27","1,300,816.39",,"197,183,198.53","43,798.53","62,362.16",,,,,,,,"72,730,327.63","6,722.12","6,722.12","6,722.12","6,722.12",,,,"49,214.18",,"1,500,000.00","1,696,037.05","3,701,501.68","316,550.00","774,550.00","879,216.00","1,213,228.87","125,265.40","132,978.73","133,213.08","250,134,996.99",702.48,,,"282,272,169.41",
收到其他与经营活动有关的现金,"47,350,980.98","3,129,004.84","80,944,242.89","87,367,578.84","11,125,794.72","113,388,315.99","172,691,973.06","393,918,900.69","7,944,892.92","69,902,291.69","51,034,842.67","217,885,491.09","14,773,867.90","30,887,444.79","96,830,853.06","119,768,003.95","60,491,087.50","63,072,426.35","230,406,954.33","347,648,607.66","247,173,739.69","502,132,000.05","339,267,945.37","303,558,762.00","114,190,133.72","165,800,223.04","343,173,706.35","795,226,043.96","38,178,130.80","124,301,949.96","271,560,470.73","279,461,566.98","375,681,452.81","130,164,623.59","179,708,768.29","383,617,864.60","74,517,632.78","163,277,460.32","220,681,131.33","324,995,912.28","57,230,996.77","187,216,261.24","249,427,818.51","316,523,832.22","37,111,087.79","343,897,448.65","428,789,064.58","819,459,725.58","62,445,321.52"
投资活动现金流出小计,"4,483,575.84","784,526,784.26","921,656,351.60","1,102,360,731.00","119,498,249.77","176,723,501.52","248,517,020.42","215,918,863.75","45,171,342.49","152,318,130.31","227,687,966.26","275,057,058.25","50,270,504.17","329,612,154.63","228,568,119.22","784,484,309.27","176,642,920.80","350,244,037.50","689,494,597.39","1,832,975,708.77","199,294,565.28","381,939,739.53","673,235,220.06","1,499,331,546.72","454,038,741.57","1,015,631,488.15","1,588,338,298.23","2,525,522,874.80","658,118,153.78","1,291,833,863.19","2,455,543,618.36","3,248,733,245.91","931,303,520.37","1,828,092,570.55","2,849,102,062.24","4,193,189,924.04","996,038,124.85","1,930,767,447.25","2,776,466,461.54","4,018,239,281.32","642,313,834.45","2,169,374,995.34","2,733,472,794.97","5,330,996,508.78","708,606,665.61","2,451,546,074.85","3,305,278,228.26","4,345,047,956.67","483,359,213.53"
经营活动现金流入小计,"195,034,921.73","402,526,956.84","896,115,816.44","1,141,826,497.10","384,403,005.60","923,281,084.16","1,199,489,047.27","1,833,131,132.75","256,068,703.21","728,928,003.39","1,004,228,519.36","1,681,346,021.35","294,552,876.27","757,353,914.28","1,285,023,388.80","1,918,612,350.35","557,830,673.21","1,132,485,485.89","1,953,997,462.04","2,940,176,832.58","806,394,023.94","1,751,647,399.80","2,296,669,808.94","3,447,313,052.50","1,469,462,160.24","3,324,151,765.21","5,382,283,886.38","7,905,133,914.66","1,731,241,485.58","3,928,649,157.83","6,251,248,504.54","8,450,722,328.41","2,525,003,350.21","4,645,900,476.18","7,271,293,712.34","10,086,253,050.36","2,412,933,925.01","5,044,851,784.21","7,625,459,984.15","10,324,809,999.98","2,183,607,261.85","4,633,378,023.73","6,916,370,489.61","8,906,538,906.18","1,578,142,330.48","3,713,532,528.52","5,661,918,532.99","7,796,420,130.39","1,293,992,012.31"
投资活动产生的现金流量净额,"-2,183,575.84","-612,367,350.62","-749,496,917.96","-937,447,888.43","-117,323,010.14","-137,434,061.89","-208,503,519.62","-167,596,843.16","-45,171,342.49","-147,114,010.07","-208,608,927.02","-244,115,342.28","-2,264,504.17","-277,610,834.63","-176,358,799.22","-733,586,949.43","-176,612,190.80","-350,188,291.88","-689,438,851.77","-1,827,258,953.88","-199,294,565.28","-381,373,065.84","-671,267,839.74","-1,452,840,974.41","-16,317,909.29","-473,753,986.22","-1,018,464,380.42","-2,321,676,329.33","-657,858,857.28","-1,241,072,771.93","-2,433,979,203.87","-3,215,610,163.73","-854,149,647.37","-1,595,304,758.69","-2,612,122,591.19","-3,955,103,915.56","-764,052,644.80","-1,598,540,095.23","-2,443,169,162.79","-3,684,128,416.26","-625,819,452.32","-2,141,758,345.37","-2,710,892,754.54","-5,308,007,681.68","-458,580,142.61","-2,196,787,691.54","-3,032,549,229.48","-4,089,752,246.30","-439,191,711.57"
购买商品、接受劳务支付的现金,"187,787,853.46","427,252,965.89","832,504,664.71","660,461,081.58","423,986,013.72","766,863,070.68","1,052,997,498.35","1,333,266,269.23","192,445,907.30","433,948,189.40","663,306,788.41","936,371,029.47","183,340,395.12","583,257,645.69","698,223,740.40","1,139,106,757.07","297,477,184.42","649,261,156.10","961,103,490.97","1,385,097,191.89","303,744,150.08","639,565,695.44","952,084,221.28","1,335,603,999.02","514,696,597.88","999,879,797.35","1,537,193,728.87","1,766,619,624.29","404,316,630.63","831,098,147.88","1,319,083,467.36","1,814,293,876.53","486,659,675.67","827,857,693.71","1,338,372,082.66","1,700,137,180.25","457,676,800.95","931,854,508.91","1,383,199,716.21","1,918,175,762.95","494,750,417.99","999,198,939.39","1,505,472,861.11","1,962,051,309.34","446,907,968.82","911,048,793.36","1,402,985,638.29","1,882,003,134.21","400,051,952.21"
吸收投资收到的现金,,"1,170,000,000.00","1,170,000,000.00","1,170,000,000.00",,"500,000.00","5,500,000.00","5,000,000.00",,"1,500,000.00","1,745,000.00","5,900,000.00","1,389,058,600.00","1,389,058,600.00","1,389,058,600.00","1,389,058,600.00",,,,"100,000.00",,,,,,"141,090,072.00","140,446,072.00","140,446,072.00","41,950,000.00","70,377,887.40","70,377,887.40","71,407,887.40",,"16,317,800.00","77,333,069.40","77,333,069.40","2,103,810.30","95,817,311.10","98,798,111.10","98,798,111.10",,"134,273,067.60","134,148,267.60","134,148,267.60",,,,"1,000,000.00",
