科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,371,837.81","1,304,151.80","2,127,286.93","480,671.71","377,998.07","-133,133.04","-1,755,627.27","-697,845.55","-2,987,145.54","-3,609,415.11","-4,547,303.35","-277,933.44","-707,016.60","268,989.29","2,005,596.30","155,852.84","718,405.87","1,464,855.74","2,621,414.49","1,213,402.44","1,883,832.27","3,430,889.37","4,152,206.17","-616,665.76","-2,665,477.40","-5,520,896.60","-7,187,830.30","-2,750,882.54","-2,630,294.34","-2,309,797.96","-2,229,485.19","249,208.74"
三、利润总额,"53,418,945.11","73,014,318.69","68,539,271.46","4,580,874.22","17,973,646.06","26,382,602.37","38,014,594.98","8,955,246.75","20,192,717.41","30,667,896.73","46,653,568.82","9,600,097.57","27,794,270.55","54,359,951.37","83,085,133.57","35,181,381.38","70,252,190.64","104,487,763.81","132,409,853.08","33,409,057.64","59,955,149.23","83,626,049.63","94,804,174.67","25,597,268.73","42,618,810.10","55,334,940.99","46,695,179.70","10,748,278.40","47,219,053.54","70,680,767.90","92,159,067.02","34,031,143.30"
资产减值损失,"470,243.33","1,874,722.83","402,386.50",,"760,120.70","1,749,509.64","1,062,057.27",,"1,470,550.12","3,159,060.57","3,202,205.24",,"2,023,022.75","4,641,002.73","4,403,051.33","4,003,561.31","4,953,499.78","8,630,125.85","9,357,984.15","1,262,867.66","2,714,390.92","1,933,848.96","7,086,620.01","1,125,384.85","-5,048,393.81","-1,834,788.68","-627,732.55","2,070,040.03","1,032,269.25","20,455,727.19","21,472,367.86","-1,634,552.86"
减:所得税,"8,561,245.88","10,890,635.08","9,174,447.69","483,822.44","2,306,730.66","3,576,692.32","5,540,027.86","1,260,063.79","3,319,806.99","4,607,574.02","6,417,309.20","1,284,170.76","4,579,673.36","8,757,860.42","13,176,874.94","4,981,481.42","11,182,895.95","16,238,344.47","19,865,664.08","4,000,612.13","11,000,853.46","16,406,894.49","12,179,065.41","1,938,075.72","4,538,763.94","6,358,021.01","3,258,303.56","1,022,367.91","8,179,272.15","10,911,356.80","12,410,924.56","7,994,417.76"
加:公允价值变动净收益,"-4,872.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"73,189.47","47,574.51",,,,,,,,,,,,,,,"180,890.00","180,890.00","180,890.00",,"180,890.00","180,890.00","180,890.00",,"1,697,750.69","4,169,568.36","5,806,761.43","1,789,775.13","5,831,029.01","6,371,688.54","8,300,146.03","145,910.81"
四、净利润,"44,857,699.23","62,123,683.61","59,364,823.77","4,097,051.78","15,666,915.40","22,805,910.05","32,474,567.12","7,695,182.96","16,872,910.42","26,060,322.71","40,236,259.62","8,315,926.81","23,214,597.19","45,602,090.95","69,908,258.63","30,199,899.96","59,069,294.69","88,249,419.34","112,544,189.00","29,408,445.51","48,954,295.77","67,219,155.14","82,625,109.26","23,659,193.01","38,080,046.16","48,976,919.98","43,436,876.14","9,725,910.49","39,039,781.39","59,769,411.10","79,748,142.46","26,036,725.54"
其中:对联营企业和合营企业的投资权益,-597.23,"3,866.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"44,857,699.23","62,123,683.61","59,364,823.77","4,097,051.78","15,666,915.40","22,805,910.05","32,474,567.12","7,695,182.96","16,872,910.42","26,060,322.71","40,236,259.62","8,315,926.81","23,214,597.19","45,602,090.95","69,908,258.63","30,199,899.96","59,069,294.69","88,249,419.34","112,544,189.00","29,408,445.51","48,954,295.77","67,219,155.14","82,625,109.26","23,659,193.01","38,080,046.16","48,993,007.95","43,778,289.46","9,921,019.26","39,552,964.21","60,267,872.28","80,442,802.81","26,218,330.47"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,087.97","-341,413.32","-195,108.77","-513,182.82","-498,461.18","-694,660.35","-181,604.93"
