科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"47,821,682.37","58,929,415.93","28,711,692.62","43,805,129.90","57,248,971.93","26,693,032.61","37,245,177.19","55,022,784.62","80,050,470.03","26,181,938.89","44,816,264.15","65,770,145.12","88,161,552.50","37,733,458.98","63,561,787.30","96,226,828.49","131,258,286.92","37,738,832.05","70,570,235.29","105,889,643.05","135,660,644.53","38,056,363.51","67,142,471.95","102,582,143.13","134,037,996.80","41,309,300.69","73,877,628.59","113,088,062.99","152,000,663.38","43,490,147.92","80,011,851.08","122,732,905.29","155,652,376.03","46,613,440.90","81,205,777.57","120,803,114.81","160,362,095.76"
取得借款收到的现金,"522,900,000.00","759,280,000.00","550,723,312.60","628,493,312.60","687,739,863.40","170,000,000.00","368,000,000.00","558,000,000.00","883,045,053.10","265,540,000.00","980,224,957.00","1,342,687,287.28","1,445,629,173.31","397,000,000.00","946,632,803.82","1,355,893,378.12","1,762,800,000.00","674,000,000.00","960,000,000.00","1,852,000,000.00","2,184,993,795.08","435,100,000.00","1,082,700,000.00","1,531,700,000.00","1,632,700,000.00","420,000,000.00","1,170,000,000.00","1,685,000,000.00","2,052,956,400.00","478,527,833.34","853,527,833.34","1,313,527,833.34","1,950,000,000.00","487,774,607.39","1,414,000,000.00","2,094,000,000.00","2,514,000,000.00"
支付的各项税费,"94,651,289.31","102,210,286.27","49,893,649.50","74,926,912.29","91,907,586.53","5,598,113.91","29,176,550.92","43,026,743.86","63,520,909.66","8,110,493.79","22,181,863.31","35,751,381.19","79,999,349.50","29,396,608.22","55,424,161.66","89,583,908.88","136,637,661.27","46,713,258.20","93,663,319.41","124,340,381.06","160,575,808.52","66,342,932.80","92,762,419.54","121,016,108.45","173,370,323.81","28,831,677.92","87,408,652.25","127,059,599.00","169,849,720.86","37,908,355.07","99,910,138.00","159,959,543.05","227,910,309.31","17,055,097.71","85,016,095.20","114,271,501.36","156,460,285.71"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"31,260,000.00",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"107,984,440.33","97,573,049.57","56,515,457.57","88,500,482.12","88,805,689.29","23,132,417.77","61,633,285.97","86,958,193.00","79,676,168.88","19,237,588.77","49,574,332.50","102,331,486.91","106,342,553.33","42,946,313.30","98,005,234.43","162,157,637.18","146,032,539.17","43,102,182.40","115,670,680.86","122,046,804.57","148,385,374.91","12,237,254.89","31,886,964.26","65,174,132.04","99,025,119.53","32,244,606.17","81,813,855.88","142,726,374.34","99,743,039.35","17,659,739.84","69,010,242.15","112,164,069.37","108,517,514.59","11,653,791.00","39,013,012.85","89,494,254.04","90,846,130.42"
筹资活动现金流入小计,"522,900,000.00","759,280,144.52","550,723,312.60","628,493,312.60","1,356,337,838.07","170,000,000.00","368,000,000.00","558,000,000.00","895,045,053.10","265,540,000.00","987,224,957.00","1,349,687,287.28","1,452,629,173.31","397,000,000.00","946,632,803.82","1,355,893,378.12","1,762,800,000.00","674,000,000.00","960,000,000.00","1,852,000,000.00","2,184,993,795.08","435,100,000.00","1,082,700,000.00","1,562,960,000.00","1,632,700,000.00","420,000,000.00","1,170,000,000.00","1,685,000,000.00","2,052,956,400.00","478,527,833.34","853,527,833.34","1,313,527,833.34","1,950,000,000.00","487,774,607.39","1,414,000,000.00","2,094,000,000.00","2,514,000,000.00"
经营活动现金流出小计,"1,952,429,754.36","2,139,632,855.12","573,522,907.77","1,034,730,532.24","1,554,687,943.48","515,416,845.61","978,458,910.63","1,659,085,650.13","2,475,290,767.44","795,427,761.86","1,702,775,084.85","2,684,047,493.85","4,140,764,438.19","802,396,340.78","2,262,206,935.30","3,013,966,940.42","3,556,024,387.65","766,424,746.21","1,665,930,104.42","3,136,482,740.10","3,087,179,688.75","713,292,386.57","1,717,889,261.08","2,769,816,952.25","3,129,467,126.11","700,100,412.08","1,846,731,639.15","3,232,634,862.29","4,009,729,353.98","781,772,054.33","1,787,290,663.10","2,705,853,458.12","3,622,426,604.16","887,943,409.74","1,898,651,814.93","3,245,644,038.28","4,311,805,050.65"
偿还债务支付的现金,"404,890,000.00","702,450,000.00","358,210,000.00","490,680,000.00","763,329,247.65","82,500,000.00","217,500,000.00","340,500,000.00","471,400,000.00","201,140,000.00","694,500,000.00","938,413,600.00","1,037,859,319.00","404,803,146.23","791,922,537.42","1,231,922,537.42","1,721,922,537.42","591,300,000.00","936,300,000.00","1,638,300,000.00","2,249,800,000.00","489,336,000.00","873,370,689.33","1,301,473,589.33","1,773,000,000.00","386,700,000.00","927,700,000.00","1,342,700,000.00","1,887,700,000.00","480,000,000.00","860,000,000.00","1,525,000,000.00","2,202,956,400.00","372,000,000.00","994,000,000.00","1,584,000,000.00","2,315,000,000.00"
经营活动产生的现金流量净额,"44,925,846.09","52,920,389.03","143,478,823.18","144,652,270.52","114,517,578.04","-154,211,407.79","-99,805,900.68","-189,698,707.89","-193,379,125.87","-143,190,220.97","-201,863,165.34","-186,560,292.24","-48,643,965.36","-104,833,840.37","-43,647,720.32","-992,049.41","256,076,672.07","-96,715,156.97","45,273,955.01","-5,774,660.54","366,562,295.08","64,269,162.80","60,748,127.10","58,802,666.19","467,563,460.56","27,485,709.88","-46,267,063.43","-111,893,372.78","211,153,657.37","-79,917,568.07","82,124,431.34","323,108,158.27","385,640,933.80","-163,956,251.99","-204,608,219.91","-205,995,251.08","224,099,759.66"
分配股利、利润或偿还利息支付的现金,"80,735,542.00","34,562,610.75","69,215,086.21","72,854,268.75","79,511,766.78","3,075,796.14","94,520,435.55","99,122,895.80","107,273,781.66","8,331,148.47","115,446,200.46","134,325,545.03","147,924,293.92","19,846,986.31","140,711,902.36","159,603,896.30","178,704,651.92","16,506,806.61","149,783,340.29","167,740,181.91","192,285,822.67","15,626,191.58","157,768,101.11","176,358,334.40","193,912,967.63","13,174,422.23","29,234,427.79","170,535,341.90","193,535,189.20","12,803,830.40","30,005,266.50","130,986,076.95","148,703,732.38","5,441,113.76","16,100,939.43","142,995,335.51","160,737,901.34"
收回投资收到的现金,"55,479,889.59","57,584,600.80","10,589,703.26","12,657,325.87","26,965,590.01","16,165,711.49","17,497,597.50","18,829,910.00","28,597,672.50","415,020.69","5,393,887.50","5,393,887.50","8,324,787.50",,"620,050.00","1,033,007.38","1,069,100.00",,"806,243.84",,"589,140.66","8,000,000.00","8,700,000.00","8,700,000.00","3,778,833.72","1,647,087.00",,,,,"1,062,251.04","1,062,251.04",,,,"133,488.93","1,854,403.94"
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,940,000.00"
取得投资收益收到的现金,"6,679,989.18","344,800.00","817,702.55","555,388.80","6,978,433.06","324,149.85","617,503.78","913,359.75","2,002,968.57",,"509,922.75","1,495,862.94","2,524,392.45","11,416.00","867,619.23","844,168.00","1,089,738.31","128,685.56","145,192.20","1,425,648.82","1,424,733.56",,"108,269.01","1,560,400.00","3,454,788.20",,"1,933,672.00","1,933,672.00","2,229,340.39",,"2,218,751.85","2,297,571.04","2,229,256.00",,"4,646,573.94","10,875,526.24","9,706,797.74"
筹资活动现金流出小计,"485,625,542.00","737,012,610.75","427,425,086.21","563,534,268.75","842,841,014.43","85,575,796.14","312,020,435.55","439,622,895.80","578,673,781.66","209,471,148.47","809,946,200.46","1,072,739,145.03","1,185,783,612.92","424,650,132.54","932,634,439.78","1,391,526,433.72","1,900,627,189.34","607,806,806.61","1,086,083,340.29","1,806,040,181.91","2,442,085,822.67","504,962,191.58","1,031,138,790.44","1,477,831,923.73","1,966,912,967.63","399,874,422.23","956,934,427.79","1,513,235,341.90","2,081,235,189.20","492,803,830.40","890,005,266.50","1,655,986,076.95","2,351,660,132.38","377,441,113.76","1,010,100,939.43","1,726,995,335.51","2,478,677,901.34"
处置固定资产、无形资产和其他长期资产收回的现金净额,"472,568.50","13,730.23","53,000.00","53,000.00","53,000.00","4,500,000.00","4,535,000.00","4,535,000.00","4,535,000.00",,,,,,,,"299,039.83",,,,,,"66,561.15","66,561.15","66,561.15",,,,,,,,,"1,880.00","428,716.22","428,716.22","428,716.22"
筹资活动产生的现金流量净额,"37,274,458.00","22,267,533.77","123,298,226.39","64,959,043.85","513,496,823.64","84,424,203.86","55,979,564.45","118,377,104.20","316,371,271.44","56,068,851.53","177,278,756.54","276,948,142.25","266,845,560.39","-27,650,132.54","13,998,364.04","-35,633,055.60","-137,827,189.34","66,193,193.39","-126,083,340.29","45,959,818.09","-257,092,027.59","-69,862,191.58","51,561,209.56","85,128,076.27","-334,212,967.63","20,125,577.77","213,065,572.21","171,764,658.10","-28,278,789.20","-14,275,997.06","-36,477,433.16","-342,458,243.61","-401,660,132.38","110,333,493.63","403,899,060.57","367,004,664.49","35,322,098.66"
处置子公司及其他营业单位收到的现金净额,,,,,,,"9,767,762.50","9,767,762.50",,,,"143,987.88",,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-378.45,,,,,,,,,,,,,,,,,,,,,,,,"-1,803.77","1,818.06",-621.62,"24,831.69","33,929.64","-3,166.90","9,423.41","16,915.65","40,308.25","-4,137.05","-16,061.54","-25,915.51","-32,759.41"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"5,198,074.74",,,,,,,,,,"12,000,000.00","41,225,800.00","200,545,400.00","53,358,200.00","84,428,606.86","94,005,497.56","115,205,497.56",,,,"122,417,200.00","576,860.00",,,"195,983,941.92"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"62,632,447.27","57,943,131.03","11,460,405.81","13,265,714.67","33,997,023.07","20,989,861.34","32,417,863.78","34,046,032.25","35,135,641.07","415,020.69","5,903,810.25","7,033,738.32","16,047,254.69","11,416.00","1,487,669.23","1,877,175.38","2,457,878.14","128,685.56","951,436.04","1,425,648.82","2,013,874.22","8,000,000.00","20,874,830.16","51,552,761.15","207,845,583.07","55,005,287.00","86,362,278.86","95,939,169.56","117,434,837.95",,"3,281,002.89","3,359,822.08","124,646,456.00","578,740.00","5,075,290.16","11,437,731.39","207,973,859.82"
五、现金及现金等价物净增加额,"3,968,296.84","-10,315,394.12","188,267,186.67","64,612,769.14","440,713,425.06","-101,968,694.03","-124,508,174.40","-222,148,914.63","-93,953,528.50","-152,689,331.99","-126,461,475.04","-88,133,893.22","-58,234,133.98","-182,804,422.78","-131,278,023.15","-194,005,959.63","-63,791,453.92","-58,503,269.69","-127,022,283.17","-89,975,511.55","-37,739,479.72","-44,632,867.18","18,306,998.96","-16,409,299.86","-13,833,534.25","15,178,932.82","98,644,254.46","-36,753,735.27","63,936,287.51","-141,805,311.40","-35,019,648.21","-120,207,113.56","-35,815,002.89","-94,625,234.75","106,683,450.95","26,468,892.34","50,444,814.62"
购建固定资产、无形资产和其他长期资产支付的现金,"80,295,604.43","84,698,188.88","77,936,005.45","143,593,984.03","194,332,409.68","46,267,116.44","78,978,104.45","152,353,486.94","226,603,655.09","65,524,098.24","95,927,770.55","176,487,774.35","280,046,348.98","47,404,675.87","102,339,527.90","157,401,580.00","183,606,570.79","28,109,991.67","46,702,862.49","131,270,358.58","147,027,213.43","47,039,838.40","114,177,167.86","211,122,803.47","351,340,361.37","86,868,355.53","153,024,895.27","192,589,021.84","232,347,348.25","47,320,474.26","83,111,907.58","103,388,600.84","143,843,748.56","41,451,619.34","92,641,158.33","135,939,831.19","206,213,757.31"
期初现金及现金等价物余额,"68,515,055.45","72,483,352.29","62,167,958.17","62,167,958.17","62,167,958.17","502,881,383.23","502,881,383.23","502,881,383.23","463,704,297.95","369,750,769.45","413,799,359.21","369,750,769.45","369,750,769.45","311,516,635.47","311,516,635.47","311,516,635.47","311,516,635.47","247,725,181.55","247,725,181.55","247,725,181.55","247,725,181.55","209,985,701.83","209,985,701.83","209,985,701.83","209,985,701.83","196,152,167.58","196,152,167.58","196,152,167.58","196,152,167.58","260,088,455.09","260,088,455.09","260,088,455.09","260,088,455.09","224,273,452.20","224,273,452.20","224,273,452.20","224,273,452.20"
投资支付的现金,"60,568,471.64","58,748,259.07","12,034,263.26","14,670,275.87","26,965,590.01","6,904,235.00","34,121,597.50","32,519,856.25","20,991,873.57","458,885.00","11,853,105.94","9,067,707.20","12,436,634.72","2,927,190.00","776,808.20","1,856,450.00","892,244.00",,"461,471.44","315,959.34","2,196,408.00",,"700,000.00","770,000.00","3,687,445.11","571,104.36","1,491,016.29",,"4,060,000.00","288,105.11","845,165.11","845,165.11","638,820.00","125,460.00","5,025,460.00","10,012,505.76","14,700,000.00"
期末现金及现金等价物余额,"72,483,352.29","62,167,958.17","250,435,144.84","126,780,727.31","502,881,383.23","400,912,689.20","378,373,208.83","280,732,468.60","369,750,769.45","217,061,437.46","287,337,884.17","281,616,876.23","311,516,635.47","128,712,212.69","180,238,612.32","117,510,675.84","247,725,181.55","189,221,911.86","120,702,898.38","157,749,670.00","209,985,701.83","165,352,834.65","228,292,700.79","193,576,401.97","196,152,167.58","211,331,100.40","294,796,422.04","159,398,432.31","260,088,455.09","118,283,143.69","225,068,806.88","139,881,341.53","224,273,452.20","129,648,217.45","330,956,903.15","250,742,344.54","274,718,266.82"
