科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"119,727,541.36","104,944,983.90","122,887,752.40","87,543,051.03","61,679,337.30","248,123,383.48","137,137,554.55","138,196,429.53","116,049,518.60","156,920,704.88","119,365,147.69","118,004,324.09"
短期借款,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"33,709,600.00","34,782,531.31","4,589,800.00","19,061,045.00","12,671,493.00","47,848,844.67","56,340,346.67","82,779,953.68","87,042,139.68","62,159,307.78","58,404,194.88","31,705,570.19"
应付票据,"22,560,950.13","2,166,228.50","1,006,335.00","665,000.00",,,,,,"956,000.00","956,000.00",
应收账款,"273,086,689.39","256,998,020.78","269,486,551.20","286,954,185.06","298,206,521.03","350,809,014.81","335,826,950.62","336,290,478.71","330,950,162.95","349,275,663.59","380,348,347.62","415,745,508.08"
应付账款,"75,196,508.08","52,713,849.86","58,623,914.25","69,576,471.05","58,960,238.45","96,938,310.53","92,067,075.26","95,497,306.05","89,572,156.80","77,307,198.91","81,547,074.19","92,642,695.37"
预付款项,"19,925,451.82","15,891,494.76","9,335,370.11","11,854,309.80","10,606,470.79","10,353,012.20","22,848,952.17","10,845,889.37","31,981,553.17","34,711,579.02","53,171,271.88","62,906,244.53"
预收款项,"31,474,092.12","28,604,638.75","3,271,899.99","543,507.15","947,810.00","7,095,375.65","10,077,869.54","3,863,408.42","6,138,320.53","4,979,374.47","5,208,368.78","4,831,930.90"
其他应收款,"977,800.04","1,576,678.80","2,189,900.45","3,439,794.28","6,182,905.46","4,322,378.16","7,196,688.58","6,505,718.89","13,523,632.93","7,195,209.83","9,899,660.88","13,992,045.26"
应付职工薪酬,,,"7,680.00","468,883.32","502,214.84","2,342,904.30","751,453.38","842,974.77","870,667.17","2,124,439.38","1,119,496.07","1,197,656.32"
应收关联公司款,,,,,,,,,,,,
应交税费,"17,874,696.46","12,781,198.92","7,705,005.80","12,652,280.54","8,258,729.20","22,798,293.69","1,642,234.52","6,220,323.03","2,312,540.21","6,539,794.95","3,111,657.78","3,439,438.71"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"15,038,357.09","9,606,002.93","19,218,621.38","36,004,418.98","38,418,228.74","39,916,891.45","43,522,941.80","43,248,749.22","55,798,636.15","48,298,241.41","47,528,872.23","58,727,836.51"
其他应付款,"5,776,154.37","5,793,168.98","8,615,690.91","6,800,426.38","4,247,780.28","6,802,815.01","3,870,922.92","2,620,710.41","4,976,625.31","4,117,388.28","3,055,789.95","4,500,615.60"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"2,543,428.57","6,969,010.40","6,858,832.62","7,360,265.38","9,559,780.50","14,910,869.20","71,173,898.22","44,434,787.36","14,370,077.07","9,772,598.72","10,215,845.51","12,665,958.46"
其他流动负债,,,,,,,,,,,,
流动资产合计,"465,008,868.27","430,768,722.88","434,566,828.16","452,217,069.53","437,324,736.82","716,284,393.97","674,047,332.61","662,302,006.76","649,715,720.55","668,333,305.23","678,933,340.69","713,747,487.12"
流动负债合计,"152,882,401.16","102,059,085.01","79,230,525.95","90,706,568.44","72,916,772.77","135,977,699.18","108,409,555.62","109,044,722.68","103,870,310.02","96,024,195.99","94,998,386.77","106,612,336.90"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,"4,995,274.70","6,941,116.40","6,931,815.64","6,933,584.36","6,934,005.13","6,933,607.30","6,933,226.88","6,932,811.33","6,932,360.72",
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,"459,000.00",,,,,,,,
固定资产,"30,093,747.25","32,883,144.27","38,549,892.56","38,901,126.85","38,258,243.02","38,353,948.06","37,430,612.20","38,754,451.03","40,504,189.96","40,456,884.94","42,445,198.74","46,247,445.28"
递延所得税负债,,,,,,,,,,,,
在建工程,"1,028,623.60","10,004,860.60","3,474,025.31","1,507,164.61","1,513,567.41","1,423,347.93","1,700,262.48","3,654,019.18","3,824,561.29","14,104,610.75","11,110,537.09","19,809,471.95"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"3,110,000.00","3,110,000.00","2,798,999.96","3,050,666.60","2,487,999.92","6,137,333.24","6,033,666.56","5,929,999.88","11,636,333.20","11,532,666.52","11,428,999.84","8,573,559.16"
固定资产清理,,,,,,,,,,,,
负债合计,"155,992,401.16","105,169,085.01","82,029,525.91","93,757,235.04","75,404,772.69","142,115,032.42","114,443,222.18","114,974,722.56","115,506,643.22","107,556,862.51","106,427,386.61","115,185,896.06"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"85,170,000.00","85,170,000.00","85,170,000.00","85,170,000.00","85,170,000.00","113,560,000.00","113,560,000.00","113,560,000.00","113,560,000.00","113,560,000.00","113,560,000.00","113,560,000.00"
油气资产,,,,,,,,,,,,
资本公积,"129,620,602.42","129,620,602.42","129,620,602.42","129,620,602.42","129,620,602.42","282,398,171.49","282,398,171.49","282,398,171.49","282,398,171.49","274,480,158.74","283,380,558.74","285,338,037.02"
无形资产,"15,715,128.98","14,038,035.59","12,038,149.44","13,499,195.90","12,919,430.68","13,821,338.04","13,481,271.38","13,315,365.08","12,970,832.75","25,931,922.71","25,246,642.27","26,544,852.97"
盈余公积,"9,414,475.71","9,921,638.72","15,497,973.44","15,497,973.44","15,497,973.44","26,886,501.71","26,886,501.71","26,886,501.71","26,886,501.71","30,266,949.60","30,266,949.60","30,266,949.60"
开发支出,,,,,,"5,464,211.13","9,577,600.73","14,308,150.60","18,071,757.53","13,717,666.18","21,510,087.20","28,593,387.00"
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"153,277,017.72","177,597,144.76","193,689,593.77","199,950,054.43","202,566,746.47","224,685,792.62","215,580,717.61","208,819,446.70","211,908,944.79","236,741,523.54","242,459,127.56","242,254,188.01"
长期待摊费用,"16,450,631.36","14,117,832.71","11,827,967.25","12,666,179.84","11,956,474.28","12,195,367.62","11,453,528.76","10,790,743.94","10,068,261.29","9,322,451.16","8,746,796.86","12,801,738.85"
少数股东权益,,,"7,864,613.12","11,075,071.51","10,465,497.02","15,102,652.70","14,562,347.64","15,434,481.88","15,678,020.23","39,078,857.79","44,678,077.27","76,324,439.79"
递延所得税资产,"5,177,497.55","4,333,422.04","6,281,610.42","7,457,585.59","7,916,395.49","8,137,714.07","8,407,475.94","9,102,640.76","10,096,011.57","8,855,606.40","8,931,664.05","9,787,016.32"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,"1,332,452.82","2,138,560.82","1,881,498.12","1,904,928.70","2,134,245.76","4,398,871.40","2,912,339.69","13,753,719.62","14,029,093.48","16,915,472.16","5,398,110.99"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"68,465,628.74","76,709,748.03","79,305,480.50","82,853,867.31","81,400,855.22","88,463,756.97","93,383,628.02","99,771,317.58","116,222,560.89","133,351,046.95","141,838,759.09","149,182,023.36"
所有者权益(或股东权益)合计,"377,482,095.85","402,309,385.90","431,842,782.75","441,313,701.80","443,320,819.35","662,633,118.52","652,987,738.45","647,098,601.78","650,431,638.22","694,127,489.67","714,344,713.17","747,743,614.42"
资产总计,"533,474,497.01","507,478,470.91","513,872,308.66","535,070,936.84","518,725,592.04","804,748,150.94","767,430,960.63","762,073,324.34","765,938,281.44","801,684,352.18","820,772,099.78","862,929,510.48"
负债和所有者(或股东权益)合计,"533,474,497.01","507,478,470.91","513,872,308.66","535,070,936.84","518,725,592.04","804,748,150.94","767,430,960.63","762,073,324.34","765,938,281.44","801,684,352.18","820,772,099.78","862,929,510.48"
