科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"31,996,800.62","161,125,637.89","445,376,428.13","394,534,663.74","5,663,351,062.46","5,914,570,955.41","6,258,643,300.42","6,582,550,777.43","6,295,004,983.46","6,894,082,563.37","6,773,837,875.03","7,222,836,819.17","6,682,710,331.68","6,775,256,214.65","6,588,480,677.31","6,360,496,625.30","5,935,693,138.46","6,155,384,341.07","6,050,275,614.08","6,194,660,658.36","5,118,858,864.31","4,640,657,877.86","4,126,016,460.93","4,751,976,279.33","4,403,866,837.97","6,106,076,071.01","4,186,146,904.78","4,300,240,969.87","4,166,169,544.31","4,254,652,160.74","4,548,388,929.50","4,110,166,230.95","4,089,814,242.23","4,077,675,417.15","3,495,559,006.61","3,495,473,266.66","2,055,549,077.32"
短期借款,,"122,417,418.86","180,000,000.00","180,000,000.00",,,,,,,,,,,"73,163,220.00",,,,,,"544,302,089.03","477,274,812.31","2,841,266.17","45,912,945.00",,"16,633,076.80","50,000,000.00",,"30,503,520.00","597,203,505.07","462,747,770.00","474,208,731.18","479,053,831.25","922,100,691.39","1,361,047,500.00","1,340,262,886.54","1,482,672,585.89"
交易性金融资产,,,,,,,"-6,878.07","12,918.88","185,900.00","1,799,600.00","1,041,964.00","45,520.00",,,"529,830.00",,"6,392.40","901,000.00","629,425.00",,"692,342.22","1,457,992.00","391,000.00",,"150,570.00",,,,,,"13,401,716.08","451,671.85",,,,,
交易性金融负债,,,,,,,,,,,,,"3,140,290.00","160,950.00",,,,,,,,,,,,"2,231,400.00","3,231,170.00","1,946,140.00","4,318,730.00","7,742,167.50","6,414,100.00",,,,,,"3,289,101.93"
应收票据,,,,,,,,,,,,,,,,,"383,750.00",,,,,,"6,091,295.20","8,156,016.00","37,583,666.00","10,529,400.00","5,672,318.20","11,898,520.00","10,663,479.40","6,623,524.08","79,105,824.68","79,398,520.00","77,421,140.00","3,832,139.94","131,096,447.98","134,710,397.93","145,795,337.00"
应付票据,,,,,,,,,,,"415,352.80","615,352.80","239,500.00","39,500.00","356,256.30","356,256.30","437,715.69","437,715.69","262,551.87","693,124.47","430,572.60","198,634.20","851,111.89","652,477.69","422,042.00","607,221.26","185,179.26",,"464,484.70","2,365,649.37","2,077,729.27","445,340.53","332,324.83","2,624,508.84","3,343,678.44",,"5,560,371.60"
应收账款,"82,377,237.75","106,054,103.21","197,730,038.92","143,376,612.23","215,122,340.44","206,878,830.21","291,017,325.48","281,971,241.74","642,016,306.55","258,929,442.06","305,412,694.23","166,398,114.97","243,069,427.50","258,677,156.23","353,798,645.01","378,952,900.40","337,144,091.87","196,044,626.51","196,025,543.07","219,000,536.61","463,776,692.76","357,040,289.77","383,460,679.28","508,197,948.93","451,587,744.88","349,001,115.95","461,040,388.87","477,153,645.60","416,306,760.06","376,261,704.52","481,427,662.06","461,864,264.55","463,051,790.08","595,784,791.09","760,239,700.86","798,640,332.79","1,035,545,411.30"
应付账款,,"10,444,930.88","583,065.73","583,065.73","475,664.94","633,575.78","18,093,941.93","610,712.16","504,657.35","735,649.97","1,629,997.85","8,671,354.92","22,918,966.89","21,926,000.64","52,646,603.96","23,793,120.31","22,576,450.71","24,506,584.59","72,598,338.82","40,850,045.37","70,788,880.69","57,518,218.31","98,303,625.86","79,608,192.16","71,334,038.22","76,087,659.93","98,578,364.23","91,786,537.69","74,151,397.96","76,307,175.42","70,869,580.63","129,149,418.56","137,990,960.05","114,693,644.66","139,347,982.25","118,228,847.65","151,831,177.18"
预付款项,"2,668,381.29","1,665,118.13","29,577,515.34","55,827,257.22","35,094,513.61","50,787,121.47","24,752,546.04","83,464,982.70","93,723,019.89","115,275,255.19","52,196,285.54","104,720,989.60","115,218,336.32","153,046,437.07","64,784,443.21","104,814,462.30","89,450,933.66","80,785,098.96","44,849,969.11","74,122,575.89","50,652,675.23","47,284,054.13","55,515,998.15","45,829,592.48","51,509,037.07","65,475,976.70","97,828,760.75","128,816,986.46","91,847,523.57","101,894,806.30","114,790,275.44","194,952,194.51","338,061,311.65","315,311,489.20","255,175,986.33","272,667,997.02","263,175,933.89"
预收款项,,"31,308,616.13","15,934,935.61","11,409,284.79","20,652,299.45","21,000,372.58","8,463,808.56","17,247,138.95","7,215,968.68","3,555,563.86","215,904.97","232,178.08","216,500.86","66,771.26","107,052.44","4,168,231.22","177,463.43","204,159.85","1,415,344.14","1,959,721.69","3,254,524.78","2,252,737.21","10,932,216.42","4,487,540.85","3,912,697.35","4,456,860.53","25,833,540.86","29,559,998.65","33,022,256.98","32,734,160.94","39,918,929.43","53,777,187.19","38,366,337.05","51,045,963.54","50,833,608.46","54,035,081.25","59,879,842.48"
其他应收款,"8,072,276.80","1,865,124.25","3,067,560.65","3,832,982.05","193,689,217.17","144,054,186.37","204,656,316.02","92,249,636.55","28,249,212.78","6,300,202.76","60,184,886.30","57,667,902.66","53,151,747.61","32,513,327.08","97,187,180.76","74,418,414.42","36,739,809.37","20,444,788.19","31,658,182.17","8,118,803.52","13,704,711.39","11,973,944.08","7,834,679.62","14,940,585.14","10,086,582.90","17,363,873.78","39,598,910.62","39,826,936.25","31,383,053.98","25,454,542.90","20,824,697.53","47,689,237.36","26,566,513.91","40,643,928.34","96,470,898.52","94,847,317.59","100,688,078.00"
应付职工薪酬,"1,763,140.00","4,345,503.45","2,633,278.73","1,012,474.65","619,293.99","642,807.65","15,023,256.13","659,122.92","507,882.95","517,942.43","23,398,318.74","15,433,162.77","328,246.86","358,840.42","24,365,507.01","14,391,830.33","320,321.39","350,122.31","24,387,434.64","175,278.85","32,568,968.27","7,892,977.88","45,752,696.84","20,185,532.66","29,391,728.31","37,147,712.98","59,164,416.30","41,196,899.94","25,318,799.18","29,354,065.70","59,524,565.44","45,654,045.12","43,383,264.29","58,917,062.68","81,165,534.33","47,666,456.48","65,376,282.62"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,247,257.07","8,446,867.42","-1,235,913.27","-50,838,264.75","37,837,966.29","-15,648,381.61","46,934,154.61","29,344,668.71","34,017,759.52","469,300.27","10,667,495.28","37,389,895.18","1,785,688.90","25,851,130.25","16,853,566.57","38,909,282.17","23,157,528.27","15,884,408.73","27,352,235.36","27,827,379.78","22,354,262.66","30,670,183.02","12,417,418.38","58,556,430.25","20,387,326.58","27,527,494.97","37,453,414.05","56,656,286.58","7,976,731.03","9,855,024.99","23,257,834.51","7,702,400.63","11,366,161.78","5,944,844.37","18,428,984.48","9,520,413.45","39,102,714.63"
应收利息,,,,,,,"19,350,062.38","23,033,451.71","39,834,106.48","25,551,484.56","67,711,788.29","58,868,959.01","111,305,749.36","56,081,874.15","94,103,172.80","109,206,557.12","136,839,357.05","95,271,549.10","126,211,897.32","149,084,804.54","192,739,432.09","23,249,244.07","60,614,767.71","99,129,063.68","145,325,407.77","27,630,329.30","52,459,518.53","71,954,510.34","89,184,202.70","120,586,395.50","138,016,978.25","152,298,410.66","168,323,844.32","185,606,301.45","202,848,820.85","214,288,623.53","152,176,654.37"
应付利息,,,"256,500.00",,,,,,,,,,,,,,,,,,"8,382,691.32","8,343,768.31","8,297,747.97","7,725,957.06","8,148,666.68","10,367,046.23","9,958,785.22","9,847,732.02","7,786,050.80","8,055,798.25","17,756,169.22","20,735,323.78","28,843,458.08","36,773,640.46","15,277,152.40","24,068,383.50","34,501,928.69"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"22,000,000.00","10,000,000.00",,,,,,,"90,000,000.00","81,000,000.00",,,"44,766,002.75",,,,"27,069,863.97",,,,"193,141,518.71",,,,"2,531,406.41",,,,"363,413,427.36",,,,"242,204,194.75",,,,"43,596,755.06"
