科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"3,204,439,710.46","6,268,887,123.34","9,862,467,400.58","13,749,322,791.27","2,583,242,303.51","5,304,332,005.74","3,243,226,337.89","3,996,617,579.44","1,179,606,826.77","2,260,399,343.63","3,425,346,588.81","4,641,031,791.69","1,257,509,443.44","2,451,689,931.19","3,725,547,174.34","5,081,705,401.90","1,396,783,841.48","3,093,351,935.36","4,340,317,686.86","5,909,882,616.07","1,867,085,236.16","3,361,023,374.35","5,414,027,199.48","7,965,083,048.42","2,930,847,966.00","8,504,338,863.87","12,461,498,773.26","16,271,441,218.47","3,751,898,937.08","9,122,928,526.50","13,846,620,170.41","18,383,074,240.87","4,093,522,494.10","10,321,101,553.60","15,174,153,910.29","17,867,969,027.29","3,791,194,321.87","8,748,923,614.83","13,423,052,755.44","17,268,366,583.98","3,969,964,906.47","8,420,269,278.47","12,296,202,127.25","16,326,273,474.22"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,512,691.75","-8,512,691.75",,,,,,,,,
收到的税费返还,"3,841,225.15","7,468,765.78","10,618,032.77","13,966,422.71","4,425,073.33","6,236,769.18","7,929,837.58","10,248,881.35","3,337,878.98","6,138,551.96","7,720,808.28","16,979,282.52","3,960,507.34","5,969,958.31","10,310,342.24","25,859,778.69","4,806,464.97","16,318,911.01","25,073,690.04","31,845,310.05","6,710,009.23","16,745,366.97","20,980,967.07","31,258,742.57","20,333,293.29","33,108,380.28","45,184,538.29","52,794,028.43","16,404,661.13","31,230,367.47","71,897,470.73","88,732,044.70","15,646,352.99","32,968,968.27","41,521,384.36","45,695,445.23","2,178,759.92","4,036,656.18","4,316,234.92","8,491,189.51","2,210,315.43","3,425,619.33","4,464,593.89","7,908,303.56"
支付其他与投资活动有关的现金,"278,873.89","559,402.66","850,826.59","1,142,477.00","326,193.13","628,823.65","100,870,244.86","393,313,217.55","62,897,528.58","63,055,359.98","63,216,066.05","63,350,921.95","113,602.05","3,262,145.71","23,418,995.53","3,541,527.72","15,693,259.84","25,729,814.80","25,884,592.32","31,094,387.83","2,150,000.00","4,402,800.08","4,551,420.51","5,840,450.25","565,089.93","1,561,217.09","2,311,125.07","2,940,358.55","530,894.64","1,161,069.35","1,759,262.18","3,106,967.19","777,540.54","233,927,754.15","75,493,146.72","6,548,528.33","824,259.41","1,990,385.70","1,990,385.70","1,990,385.70",,,,
收到其他与经营活动有关的现金,"16,509,487.16","36,222,145.11","84,180,745.95","105,561,428.88","23,831,495.11","47,188,467.25","69,072,964.96","116,926,774.21","18,674,165.89","41,071,039.65","65,631,432.89","90,972,240.42","24,916,254.44","67,244,489.14","97,687,261.40","139,804,888.26","25,088,580.61","54,400,365.86","83,032,571.05","116,722,037.36","32,549,732.87","68,285,257.16","107,670,561.53","155,483,462.84","27,445,154.14","101,973,406.74","170,742,563.10","299,465,582.00","59,527,355.87","145,387,628.34","240,719,091.18","439,889,890.67","72,246,663.36","180,445,054.55","305,904,325.25","610,840,441.51","598,174,630.20","822,342,867.15","955,804,584.72","1,231,074,991.51","122,569,936.11","285,268,625.48","351,459,037.36","604,730,654.18"
投资活动现金流出小计,"23,585,700.73","42,892,546.02","84,571,716.80","123,829,343.30","58,912,276.39","135,589,766.73","273,150,531.92","574,858,822.26","89,692,952.01","95,278,189.34","111,733,418.16","528,621,410.26","126,291,822.56","438,319,975.75","777,751,398.96","1,234,614,033.03","250,154,207.59","235,751,166.80","249,411,222.59","269,956,892.50","11,384,381.52","26,002,399.44","42,542,595.14","58,448,922.51","19,666,482.58","244,368,153.50","323,194,721.23","357,335,960.80","125,996,974.69","212,370,963.91","293,689,672.73","356,754,590.75","64,176,419.19","341,727,742.26","753,741,643.34","889,290,356.61","105,287,565.47","167,426,732.47","208,481,869.58","300,017,312.40","28,912,425.44","2,324,904,149.64","2,382,536,943.16","5,045,216,109.50"
经营活动现金流入小计,"3,224,790,422.77","6,312,578,034.23","9,957,266,179.30","13,868,850,642.86","2,611,498,871.95","5,357,757,242.17","3,320,229,140.43","4,123,793,235.00","1,201,618,871.64","2,307,608,935.24","3,498,698,829.98","4,748,983,314.63","1,286,386,205.22","2,524,904,378.64","3,833,544,777.98","5,247,370,068.85","1,426,678,887.06","3,164,071,212.23","4,448,423,947.95","6,058,449,963.48","1,906,344,978.26","3,446,053,998.48","5,542,678,728.08","8,151,825,253.83","2,978,626,413.43","8,639,420,650.89","12,677,425,874.65","16,623,700,828.90","3,827,830,954.08","9,299,546,522.31","14,159,236,732.32","18,911,696,176.24","4,181,415,510.45","10,534,515,576.42","15,521,579,619.90","18,524,504,914.03","4,391,547,711.99","9,575,303,138.16","14,383,173,575.08","18,507,932,765.00","4,094,745,158.01","8,708,963,523.28","12,652,125,758.50","16,938,912,431.96"
投资活动产生的现金流量净额,"-23,575,528.85","-10,448,428.27","-52,040,276.75","-100,687,260.49","-10,368,513.62","-37,211,841.17","-24,508,300.38","-224,718,545.69","-81,996,566.32","7,881,145.26","73,450,640.98","101,159,868.70","1,587,850.79","27,526,575.86","-8,840,952.30","24,138,282.19","-21,504,701.27","-229,182,466.57","-239,375,580.45","-220,526,550.96","1,697,920.39","30,312.54","-15,691,684.11","11,430,487.29","-19,663,028.16","-241,033,947.04","-296,312,653.70","-323,699,614.46","-85,205,947.03","-170,481,042.42","-250,641,211.10","-287,420,455.78","-15,293,011.92","-291,747,683.32","-700,465,569.02","-806,004,088.64","-105,062,908.77","-160,547,519.45","-190,286,873.30","-249,157,779.79","-13,275,390.22","-1,867,172,538.92","-1,537,015,636.64","-2,440,643,697.56"
购买商品、接受劳务支付的现金,"2,749,595,962.98","5,248,851,460.55","8,296,629,263.00","11,218,803,514.06","2,220,709,370.63","4,415,522,131.49","2,199,458,542.84","2,629,352,217.36","795,384,734.91","1,424,009,253.63","2,197,264,810.19","2,973,601,214.92","966,997,284.84","1,784,883,889.65","2,772,765,882.95","3,656,222,478.80","1,075,363,542.45","2,320,076,762.29","3,347,840,707.69","4,492,360,143.46","1,396,308,012.36","2,022,987,629.72","3,500,576,973.20","5,344,104,391.29","1,628,707,684.88","4,378,555,368.55","6,918,680,335.67","9,357,283,231.90","2,040,661,896.12","4,721,355,867.69","7,213,895,890.97","9,972,970,207.67","2,337,840,606.88","5,481,050,138.99","8,073,265,278.50","8,852,549,283.79","1,830,956,193.14","4,175,481,534.21","6,388,681,203.25","8,705,625,607.36","1,740,733,812.71","3,879,767,881.34","4,921,722,927.91","6,961,089,578.68"
吸收投资收到的现金,,,,"100,860,137.00","47,328,101.46","52,328,101.46",,,,,,,,,,,,,,"900,000.00",,"1,300,000.00","2,200,000.00","9,025,000.00",,"1,342,300.00","2,542,300.00","7,151,685.03","4,365,919.00","4,365,919.00","4,665,919.00","15,265,919.00",,"2,940,000.00","11,760,000.00","11,760,000.00","100,000.00","100,000.00","7,876,087,481.43","7,869,146,528.33","2,940,000.00","10,320,000.00","10,320,000.00","14,220,000.00"
