科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"282,691,338.39","256,330,890.32","259,266,717.97","469,619,797.78","310,974,575.85","331,717,786.24","322,101,342.19","290,738,788.93","331,412,749.64","333,003,830.58","317,012,949.65","540,275,978.96","1,362,051,912.15","1,144,203,594.65","1,121,784,193.98","1,295,529,843.89","1,241,138,484.22","1,219,082,135.83","1,098,749,570.26","1,105,632,375.93","782,660,166.85","865,075,121.45","888,502,113.20","1,033,829,414.80","715,626,889.84","1,048,292,743.13","990,159,267.29","1,183,545,544.29","885,646,448.51","1,004,314,580.38","1,139,283,097.25","1,033,632,634.62","1,034,817,658.22","1,378,780,730.68","1,274,568,894.44","1,355,795,291.92","1,371,782,352.37","1,277,956,650.93","1,209,656,209.28","1,396,362,614.59","1,330,615,713.65","1,380,708,226.05","1,179,260,496.69","3,402,080,514.14","2,178,619,198.56","2,105,238,430.86"
短期借款,"100,980,000.00","196,515,055.00","284,219,919.20","537,505,605.90","642,425,852.81","685,072,758.60","889,748,730.93","726,965,436.45","560,162,631.76","548,051,067.71","497,060,887.47","206,663,069.91","144,064,055.83","50,781,994.38","46,743,454.69","62,179,487.59","64,916,796.17","96,900,165.11","108,644,882.39","126,297,930.59","179,012,867.09","305,204,167.68","541,009,854.17","609,139,228.45","578,329,073.01","658,486,368.43","546,708,955.87","524,386,813.57","594,904,974.88","660,338,265.85","673,831,015.77","640,334,074.29","681,362,149.56","1,046,679,908.11","1,089,326,065.89","1,113,129,682.86","1,082,568,537.43","646,843,410.97","620,694,805.20","1,535,875,257.11","1,976,409,621.70","2,137,141,093.66","2,024,323,884.10","2,431,833,575.77","1,334,562,565.92","1,318,838,233.11"
交易性金融资产,"223,569.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"278,537.55","294,901.19","301,260.77",,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"23,295,641.36","39,469,497.69","23,679,617.93","50,648,478.45","57,343,800.00","65,639,340.00","68,072,900.00","90,006,018.00","36,994,332.00","77,197,960.40","119,900,304.24","63,379,884.00","81,548,701.29","112,115,000.00","166,137,781.60","135,402,579.27","106,442,912.17","224,510,901.28","141,753,508.10","294,404,743.17","169,801,236.39","193,945,284.11","147,329,012.14","136,178,906.20","165,029,775.78","178,343,284.57","225,282,796.71","145,966,724.26","225,483,735.49","311,564,173.56","163,087,002.35","257,070,495.82","296,489,322.33","429,057,498.10","419,361,597.63","439,050,985.56","368,184,632.16","658,756,082.45","646,746,532.12","604,948,034.83","584,122,930.55","569,034,699.65","394,487,336.24","508,018,995.59","621,138,205.58","673,008,817.27"
应付票据,"7,552,952.60","11,780,000.00","14,829,254.28","19,102,050.90","108,128,265.66","216,679,046.73","99,934,213.91","116,187,570.56","115,230,199.55","197,147,484.15","191,799,069.61","100,147,375.60","81,532,975.60","101,650,975.54","135,442,502.58","149,395,000.00","101,541,605.00","101,365,996.00","157,329,996.00","148,076,263.09","129,082,349.90","159,341,835.25","172,661,161.31","175,527,809.27","151,903,823.54","167,775,237.12","260,157,382.72","226,800,662.22","266,928,449.47","244,650,766.87","318,302,056.05","177,233,919.71","418,351,040.15","187,742,766.47","409,671,640.00","241,012,744.77","255,444,433.33","499,586,705.95","509,315,589.32","520,973,352.74","609,843,101.77","477,492,824.64","465,036,542.57","496,663,948.36","580,476,208.19","584,163,845.32"
应收账款,"264,013,771.35","226,687,251.81","286,947,361.96","384,707,344.88","368,524,943.66","375,186,358.69","371,054,682.89","272,540,136.09","324,052,614.65","460,229,162.30","461,450,986.16","337,704,789.26","332,815,496.89","374,125,304.30","500,660,347.17","387,842,913.67","484,530,119.67","457,113,487.36","600,533,928.91","347,311,188.87","685,930,573.39","548,700,923.51","600,919,193.26","821,471,684.94","1,215,645,166.82","1,105,038,155.81","1,292,376,663.78","1,177,662,337.75","1,633,440,674.73","1,567,203,883.18","1,496,850,069.61","1,411,099,443.07","1,833,216,674.06","1,807,320,654.76","1,651,194,083.15","1,807,899,659.27","2,104,613,708.95","2,042,722,613.70","2,058,711,177.36","2,621,049,384.93","2,847,630,704.79","2,410,378,633.62","2,512,424,698.31","2,679,309,397.61","2,481,728,613.70","2,493,304,316.62"
应付账款,"374,400,885.07","481,482,006.99","563,939,627.28","603,904,860.43","531,520,157.27","615,788,299.47","494,579,899.11","374,620,773.75","471,960,117.22","652,389,401.68","607,267,608.98","452,634,402.35","581,139,784.43","596,465,990.29","585,443,055.54","604,949,232.65","595,431,411.82","582,046,874.67","588,627,037.78","735,268,374.86","870,995,999.79","928,304,071.42","856,986,276.69","931,722,486.23","1,114,656,875.70","1,154,849,000.18","1,333,845,166.10","1,371,400,048.43","1,537,306,872.72","1,587,201,555.62","1,351,893,575.10","1,613,514,680.86","1,733,336,474.29","1,887,961,490.91","1,796,122,521.55","1,978,332,051.41","1,911,607,980.61","2,122,382,356.77","2,228,772,630.24","2,700,840,704.88","2,555,076,626.85","2,631,962,854.01","2,558,669,284.20","2,837,896,598.38","2,502,031,223.85","3,114,670,054.82"
预付款项,"239,672,157.67","203,433,273.68","156,509,204.60","125,649,299.26","149,040,554.04","155,760,333.09","126,990,490.38","45,769,017.07","49,877,345.95","74,054,233.04","88,459,561.23","29,757,408.43","44,760,536.94","84,730,326.28","104,114,837.80","81,255,917.83","99,039,030.09","135,715,779.43","134,175,824.87","114,705,597.27","147,093,828.97","204,260,475.37","176,072,851.14","83,996,253.17","101,662,971.18","92,032,723.24","80,519,207.42","121,783,258.87","117,112,758.19","207,001,165.98","288,997,031.76","295,692,030.79","275,282,120.64","292,706,047.23","294,343,305.09","249,376,819.31","195,468,851.80","199,107,205.26","233,622,812.44","228,016,713.41","224,303,341.92","230,570,277.89","203,382,881.25","302,090,209.12","240,316,736.51","341,272,724.47"
预收款项,"237,356,728.31","180,546,908.90","52,561,212.50","93,267,661.45","109,800,962.83","166,885,424.40","178,934,452.49","136,651,492.60","80,254,971.58","33,621,462.07","106,254,517.99","15,576,822.72","15,372,129.23","20,996,977.74","17,378,373.72","24,334,743.86","21,633,520.48","26,368,195.34","27,613,142.10","40,667,842.96","45,421,944.65","3,108,521.77","33,816,965.62","31,675,979.27","28,153,886.74","33,862,515.15","52,479,579.93","71,501,013.63","76,245,466.88","52,385,078.69","44,379,134.84","46,846,941.46","42,316,821.68","99,125,443.34","73,630,374.68","99,587,418.59","103,755,625.83","136,025,062.08","124,304,537.13","53,280,779.67","113,855,142.99","71,749,673.82","29,288,155.37","42,097,728.34","50,163,107.86","37,667,737.43"
