科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
货币资金,"323,446.31","322,792.40","322,792.41","334,572.16","336,008.72","333,359.30","367,659.02","333,425.16","334,566.85","175,237.50","175,236.54","333,037.93","333,037.93",,,"6,534.72","3,110.01",102.59,410.05,"2,902.11",159.45,"7,296.67","12,332.38","6,240.21","10,710.30","16,717.28","20,352.35","8,977.35","5,989.68",942.81
短期借款,"137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","137,171,032.99","135,929,557.99","135,929,557.99","135,929,557.99","135,929,557.99","135,929,557.99","128,772,161.99","130,499,557.99","130,499,557.99","130,499,557.99","130,499,557.99","130,499,557.99","130,499,557.99","130,499,557.99","130,499,557.99","130,499,557.99","130,499,557.99","111,370,047.99"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付账款,"2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00",,,,,,,,,,,,,,,,,,,,,,,
预付款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预收款项,"95,742,192.51","99,358,810.33","102,788,270.15","1,040,225.00","1,040,225.00","1,040,225.00","1,040,225.00","1,049,771.00","1,040,225.00","1,097,771.00","1,097,771.00","1,997,771.00","1,040,225.00","57,546.00","57,546.00",,,,,,,,,,,,,,,
其他应收款,"21,358,581.86","20,903,713.59","20,780,517.59","21,522,408.72","21,406,344.72","21,109,141.32","19,851,710.91","21,745,797.90","21,762,994.90","20,502,755.61","20,236,247.59","21,821,406.77","21,895,157.08","19,822,526.45","19,580,225.44","19,824,313.58","19,816,648.96","19,824,313.58","19,804,769.04","19,802,467.95","19,836,247.95","19,620,944.75","19,654,594.75","19,803,287.95","19,839,367.95","19,645,818.31","19,691,197.31","19,947,914.27","19,983,894.27","118,654.64"
应付职工薪酬,"706,130.94","649,153.20","641,252.04","935,957.72","608,733.04","874,210.58","1,027,520.66","999,091.78","997,429.93","1,000,324.72","985,046.20","1,024,091.78","999,091.78","1,079,473.05","996,148.05","1,060,853.88","996,148.05","996,148.05","996,148.05","1,090,280.13","996,148.05","996,148.05","996,148.05","996,148.05","996,148.05","996,148.05","996,148.05","996,148.05","996,148.05","996,148.05"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,072,992.25","2,062,542.97","2,078,103.87","2,065,151.74","2,059,405.96","2,080,421.41","2,066,866.35","2,064,198.42","2,051,347.96","2,040,613.29","2,038,138.36","2,039,914.15","2,034,874.03","2,073,751.86","2,070,050.21","2,061,685.51","2,047,134.37","2,060,392.75","2,061,959.57","2,061,844.09","2,061,854.84","2,061,901.70","2,064,079.76","2,063,948.11","2,048,104.88","2,048,266.39","2,061,814.95","2,061,719.79","2,061,688.31","2,060,999.38"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,12.05,12.05,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
