科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"26,846,831.92","55,472,924.82","36,946,830.54","797,422,965.66","749,423,393.37","652,898,961.01","656,579,072.56","617,222,037.98","576,437,157.49","585,839,506.88","535,232,179.94","488,514,230.83","420,092,937.91","325,024,540.85","299,093,120.09","298,341,341.21","269,118,016.70","198,732,526.24","206,713,926.14","376,721,565.65","445,317,471.05","466,409,282.80","543,120,498.64","558,785,377.81","249,905,142.98","256,859,026.52"
短期借款,"25,400,000.00","21,000,000.00",,"10,000,000.00",,,"20,000,000.00",,,,,,"56,580,000.00","3,000,000.00",,,"80,000,000.00","80,000,000.00","75,600,000.00","75,600,000.00","155,600,000.00","175,600,000.00","152,630,000.00","150,000,000.00","50,000,000.00","30,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"50,000.00","2,500,000.00","7,130,000.00","8,690,000.00","2,000,000.00","12,000,000.00","16,120,000.00","18,113,916.07","30,050,000.00","12,670,000.00","7,000,000.00","17,250,000.00","27,469,013.00","2,631,602.31","10,280,588.83","14,299,535.56","19,347,933.25","7,867,213.25","5,373,445.66","6,887,225.00","6,550,000.00","11,551,019.63","31,490,269.63","33,349,250.00","26,789,175.40","19,786,175.40"
应付票据,,,,,,,,,,,,,,,"5,834,279.15","1,101,602.31",,,"35,896,878.00","30,006,318.00",,,,,,
应收账款,"105,005,362.20","158,855,295.90","222,585,279.09","224,537,212.59","204,836,379.42","204,785,975.89","360,030,356.26","356,134,168.36","348,996,790.04","344,572,441.68","420,663,609.65","373,402,221.26","376,225,722.73","413,192,147.71","469,603,645.06","414,591,617.85","503,441,317.97","514,124,573.45","508,653,712.08","474,311,652.19","514,778,437.04","493,129,614.43","542,368,702.97","554,874,217.27","580,227,925.50","545,118,770.33"
应付账款,"5,785,094.00","11,154,840.23","7,968,250.00","6,983,803.20","2,140,475.00","5,014,662.64","13,209,038.56","22,696,950.22","24,152,004.60","20,181,420.48","73,683,240.32","17,823,379.82","40,978,211.71","42,906,418.41","52,572,648.35","42,793,876.42","185,625,954.35","138,037,081.92","97,998,417.52","93,425,364.81","143,074,211.07","113,515,328.03","142,934,025.47","153,962,082.49","135,494,654.15","115,459,022.99"
预付款项,"2,260,094.00","1,392,881.18","8,544,543.80","20,505,658.69","39,540,692.20","40,801,561.48","21,697,311.38","25,681,981.99","30,229,343.68","28,970,551.05","32,301,323.37","45,502,582.01","107,154,833.34","133,689,662.48","107,196,054.28","126,695,009.82","114,225,756.94","120,381,091.28","51,831,611.70","166,854,855.00","31,087,527.74","30,308,248.91","24,355,383.00","60,534,739.90","64,185,082.29","624,781,052.76"
预收款项,,,,"2,548,422.32","3,016,631.83","229,500.00","417,955.00","191,455.00","2,971,955.00","2,211,190.10","2,114,430.00","3,824,516.00","3,495,526.00","4,742,138.00","468,788.00","615,788.00","2,552,999.13","6,090,662.30","2,531,614.33","2,207,854.33","2,922,059.08","2,697,158.93","356,155.67","7,978,985.67","14,539,917.39","320,098,336.07"
