科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"288,655.02","371,960.98","995,109.17","5,190,374.67","6,250,664.07","8,027,202.51","6,810,922.37","7,730,362.16","6,969,893.74","7,320,364.36","10,430,969.80","13,341,751.90","18,283,284.94","22,764,791.91","28,952,943.83","34,661,031.95","33,418,600.00","36,627,686.65","55,994,463.97","69,885,851.73","33,200,439.52","30,933,529.52","159,086,164.56","160,995,209.81","159,647,550.03","108,644,568.90"
应付职工薪酬,"363,184.66","23,105.44","22,908.06",,"77,774.85","151,316.80","457,736.88","1,409,044.73","662,066.45","1,778,025.41","3,631,984.94","867,991.02","1,248,023.39","1,210,550.76","3,462,057.65","1,305,612.26","3,122,533.30","3,478,000.20","4,668,349.59","5,410,679.45","3,755,257.37","3,941,405.97","7,213,321.58","3,707,988.35","4,292,622.15","4,066,403.72"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"687,693.41","18,347,833.02","21,238,223.64","1,751,345.81","-6,093,148.74","-12,572,276.14","20,280,107.50","428,304.07","-600,656.20","-140,494.80","18,950,173.69","555,543.64","1,916,699.10","7,289,710.68","17,374,294.55","7,186,011.98","1,176,789.04","4,633,124.36","29,475,767.07","8,383,322.80","19,618,361.45","12,141,259.12","38,305,877.99","28,964,521.62","-418,479.70","10,884,968.84"
应收利息,,,,,,,"2,229,787.82","71,374.02",,,"1,902,360.37","224,599.47","603,066.67","1,365,766.67","2,459,668.87","1,190,034.51",,,"186,922.60","267,802.55","24,985.55","110,121.46","195,409.54","185,695.00","16,986.35","75,300.90"
应付利息,,,,,,,,,,,,,"94,300.00",,,,,,"94,975.00","195,460.00","1,833,570.43","5,148,490.59","1,999,001.43","5,327,382.18","1,797,652.10","5,576,154.43"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"1,025,934.00",,,,,,,,,,,,,
存货,"5,924,909.62","13,124,794.72","24,445,696.97","33,264,458.87","34,979,887.92","89,000,606.74","49,715,981.14","56,559,821.16","63,573,961.59","72,290,424.85","80,735,764.82","97,245,855.21","100,571,726.27","103,680,519.69","104,579,159.95","122,404,097.24","142,180,343.29","121,934,288.62","127,145,735.02","165,054,429.32","181,712,627.95","192,802,766.94","129,297,960.35","138,046,093.68","138,994,719.21","133,243,241.75"
其他应付款,"14,751,674.01",,"44,007.66","7,527,159.71","1,116,845.90","17,593,267.24","29,107,189.10","29,307,359.72","23,798,797.46","22,636,565.41","53,171,086.79","57,929,919.59","8,761,818.18","6,027,492.06","5,017,272.55","18,566,653.78","709,946,249.15","689,583,764.70","903,859,429.22","907,363,274.59","821,277,307.61","901,599,579.16","1,075,420,132.86","1,076,227,803.46","1,078,729,380.84","1,079,773,329.66"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"36,997,333.31","39,096,033.29","36,130,133.31","35,396,799.98"
其他流动资产,,,,,,"515,652.13","515,652.13","1,103,351.98","1,529,846.04","1,529,846.04","11,637,849.95","870,312.68",,"106,869.04","815,546.06","737,065.17","75,722.94","906,499.55","147,470,218.89","24,631,808.97","40,597,070.67","40,730,403.63","773,098,127.60","723,448,924.52","872,070,180.44","750,896,955.88"
其他流动负债,,,,,,,,,,,"12,185.01","1,324,370.01","1,936,555.01","948,740.01","1,660,925.01","1,312,185.01","1,312,185.01","1,312,185.01",,"23,600.00",,,,,,
流动资产合计,"140,375,852.76","231,717,857.60","300,647,459.57","1,089,610,670.48","1,037,031,016.98","1,008,029,959.76","1,113,699,083.66","1,082,617,013.72","1,057,786,992.58","1,053,193,134.86","1,099,904,057.90","1,036,351,553.36","1,050,400,584.86","1,002,455,900.66","1,022,980,726.97","1,012,919,733.31","1,081,807,691.09","1,000,573,879.04","1,103,370,036.06","1,284,615,190.41","1,253,268,559.52","1,265,974,987.32","2,203,012,516.29","2,230,219,507.99","2,091,836,762.20","2,439,405,092.44"
流动负债合计,"46,987,646.08","50,525,778.69","29,273,389.36","28,810,731.04","258,578.84","10,416,470.54","83,472,027.04","54,033,113.74","50,984,167.31","46,666,706.60","151,563,100.75","82,325,720.08","116,037,067.39","66,125,049.92","86,390,265.26","72,881,729.76","983,736,709.98","923,134,818.49","1,150,125,430.73","1,122,615,873.98","1,148,080,767.01","1,214,643,221.80","1,455,855,848.31","1,465,264,797.06","1,320,565,880.24","1,601,255,015.69"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"7,158,176.28","7,158,176.28",,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,"195,480,864.00","265,248,000.00","266,680,000.00","240,482,666.69","229,976,666.71","216,781,251.65","212,381,242.48"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,"59,132,095.00","59,132,095.00","61,132,153.67","59,132,095.00","15,021,806.74","15,810,378.97","16,960,542.36","15,632,478.51"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"3,000,000.00","3,000,000.00","3,007,940.00","11,856,517.16","11,869,647.57","4,929,018.76","12,011,464.66","4,838,864.00","5,328,864.00","33,073,356.78","28,544,800.30","21,809,870.69","26,867,989.86","30,206,405.51","36,573,499.34"
专项应付款,,,,,,"350,000.00",,,,,"150,000.00","550,000.00","350,000.00","350,000.00","150,000.00","150,000.00","150,000.00","150,000.00",,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"2,265,631.14","14,477,084.47","17,380,685.52","25,791,931.90","42,561,213.04","82,125,400.20","98,266,823.06","109,439,810.04","115,336,350.06","113,239,039.94","134,215,531.57","133,837,396.74","127,599,873.66","152,349,581.17","136,429,274.28","130,874,615.06","213,168,824.41","188,222,600.92","270,677,492.87","225,503,449.19","215,798,140.96","209,295,960.19","238,372,829.96","230,626,106.05","213,148,096.57","209,811,042.34"
递延所得税负债,,,,,,,,,,,"2,787,336.40","2,666,370.92","2,545,405.44","2,424,439.96","1,746,557.66","1,662,580.42","2,996,379.60","2,499,416.45","9,370,497.53","9,059,110.88","2,344,396.44","2,278,962.28","2,488,005.97","2,538,978.86","2,438,321.65","2,265,144.83"
在建工程,,,"366,907.00","366,907.00","7,492,027.74","7,654,771.74","49,612,650.39","50,635,684.49","56,051,257.85","63,163,812.21","79,959,194.82","82,041,462.18","90,613,597.91","76,430,761.46","108,063,175.80","128,985,133.96","165,941,597.46","188,042,721.42","201,900,787.51","206,229,515.98","326,413,237.96","401,128,782.14","422,705,168.80","435,492,674.21","437,577,637.26","441,690,683.37"
其他非流动负债,,,,,,,"27,413,893.00","26,866,962.82","25,520,355.93","23,919,727.81","22,839,026.10","22,639,026.10","19,762,680.48","19,762,680.48",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,"350,000.00","27,413,893.00","26,866,962.82","25,520,355.93","23,919,727.81","25,776,362.50","25,855,397.02","22,658,085.92","22,537,120.44","2,296,557.66","2,212,580.42","3,546,379.60","3,049,416.45","9,956,704.43","205,126,181.78","267,971,706.79","269,234,824.36","243,143,086.47","232,584,611.11","219,844,573.30","215,146,387.30"
固定资产清理,,,,,,,,"21,000.00",,"30,205.28",,,,,,,"44,077.82","44,077.82",,,,,,,,
负债合计,"46,987,646.08","50,525,778.69","29,273,389.36","28,810,731.04","258,578.84","10,766,470.54","110,885,920.04","80,900,076.56","76,504,523.24","70,586,434.41","177,339,463.25","108,181,117.10","138,695,153.31","88,662,170.36","88,686,822.92","75,094,310.18","987,283,089.58","926,184,234.94","1,160,082,135.16","1,327,742,055.76","1,416,052,473.80","1,483,878,046.16","1,698,998,934.78","1,697,849,408.17","1,540,410,453.54","1,816,401,402.99"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"10,000,000.00","80,637,000.00","80,637,000.00","108,637,000.00","108,637,000.00","217,274,000.00","217,274,000.00","217,274,000.00","217,274,000.00","217,274,000.00","217,274,000.00","217,274,000.00","217,274,000.00","217,274,000.00","217,274,000.00","217,274,000.00","434,548,000.00","434,548,000.00","434,548,000.00","434,548,000.00","434,548,000.00","434,548,000.00","484,026,066.00","484,026,066.00","484,026,066.00","484,026,066.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"57,713,151.99","57,713,151.99","812,313,151.99","812,313,151.99","703,676,151.99","703,676,151.99","703,676,151.99","703,676,151.99","703,676,151.99","704,676,151.99","704,676,151.99","702,671,462.60","702,671,462.60","702,867,091.87","702,867,091.87","485,593,091.87","485,593,091.87","485,593,091.87","485,593,091.87","485,593,091.87","485,593,091.87","958,005,893.34","964,485,369.16","970,942,107.02","977,540,111.96"
无形资产,,"8,098,703.75","8,013,210.92","7,969,638.68","7,926,066.44","16,811,791.96","27,260,388.05","27,117,240.96","27,023,992.20","26,871,065.12","36,716,705.76","36,121,530.57","35,451,587.27","34,821,526.53","34,294,245.37","33,651,261.58","33,068,929.05","32,496,588.69","31,560,101.23","30,980,489.72","30,400,984.02","29,822,658.00","24,555,537.94","23,928,158.25","23,326,076.18","22,680,649.56"
盈余公积,"8,578,786.19","6,164,936.31","16,471,086.75","16,455,074.67","18,036,283.84","18,891,380.88","26,776,350.28","26,776,350.28","26,776,350.28","26,776,350.28","34,363,815.12","34,363,815.12","34,363,815.12","34,363,815.12","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78","41,070,532.78"
开发支出,,,,,,,,,,,"8,008,500.20","8,008,500.20","8,008,500.20","15,298,889.60","23,655,608.08","23,655,608.08","32,014,803.45","32,014,803.45","34,560,119.45","34,560,119.45","34,560,119.45","34,560,119.45","34,560,119.45","34,586,743.02","35,124,031.00","35,124,031.00"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,"9,830,160.54","9,830,160.54","9,830,160.54","9,830,160.54","68,395,273.30","68,395,273.30","68,395,273.30","68,395,273.30","68,427,636.74","69,182,236.82","779,835,159.82","774,756,010.92","769,864,907.17","769,864,907.17","769,864,907.17","769,864,907.17","371,592,683.87","371,592,683.87","371,592,683.87","371,592,683.87"
未分配利润,"77,209,075.71","59,450,332.74","142,666,496.64","157,759,535.97","156,471,724.54","159,939,942.84","235,722,889.86","246,708,709.47","237,034,872.37","242,622,801.18","282,827,908.86","289,769,926.04","283,644,394.98","297,767,811.48","342,040,053.73","348,787,736.47","340,781,476.66","354,312,935.40","392,750,726.19","381,890,188.92","395,877,304.16","372,336,492.18","-58,553,138.86","-38,328,310.13","-28,105,233.09","45,244,814.74"
长期待摊费用,,,,,"174,217.68","158,379.72","142,541.76","126,854.63","111,016.67","95,027.87","12,149,689.90","11,824,351.93","11,499,013.96","11,173,675.99","10,848,338.02","10,683,425.77","10,360,116.82","10,026,115.83","9,693,837.53","9,362,122.78","37,188,136.43","8,698,941.60","8,360,163.69","8,050,598.31","8,411,944.45","8,142,781.92"
少数股东权益,,,,,,"4,573,354.35","5,750,588.63","5,555,421.92","6,047,611.59","6,347,252.67","23,933,394.59","26,251,025.58","19,893,229.81","25,050,903.87","27,151,866.09","40,552,444.47","37,773,160.68","40,746,471.67","49,718,171.76","43,317,802.34","49,232,165.64","49,441,274.26","253,093,469.64","255,622,426.50","256,487,161.44","262,394,598.05"
递延所得税资产,"134,024.08","197,553.91","352,861.73","236,345.61","532,197.33","340,997.22","1,996,535.33","1,825,227.83","2,077,608.34","1,940,782.68","2,569,567.63","2,474,281.66","2,464,128.73","2,362,668.79","3,714,396.41","3,842,130.60","5,290,878.96","11,058,085.32","17,665,154.37","18,795,754.65","12,967,105.87","14,370,603.74","2,298,622.43","2,743,004.53","3,532,612.09","2,526,530.75"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"2,399,655.22","22,773,342.13","26,113,665.17","34,364,823.19","58,685,722.23","107,091,340.84","187,109,099.13","198,995,978.49","210,430,385.66","215,170,093.64","342,014,463.18","345,702,796.58","347,031,975.03","363,840,316.84","397,289,191.86","412,744,059.44","1,244,653,406.55","1,248,672,469.03","1,407,051,535.41","1,366,915,494.22","1,521,398,142.31","1,555,418,867.59","1,139,276,803.57","1,149,698,337.07","1,139,880,029.29","1,143,774,380.66"
所有者权益(或股东权益)合计,"95,787,861.90","203,965,421.04","297,487,735.38","1,095,164,762.63","1,095,458,160.37","1,104,354,830.06","1,189,922,262.75","1,200,712,915.65","1,191,712,855.00","1,197,776,794.09","1,264,579,057.83","1,273,873,232.84","1,258,737,406.58","1,277,634,047.14","1,331,583,095.91","1,350,569,482.57","1,339,178,008.06","1,323,062,113.13","1,350,339,436.31","1,323,788,628.87","1,358,614,228.03","1,337,515,808.75","1,643,290,385.08","1,682,068,436.89","1,691,306,337.95","1,766,778,070.11"
资产总计,"142,775,507.98","254,491,199.73","326,761,124.74","1,123,975,493.67","1,095,716,739.21","1,115,121,300.60","1,300,808,182.79","1,281,612,992.21","1,268,217,378.24","1,268,363,228.50","1,441,918,521.08","1,382,054,349.94","1,397,432,559.89","1,366,296,217.50","1,420,269,918.83","1,425,663,792.75","2,326,461,097.64","2,249,246,348.07","2,510,421,571.47","2,651,530,684.63","2,774,666,701.83","2,821,393,854.91","3,342,289,319.86","3,379,917,845.06","3,231,716,791.49","3,583,179,473.10"
负债和所有者(或股东权益)合计,"142,775,507.98","254,491,199.73","326,761,124.74","1,123,975,493.67","1,095,716,739.21","1,115,121,300.60","1,300,808,182.79","1,281,612,992.21","1,268,217,378.24","1,268,363,228.50","1,441,918,521.08","1,382,054,349.94","1,397,432,559.89","1,366,296,217.50","1,420,269,918.83","1,425,663,792.75","2,326,461,097.64","2,249,246,348.07","2,510,421,571.47","2,651,530,684.63","2,774,666,701.83","2,821,393,854.91","3,342,289,319.86","3,379,917,845.06","3,231,716,791.49","3,583,179,473.10"
