科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"209,867,209.71","460,701,644.83","706,270,493.07","856,996,784.53",,"8,756,249.65","18,095,838.00","26,144,253.66","19,437,617.00","61,404,993.00","86,530,453.00","114,571,473.00","14,557,833.45","26,427,133.91","28,044,639.91","107,034,895.91","23,829,920.00","51,954,776.00","79,615,034.00","111,954,854.00","16,675,880.00","24,233,118.00","35,956,109.00","45,798,584.00","4,984,941.00","23,122,482.98","23,793,379.98","127,530,698.98","1,563,729.14","62,263,860.56","88,730,752.40","119,358,452.33","28,660,763.29","153,579,328.17","217,532,938.74","333,767,249.51","60,819,217.66","138,169,310.10","229,508,002.07","452,360,167.78","134,111,218.00","164,367,164.32","190,214,387.79"
取得子公司及其他营业单位支付的现金净额,,,,,,"49,000,000.00",,"46,375,982.07",,,,,,,,,,,,,,,,,,,,,,"-231,936,967.78","-231,936,967.78","-231,936,967.78",,"9,501,729.45","9,501,729.45","9,821,194.45",,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,701,237.18","985,862.56","2,731,722.22","4,077.95","3,172,066.05","5,113,444.47","5,087,142.78","566,927.40","949,957.54","5,273,660.63","6,663,992.98","547,490.26","1,702,722.59","5,365,438.82"
支付其他与投资活动有关的现金,,"3,000.00","3,000.00","3,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,992.00","689,398.82","689,398.82","19,992.00",,,,,,,
收到其他与经营活动有关的现金,"656,322.72","6,618,161.11","6,618,161.11","212,876,612.69","493,462.94","836,279.13","20,997,752.61","2,688,004.53","1,850,395.56","3,398,283.16","6,424,184.57","42,188,767.85","1,149,068.30","1,355,902.01","1,876,488.28","2,087,684.42","359,528.09","1,051,610.81","1,225,618.70","3,378,994.64","586,822.01","106,208,576.63","113,634,730.53","31,634,055.08","63,004,396.72","216,963,674.37","229,061,232.83","231,739,063.19","100,491.59","29,047,505.73","46,829,123.24","207,424,974.66","32,928,607.95","53,080,955.91","117,960,078.64","192,895,840.65","2,654,405.95","4,813,593.85","63,057,616.47","16,747,518.57","116,013.97","1,560,016.84","8,305,366.84"
投资活动现金流出小计,"450,000.00","1,173,585.19","1,183,867.19","1,224,267.19","346,605.93","49,487,765.93","50,849,920.93","48,201,108.00","50,978,494.88","51,221,374.88","2,054,967.88","4,495,964.98","601,438.00","1,482,966.12","1,482,966.12","15,425,824.07","3,060,043.63","19,432,764.65","19,574,763.60","20,144,432.00",,"4,750.00","4,750.00","4,750.00","108,279.00","252,379.00","273,948.90","291,736.90","56,026,888.00","-218,300,890.91","-195,255,512.52","-181,291,337.39","44,818,846.02","114,515,534.05","180,777,217.99","222,797,139.37","18,983,398.91","54,104,718.43","78,296,041.57","118,693,645.66","47,411,620.30","64,772,778.31","72,588,011.23"
经营活动现金流入小计,"210,523,532.43","467,319,805.94","712,888,654.18","1,069,873,397.22","493,462.94","9,592,528.78","39,093,590.61","28,832,258.19","21,288,012.56","64,803,276.16","92,954,637.57","156,760,240.85","15,706,901.75","27,783,035.92","29,921,128.19","109,122,580.33","24,189,448.09","53,006,386.81","80,840,652.70","115,333,848.64","17,262,702.01","130,441,694.63","149,590,839.53","77,432,639.08","67,989,337.72","240,086,157.35","252,854,612.81","359,269,762.17","1,664,220.73","93,012,603.47","136,545,738.20","329,515,149.21","61,593,449.19","209,832,350.13","340,606,461.85","531,750,232.94","64,040,551.01","143,932,861.49","297,839,279.17","475,771,679.33","134,774,722.23","167,629,903.75","203,885,193.45"
投资活动产生的现金流量净额,"-450,000.00","-1,173,585.19","-1,183,867.19","-1,224,267.19","389,552.62","-47,940,994.40","-46,255,614.03","-45,918,308.02","-50,915,161.55","-50,898,452.71","-2,054,967.88","-4,495,964.98","-601,438.00","-1,482,966.12","-1,480,166.12","-15,423,024.07","-3,060,043.63","-16,600,076.63","-16,742,075.58","-17,206,743.98",,"-4,750.00","-4,750.00","-4,750.00","-50,279.00","-194,379.00","-215,948.90","-233,736.90","-56,026,888.00","218,300,890.91","215,360,991.97","201,772,425.84","-44,748,846.02","-114,445,534.05","-158,307,217.99","-200,994,446.09","-18,983,398.91","-54,087,118.43","-68,147,641.57","-108,548,077.55","-47,411,620.30","-64,772,778.31","-72,584,171.23"
购买商品、接受劳务支付的现金,"195,473,593.80","433,967,784.83","674,218,666.73","828,226,146.88",,"18,986,847.77","49,788,107.33","46,680,399.80","9,391,192.61","16,305,908.23","21,127,664.73","35,573,577.43","13,587,065.49","24,896,905.18","34,467,902.78","53,822,432.48","12,052,905.33","17,369,787.55","29,797,908.45","45,494,013.80","19,378,637.00","22,830,236.70","25,422,066.08","26,835,515.08","65,000,000.00","210,185,271.84","217,009,412.10","188,173,625.00","1,185,431.63","69,477,643.96","105,681,910.44","126,689,218.81","67,893,167.08","171,307,153.63","244,700,055.23","328,155,268.42","55,017,037.31","143,364,242.40","207,427,091.11","316,344,932.27","35,042,296.55","88,164,142.99","111,791,171.85"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"24,000,000.00",,"24,000,000.00","24,000,000.00","24,000,000.00",,,,,,,,,,,,,,,
