科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"48,615,838.87","32,881,529.30","49,605,158.29","40,633,742.17","421,804,739.21","398,596,566.19","433,006,815.47","402,387,424.11","356,286,601.49","343,790,722.46","387,791,510.52","355,426,991.08","327,400,261.90","310,955,261.28","353,108,632.82","328,671,269.11","300,211,408.03","290,595,046.11","295,732,521.77","275,783,719.03","253,181,744.84","235,068,075.10","345,044,566.58","271,925,648.44","256,456,531.68","216,712,613.63","125,652,743.14","151,873,932.00","87,835,978.34","106,707,186.11","319,388,861.80","227,868,689.39","185,622,122.41","452,076,510.94","303,337,759.74","281,065,971.44","299,274,174.86"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000,000.00","30,000,000.00","84,500,000.00","109,000,000.00","139,900,000.00","102,900,000.00","102,900,000.00","284,000,000.00","294,000,000.00","291,500,000.00","370,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,"308,000.00",,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,000,000.00","75,606,697.20","34,959,641.35","42,473,980.79","32,261,904.24","30,690,018.58","34,678,677.10","48,528,553.37","67,281,609.71"
应收账款,"9,618,201.37","20,457,837.96","31,843,047.81","41,652,717.11","55,522,269.49","58,364,892.85","47,621,649.64","61,864,350.42","76,346,387.67","86,702,027.02","62,570,964.60","75,938,723.70","89,564,784.25","95,670,451.16","67,521,521.03","82,742,894.97","93,137,564.67","102,611,049.63","91,468,105.74","103,663,826.51","112,309,405.83","125,299,889.81","174,536,753.13","187,312,797.14","218,080,627.19","262,498,214.59","280,029,194.47","307,934,551.62","366,044,580.15","452,244,880.96","290,685,367.44","286,359,903.94","308,621,857.25","362,298,081.52","288,950,320.88","350,178,467.68","494,514,697.47"
应付账款,"1,392,666.04","3,980,485.89","2,184,597.34","1,565,256.31","2,807,810.14","2,654,818.06","5,895,241.58","1,913,212.09","5,028,260.85","4,274,980.27","7,633,539.01","5,320,193.14","9,387,819.62","5,083,292.44","6,610,847.21","10,301,119.67","5,781,169.98","6,077,749.84","7,033,233.21","7,231,717.82","6,444,641.93","6,256,369.00","37,078,571.65","37,084,158.73","38,632,258.63","47,200,780.81","68,331,350.80","69,864,379.09","107,857,788.34","112,366,795.45","108,296,252.76","85,494,829.52","116,738,807.38","154,933,109.99","65,452,004.35","57,306,570.52","55,993,407.20"
预付款项,"346,516.32","1,876,575.28","28,700.00","108,700.00","108,100.00","680,338.40","634,000.00","2,080,076.61","5,279,081.00","5,931,896.00","4,814,974.00","8,510,708.22","7,554,693.32","7,621,894.06","7,096,996.51","9,408,996.54","8,602,526.27","8,593,626.21","8,076,300.69","10,293,465.69","10,748,847.64","12,810,106.96","45,987,536.86","85,206,874.57","86,325,198.14","80,552,663.85","70,778,846.15","115,529,498.46","147,380,666.53","173,639,612.04","131,305,684.48","163,882,762.44","164,170,410.45","204,605,094.35","148,309,717.66","189,112,948.24","176,942,974.01"
预收款项,"155,200.00","266,100.00","6,453.00","36,403.00","44,403.00","166,903.00","257,953.00","257,953.00","263,953.00","255,453.00","255,453.00","255,453.00","258,453.00","24,453.00","24,453.00","24,453.00","6,453.00","6,453.00","6,453.00","6,453.00","6,453.00","6,453.00","62,958,365.40","71,025,595.13","83,859,197.39","87,747,702.61","107,573,688.42","107,237,178.55","117,592,329.26","107,604,263.41","113,027,283.97","119,738,682.33","116,813,005.98","127,708,556.88","120,332,588.24","131,175,848.67","128,108,439.13"
