科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"70,845,835.04","129,352,765.55","208,616,967.31","1,163,712,478.14","1,027,688,151.16","963,623,466.70","1,014,223,006.26","961,742,192.36","827,883,752.40","561,596,159.68","652,283,136.12","706,130,929.93","693,256,375.08","617,340,629.84","687,361,571.49","404,052,490.16","465,013,688.44","281,807,759.88","334,643,340.94","268,809,685.75","247,000,035.58","249,969,488.31","348,510,240.35","298,814,717.83","315,685,201.18","323,828,762.76","329,736,499.19","413,234,429.59","278,448,819.42","297,477,995.24"
短期借款,"43,000,000.00","64,500,000.00","135,000,000.00","135,000,000.00",,,,"25,000,000.00","25,000,000.00","230,000,000.00","230,000,000.00","210,000,000.00","220,000,000.00","311,500,000.00","331,000,000.00","375,600,000.00","587,100,000.00","593,600,000.00","465,000,000.00","655,000,000.00","696,500,000.00","666,556,865.19","616,247,307.27","613,908,261.99","721,689,427.48","701,898,223.59","607,289,666.13","762,406,121.26","554,757,850.43","554,613,649.65"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,"21,897,734.81","25,526,554.35","25,650,869.02","26,041,180.51","26,416,428.05","20,343,176.48","20,077,544.63","18,022,329.02","18,347,124.73"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,280,000.00","15,285,596.84","7,030,000.00","8,800,000.00","6,817,000.00","7,160,000.00","21,470,739.68","14,208,468.98","9,036,641.00","17,334,397.26","2,600,000.00","7,941,074.93","8,378,280.67","12,321,194.87","5,679,225.96","4,000,000.00","20,557,037.42","17,435,838.27","39,460,203.38","11,691,153.55","12,453,328.70","13,769,455.74","25,027,441.38","12,102,923.58","17,160,706.85","15,279,586.18","74,832,933.86","19,448,685.93","50,420,456.00","18,254,163.65"
应付票据,"17,300,000.00","17,011,927.12","98,347,984.86","99,825,073.10","65,476,767.07","81,124,231.39","123,240,259.15","104,136,491.11","90,559,715.57","123,655,426.14","233,410,709.97","271,159,236.86","213,711,436.04","232,511,442.93","275,394,478.36","258,063,935.28","223,771,394.00","270,244,169.09","191,048,330.24","148,787,251.87","152,980,174.39","205,935,082.62","268,584,273.30","251,790,731.37","176,223,006.21","172,948,567.81","268,710,694.56","240,740,666.00","171,495,986.85","182,814,144.48"
应收账款,"182,276,041.03","168,191,041.46","192,506,927.64","212,121,778.61","173,187,120.53","232,017,910.77","192,426,768.24","224,988,541.20","254,304,501.07","336,637,116.53","365,707,307.31","374,711,474.98","318,153,659.92","452,965,382.55","562,187,796.57","645,851,685.49","753,241,363.28","690,721,899.00","569,752,939.96","481,983,749.83","484,200,254.35","476,172,500.39","566,936,275.57","479,428,407.63","528,711,942.39","506,259,738.79","675,027,634.76","616,867,659.67","647,978,764.59","647,648,214.30"
应付账款,"124,501,644.78","141,361,966.49","175,063,894.10","200,716,345.01","162,515,070.57","212,724,821.16","155,828,872.20","212,996,010.81","158,085,027.73","255,216,114.85","240,416,973.13","254,570,113.13","213,072,827.35","300,659,654.46","262,047,500.70","380,405,129.46","316,658,473.89","315,224,787.18","283,131,778.04","273,027,849.38","250,787,973.22","296,265,088.51","298,437,170.79","314,041,786.00","291,794,799.74","338,401,484.36","365,244,954.08","331,040,194.17","286,473,864.49","292,394,511.39"
预付款项,"29,750,167.95","15,473,774.93","50,314,345.71","47,973,753.97","38,606,491.19","104,513,140.41","90,219,879.49","104,903,856.57","55,082,012.20","58,799,077.63","37,979,745.12","46,237,808.10","48,335,767.62","85,682,245.48","74,391,866.32","123,225,255.91","61,506,941.71","114,222,539.54","10,984,965.36","45,971,544.13","49,379,491.69","41,814,343.96","7,475,693.98","49,399,424.35","49,765,664.70","45,975,483.87","12,296,936.45","26,088,959.26","38,720,026.13","46,393,729.44"
预收款项,"83,829.08","340,499.19","4,005,096.82","1,124,608.10","85,142.95","202,282.08","38,751,816.20","29,876,068.07","164,951.03","9,456,778.76","739,938.42","1,983,701.70","8,924,745.60","9,573,507.46","3,718,358.03","18,569,976.83","22,346,298.03","18,472,586.20","3,402,532.98","21,515,249.51","20,503,113.69","21,364,204.56","5,435,853.73","21,931,841.76","23,711,692.29","29,549,691.27","16,462,817.19","17,522,068.46","24,181,804.86","24,479,356.67"
其他应收款,"6,697,382.78","3,383,626.73","3,876,512.20","5,238,296.83","5,372,746.47","8,899,578.46","9,622,803.38","19,928,899.21","12,388,907.05","19,974,610.03","11,512,806.63","15,657,705.47","26,621,378.67","22,284,238.78","9,565,991.76","46,877,157.18","94,362,070.68","130,983,197.04","45,763,066.81","102,054,818.63","133,747,966.08","109,783,721.10","30,458,560.97","39,315,962.86","34,144,309.92","34,784,474.32","14,933,462.17","17,687,732.74","17,028,204.22","17,787,162.16"
应付职工薪酬,"670,809.21","1,498,324.24","893,440.14","625,880.38","1,003,034.93","-632,767.26","957,711.20","1,225,365.51","1,554,285.45","2,759,156.83","8,244,784.13","6,054,844.74","9,285,478.27","12,152,333.33","15,220,970.51","12,170,519.97","13,152,853.13","12,000,382.47","20,473,259.48","9,526,783.04","10,740,740.27","14,660,120.43","23,698,830.40","11,195,390.13","9,067,117.56","12,040,532.81","24,630,795.01","10,398,016.56","12,242,173.48","15,891,695.49"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"11,930,011.59","12,346,003.28","9,929,965.59","907,779.70","-694,793.91","5,382,599.82","6,343,222.23","7,288,533.44","8,761,560.44","14,352,644.29","11,574,516.89","27,581,170.54","24,975,429.34","48,500,931.21","60,329,722.51","45,620,828.04","41,412,675.61","40,862,046.41","37,067,577.90","455,935.99","4,254,692.32","6,681,911.85","40,887,594.88","8,879,790.74","11,068,374.89","-1,017,944.84","31,202,874.63","12,512,279.11","11,296,653.79","15,024,471.34"
应收利息,,,,,,,"3,422,334.32","6,212,502.09","8,563,335.42","4,984,722.22","4,269,291.05","5,897,624.37","5,856,513.26","6,887,924.36","1,506,697.48","1,109,886.54","112,756.78",,"86,448.61","27,708.33",,,,,,,,,,
应付利息,"74,593.75","160,609.87","224,115.88","195,222.22",,,,"10,022.22","9,111.10","303,111.09","398,705.52","323,400.00","309,000.00","306,000.00","578,944.26","543,744.25","574,222.22","123,999.98","724,609.53","1,015,611.11","888,875.06","880,096.61","842,702.70","788,559.50","752,020.20","615,827.05","732,159.43","771,764.49","736,833.71","782,871.20"
应收股利,,,,,,,,,,,,,,,,"2,031,874.00",,,"8,171,952.90","8,171,952.90",,,,,,,,,,
应付股利,"47,627,958.77",,,,,"24,300,000.00","5,700,000.00","8,284,634.64","33,468,000.00","10,127,628.09","10,127,628.09","13,488,428.08","37,664,428.08","14,667,422.85","5,291,814.56","3,284,641.78","14,276,197.17","10,276,517.17","9,276,517.17","3,671,459.99","7,837,922.15","7,837,922.15","3,671,459.99","10,358,071.09","20,792,972.68","12,392,972.68","44,138,052.68","48,124,217.78","36,927,860.98","16,381,710.98"
存货,"128,163,565.97","131,696,460.29","208,514,735.32","279,213,588.93","276,339,150.15","318,963,884.75","317,515,972.47","341,326,040.71","344,575,347.15","434,342,547.37","468,632,749.37","470,027,205.73","458,932,709.85","577,525,470.39","501,465,281.00","572,868,208.88","518,289,693.43","572,714,901.22","435,692,092.59","528,504,838.13","522,111,116.13","586,394,540.52","522,375,839.25","615,389,288.64","606,527,762.00","657,807,704.57","539,960,664.27","637,133,942.14","564,201,180.52","604,689,877.00"
