科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"229,395,388.75","263,501,463.78","473,225,893.08","110,209,238.49","250,877,641.87","394,422,677.24","532,162,988.34","117,072,356.23","250,562,096.68","396,209,336.79","547,283,146.30","140,734,964.60","295,901,962.46","471,009,355.05","626,621,672.03","164,493,961.23","368,798,089.41","610,572,209.30","933,470,777.94","292,298,288.93","597,964,988.05","984,153,464.50","1,467,656,800.13","354,359,029.29","788,936,651.36","1,277,346,811.41","1,946,384,080.07","614,943,041.92","1,324,715,739.84","2,304,359,902.66","3,141,813,653.16","829,234,188.97"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,"128,784,878.71",,,,,,,,"114,163,360.74",,"-28,635,666.30","-28,635,666.30","359,680,296.77",
收到的税费返还,"4,954,080.63","172,972.13","2,683,737.85","2,117,425.39","4,782,836.46","9,600,756.42","10,915,728.92","1,625,254.32","3,022,449.78","12,650,021.76","8,162,807.37","1,850,991.27","5,756,987.21","10,881,242.50","12,708,119.73","3,082,612.99","6,286,183.66","12,860,542.68","13,778,959.25","6,513,202.58","10,755,092.85","18,178,203.95","18,604,806.82","4,627,509.47","10,238,749.70","14,220,512.85","19,988,820.70","6,472,259.54","20,561,990.29","37,096,759.84","35,611,848.76","53,779,632.29"
支付其他与投资活动有关的现金,,,,,,,"1,071,841.90",,,,,,,,,,,,"9,111,000.00",,,,,,,,"387,430.22",,"212,000.00","212,000.00","20,339,383.82","2,000,000.00"
收到其他与经营活动有关的现金,"10,249,191.44","17,327,884.69","10,466,194.32","7,290,392.64","11,080,981.57","12,454,955.98","17,770,602.76","10,737,453.44","14,235,064.33","20,726,193.31","20,723,101.80","6,814,117.39","13,989,562.70","23,699,455.36","23,325,432.97","7,376,909.16","10,882,257.47","24,224,585.20","44,630,242.42","2,995,012.76","14,048,465.48","18,546,544.80","14,980,039.76","35,783,016.88","25,430,082.16","74,626,535.16","59,329,507.14","42,202,265.98","68,436,892.25","89,193,034.48","89,453,565.14","45,055,775.87"
投资活动现金流出小计,"20,810,700.29","12,362,511.15","72,562,902.46","14,016,923.34","39,907,863.93","91,833,813.83","108,065,896.07","45,280,360.60","145,041,338.23","181,999,598.83","191,979,578.16","33,712,819.13","51,701,571.41","98,462,848.86","110,166,653.40","7,710,816.95","50,830,843.64","91,414,893.52","298,337,723.32","65,873,885.99","154,466,452.91","312,344,484.40","414,405,301.57","160,455,890.55","366,898,422.59","397,788,268.94","700,373,525.42","85,568,927.78","186,222,581.47","509,331,158.11","800,642,152.73","96,966,695.22"
经营活动现金流入小计,"244,598,660.82","281,002,320.60","486,375,825.25","119,617,056.52","266,741,459.90","416,478,389.64","560,849,320.02","129,435,063.99","267,819,610.79","429,585,551.86","576,169,055.47","149,400,073.26","315,648,512.37","505,590,052.91","662,655,224.73","174,953,483.38","385,966,530.54","647,657,337.18","991,879,979.61","301,806,504.27","622,768,546.38","1,020,878,213.25","1,501,241,646.71","394,769,555.64","824,605,483.22","1,366,193,859.42","2,025,702,407.91","663,617,567.44","1,413,714,622.38","2,430,649,696.98","3,266,879,067.06","928,069,597.13"
投资活动产生的现金流量净额,"-20,810,700.29","-12,389,411.28","-72,337,902.46","-14,001,923.34","-39,892,863.93","-91,510,521.63","-108,065,896.07","-45,280,360.60","-143,441,338.23","-180,395,183.83","-185,587,614.48","-33,712,819.13","-51,701,571.41","-98,462,848.86","-110,166,653.40","-7,560,816.95","-50,675,343.64","-91,259,393.52","-269,667,485.04","-65,663,885.99","-144,374,993.90","-302,112,346.68","-368,759,227.40","-160,442,956.55","-356,078,275.14","-371,497,964.31","-652,058,015.47","-83,879,881.80","-156,365,888.12","-350,400,838.47","-546,227,146.87","-92,771,695.22"
购买商品、接受劳务支付的现金,"162,856,753.73","171,258,724.33","285,460,345.06","108,127,688.01","205,420,947.31","322,313,739.55","388,724,945.03","67,271,342.64","130,701,459.50","246,013,660.74","325,017,047.71","88,114,538.18","197,389,512.84","329,448,755.00","368,713,944.96","124,515,627.77","263,828,618.28","371,107,044.47","526,119,094.53","211,827,299.74","377,721,312.10","566,680,495.30","909,677,651.30","240,659,749.56","483,679,573.61","774,820,478.57","1,257,664,739.56","498,095,685.54","1,122,871,963.46","1,792,742,984.46","2,454,364,776.67","586,840,802.94"
吸收投资收到的现金,,"9,185,000.00","48,986,226.00",,"471,660,000.00","471,660,000.00","471,660,000.00",,,"1,000,000.00","1,000,000.00",,,,,"3,206,150.50","3,206,150.50","3,206,150.50","3,206,150.50",,,,,,"711,709,907.08","772,909,907.08","759,709,907.08",,,"2,450,000.00","13,691,000.00","30,271,200.00"
支付给职工以及为职工支付的现金,"20,540,139.67","28,582,379.03","52,792,678.27","20,409,677.65","39,310,946.68","57,019,607.28","76,915,924.41","21,121,741.33","41,866,414.47","63,181,878.39","87,062,390.90","24,262,185.07","47,988,234.56","70,473,318.73","103,967,123.51","27,961,490.37","57,866,725.82","95,441,422.29","138,469,265.68","50,693,494.21","111,730,552.55","165,952,698.87","225,395,489.67","69,117,595.36","158,363,370.34","211,576,006.24","300,540,426.60","102,506,298.56","196,089,924.98","297,208,274.33","426,693,485.74","135,399,103.61"
取得借款收到的现金,,"50,930,000.00","40,800,000.00","40,000,000.00","50,000,000.00","50,000,000.00","80,000,000.00",,,"20,000,000.00","26,574,539.09",,,,,,,,"63,000,000.00","30,000,000.00","60,000,000.00","170,000,000.00","285,000,000.00","60,000,000.00","60,000,000.00","65,000,000.00","70,000,000.00","36,276,860.04","85,000,000.00","347,000,000.00","432,000,000.00","117,300,787.96"
支付的各项税费,"5,011,833.52","15,132,210.20","19,567,764.32","6,466,607.00","16,647,592.48","26,459,785.43","36,858,304.49","13,264,000.95","20,476,966.33","26,902,908.30","28,008,272.44","8,060,179.94","15,363,768.77","23,034,943.37","30,797,027.08","7,845,361.04","20,153,808.31","30,683,484.35","44,405,979.16","18,341,855.84","32,637,740.83","52,214,881.07","69,719,740.74","17,648,474.86","50,317,462.55","79,812,109.64","110,607,888.25","34,914,471.80","59,278,772.82","107,413,437.47","120,614,358.74","43,098,844.31"
收到其他与筹资活动有关的现金,,,"4,616,667.36","3,396,353.45","5,276,030.16","7,284,054.20","7,284,054.20",,,,,,,,,,,,,,"9,736,913.34","4,253,286.22","245,000.00","27,394,645.28","120,345,459.35","6,760,854.58","131,940,284.02","7,700,000.00",,"5,319,353.51","28,140,000.00","16,684,000.00"
支付其他与经营活动有关的现金,"23,623,290.33","28,819,700.08","38,461,512.02","5,603,065.74","14,984,543.15","19,973,229.09","30,705,089.20","12,360,354.30","15,754,335.91","23,819,715.54","50,188,972.70","7,084,331.51","14,008,035.76","21,640,213.56","50,717,616.60","14,519,596.27","25,131,432.67","42,006,649.57","74,582,204.94","19,040,237.41","45,519,822.77","64,774,866.24","60,700,556.39","52,849,342.18","42,855,950.00","108,109,200.27","122,340,160.80","31,718,099.66","86,084,391.95","128,018,937.12","152,366,426.94","44,376,682.50"
筹资活动现金流入小计,,"60,115,000.00","94,402,893.36","43,396,353.45","526,936,030.16","528,944,054.20","558,944,054.20",,,"21,000,000.00","27,574,539.09",,,,,"3,206,150.50","3,206,150.50","3,206,150.50","66,206,150.50","30,000,000.00","69,736,913.34","174,253,286.22","285,245,000.00","87,394,645.28","892,055,366.43","844,670,761.66","961,650,191.10","43,976,860.04","85,000,000.00","354,769,353.51","473,831,000.00","164,255,987.96"
经营活动现金流出小计,"212,032,017.25","243,793,013.64","396,282,299.67","140,607,038.40","276,364,029.62","425,766,361.35","533,204,263.13","114,017,439.22","208,799,176.21","359,918,162.97","490,276,683.75","127,521,234.70","274,749,551.93","444,597,230.66","554,195,712.15","174,842,075.45","366,980,585.08","539,238,600.68","783,576,544.31","299,902,887.20","567,609,428.25","849,622,941.48","1,265,493,438.10","380,275,161.96","735,216,356.50","1,174,317,794.72","1,791,153,215.21","667,234,555.56","1,464,325,053.21","2,325,383,633.38","3,154,039,048.09","809,715,433.36"
偿还债务支付的现金,"3,573,440.00","75,143,429.71","56,346,667.36","10,000,000.00","55,000,000.00","75,000,000.00","75,000,000.00",,"30,000,000.00","36,629,464.51","36,574,539.09",,"20,000,000.00","20,000,000.00","20,000,000.00",,,"6,436,355.00","7,783,929.00","1,050,000.00","9,600,000.00","9,600,000.00","40,800,000.00","51,800,000.00","53,600,000.00","77,435,266.67","171,034,613.37","20,151,271.51","31,120,447.36","51,192,536.34","168,895,497.39","102,593,395.70"
经营活动产生的现金流量净额,"32,566,643.57","37,209,306.96","90,093,525.58","-20,989,981.88","-9,622,569.72","-9,287,971.71","27,645,056.89","15,417,624.77","59,020,434.58","69,667,388.89","85,892,371.72","21,878,838.56","40,898,960.44","60,992,822.25","108,459,512.58","111,407.93","18,985,945.46","108,418,736.50","208,303,435.30","1,903,617.07","55,159,118.13","171,255,271.77","235,748,208.61","14,494,393.68","89,389,126.72","191,876,064.70","234,549,192.70","-3,616,988.12","-50,610,430.83","105,266,063.60","112,840,018.97","118,354,163.77"
分配股利、利润或偿还利息支付的现金,,"3,629,585.57","1,519,477.14","563,186.11","1,318,238.87","1,349,349.98","1,352,872.64","505,050.00","13,066,894.44","13,258,140.17","13,537,090.18","299,999.99","7,253,455.11","8,927,313.00","8,890,646.65",,"7,389,426.62","7,421,902.49","7,577,945.50","845,239.59","1,743,500.01","11,100,019.68","13,395,108.17","2,715,831.87","23,840,700.22","26,341,196.03","37,608,404.41","1,435,994.21","23,473,237.47","26,761,625.00","34,024,624.84","7,418,328.82"
收回投资收到的现金,,,"225,000.00",,,,,,,,"1,600,000.00",,,,,,,,"16,500,000.00",,"6,500,000.00","6,515,446.71","30,650,000.00",,"8,000,000.00","24,373,750.00","24,973,750.00","1,689,045.98","3,631,812.65","131,496,889.47","158,918,479.32",
支付其他与筹资活动有关的现金,,"4,616,667.36","7,284,054.20","218,080.90","5,555,210.06","5,555,210.06","5,500,000.00",,,,,,,,,,,,"33,783,386.81",,"1,136,915.60","33,751,943.43","25,641,903.81",,"1,836,191.00","22,742,933.33","6,063,053.60","15,778,151.46","12,283,142.06","35,427,093.68","15,299,396.20","74,138,000.79"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,"3,045.12",,"294,979.01","294,979.01","337,630.32",,"1,003.84",,"2,505.48",,"306,476.82","778,251.62","1,367,816.55",
筹资活动现金流出小计,"3,573,440.00","83,389,682.64","65,150,198.70","10,781,267.01","61,873,448.93","81,904,560.04","81,852,872.64","505,050.00","43,066,894.44","49,887,604.68","50,111,629.27","299,999.99","27,253,455.11","28,927,313.00","28,890,646.65",,"7,389,426.62","13,858,257.49","49,145,261.31","1,895,239.59","12,480,415.61","54,451,963.11","79,837,011.98","54,515,831.87","79,276,891.22","126,519,396.03","214,706,071.38","37,365,417.18","66,876,826.89","113,381,255.02","218,219,518.43","184,149,725.31"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"15,000.00","15,000.00","323,292.20",,,,"4,415.00","4,415.00",,,,,"150,000.00","155,500.00","155,500.00","170,500.00","210,000.00","3,296,480.00","3,421,712.00","3,355,043.85","12,934.00","9,143.61","162,983.38","15,100,415.22",,"4,247,287.67","4,253,787.67","2,685,633.14","3,195,000.00"
筹资活动产生的现金流量净额,"-3,573,440.00","-23,274,682.64","29,252,694.66","32,615,086.44","465,062,581.23","447,039,494.16","477,091,181.56","-505,050.00","-43,066,894.44","-28,887,604.68","-22,537,090.18","-299,999.99","-27,253,455.11","-28,927,313.00","-28,890,646.65","3,206,150.50","-4,183,276.12","-10,652,106.99","17,060,889.19","28,104,760.41","57,256,497.73","119,801,323.11","205,407,988.02","32,878,813.41","812,778,475.21","718,151,365.63","746,944,119.72","6,611,442.86","18,123,173.11","241,388,098.49","255,611,481.57","-19,893,737.35"
处置子公司及其他营业单位收到的现金净额,,"-26,900.13",,,,,,,"1,600,000.00","1,600,000.00",,,,,,,,,,,,,,,,,,,,,"7,705,360.64",
