科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"5,285,554.01","54,981,181.46","155,706,210.89","119,130,301.37","140,466,806.10","1,333,260,973.46","1,331,612,538.20","1,314,088,354.04","1,245,555,269.17","1,217,963,745.82","1,162,892,766.70","939,607,816.79","775,273,025.77","763,235,348.69","701,521,628.84","577,660,791.10","628,156,625.47","556,884,187.50","545,475,585.45","385,440,393.67","313,335,465.62","390,526,287.92","382,360,749.63","364,430,023.41","316,057,404.66","607,545,646.96","487,441,081.86","988,954,045.31","810,940,978.52","775,526,004.25","871,950,182.88","725,960,666.03","965,765,328.88","1,253,034,350.33","1,191,844,438.19","563,266,693.78","495,930,217.36","401,712,294.67","524,450,344.49"
短期借款,,,,,,,,,,,,,"31,000,000.00",,,,"100,000,000.00","218,000,000.00","224,000,000.00","230,400,000.00","245,400,000.00","284,000,000.00","346,000,000.00","481,692,904.80","540,396,275.07","567,345,665.75","532,604,873.75","549,597,161.56","499,691,625.56","487,163,511.82","768,690,590.99","819,727,782.74","1,011,665,243.01","1,018,274,179.25","1,074,024,019.87","719,199,978.67","740,147,162.40","632,301,313.40","887,801,323.40"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,338,100.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,"3,917,800.00","2,600,000.00","6,434,764.76","8,973,909.00","17,530,000.00","9,110,000.00","9,130,000.00","11,974,000.00","5,660,000.00","22,382,563.29","19,881,843.00","31,869,332.39","10,303,000.00","27,323,013.00","29,339,168.25","79,628,765.07","44,503,300.92","39,758,408.80","55,385,290.35","44,223,615.03","46,328,107.60","120,840,519.58","62,240,108.24","79,471,673.07","87,599,702.21","113,339,145.68","33,134,817.16"
应付票据,,,,,,,,,,,,,,,,,,,,,,,"1,802,722.32","9,576,953.32","6,900,503.20","6,290,272.20",,,,,"200,000.00","436,567,308.52","410,435,387.48","337,552,139.91","414,179,595.38","206,516,576.80",,"68,459,921.05",
应收账款,"12,049,177.45","46,981,449.35","89,535,805.50","135,756,448.80","121,585,126.07","138,092,954.73","134,032,007.23","172,781,595.33","202,794,778.50","221,970,805.36","229,996,530.97","316,669,484.80","449,713,835.29","453,335,122.14","448,607,068.26","536,035,182.95","505,334,891.09","655,311,247.44","674,104,077.61","744,521,526.59","794,757,827.84","779,484,704.97","762,901,528.67","915,230,462.44","940,488,915.02","1,065,187,618.97","1,076,959,231.41","1,498,831,333.25","1,445,240,761.50","1,068,258,143.93","1,235,777,541.97","1,359,571,332.98","1,874,842,327.54","1,186,398,181.17","1,381,568,320.81","1,232,343,717.47","1,155,017,712.46","1,081,342,938.11","1,203,326,169.07"
应付账款,"1,159,400.50","300,000.00","1,311,807.00","548,849.83","548,637.94","2,467,784.46","842,213.35","828,000.95","108,186.60","1,941,276.75","2,713,601.01","3,905,256.34","61,222,990.60","52,216,184.99","39,671,336.22","93,230,824.31","47,372,180.57","96,648,847.56","100,294,985.92","130,463,295.32","147,464,079.63","116,522,507.85","123,625,255.94","160,553,447.71","171,351,670.52","176,997,335.34","131,920,884.20","333,580,366.66","248,741,503.61","340,992,015.51","357,942,663.23","206,809,918.44","204,673,898.20","206,524,377.95","209,079,354.05","215,450,401.49",,"287,503,147.17",
预付款项,,"13,194.16",,"3,156,205.02","5,356,562.58","2,803,780.49","4,378,336.61","2,367,861.69","40,788,626.51","736,328.20","199,219.74","3,985,805.71","18,350,674.54","12,220,689.55","24,957,771.57","17,437,548.34","15,234,550.61","23,140,629.32","26,583,117.53","26,110,371.45","37,542,522.26","28,871,863.89","54,355,381.05","80,125,588.44","48,502,972.48","34,142,019.68","29,807,508.01","72,414,157.45","134,464,680.32","61,850,291.61","81,179,816.36","203,520,863.49","157,982,827.17","49,788,014.04","105,798,881.75","110,243,620.04","63,689,629.63","96,762,694.49","124,442,296.62"
预收款项,"2,153,250.00","400,000.00",,,,,,,,,,,"3,169,997.40","11,625,250.36","11,433,311.00","2,537,652.04","3,923,222.07","3,555,808.02","6,107,736.54","3,671,563.66","4,561,549.37","3,875,200.96","6,766,657.68","5,681,105.78","4,034,128.75","11,800,519.41","12,701,415.26","168,329,591.55","145,482,980.42","111,777,208.68","130,831,689.30","63,679,581.55","82,648,703.37","152,325,154.85","134,168,898.72","167,609,256.74","146,108,476.88","215,992,813.67","208,862,003.31"
