科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"325,561,511.60","757,325,250.19","1,152,206,882.14","1,548,968,891.92","406,598,464.11","968,263,118.35","1,341,250,375.26","1,788,881,964.77","486,095,789.97","1,027,411,328.00","1,452,564,928.91","1,966,705,766.55","455,672,168.70","1,058,144,151.51","1,603,249,719.97","2,161,139,287.83","517,272,884.33","1,155,765,722.94","1,665,646,713.95","2,257,022,777.82","533,884,927.34","1,153,411,981.95","1,672,112,184.23","2,304,934,220.75","602,327,093.50","1,279,055,282.23","1,884,111,420.02","2,605,713,782.39","636,029,342.61","1,381,578,780.65","2,059,604,391.73","2,771,942,286.51","712,972,532.63","1,567,871,876.59","2,349,002,156.12","3,221,375,385.30","870,225,899.02","1,808,452,125.78","2,653,831,105.52","3,578,652,774.45","831,626,576.00","1,711,122,007.35","2,466,430,645.35","3,191,811,863.89"
二、营业利润,"87,695,181.63","221,180,928.17","334,477,373.67","425,501,402.55","6,960,062.24","52,464,220.85","78,994,731.63","108,204,610.86","68,451,177.53","160,707,281.99","212,801,863.91","300,988,413.21","40,133,474.62","111,423,973.88","181,960,034.25","274,430,698.72","45,081,641.51","155,809,643.64","199,169,793.32","261,968,398.39","51,998,155.73","140,571,336.41","174,901,059.19","218,022,944.69","47,758,452.60","123,902,609.95","188,683,513.12","245,829,499.11","61,581,991.69","159,984,035.61","241,595,513.01","305,164,251.36","91,355,043.78","185,094,667.77","270,789,115.79","322,014,160.96","72,350,251.23","165,130,544.18","228,750,075.24","283,001,222.48","69,272,317.67","154,893,329.98","216,489,057.26","222,812,762.53"
减:营业成本,"261,462,539.15","537,710,462.85","846,793,923.56","1,095,426,700.31","306,488,419.64","700,618,752.03","957,549,929.05","1,270,222,581.54","366,000,272.91","757,258,853.12","1,052,776,366.43","1,403,937,145.26","334,258,207.44","768,347,509.47","1,192,193,561.01","1,589,861,748.84","398,351,721.47","864,335,919.46","1,248,956,341.06","1,691,926,613.58","418,084,246.85","873,163,760.35","1,274,994,230.65","1,753,179,695.88","481,573,006.48","980,178,755.69","1,448,672,527.17","1,990,792,563.30","498,020,501.31","1,020,134,812.70","1,533,802,851.97","2,100,377,562.47","548,019,287.74","1,182,166,958.06","1,793,829,127.10","2,513,782,764.41","688,000,163.45","1,414,555,511.88","2,091,135,512.77","2,844,933,577.35","667,391,955.37","1,347,303,822.61","1,945,806,002.19","2,484,263,436.65"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"721,593.67","4,148,555.47","6,154,428.80","9,404,052.98","2,106,011.12","5,476,256.49","7,792,107.89","10,422,346.37","2,643,705.56","5,645,004.67","7,611,498.98","10,767,253.45","1,182,602.69","4,989,060.30","8,309,807.82","10,834,776.40","1,237,547.89","5,449,646.07","7,322,109.88","11,202,826.67","1,654,549.70","5,189,899.24","7,156,546.68","10,999,766.20","3,151,823.26","6,695,067.59","9,040,396.74","11,423,872.48","2,965,782.65","6,935,899.40","9,582,908.84","15,484,154.07","2,938,228.01","6,369,221.48","10,509,973.32","14,012,674.05","2,956,207.04","7,143,640.52","10,473,355.68","18,276,386.33","3,616,877.20","8,161,620.26","11,388,263.39","17,907,362.94"
营业外收入,"730,445.85","744,287.48","821,546.84","1,939,144.42","1,137,147.82","4,167,016.68","5,303,844.42","6,714,408.32","1,829,831.70","1,961,407.83","8,996,571.10","9,984,725.77","809,697.18","1,600,003.58","1,758,181.27","4,220,775.59","569,703.86","692,396.63","1,848,824.52","4,715,463.68","645,195.94","831,585.50","1,114,726.39","19,356,000.76","207,459.37","806,800.16","1,287,643.18","4,117,624.71","108,625.24","1,755,591.20","2,102,904.80","6,820,997.36","243,142.19","972,075.17","5,945,635.70","13,731,800.99","1,188,891.25","2,259,019.16","2,934,463.91","5,398,310.67","850,949.54","1,995,065.34","18,829,222.92","2,296,101.72"
销售费用,"19,126,359.27","51,006,266.55","73,303,393.03","104,594,390.32","20,416,926.77","60,998,650.80","85,302,498.49","117,638,119.51","23,627,018.80","62,496,813.31","86,584,697.86","127,024,350.18","30,506,312.97","60,465,118.42","97,712,081.51","135,727,537.94","27,209,991.81","49,097,974.88","76,534,462.24","109,295,816.71","21,958,578.63","53,437,666.78","86,921,571.95","127,388,659.53","25,375,223.58","63,852,113.91","92,479,298.38","129,870,161.76","21,549,781.32","67,004,024.04","102,511,643.37","140,237,269.53","21,607,226.54","56,675,137.00","93,853,291.57","131,517,364.81","27,861,948.97","68,194,974.14","98,841,097.35","131,553,528.74","33,418,996.72","73,015,107.60","105,975,430.04","166,194,862.92"
减:营业外支出,"408,839.22","1,121,475.96","1,816,616.62","3,372,985.73","682,603.58","2,654,439.49","3,631,678.94","5,530,905.83","488,354.00","2,094,233.58","2,715,263.72","4,803,696.44","351,555.34","2,214,625.88","4,677,079.24","5,812,999.15","750,224.15","2,107,092.15","3,827,720.68","6,429,962.49","2,016,024.41","2,828,182.77","6,105,797.21","13,531,449.68","671,296.39","1,765,499.09","4,612,083.21","7,743,343.62","650,485.99","2,415,631.85","3,149,845.37","6,967,785.84","1,601,041.52","2,579,228.86","5,303,316.60","6,572,932.79","256,223.34","1,691,312.06","2,900,793.23","6,339,819.91","594,272.87","1,284,349.32","1,269,396.10","6,899,358.25"
管理费用,"35,419,111.86","82,831,049.55","122,058,039.48","179,509,625.37","28,899,745.14","58,278,370.68","96,860,158.75","153,727,166.53","35,039,497.00","75,874,436.35","124,935,900.81","175,697,914.66","43,963,434.07","81,786,213.24","123,597,292.75","167,622,598.05","48,045,156.46","85,335,126.99","134,176,102.72","184,161,369.80","46,471,103.89","94,976,838.30","142,632,721.56","221,173,084.34","48,217,189.08","107,566,440.53","162,853,251.86","249,639,255.60","56,651,799.49","136,385,704.69","204,346,398.45","269,809,815.10","74,860,068.25","174,061,755.05","236,097,292.79","313,965,508.82","81,895,876.50","166,137,738.09","244,556,206.08","313,833,476.18","70,632,076.43","143,198,927.21","221,020,794.96","314,389,660.49"
其中:非流动资产处置净损失,"44,245.26","44,245.26","197,130.73",,"359,523.24","550,044.18","723,272.61","1,110,258.77","202,193.01","215,578.27","591,910.90","812,861.32","74,583.14","277,319.03","363,207.40","1,287,839.06","189,121.05","311,619.39","1,495,696.69","1,820,913.22","19,931.46","197,786.86","240,888.65","2,770,937.46","119,992.40","280,077.25","578,852.86","1,075,920.87","41,964.12","238,056.67","299,979.03","1,795,075.67","218,069.45","330,108.43","2,282,247.16","2,238,330.50","104,261.32","243,813.95","547,384.61","1,215,904.07","181,781.44","273,681.80","297,362.57",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
