科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"1,134,452,132.30","2,517,503,317.30","3,986,219,668.84","4,968,797,243.60","1,168,787,269.02","2,608,804,528.45","4,113,991,791.73","5,077,091,406.17","1,020,994,079.38","2,362,347,901.78","3,972,520,332.77","5,165,257,752.29","1,328,427,721.39","2,882,884,224.11","4,674,499,497.40","6,445,854,081.78","1,889,027,999.92","4,097,899,813.70","6,304,836,824.47","8,227,755,135.40","1,839,165,955.78","4,006,239,509.31","6,291,160,066.92","8,056,893,842.50","2,106,259,284.46","4,316,886,672.71","6,638,518,361.85","8,626,062,241.05","2,214,926,807.32","4,510,383,298.39","6,721,491,534.74","8,501,350,497.07","2,062,390,265.89","4,338,652,386.28","6,459,083,473.47","8,389,753,641.56","2,192,872,458.99","4,347,551,623.02","6,563,128,620.84","8,356,010,722.64","2,142,940,026.67","4,281,557,566.26","6,686,673,512.86","8,507,610,491.66","2,191,579,491.70"
二、营业利润,"102,256,640.33","309,205,051.09","458,601,467.15","502,448,654.19","69,717,530.64","179,413,576.93","320,302,762.84","279,667,934.73","51,183,782.36","308,962,118.07","637,560,849.57","775,927,923.11","158,101,875.81","381,624,677.28","636,295,844.16","881,893,222.95","231,821,299.27","444,854,198.83","693,073,598.64","680,769,693.97","72,301,770.85","241,478,892.53","326,473,138.34","263,727,086.21","73,687,623.30","216,742,024.12","335,180,746.35","319,053,409.99","57,866,813.35","217,206,991.74","270,032,877.10","215,141,388.58","49,615,745.49","243,681,652.64","215,083,878.99","155,740,196.85","70,049,904.33","238,754,188.68","336,755,334.77","306,321,236.64","485,623,993.16","658,470,798.63","804,748,252.39","670,794,096.30","90,659,031.35"
减:营业成本,"944,199,163.68","1,990,170,832.35","3,148,016,200.45","3,918,824,153.17","941,564,633.16","2,097,064,946.97","3,266,376,418.42","4,073,204,520.91","809,624,737.17","1,729,810,055.87","2,827,018,968.73","3,718,160,020.95","973,001,726.41","2,125,840,390.56","3,458,482,103.90","4,720,222,229.75","1,477,567,596.27","3,234,720,175.28","5,026,825,095.89","6,628,376,602.90","1,513,687,959.36","3,249,825,369.39","5,140,964,289.65","6,675,276,769.32","1,765,714,906.26","3,571,944,783.99","5,459,385,708.84","7,147,797,382.15","1,859,977,149.63","3,719,050,131.28","5,549,501,300.85","7,080,517,404.92","1,710,359,631.24","3,486,379,597.14","5,222,104,247.65","6,882,611,125.16","1,754,814,060.66","3,434,942,035.87","5,202,534,538.59","6,742,589,203.85","1,745,774,626.22","3,411,741,813.70","5,358,870,988.68","6,921,622,525.36","1,795,696,170.58"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,945,343.64","14,755,397.15","26,041,073.03","33,521,231.44","897,780.91","2,684,908.48","8,916,298.29","12,459,474.89","1,274,621.94","13,916,026.48","38,988,160.09","51,202,298.90","11,627,137.95","25,169,571.88","41,361,602.75","88,336,539.23","9,659,215.61","16,547,232.84","24,535,031.08","37,417,403.97","4,958,420.16","15,139,395.25","27,840,028.81","36,470,638.99","8,907,300.05","19,702,797.52","29,870,913.65","40,551,214.44","8,417,294.61","19,479,749.47","27,623,184.11","40,297,079.44","9,237,512.25","21,209,898.64","31,977,286.24","43,577,921.06","9,084,403.74","19,844,815.66","27,624,304.54","62,994,489.80","16,095,467.74","35,754,225.99","57,176,997.05","72,488,113.46","15,554,023.65"
营业外收入,"2,126,197.37","2,072,892.45","9,149,951.68","25,346,269.11","1,864,730.93","2,561,079.27","12,110,389.79","21,419,487.56","1,784,974.37","4,590,265.14","67,664,229.83","89,819,366.41","3,632,426.67","9,725,211.45","22,509,339.53","33,378,547.69","15,005,987.60","19,917,558.85","22,885,899.17","33,134,167.40","7,855,615.64","14,530,411.48","19,764,587.26","33,089,895.24","7,381,417.00","23,866,874.79","28,377,731.92","27,717,188.06","11,630,992.45","11,817,446.68","19,506,845.82","27,462,985.78","3,582,454.02","6,587,568.79","11,050,049.35","35,451,216.37","3,234,669.45","9,879,267.37","14,390,316.02","29,965,284.57","3,526,955.82","4,209,742.70","7,474,404.41","20,543,084.08","798,239.97"
销售费用,"29,930,606.36","66,341,041.31","109,030,796.41","146,242,087.98","40,194,951.86","79,037,430.02","121,618,880.41","156,409,384.16","32,682,640.49","72,389,682.62","119,812,528.13","156,310,616.18","42,905,427.32","84,620,806.20","145,641,872.95","206,455,220.44","68,122,421.70","134,554,809.55","200,241,380.25","264,247,674.75","60,184,308.11","120,381,501.27","201,153,149.80","271,521,998.85","69,212,803.60","140,924,714.24","223,638,244.95","303,208,623.29","74,481,972.51","163,256,485.19","246,931,231.51","315,934,336.61","73,983,210.83","161,083,370.47","246,244,975.97","311,638,223.42","86,863,118.32","161,628,896.03","243,828,601.74","313,555,747.59","83,791,215.57","165,337,546.29","246,676,476.37","317,611,804.55","85,951,583.58"
减:营业外支出,"94,156.20","945,612.79","1,300,702.35","1,542,571.03","362,712.69","2,239,882.29","3,901,767.34","7,966,991.06","299,880.47","1,732,814.97","8,259,364.25","13,035,403.66","120,547.68","1,982,237.24","3,521,272.04","8,791,608.68","1,095,101.45","4,304,095.49","6,284,832.62","9,698,654.66","366,966.66","3,439,853.06","5,034,968.98","6,245,866.93","978,545.80","3,771,070.60","5,481,584.10","16,830,814.73","1,571,425.44","6,527,778.53","8,123,021.86","12,471,437.62","1,238,251.74","1,973,019.73","2,795,640.57","14,812,132.57","854,853.43","2,332,344.23","10,149,443.75","15,568,584.15","924,600.10","5,021,161.60","13,226,435.50","23,089,858.72","309,897.32"
管理费用,"53,476,733.92","103,901,746.49","167,430,766.88","221,415,221.54","69,569,490.21","145,591,039.62","224,988,958.77","302,226,623.24","81,218,743.96","158,876,788.77","249,238,758.72","345,336,700.54","106,100,107.49","198,985,027.79","290,145,549.58","409,300,719.76","118,443,035.84","237,124,716.79","337,885,566.42","536,054,454.53","121,881,391.13","255,774,378.27","399,989,628.59","561,011,539.35","131,899,183.74","279,996,439.01","458,119,715.13","627,763,359.34","141,657,129.71","266,164,307.91","440,123,677.83","625,216,380.07","155,446,106.13","317,181,067.34","487,300,208.51","662,662,716.51","175,814,459.51","352,834,631.92","558,324,985.09","691,666,038.22","171,583,382.11","344,529,699.96","519,154,661.52","692,712,156.24","166,311,361.69"
其中:非流动资产处置净损失,,,"557,487.82","1,002,363.17","41,844.62","80,131.79","1,328,066.40","4,156,143.82","123,140.95","722,606.89","6,134,255.28","8,865,048.57","83,422.48","465,560.45","1,509,506.12","6,037,961.78","994,858.85","3,832,381.20","4,741,794.23","7,737,231.65","221,177.09","3,002,685.54","4,008,697.76","5,367,943.61","534,385.54","3,092,508.12","4,596,822.55","15,741,838.59","1,436,163.41","6,091,345.50","7,406,026.86","11,624,701.12","649,008.01","1,423,766.45","1,874,659.71","12,736,652.01","839,748.12","2,237,893.10","6,029,412.41","10,830,385.17","795,957.05","3,947,160.17","11,181,472.45",,
