科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"271,690,739.84","285,772,761.35","96,728,958.37","155,812,100.11","236,369,504.05","60,389,382.71","138,338,266.08","228,052,601.91","306,601,155.71","72,551,082.44","176,035,812.30","289,069,924.77","427,854,958.19","70,386,396.64","167,647,473.08","263,719,499.74","368,978,529.89","88,216,270.30","201,629,671.28","299,333,915.08","404,860,703.92","76,490,124.17","160,980,245.73","342,647,438.51","475,541,247.29","153,468,545.18","319,281,419.53","528,693,076.45","940,847,581.74","447,990,967.77","858,826,118.14","1,309,911,726.69","1,674,860,621.67","639,633,152.34","1,589,165,365.48","2,237,152,268.65","3,101,374,995.27"
二、营业利润,"32,592,121.66","25,505,366.71","10,481,675.36","19,887,283.57","31,573,258.68","4,757,024.98","10,459,566.18","18,506,158.69","13,368,761.99","2,544,352.05","10,716,188.06","19,398,037.75","24,995,290.81","3,413,360.87","6,972,797.63","11,795,642.67","15,785,192.20","1,011,343.85","4,345,171.43","-475,610.00","-820,217.68","711,206.77","-5,584,566.73","158,889,664.85","255,528,892.53","73,807,430.54","143,864,969.82","245,897,938.29","366,928,672.26","110,093,958.13","212,426,526.21","350,353,667.57","561,869,942.55","282,288,660.66","611,556,556.02","778,948,333.56","1,357,928,875.70"
减:营业成本,"218,187,982.01","234,097,399.05","75,225,794.79","120,513,001.20","180,376,688.06","50,105,763.42","114,405,034.56","188,392,182.86","255,058,285.75","61,399,932.88","144,027,414.57","236,634,286.88","347,819,373.02","55,432,019.72","134,841,206.36","210,304,718.69","291,852,976.17","71,075,407.58","159,124,525.56","244,767,894.46","331,647,428.76","61,285,591.07","134,933,687.97","70,051,293.88","84,075,285.20","36,003,926.73","82,821,174.73","143,239,997.56","294,534,604.23","217,997,762.84","399,669,312.94","586,998,862.96","681,953,910.48","243,581,348.91","624,870,843.95","812,762,965.25","1,073,549,556.55"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"261,365.22","56,266.72","38,531.42","54,576.77","70,592.39","9,770.66","213,160.36","619,502.54","677,738.84","123,133.85","395,512.90","967,682.29","2,485,080.54","469,489.97","1,179,884.34","1,574,985.16","1,990,295.61","139,746.96","440,141.02","521,075.42","786,637.65","230,951.84","1,231,802.94","1,555,881.22","2,135,664.39","673,026.70","1,528,713.33","2,698,035.20","3,973,624.58","1,117,994.87","2,148,225.43","3,250,132.44","5,334,404.04","2,037,316.29","7,979,233.33","9,954,565.46","14,762,897.85"
营业外收入,,"10,822,685.65","232,322.00","254,525.00","5,378,932.91","68,900.00","2,203,166.00","2,480,614.00","3,371,805.30","636,091.50","636,091.50","667,117.15","13,847,144.96","220,092.79","11,487,062.79","11,621,600.65","13,314,500.28","15,000.00","13,921,624.00","16,150,624.00","16,150,638.18","128,499.01","128,499.01","2,030.01","2,030.01",,1.76,1.78,"511,240.38","170,464.00","2,013,052.82","2,808,920.95","8,203,964.71","2,046,422.63","3,106,866.07","127,183,036.91","3,155,021.99"
销售费用,"5,667,204.29","5,688,106.25","2,360,819.90","2,834,056.64","4,606,815.68","1,314,460.12","3,295,356.99","5,205,512.61","7,446,312.42","2,603,706.57","4,808,581.66","7,051,016.89","11,182,598.36","3,593,793.33","5,526,848.19","8,997,436.85","11,733,088.95","3,895,547.01","6,592,855.30","8,930,356.70","13,101,319.79","2,544,162.16","6,491,548.39","28,778,010.32","39,167,018.58","3,492,623.59","6,716,926.76","8,446,284.19","14,814,626.03","19,579,201.64","33,786,565.46","58,604,093.04","76,143,525.89","33,508,005.43","102,697,946.07","160,911,887.50","235,039,391.35"
减:营业外支出,"75,000.00","96,000.00","76,420.00","97,420.00","107,786.49",,,,"30,000.00",,,"15,775.67","97,510.33","30,000.00","35,000.00","129,179.52","135,926.93","30,566.00","35,742.32","131,690.14","139,182.96","70,000.00","73,953.83",271.20,271.20,100.00,"2,250.00","3,170.00","6,504,270.00",,399.80,437.10,"1,233,072.08","4,022,553.88","4,062,629.34","4,260,696.93","28,698,522.95"
管理费用,"7,970,574.88","10,425,117.71","5,105,867.02","7,544,614.38","12,385,737.36","2,566,993.91","5,925,526.67","9,590,425.15","21,064,727.32","4,655,559.81","10,240,511.06","15,196,836.86","20,500,322.92","4,579,572.97","10,583,610.17","16,706,878.95","25,466,012.56","5,790,115.32","13,156,661.38","20,159,171.96","27,247,889.48","7,229,190.68","13,749,416.04","95,218,737.26","139,922,870.47","37,907,618.51","74,093,674.42","111,578,771.18","226,255,739.27","88,053,884.18","196,749,875.84","295,195,959.90","343,751,924.87","101,541,708.88","230,984,681.88","376,647,774.79","645,302,065.19"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,"19,304.72",,,,,,,,,,,,"378,808.81","4,000,000.00","39,870.82","104,049.84",
