科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"83,830,796.87","73,118,761.03","50,362,325.29","38,969,213.53","1,041,176,941.13","712,688,124.43","655,336,068.99","612,867,766.17","527,734,608.54","504,713,851.67","480,424,944.95","359,091,393.29","283,704,996.47","219,036,200.09","108,177,639.91","120,724,612.26","88,528,893.93","111,568,410.66","93,753,268.25","121,455,859.80","107,248,401.54","109,176,637.08","131,522,089.81","383,200,577.76","239,615,335.74","186,045,755.51","365,141,180.93","286,184,184.72","268,547,359.24","288,751,756.83","555,714,524.83","344,897,410.20","381,501,281.20","584,708,604.65"
短期借款,"64,100,000.00","62,853,944.77","156,862,824.06","126,039,679.09","115,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,"40,000,000.00","42,771,864.83",,,"79,289,693.55","106,852,921.07","196,602,645.39","316,351,775.93","354,545,207.19","332,288,470.46","417,894,749.07","469,074,944.83","551,621,456.60","525,279,819.58","469,735,702.12","639,565,761.28","601,524,437.37","741,602,541.12","740,449,820.29","740,999,340.98","667,915,457.60","718,965,594.74","618,172,261.29","686,995,738.17","479,727,838.01"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"23,401,391.36","12,735,950.69","20,916,581.55","10,383,446.19","9,308,876.85","19,030,236.79","8,691,119.18","20,917,492.77","20,376,640.00","17,234,808.56","18,261,983.43","21,126,874.38","21,228,583.93","28,470,240.26","26,834,320.74","19,068,389.60","19,400,906.88","19,911,069.37","20,857,059.25","29,087,616.94","27,183,759.58","33,660,388.23","39,365,963.77","42,680,802.24","45,818,611.57","52,018,963.12","49,853,394.91","36,562,955.22","38,169,239.92","54,139,271.09","80,354,578.50","151,376,019.62","149,936,172.53","199,241,965.37"
应付票据,"21,777,654.80",,,,"17,888,582.51","12,047,288.09",,,"6,832,677.80","8,288,602.04","3,611,909.90","1,000,000.00",,,,,"8,000,000.00","26,952,553.08","9,940,971.29","19,508,148.99","9,999,484.87",,,,,,,,"46,990,947.12","135,407,032.81","105,925,346.24","96,109,823.33","153,781,942.95","169,868,602.80"
应收账款,"67,393,263.12","70,936,162.42","109,990,628.35","142,379,678.07","171,447,052.45","182,565,909.14","171,240,287.12","168,440,973.02","206,858,331.78","220,355,543.91","211,367,276.82","247,254,595.42","276,910,406.72","297,375,090.08","275,382,290.87","310,180,885.64","419,061,776.61","439,394,160.66","419,947,597.47","478,160,254.22","525,903,188.61","510,496,565.99","483,665,856.71","654,660,255.93","718,345,183.99","719,200,107.32","646,150,679.07","752,391,750.02","869,576,864.08","861,236,624.01","885,973,985.85","940,967,294.57","1,003,596,853.37","953,824,319.83"
应付账款,"70,742,590.87","80,495,799.01","120,155,490.32","105,595,373.86","126,658,372.41","120,920,011.78","125,294,434.65","133,211,566.08","154,174,947.55","131,413,985.87","116,963,276.60","126,908,866.76","142,814,267.38","131,875,009.57","171,569,783.19","190,513,057.93","362,710,440.91","316,405,936.19","267,726,067.61","284,150,768.57","285,695,934.63","271,936,049.94","278,463,635.43","299,055,793.34","330,529,932.52","312,004,734.27","312,056,635.98","323,743,531.86","365,306,114.31","353,135,683.26","432,008,260.76","425,393,210.95","423,325,072.98","436,996,639.46"
预付款项,"22,625,542.07","52,002,530.46","33,217,863.08","43,997,791.76","47,632,477.59","81,676,124.98","67,370,527.54","79,868,341.66","23,869,439.36","88,688,757.33","21,102,738.78","66,278,505.95","73,910,626.92","117,158,367.73","118,669,467.30","152,453,686.09","82,811,862.98","93,705,436.99","48,101,419.06","61,740,321.98","47,926,252.31","31,126,490.58","30,170,687.83","63,585,307.98","191,863,283.97","364,815,573.41","43,815,676.56","70,994,099.95","57,322,693.12","68,237,078.09","41,860,306.60","45,604,235.89","52,603,044.55","45,321,008.81"
预收款项,"12,109,961.22","4,788,488.66","7,426,034.88","8,328,237.90","5,699,398.56","9,034,772.84","5,341,009.51","7,479,075.21","4,487,051.23","4,411,565.70","3,888,277.93","4,835,939.27","4,618,629.76","4,078,680.73","3,862,421.01","5,395,454.42","7,358,670.99","4,204,980.01","8,343,513.23","12,440,248.89","12,605,368.62","10,149,944.93","10,372,196.43","14,395,997.47","11,983,816.35","14,696,616.13","7,901,008.91","7,731,460.55","8,258,510.63","10,685,783.58","13,888,943.25","14,455,977.98","10,907,870.24","14,957,956.21"
其他应收款,"37,027,274.51","2,922,418.23","4,623,007.71","6,111,533.80","2,194,097.40","5,367,522.44","3,296,800.08","4,772,468.84","2,738,874.78","3,772,127.93","2,472,447.73","3,822,142.02","2,960,830.28","4,106,891.75","2,740,621.79","6,133,234.22","8,614,816.84","3,532,526.12","1,597,308.36","2,582,688.43","3,200,313.97","3,217,824.43","3,405,523.91","8,362,234.80","8,060,121.71","15,235,139.10","10,539,040.04","12,256,718.02","11,569,232.40","205,447,397.57","15,826,372.60","17,874,053.77","17,607,208.10","23,888,083.72"
应付职工薪酬,"7,935,921.58","11,856,182.83","12,917,002.04","7,102,080.35","10,558,720.09","10,649,667.36","13,313,611.35","9,097,202.77","12,638,820.26","8,451,975.34","19,451,060.73","13,539,610.36","15,404,848.83","16,445,521.31","19,394,837.08","20,413,761.91","23,001,693.16","28,735,867.01","31,820,539.77","25,304,943.11","34,218,808.91","31,533,549.23","29,325,416.37","26,200,921.16","37,538,936.85","49,519,523.42","50,249,064.35","44,235,453.14","53,563,514.03","52,385,588.42","91,029,038.41","74,248,739.35","87,578,926.13","82,062,188.64"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,228,603.71","4,907,461.01","2,356,572.15","1,683,090.96","1,418,944.36","-1,494,773.79","-4,414,509.54","-25,133,879.39","-23,316,605.18","-22,793,851.69","-19,938,431.38","-14,704,852.05","3,965,623.97","4,830,478.93","-7,130,002.09","-8,194,715.30","-22,747,585.72","-16,586,792.58","-4,572,827.21","-6,754,116.52","1,807,576.86","-2,461,077.04","27,312,839.38","23,287,642.41","27,267,943.44","25,283,304.03","26,664,834.22","25,366,197.22","35,926,846.55","48,604,648.83","57,123,902.83","50,091,477.10","48,752,861.32","51,981,806.29"
应收利息,,,,,,"2,909,625.00","5,134,875.00","7,464,779.17","5,616,222.69","7,837,866.59","9,789,272.68","10,198,525.49","168,013.89","626,430.55","258,988.88",,,,,,,,,"45,337.50","181,350.00","687,037.50","1,325,774.82","2,287,798.89","3,291,809.99","4,316,206.95","5,357,265.56","6,314,876.38","7,318,887.48","8,752,681.67"
应付利息,"418,173.83","679,214.81","1,059,199.67","2,463,770.46","2,978,283.14","1,997,166.36","215,666.66","398,000.00","684,000.00","1,026,000.00","176,018.56","254,599.94","425,599.94","596,599.94","129,334.58","125,541.18","474,899.71","693,597.91","947,651.62","1,342,748.41","1,083,993.09","639,466.66","819,765.85","-1,779,434.59","549,514.46","830,111.29","1,245,897.77","976,123.48","893,724.09","865,989.29","803,223.72","865,456.06","1,079,399.17","5,475,641.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,"12,898,683.46",,,,,,,,,,
应付股利,,"25,131,000.00",,,,,,,,,,,,,,,,,,,,,,,"29,956,622.88","31,170,380.41","18,560,610.03","18,891,316.84","26,404,872.66","15,294,074.53","16,376,385.22","12,512,983.22","26,609,747.03","4,043,474.10"
存货,"22,262,653.83","19,785,729.70","41,208,920.60","45,392,938.10","54,906,760.09","60,352,382.20","41,918,009.07","53,773,458.23","48,176,141.08","46,766,532.41","36,203,314.69","48,408,560.56","42,152,501.97","35,267,634.94","47,794,628.94","69,771,608.01","100,111,388.01","105,141,247.34","109,247,124.19","131,344,262.76","127,760,582.26","131,754,733.43","151,017,496.68","173,620,047.02","168,711,860.95","159,871,009.55","199,656,144.22","213,325,699.77","211,412,326.74","249,909,252.42","281,832,867.59","284,735,555.04","286,085,652.23","309,898,978.67"
其他应付款,"5,505,542.71","9,501,599.67","11,140,588.03","18,913,308.53","21,468,401.46","20,723,872.27","14,999,865.58","12,874,898.30","14,578,355.90","15,938,870.38","9,054,869.91","9,267,263.53","2,767,753.14","1,999,554.67","2,841,500.29","3,006,352.05","2,409,142.18","7,860,930.63","6,391,635.86","7,301,327.39","6,997,399.82","7,495,319.54","8,263,971.09","144,419,505.52","24,018,062.44","27,394,420.28","40,998,712.53","38,285,252.66","37,088,982.95","45,372,595.06","23,090,940.28","25,128,104.74","66,264,924.39","34,317,636.72"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
