科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,498,566,906.65","2,793,607,315.11","4,509,625,218.92","6,022,495,630.14","1,369,161,570.90","2,836,936,808.72","4,272,614,001.73","5,714,785,633.51","996,977,493.37","1,878,439,340.02","2,905,373,141.49","4,169,080,810.03","1,343,745,974.86","2,812,863,127.96","4,487,530,459.70","6,079,765,359.92","1,285,330,715.53","6,967,805,682.04","11,458,504,503.91","15,570,280,300.08","3,485,825,075.54","6,222,296,632.22","10,395,262,472.56","14,086,633,334.36","3,354,878,665.67","6,662,849,281.88","11,270,250,699.29","14,258,632,127.94","3,539,997,649.87","7,377,237,574.16","11,113,499,786.88","14,365,967,427.09","3,172,689,681.73","6,608,918,445.56","10,244,190,768.25","13,498,101,901.34","3,552,691,540.86","6,934,680,725.54","11,598,365,564.46","16,161,275,278.74","3,698,117,346.10","7,384,135,460.96","11,770,064,184.89"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,871,023.99",,,,,,,,,,,
收到的税费返还,"28,724,783.39","87,811,094.61","137,105,554.23","162,942,628.69","39,446,097.79","56,718,117.26","85,327,947.78","133,734,202.64","34,675,607.07","67,654,389.68","121,407,695.57","161,682,680.63","41,528,429.57","84,168,183.76","140,893,473.85","210,388,061.73","59,356,070.21","644,701,302.18","1,030,396,620.58","1,476,469,096.34","330,573,580.78","613,366,475.63","976,450,722.66","1,324,920,482.33","303,447,770.65","544,378,371.93","944,492,404.31","1,353,481,110.09","268,858,091.39","603,118,727.80","938,607,604.75","1,170,941,556.50","469,425,932.72","706,404,232.10","1,110,555,101.38","1,351,993,803.18","446,603,835.84","601,718,555.63","1,005,313,771.00","1,302,393,786.09","398,819,130.61","699,242,244.47","1,082,975,649.77"
支付其他与投资活动有关的现金,,,"1,454,375.00",,,,"586,612.71","8,828,396.62",,,,"256,370,050.68","52,531,362.11","1,018,900.00","2,518,900.00","99,459,598.00","54,235,200.78","107,075,229.40","241,874,821.09","221,342,588.40","45,146,240.59","11,577,002.70","189,251,644.57","11,919,516.84","1,560,000.00","1,560,000.00","1,560,000.00","141,392,545.18","4,036,550.80","132,036,550.80","128,000,000.00","133,417,369.73","133,313,240.00","330,740.00","30,000.00","135,775,639.16","2,268,533.13","3,593,081.35",,"3,347,924.62","7,526,312.45","7,543,210.25","7,543,224.65"
收到其他与经营活动有关的现金,"63,492,933.71","114,649,409.27","197,901,447.11","85,207,285.65","46,573,404.32","94,187,691.81","97,672,782.97","108,760,769.97","37,773,041.52","58,533,921.25","151,660,806.57","80,078,956.89","6,760,030.90","111,504,238.74","202,089,090.89","96,579,980.79","48,127,197.68","149,594,458.85","236,620,567.44","247,535,372.32","189,392,254.79","308,679,068.23","488,378,553.68","495,482,525.02","153,539,738.17","320,365,004.42","459,596,713.59","466,697,564.25","211,816,470.10","478,276,796.49","677,752,229.61","591,578,867.21","225,253,556.19","447,435,136.12","617,582,873.65","449,461,108.83","256,810,818.53","327,522,714.93","526,070,906.22","319,017,176.10","235,276,119.96","397,013,364.78","766,352,029.64"
投资活动现金流出小计,"18,624,253.05","39,636,600.79","85,085,927.43","209,223,167.49","20,532,778.20","145,477,063.45","127,278,729.60","204,892,833.87","125,028,971.65","173,283,286.95","241,474,787.14","752,950,622.00","153,606,976.15","269,027,868.25","334,674,792.79","437,328,431.74","66,352,790.93","186,907,551.49","339,062,162.17","2,294,069,497.45","414,386,408.35","1,440,510,445.11","1,007,140,378.62","3,850,081,233.26","632,893,208.68","1,562,088,585.51","2,295,033,886.87","5,434,600,628.18","983,575,990.00","1,826,557,519.02","5,012,878,204.66","8,954,002,453.53","1,476,043,641.66","6,755,549,628.37","6,758,356,932.15","11,357,372,571.49","596,064,843.51","1,105,936,798.61","2,049,167,824.53","3,988,122,904.24","1,450,493,401.93","2,780,642,330.65","4,167,682,928.69"
经营活动现金流入小计,"1,590,784,623.75","2,996,067,818.99","4,844,632,220.26","6,270,645,544.48","1,455,181,073.01","2,987,842,617.79","4,455,614,732.48","5,957,280,606.12","1,069,426,141.96","2,004,627,650.95","3,178,441,643.63","4,410,842,447.55","1,392,034,435.33","3,008,535,550.46","4,830,513,024.44","6,386,733,402.44","1,392,813,983.42","7,762,101,443.07","12,725,521,691.93","17,294,284,768.74","4,005,790,911.11","7,144,342,176.08","11,860,091,748.90","15,907,036,341.71","3,811,866,174.49","7,527,592,658.23","12,674,339,817.19","16,078,810,802.28","4,020,672,211.36","8,458,633,098.45","12,729,859,621.24","16,128,487,850.80","3,867,369,170.64","7,762,757,813.78","11,972,328,743.28","15,299,556,813.35","4,256,106,195.23","7,863,921,996.10","13,129,750,241.68","17,782,686,240.93","4,332,212,596.67","8,480,391,070.21","13,619,391,864.30"
投资活动产生的现金流量净额,"10,999,005.67","49,302,319.51","30,023,355.83","-29,563,608.92","8,481,682.39","-81,356,777.75","-52,940,793.02","-87,747,441.58","-87,837,122.67","-86,837,285.43","-145,448,991.49","-371,078,034.98","-64,482,963.50","-178,355,650.53","-114,589,160.04","44,063,465.22","9,592,008.43","37,062,638.54","-16,272,757.47","102,767,944.72","46,092,598.08","123,996,336.70","101,931,887.56","109,505,529.41","89,217,563.04","108,219,720.70","115,066,435.93","-144,019,809.57","29,630,212.10","-207,744,992.84","-305,936,203.07","-207,180,455.11","98,014,755.64","142,227,147.23","-22,569,263.51","64,047,613.98","-7,382,796.40","-14,793,749.36","42,482,976.87","219,612,725.27","33,067,510.31","-8,258,862.78","17,088,549.10"
购买商品、接受劳务支付的现金,"1,461,004,794.40","2,757,618,931.50","4,431,857,391.36","5,659,756,768.80","1,335,284,408.84","2,696,501,550.24","3,986,878,511.16","5,323,311,889.66","890,948,355.75","1,699,193,597.16","2,658,422,142.83","3,866,458,148.41","1,260,115,507.13","2,674,356,431.00","4,262,400,679.23","5,736,036,296.25","1,149,871,129.40","7,241,059,680.70","11,755,350,558.58","15,992,744,641.47","3,630,647,232.75","6,443,280,212.12","10,908,253,204.66","14,583,368,495.06","3,490,870,734.37","6,820,411,585.79","11,501,229,310.29","14,497,943,648.82","3,793,332,704.50","7,685,247,918.00","11,639,701,061.32","14,981,060,195.55","3,274,942,081.71","6,689,456,427.27","10,616,468,675.23","13,850,547,496.22","3,622,356,574.87","6,914,761,400.32","11,500,504,116.76","15,852,681,966.77","4,048,463,353.74","7,828,792,242.51","12,433,779,512.01"
吸收投资收到的现金,,,,"400,000.00",,"22,040,000.00","22,040,000.00","22,040,000.00",,,,"10,000,000.00",,,"993,600.00","993,600.00",,,"500,000.00",,,"1,803,379.07","1,803,379.07","3,520,118.28",,,"1,462,550.00","28,894,939.46","68,971.43","68,971.43","68,971.47","1,914,661.47",,"15,202,080.30","12,371,749.14","12,371,749.14",,"56,948,840.00","39,996,070.00","179,054,804.10",,,
支付给职工以及为职工支付的现金,"44,762,629.08","88,379,129.41","145,258,187.17","229,432,782.83","52,633,598.71","95,550,893.51","145,502,816.98","230,375,291.17","50,212,163.14","98,913,016.92","147,677,411.73","236,832,974.75","53,723,417.50","107,281,197.06","164,401,753.56","246,886,182.00","65,870,345.02","182,770,279.61","263,982,351.80","397,352,400.69","78,831,851.33","145,003,366.56","218,852,155.18","354,501,945.48","79,488,280.29","146,801,382.36","221,136,714.05","343,272,854.44","80,807,557.52","151,140,984.43","223,170,153.83","353,399,336.83","85,016,783.53","171,191,115.46","246,664,780.28","395,295,539.09","99,558,256.30","177,101,604.42","262,056,165.53","392,224,285.54","106,655,573.38","185,085,274.02","266,344,381.29"
取得借款收到的现金,"88,600,000.00","146,179,640.00","286,779,640.00","391,815,242.37","100,128,500.00","164,945,440.00","289,078,240.00","409,722,938.13","85,435,560.00","230,379,400.00","384,302,920.00","760,449,802.05","167,305,127.10","429,922,001.18","558,112,541.18","659,812,546.78","236,473,439.70","495,194,750.81","636,706,529.39","766,664,345.14","36,223,239.14","163,953,535.81","309,156,170.28","337,993,182.55","81,931,717.54","94,455,612.23","137,451,699.41","254,882,533.98","42,899,759.96","219,666,824.99","252,244,886.76","294,948,806.83","220,825,396.02","249,032,116.02","305,341,956.02","328,789,783.41","87,470,350.00","123,900,000.00","352,845,532.33","363,764,891.69","56,858,942.36","275,303,991.01","352,789,843.62"
支付的各项税费,"16,400,623.77","37,744,019.46","49,446,935.90","64,437,110.76","18,523,882.14","40,210,325.38","54,012,718.21","63,305,012.49","15,919,267.44","28,769,940.44","40,602,912.66","53,494,879.84","9,544,456.56","34,775,537.61","46,605,698.64","51,335,809.03","15,096,255.40","55,770,336.00","94,960,475.17","100,153,424.96","38,992,845.97","91,194,389.96","157,492,069.88","101,326,030.32","55,822,858.48","101,508,327.56","174,696,787.01","111,410,552.00","76,872,134.73","144,872,614.89","229,852,570.14","154,613,001.64","72,062,723.59","118,993,721.90","175,491,293.02","119,584,257.09","44,343,607.92","132,895,052.29","160,235,664.10","176,708,212.57","31,582,730.52","106,568,931.64","135,552,678.80"
收到其他与筹资活动有关的现金,"20,000,000.00","20,000,000.00","20,023,017.41","285,700.00","860,687.00",,"502,441.00","502,441.00","167,288.80","427,674.54","423,656.02","423,656.02",,"3,000,000.00","3,018,200.00","5,000,000.00","1,000,000.00","43,374,961.45","22,079,408.20","4,036,594.44","4,717,610.00",,"13,243,317.73",,,,"216,775.40",,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"58,474,673.54","124,562,650.20","200,963,155.42","250,578,352.47","110,185,877.91","149,073,941.21","275,647,276.06","226,067,508.59","70,514,098.09","149,055,135.44","249,894,493.39","222,122,375.05","63,308,247.83","208,804,981.72","296,180,427.91","271,968,736.63","115,176,470.23","322,520,810.63","513,951,625.33","710,387,382.71","242,317,183.05","440,038,725.77","665,478,083.63","659,004,728.25","209,032,514.79","421,526,503.01","629,677,096.29","769,292,783.65","226,847,343.12","486,904,532.69","768,572,166.77","882,861,929.55","281,797,433.30","574,301,597.20","830,534,770.22","710,752,863.27","335,968,983.00","476,113,771.45","789,985,017.55","770,173,912.61","313,892,304.03","570,467,652.90","1,004,525,975.61"
筹资活动现金流入小计,"108,600,000.00","166,179,640.00","306,802,657.41","392,500,942.37","100,989,187.00","186,985,440.00","311,620,681.00","432,265,379.13","85,602,848.80","230,807,074.54","384,726,576.02","770,873,458.07","167,305,127.10","432,922,001.18","562,124,341.18","665,806,146.78","237,473,439.70","538,569,712.26","659,285,937.59","770,700,939.58","40,940,849.14","165,756,914.88","324,202,867.08","341,513,300.83","81,931,717.54","94,455,612.23","139,131,024.81","283,777,473.44","42,968,731.39","219,735,796.42","252,313,858.23","306,763,468.30","220,825,396.02","264,234,196.32","317,713,705.16","341,161,532.55","87,470,350.00","180,848,840.00","392,841,602.33","542,819,695.79","56,858,942.36","275,303,991.01","352,789,843.62"
经营活动现金流出小计,"1,580,642,720.79","3,008,304,730.57","4,827,525,669.85","6,204,205,014.86","1,516,627,767.60","2,981,336,710.34","4,462,041,322.41","5,843,059,701.91","1,027,593,884.42","1,975,931,689.96","3,096,596,960.61","4,378,908,378.05","1,386,691,629.02","3,025,218,147.39","4,769,588,559.34","6,306,227,023.91","1,346,014,200.05","7,802,121,106.94","12,628,245,010.88","17,200,637,849.83","3,990,789,113.10","7,119,516,694.41","11,950,075,513.35","15,698,201,199.11","3,835,214,387.93","7,490,247,798.72","12,526,739,907.64","15,721,919,838.91","4,177,859,739.87","8,468,166,050.01","12,861,295,952.06","16,371,934,463.57","3,713,819,022.13","7,553,942,861.83","11,869,159,518.75","15,076,180,155.67","4,102,227,422.09","7,700,871,828.48","12,712,780,963.94","17,191,788,377.49","4,500,593,961.67","8,690,914,101.07","13,840,202,547.71"
偿还债务支付的现金,"108,600,000.00","157,179,640.00","270,093,457.74","356,815,242.37","44,600,000.00","179,945,440.00","335,587,517.43","473,664,826.70","120,485,940.00","234,686,230.00","354,488,105.72","480,698,004.73","110,118,680.00","292,532,310.00","509,945,884.12","740,294,634.06","225,909,870.27","496,962,459.39","687,554,495.69","910,106,221.82","150,491,836.15","264,719,014.83","450,338,434.19","510,584,121.30","87,783,591.84","157,239,465.92","230,547,780.51","252,866,064.24","4,805,230.82","32,363,842.42","86,363,186.40","145,226,420.76","152,006,856.81","201,656,926.69","207,570,206.69","213,824,268.52","88,002,560.00","114,394,800.00","307,604,605.32","315,819,910.52","125,374,170.80","182,366,898.58","264,422,850.37"
