科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,119,091,584.01","1,323,395,411.37","624,231,688.15","946,726,527.58","1,246,222,995.13","377,028,184.05","750,329,852.39","1,166,438,275.58","1,600,767,110.54","510,924,564.43","1,038,578,572.51","1,625,356,700.36","2,152,626,615.49","526,400,783.51","981,857,556.92","1,529,260,318.77","2,269,073,118.42","557,016,623.47","1,145,330,886.69","1,667,455,627.66","2,376,974,309.10","479,893,813.85","921,048,067.59","1,396,241,950.34","1,872,194,934.24","400,722,744.23","835,152,723.87","1,418,633,931.24","1,785,741,789.56","487,843,347.51","908,340,414.38","1,384,108,525.71","1,921,663,859.88","446,198,414.06","864,628,591.74","1,352,468,612.49"
取得子公司及其他营业单位支付的现金净额,"6,189,438.78",,,,,,,,,,,,,,,,,,,,,,,,"50,720,630.36",,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,"3,333,188.86",,,,,,,,"2,553,069.80",,,,"2,602,069.80",,,,"3,263,185.78",,,,"2,844.24",,,
支付其他与投资活动有关的现金,,,,,,,,,"36,810,000.00",,,,"7,920,117.74",,"7,564.71","8,891.95",,,,,,,,,"35,125,628.34",,,,"10,300,000.00","904,791.65","904,791.65","904,791.65",,,"2,755,684.87","2,755,684.87"
收到其他与经营活动有关的现金,"2,344,606.16","5,900,318.59","719,415.57","11,885,490.27","4,354,611.66","9,420,138.41","12,031,953.65","35,726,936.44","38,685,174.84","19,776,575.21","31,815,625.81","46,650,362.13","45,843,659.71","11,821,697.64","6,942,323.56","11,019,432.79","16,959,856.32","9,543,789.62","8,608,547.54","11,335,588.58","21,863,413.59","10,304,623.52","6,801,835.66","7,743,633.01","28,386,520.04","7,363,667.82","7,812,593.25","9,112,412.61","28,588,321.23","11,693,944.68","8,618,821.26","11,101,072.37","11,987,116.54","22,167,473.92","25,061,781.26","28,756,019.52"
投资活动现金流出小计,"85,446,054.37","85,023,519.06","65,382,193.90","130,926,145.78","140,567,716.27","18,715,424.82","32,857,100.40","120,672,310.38","231,225,891.70","42,634,298.76","89,164,503.18","122,336,081.87","272,425,585.12","15,327,892.42","46,279,052.02","55,451,689.84","200,859,681.46","36,683,673.70","49,761,056.15","63,333,742.32","132,188,621.28","5,634,601.00","21,185,298.55","156,630,885.61","216,306,072.98","50,354,331.92","56,872,836.87","13,111,504.08","232,635,161.03","89,844,241.81","100,019,357.38","131,061,540.48","63,309,554.74","8,715,916.00","68,904,311.93","109,676,450.92"
经营活动现金流入小计,"1,121,436,190.17","1,329,295,729.96","624,951,103.72","958,612,017.85","1,250,577,606.79","386,448,322.46","762,361,806.04","1,202,165,212.02","1,639,452,285.38","530,701,139.64","1,070,394,198.32","1,672,007,062.49","2,201,803,464.06","538,222,481.15","988,799,880.48","1,540,279,751.56","2,286,032,974.74","566,560,413.09","1,153,939,434.23","1,678,791,216.24","2,401,390,792.49","490,198,437.37","927,849,903.25","1,403,985,583.35","1,903,183,524.08","408,086,412.05","842,965,317.12","1,427,746,343.85","1,817,593,296.57","499,537,292.19","916,959,235.64","1,395,209,598.08","1,933,653,820.66","468,365,887.98","889,690,373.00","1,381,224,632.01"
投资活动产生的现金流量净额,"-84,995,239.24","-85,023,519.06","-65,337,193.90","-130,881,145.78","-140,522,716.27","-18,715,424.82","-32,850,100.40","-120,665,310.38","-231,147,077.17","-42,634,298.76","-89,164,503.18","-122,336,081.87","-237,938,396.78","-15,327,892.42","-39,399,424.02","-48,572,061.84","-200,859,681.46","-36,683,673.70","-47,944,473.36","-61,517,159.53","-132,188,621.28","-5,634,601.00","6,814,701.45","-156,630,885.61","-159,123,543.64","-50,354,331.92","4,127,163.13","11,888,495.92","-154,733,201.42","-89,844,241.81","-33,719,357.38","-64,761,540.48","10,298,464.37","-8,715,916.00","-8,104,311.93","-15,476,450.92"
购买商品、接受劳务支付的现金,"938,012,940.55","1,137,621,739.64","451,108,225.19","727,994,543.28","1,010,838,483.47","331,240,016.93","679,955,978.31","1,070,866,901.71","1,491,465,457.49","404,736,444.73","866,171,864.29","1,387,169,842.15","1,928,059,836.06","453,735,816.39","849,922,047.18","1,313,307,900.12","1,914,554,339.96","493,068,311.69","956,704,753.45","1,419,437,437.04","1,994,122,760.18","429,256,135.21","772,817,144.25","1,147,406,323.27","1,527,698,949.68","335,135,235.94","647,420,108.56","1,149,473,362.70","1,351,925,821.20","408,758,276.49","747,145,234.33","1,172,097,652.13","1,554,769,991.52","414,677,062.29","762,386,524.42","1,185,316,319.77"
吸收投资收到的现金,"12,436,960.00",,,,"818,840,000.00",,,,,,,,"37,870,000.00","980,000.00","980,000.00","980,000.00","980,000.00",,,,,,,,,,,,,,,,"909,098.21",,,
