科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"67,587,751.05","112,359,185.44","133,561,935.53","26,502,122.40","75,895,088.31","107,694,684.47","180,455,612.69","35,604,346.88","86,738,152.23","180,012,338.74","274,045,433.12","57,206,420.82","123,414,235.18","151,538,062.94","257,791,264.33","42,743,061.81","136,070,053.52","231,797,572.06","358,501,468.41","70,836,008.58","177,491,405.24","253,103,584.04","392,820,726.88","44,575,289.64","135,241,937.78","216,004,098.99","327,812,510.49","120,711,506.11","266,325,360.37","445,741,709.44","716,569,929.16","137,242,177.52","318,854,464.01","494,472,732.31","805,146,996.30","155,380,944.35"
二、营业利润,"13,647,731.93","15,779,148.01","23,680,069.04","2,937,177.21","13,537,033.84","15,842,035.74","26,146,216.09","2,305,358.00","14,338,885.12","19,848,789.64","20,609,729.87","2,784,212.23","6,727,122.05","3,845,178.76","-27,790,718.67","-9,670,605.10","-12,805,469.73","-6,784,772.07","1,661,293.55","-316,171.67","-2,044,253.97","-4,633,189.49","-1,722,606.57","-3,831,452.70","4,381,920.29","1,672,670.24","16,090,830.12","15,403,420.44","39,187,429.32","64,547,241.21","106,565,030.99","23,494,441.56","66,154,266.25","105,954,258.25","189,723,528.95","48,960,093.30"
减:营业成本,"33,687,912.24","62,456,851.79","74,400,162.57","16,238,732.81","48,266,158.66","67,602,513.09","115,295,990.49","22,292,659.97","50,434,182.17","124,604,423.62","195,602,388.19","38,151,018.85","84,446,072.03","100,497,854.47","195,200,422.65","31,709,097.72","101,226,254.25","163,194,538.55","259,011,977.87","49,367,389.30","129,374,854.06","181,125,855.45","285,895,686.95","27,955,015.98","86,063,192.13","142,380,244.28","217,087,509.49","69,109,034.12","146,097,746.61","249,612,881.94","435,273,024.77","70,300,558.90","170,332,738.29","260,886,559.93","478,159,429.93","83,033,066.84"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"392,063.24","624,539.45","1,084,298.11","164,345.52","362,707.63","597,215.68","1,219,520.76","180,585.87","228,733.16","343,579.47","906,182.83","228,872.41","524,301.71","929,236.86","1,406,311.58","145,958.29","625,287.64","1,009,389.38","1,734,808.22","214,190.20","667,889.89","940,642.72","1,818,472.16","146,806.62","370,186.95","546,465.18","1,321,860.91","221,386.26","387,459.14","676,589.33","2,498,471.40","517,817.01","1,345,717.69","2,254,915.20","3,892,709.71","715,936.20"
营业外收入,"5,022,451.72","6,290,978.71","8,262,516.29","2,439,599.98","4,074,781.06","6,916,765.48","12,884,986.93","3,621,548.63","4,394,693.11","5,402,284.04","10,744,433.41","1,802,221.94","4,915,001.48","7,820,664.96","12,022,600.46","881,011.28","6,220,584.60","9,814,088.87","20,017,788.29","3,612,174.60","7,291,035.65","10,052,468.88","22,354,757.11","4,994,847.73","10,833,602.96","14,476,204.35","24,894,684.82","8,835,514.63","11,177,833.15","17,406,883.83","30,784,297.11","8,260,623.23","12,686,183.00","17,341,133.79","3,312,424.23","55,301.98"
销售费用,"9,854,073.60","15,821,264.72","15,612,592.57","2,452,657.58","6,433,804.11","10,965,541.05","16,216,638.43","3,688,680.73","9,527,375.36","14,521,253.64","22,578,650.80","6,256,364.04","12,032,684.73","18,886,321.95","27,599,510.97","5,944,957.83","15,109,810.01","24,774,644.58","34,210,712.14","8,139,736.14","17,701,704.10","26,146,763.93","37,512,271.56","7,384,179.63","15,202,529.63","21,136,410.06","32,113,442.44","14,769,611.85","30,651,281.79","56,618,034.34","85,808,344.10","17,781,892.49","36,914,550.58","59,130,795.01","73,000,584.68","14,880,417.74"
减:营业外支出,,537.77,507.95,,217.95,737.65,"32,828.53","20,989.87","78,482.44","88,257.43","919,698.32","23,859.15","53,200.86","68,351.99","248,661.64",,"5,468.84","35,316.20","106,486.46","22,386.82","23,682.09","270,510.41","76,379.89","9,494.87","36,186.31","39,938.63","52,482.51","13,834.95","14,382.27","14,382.27","439,968.14",,"353,372.45","371,610.91","634,761.13","183,836.79"
管理费用,"9,296,608.30","15,437,071.77","17,206,393.47","4,473,914.95","7,998,881.58","14,784,359.12","24,639,648.29","7,184,980.86","14,700,480.03","23,194,716.39","35,624,033.76","10,867,640.12","20,875,540.45","30,569,732.61","60,097,253.46","14,846,808.34","29,858,622.28","45,410,269.61","55,596,055.35","13,994,581.63","31,293,247.23","46,575,956.41","63,470,563.15","14,354,573.83","26,470,629.71","45,214,784.03","62,433,406.28","20,207,006.01","50,306,171.68","73,996,929.01","78,084,668.32","24,153,969.07","47,156,563.53","72,035,512.69","98,042,628.98","24,107,012.18"
其中:非流动资产处置净损失,,,,,,,"32,815.54",,,,"12,287.06",,,,"6,737.65",,"3,968.84","21,862.47","76,218.26","21,473.49","21,862.75","65,612.03","75,360.52",,"6,691.43","10,080.20","10,083.88","12,734.95","12,734.95","12,734.95","151,934.51",,"218,550.92","218,550.92",,
