科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"283,881,935.61","471,476,683.57","762,569,026.04","703,585,130.16","957,150,037.15","1,232,608,380.33","197,042,688.23","401,238,758.74","602,768,933.47","772,234,301.08","179,324,099.89","379,805,410.06","557,299,351.55","782,415,794.34","245,681,640.02","481,365,314.45","715,620,478.51","918,100,313.22","187,192,262.52","426,742,911.09","668,254,699.86","822,268,918.23","221,305,777.87","427,999,822.15","608,588,884.77","791,559,384.23","250,776,776.80","442,272,918.90","668,629,117.88","891,408,020.55","272,533,299.09","508,475,041.66","844,046,254.29","1,090,672,681.27","299,644,479.24","630,791,502.85","961,360,663.94","1,321,275,822.27","426,178,928.12"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"8,500,000.00","11,249,835.77","17,294,835.77","17,294,835.77","18,071,532.10",,,,,,,,,
收到的税费返还,"3,800,126.78","15,079,341.08","12,419,075.23","54,668,253.00","6,323,633.30","74,615,740.24","5,738,920.60","18,929,133.20","20,247,445.65","30,877,114.24",,"3,379,575.57","5,001,955.03","2,499,796.83","1,793,125.82","4,884,966.79","14,212,667.96","16,332,060.53","4,421,223.31","8,513,064.82","8,513,064.82","9,420,621.34","1,355,962.10","1,355,962.10","1,355,962.10","382,240.51","6,567,825.20","6,567,825.20","7,668,702.44","9,078,157.29","278,940.10","8,367,055.69","8,367,055.69","8,367,055.69",171.54,"3,547,414.86","12,073,452.13","12,942,279.60",
支付其他与投资活动有关的现金,,,,,,,,,,,,"3,190,835.71",,"296,000,000.00",,"945,000,000.00","1,088,273,905.56","1,153,000,000.00","205,000,000.00","930,300,000.00","1,411,326,195.81","1,955,790,000.00","562,700,000.00","1,649,650,000.00","2,579,550,000.00","3,228,150,000.00","751,430,000.00","1,450,440,000.00","1,906,490,000.00","2,479,014,900.00","426,359,000.00","978,613,408.70","1,363,510,627.47","1,636,089,000.00","284,487,037.87","545,200,000.00","1,344,370,000.00","1,543,115,000.00","407,562,925.43"
收到其他与经营活动有关的现金,"7,385,268.35","9,660,459.69","14,235,156.74","7,576,404.08","159,515,890.36","17,856,652.02","9,710,385.30","7,630,895.72","11,538,941.94","28,967,679.22","44,806,823.29","30,159,168.49","40,623,651.62","67,105,551.30","15,207,999.66","67,786,670.48","90,576,770.85","88,116,562.91","32,589,582.06","48,926,023.21","61,677,123.33","99,803,557.14","34,507,435.52","96,997,967.82","139,684,338.26","116,177,350.01","20,343,420.93","86,628,020.25","107,497,781.53","114,741,085.95","2,618,715.59","2,418,596.62","5,247,497.17","7,896,162.77","7,323,173.91","15,502,677.46","21,318,436.57","25,504,426.82","3,031,158.84"
投资活动现金流出小计,"6,969,980.22","7,405,522.57","13,368,065.84","4,459,939.33","9,553,114.08","10,668,253.68","4,564,903.63","7,174,884.82","16,517,202.27","26,310,085.37","7,866,376.93","274,385,704.81","311,226,449.25","361,784,738.82","251,647,245.07","1,024,046,766.21","1,196,620,646.91","1,280,592,365.61","231,255,796.64","951,845,405.99","1,462,804,346.16","2,046,316,210.52","635,513,625.28","1,770,520,668.10","2,757,200,637.57","3,452,425,339.49","823,374,570.35","1,553,905,880.11","2,040,618,359.37","2,636,021,602.87","475,778,703.58","1,036,996,571.25","1,426,959,924.41","1,723,715,600.71","291,111,932.72","559,819,443.50","1,370,180,211.23","1,646,645,890.48","423,167,092.65"
经营活动现金流入小计,"295,067,330.74","496,216,484.34","789,223,258.01","765,829,787.24","1,122,989,560.81","1,325,080,772.59","212,491,994.13","427,798,787.66","634,555,321.06","832,079,094.54","224,130,923.18","413,344,154.12","602,924,958.20","852,021,142.47","262,682,765.50","554,036,951.72","820,409,917.32","1,022,548,936.66","224,203,067.89","484,181,999.12","738,444,888.01","931,493,096.71","257,169,175.49","526,353,752.07","749,629,185.13","908,118,974.75","277,688,022.93","535,468,764.35","783,795,601.85","1,015,227,263.79","275,430,954.78","519,260,693.97","857,660,807.15","1,106,935,899.73","306,967,824.69","649,841,595.17","994,752,552.64","1,359,722,528.69","429,210,086.96"
投资活动产生的现金流量净额,"-5,187,001.26","-7,385,948.57","-13,288,177.38","-4,459,939.33","-9,553,114.08","-10,645,103.68","-4,564,903.63","-7,174,884.82","-16,427,863.28","-22,162,018.30","-7,866,376.93","-172,281,824.46","-206,664,712.78","-260,478,280.88","-251,647,245.07","-547,046,766.21","-673,620,646.91","-737,318,769.46","274,744,203.36","-445,845,405.99","-553,047,813.56","-611,673,677.92","37,476,374.72","-218,372,770.22","-491,442,739.69","-449,472,587.24","-247,134,570.35","-66,846,282.54","-159,559,761.80","-201,405,511.28","-19,216,091.84","43,458,857.74","119,570,103.74","90,444,235.00","-29,920,033.67","103,642,640.99","101,771,419.68","290,759,151.23","-196,504,412.55"
购买商品、接受劳务支付的现金,"187,899,337.79","360,149,346.48","635,791,153.14","535,912,384.48","782,662,068.49","995,680,620.41","74,110,301.62","237,600,398.43","420,110,332.27","531,789,515.77","66,881,315.82","217,655,853.38","288,310,979.93","425,120,893.39","126,319,482.83","323,324,845.86","483,209,664.11","595,382,862.40","90,444,644.23","180,777,109.60","274,838,274.88","334,330,486.51","73,679,030.71","137,073,502.66","181,020,124.52","243,383,033.71","60,572,561.98","125,413,189.13","247,399,448.13","351,074,243.36","137,924,792.30","284,468,276.40","405,313,377.58","531,468,475.63","161,501,707.04","433,055,724.28","613,217,805.26","789,208,625.96","191,088,211.61"
吸收投资收到的现金,,,,,,"19,600,000.00","1,222,300,000.00","1,222,300,000.00","1,222,300,000.00","1,222,300,000.00",,,,,,,,,,,,,,"4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,"18,721,764.00","303,000.00",,,"3,303,000.00",
支付给职工以及为职工支付的现金,"23,727,083.73","27,652,074.57","33,661,917.13","30,033,745.92","39,410,341.18","50,390,432.55","20,460,244.65","29,697,181.30","39,740,361.18","49,106,773.46","19,376,512.01","21,326,223.76","47,678,295.01","67,997,032.64","24,112,855.34","30,445,705.83","68,511,383.07","89,954,953.77","36,094,035.61","57,487,295.82","81,752,620.64","104,340,417.40","37,434,633.66","62,507,857.38","91,206,117.41","118,943,314.69","47,847,886.49","75,014,279.10","104,793,952.33","134,639,031.00","52,760,206.72","84,187,919.51","116,088,355.10","156,365,275.88","54,742,441.12","92,897,727.49","131,968,594.86","180,214,582.23","66,123,539.50"
取得借款收到的现金,"110,000,000.00","128,000,000.00","153,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00",,,,"55,000,000.00",,"51,617,931.74","52,343,760.00","52,343,760.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,"11,345,835.21","28,000,000.00","28,000,000.00",,"190,000,000.00","280,000,000.00","280,000,000.00","320,000,000.00","500,000,000.00","500,000,000.00","873,000,000.00","100,000,000.00","217,000,000.00","311,225,709.56","521,381,386.85","18,000,000.00","395,000,000.00","555,210,000.00","691,360,000.00","182,380,000.00"
支付的各项税费,"8,828,657.13","17,598,932.41","38,383,300.75","20,052,988.53","56,747,733.49","36,664,598.04","11,303,082.87","33,603,227.70","48,431,846.41","42,400,375.91","27,421,225.66","36,114,375.62","58,327,551.57","59,567,218.22","16,571,298.43","31,949,407.81","47,449,864.98","51,395,902.01","23,406,314.47","45,603,498.31","73,728,566.95","101,473,227.47","23,738,552.24","56,336,307.07","86,125,487.75","108,374,964.07","29,942,674.00","60,970,361.71","84,224,590.64","95,479,625.79","22,899,101.12","43,058,551.84","79,376,489.58","101,883,807.72","24,915,403.37","51,407,227.33","86,558,005.64","98,636,336.76","22,184,223.18"
收到其他与筹资活动有关的现金,,,,,,"4,279.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"303,000.00","303,000.00",,
支付其他与经营活动有关的现金,"38,618,328.44","36,457,491.03","73,036,468.49","40,133,299.83","115,890,011.35","70,830,266.56","66,049,461.42","58,860,996.80","55,791,902.84","61,961,954.64","47,333,772.63","64,204,068.51","74,853,344.32","99,512,011.45","37,952,976.52","65,954,948.90","78,658,345.36","125,342,880.39","26,541,742.70","64,874,309.96","85,660,578.50","139,336,170.66","49,442,797.37","95,296,636.29","119,494,558.32","150,913,607.63","61,391,585.31","113,154,442.28","156,934,418.54","213,019,411.46","57,254,248.07","106,830,981.20","164,110,324.96","228,699,345.21","60,052,662.10","127,456,187.43","196,502,986.52","266,217,016.74","70,144,058.71"
筹资活动现金流入小计,"110,000,000.00","128,000,000.00","153,000,000.00","180,000,000.00","180,000,000.00","199,604,279.85","1,222,300,000.00","1,222,300,000.00","1,222,300,000.00","1,277,300,000.00",,"51,617,931.74","52,343,760.00","52,343,760.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,"11,345,835.21","28,000,000.00","28,000,000.00",,"194,000,000.00","284,000,000.00","284,000,000.00","320,000,000.00","500,000,000.00","500,000,000.00","873,000,000.00","100,000,000.00","217,000,000.00","311,225,709.56","540,103,150.85","18,303,000.00","395,303,000.00","555,513,000.00","694,663,000.00","182,380,000.00"
经营活动现金流出小计,"259,073,407.09","441,857,844.49","780,872,839.51","626,132,418.76","994,710,154.51","1,153,565,917.56","171,923,090.56","359,761,804.23","564,074,442.70","685,258,619.78","161,012,826.12","339,300,521.27","469,170,170.83","652,197,155.70","204,956,613.12","451,674,908.40","677,829,257.52","862,076,598.57","176,486,737.01","348,742,213.69","515,980,040.97","679,480,302.04","184,295,013.98","351,214,303.40","477,846,288.00","621,614,920.10","199,754,707.78","374,552,272.22","593,352,409.64","794,212,311.61","270,838,348.21","518,545,728.95","764,888,547.22","1,018,416,904.44","301,212,213.63","704,816,866.53","1,028,247,392.28","1,334,276,561.69","349,540,033.00"
偿还债务支付的现金,"76,000,000.00","106,150,000.00","120,000,000.00","192,000,000.00","192,000,000.00","212,000,000.00",,"55,000,000.00","55,000,000.00","110,000,000.00",,,"37,682,000.00","81,343,760.00",,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,,"1,000,000.00","280,000,000.00","457,000,000.00","484,000,000.00","807,000,000.00","50,000,000.00","150,000,000.00","371,937,293.76","510,062,785.45",,"215,568,601.40","374,318,601.40","643,318,601.40","217,000,000.00"
经营活动产生的现金流量净额,"35,993,923.65","54,358,639.85","8,350,418.50","139,697,368.48","128,279,406.30","171,514,855.03","40,568,903.57","68,036,983.43","70,480,878.36","146,820,474.76","63,118,097.06","74,043,632.85","133,754,787.37","199,823,986.77","57,726,152.38","102,362,043.32","142,580,659.80","160,472,338.09","47,716,330.88","135,439,785.43","222,464,847.04","252,012,794.67","72,874,161.51","175,139,448.67","271,782,897.13","286,504,054.65","77,933,315.15","160,916,492.13","190,443,192.21","221,014,952.18","4,592,606.57","714,965.02","92,772,259.93","88,518,995.29","5,755,611.06","-54,975,271.36","-33,494,839.64","25,445,967.00","79,670,053.96"
分配股利、利润或偿还利息支付的现金,"6,734,242.33","35,828,975.00","43,390,139.17","42,033,877.50","103,361,763.35","123,503,968.41",,"38,176,591.14","39,020,441.33","42,407,799.25",,"54,318,182.20","55,899,410.46","57,634,561.14",,"80,000,000.00","80,000,000.00","80,213,633.35","87,000.01","80,220,760.52","80,220,760.52","80,556,508.21","408,975.01","97,876,834.03","100,851,179.71","104,049,747.49","3,036,316.81","104,389,883.63","108,266,358.02","110,833,255.59","3,993,435.55","108,944,632.11","114,492,804.23","118,348,864.96","3,085,237.49","111,678,001.12","118,170,901.49","123,828,090.62","4,304,360.64"
收回投资收到的现金,,,,,,,,,,,,"100,000,000.00","100,000,000.00",,,,,,,,"401,832.60","401,832.60","672,990,000.00",,,"407,897.88",,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,"225,001.22",,,"5,980,940.00",,,,,,,,,,,,,,,,,,,,,"44,999,530.61","44,999,530.61","44,999,530.61","44,999,530.61","62,531.24",,"39,379,787.87","28,495,371.61",
取得投资收益收到的现金,,,"35,100.00",,,"20,150.00",,,"23,417.07","23,417.07",,"854,403.14","4,507,736.47","23,400.00",,,,"23,400.00",,,"24,700.00","24,700.00",,"407,897.88","407,897.88",,,"255,697.57","255,697.57","268,997.57","23,626,611.74","64,392,671.99","90,982,386.22","129,036,223.97","27,271,899.05","56,532,084.49","88,318,630.91","134,400,842.56","16,251,493.00"
筹资活动现金流出小计,"82,734,242.33","141,978,975.00","163,390,139.17","234,033,877.50","295,361,763.35","335,503,968.41","225,001.22","93,176,591.14","94,020,441.33","158,388,739.25",,"54,318,182.20","93,581,410.46","138,978,321.14",,"80,000,000.00","80,000,000.00","80,213,633.35","87,000.01","85,220,760.52","85,220,760.52","85,556,508.21","408,975.01","97,876,834.03","100,851,179.71","105,049,747.49","283,036,316.81","561,389,883.63","592,266,358.02","917,833,255.59","98,992,966.16","303,944,162.72","531,429,628.60","673,411,181.02","3,147,768.73","327,246,602.52","531,869,290.76","795,642,063.63","221,304,360.64"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,782,978.96","19,574.00","44,788.46",,,"3,000.00",,,"65,921.92","63,750.00",,,"54,000.00","53,961.54",,,,196.15,,,,"16,000.00",,,,"4,854.37","10,000.00","10,000.00","10,000.00","27,094.02","20,000.00","50,000.00","50,000.00","54,511.74",,"15,000.00","42,000.00","70,199.15","35,000.00"
筹资活动产生的现金流量净额,"27,265,757.67","-13,978,975.00","-10,390,139.17","-54,033,877.50","-115,361,763.35","-135,899,688.56","1,222,074,998.78","1,129,123,408.86","1,128,279,558.67","1,118,911,260.75",,"-2,700,250.46","-41,237,650.46","-86,634,561.14",,"-75,000,000.00","-75,000,000.00","-75,213,633.35","-87,000.01","-73,874,925.31","-57,220,760.52","-57,556,508.21","-408,975.01","96,123,165.97","183,148,820.29","178,950,252.51","36,963,683.19","-61,389,883.63","-92,266,358.02","-44,833,255.59","1,007,033.84","-86,944,162.72","-220,203,919.04","-133,308,030.17","15,155,231.27","68,056,397.48","23,643,709.24","-100,979,063.63","-38,924,360.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,130,628.22","-1,317,909.96","-369,586.16","-736,410.04","-1,249,720.88","-1,578,754.01","470,192.48","-1,273,681.28","-2,104,359.39","-2,856,405.80","38,489.29","457,584.48","304,493.88","-513,655.55","208,996.13","2,404,570.06","3,160,764.36","-5,784,355.05","210,584.12","-1,434,725.65","-1,400,243.93","893,816.85","812,775.83","1,467,699.81","2,159,103.04","5,070,313.31","440,732.48","2,133,038.96","2,595,108.11","5,108,394.24","-104,506.29","-527,899.62","-1,281,564.15","-6,132,495.55","-1,721,427.08","4,506,701.39","9,030,344.71","17,853,393.63","-1,834,169.13"
收到其他与投资活动有关的现金,,,,,,,,,,"4,060,900.00",,"1,249,477.21",,"101,229,096.40",,"477,000,000.00","523,000,000.00","543,250,000.00","506,000,000.00","506,000,000.00","909,330,000.00","1,434,200,000.00",,"1,551,740,000.00","2,265,350,000.00","3,002,540,000.00","576,230,000.00","1,486,793,900.00","1,880,792,900.00","2,434,320,000.00","432,916,000.00","1,016,012,757.00","1,455,497,641.93","1,685,069,100.00","233,920,000.00","606,915,000.00","1,383,591,000.00","1,802,934,000.00","210,376,187.10"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,782,978.96","19,574.00","79,888.46",,,"23,150.00",,,"89,338.99","4,148,067.07",,"102,103,880.35","104,561,736.47","101,306,457.94",,"477,000,000.00","523,000,000.00","543,273,596.15","506,000,000.00","506,000,000.00","909,756,532.60","1,434,642,532.60","672,990,000.00","1,552,147,897.88","2,265,757,897.88","3,002,952,752.25","576,240,000.00","1,487,059,597.57","1,881,058,597.57","2,434,616,091.59","456,562,611.74","1,080,455,428.99","1,546,530,028.15","1,814,159,835.71","261,191,899.05","663,462,084.49","1,471,951,630.91","1,937,405,041.71","226,662,680.10"
五、现金及现金等价物净增加额,"55,942,051.84","31,675,806.32","-15,697,484.21","80,467,141.61","2,114,807.99","23,391,308.78","1,258,549,191.20","1,188,711,826.19","1,180,228,214.36","1,240,713,311.41","55,290,209.42","-100,480,857.59","-113,843,081.99","-147,802,510.80","-193,712,096.56","-517,280,152.83","-602,879,222.75","-657,844,419.77","322,584,118.35","-385,715,271.52","-389,203,970.97","-416,323,574.61","110,754,337.05","54,357,544.23","-34,351,919.23","21,052,033.23","-131,796,839.53","34,813,364.92","-58,787,819.50","-20,115,420.45","-13,720,957.72","-43,298,239.58","-9,143,119.52","39,522,704.57","-10,730,618.42","121,230,468.50","100,950,633.99","233,079,448.23","-157,592,888.36"
购建固定资产、无形资产和其他长期资产支付的现金,"6,969,980.22","7,405,522.57","13,368,065.84","4,429,939.33","9,553,114.08","10,638,253.68","4,564,903.63","7,174,884.82","16,517,202.27","26,310,085.37","7,866,376.93","21,194,869.10","35,226,449.25","64,200,666.82","44,647,245.07","79,046,766.21","108,346,741.35","127,592,365.61","26,255,796.64","21,545,405.99","51,478,150.35","90,526,210.52","72,813,625.28","112,370,668.10","169,150,637.57","215,775,339.49","60,694,734.58","86,171,044.34","116,833,523.60","138,935,170.77","49,419,703.58","58,383,162.55","63,449,296.94","87,626,600.71","6,624,894.85","14,619,443.50","25,810,211.23","103,530,890.48","9,364,817.22"
期初现金及现金等价物余额,"27,997,530.99","83,939,582.83","115,615,389.15","99,917,904.94","99,917,904.94","99,917,904.94","123,309,213.72","123,309,213.72","123,309,213.72","123,309,213.72","1,364,022,525.13","1,364,022,525.13","1,364,022,525.13","1,367,271,122.60","1,219,468,611.80","1,219,468,611.80","1,219,468,611.80","1,219,468,611.80","561,624,192.03","561,624,192.03","561,624,192.03","561,624,192.03","145,300,617.42","145,300,617.42","145,300,617.42","145,300,617.42","166,352,650.65","166,352,650.65","166,352,650.65","166,352,650.65","146,237,230.20","146,237,230.20","146,237,230.20","146,237,230.20","185,759,934.77","185,759,934.77","185,759,934.77","185,759,934.77","418,839,383.00"
投资支付的现金,,,,"30,000.00",,"30,000.00",,,,,,"250,000,000.00","276,000,000.00","1,584,072.00","207,000,000.00",,,,,,,,,"8,500,000.00","8,500,000.00",,,,,,,,,,,,,,"6,239,350.00"
期末现金及现金等价物余额,"83,939,582.83","115,615,389.15","99,917,904.94","180,385,046.55","102,032,712.93","123,309,213.72","1,381,858,404.92","1,312,021,039.91","1,303,537,428.08","1,364,022,525.13","1,419,312,734.55","1,263,541,667.54","1,250,179,443.14","1,219,468,611.80","1,025,756,515.24","702,188,458.97","616,589,389.05","561,624,192.03","884,208,310.38","175,908,920.51","172,420,221.06","145,300,617.42","256,054,954.47","199,658,161.65","110,948,698.19","166,352,650.65","34,555,811.12","201,166,015.57","107,564,831.15","146,237,230.20","132,516,272.48","102,938,990.62","137,094,110.68","185,759,934.77","175,029,316.35","306,990,403.27","286,710,568.76","418,839,383.00","261,246,494.64"
