科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"176,662,361.36","150,328,119.50","100,873,114.28","70,759,370.63","242,976,403.29","219,986,109.28","254,178,458.31","266,693,180.86","257,196,389.85","243,882,206.96","270,780,918.36","225,951,109.00","153,352,796.11","158,207,457.32","189,570,461.37","178,203,549.66","146,778,652.12","176,636,271.74","1,084,986,169.54","1,048,874,710.24"
短期借款,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"3,180,000.00","6,620,000.00","9,847,232.50","440,000.00","12,673,000.00","15,100,000.00","7,730,910.90","2,500,000.00","180,000.00","3,892,300.00","1,154,800.00","5,972,920.00","14,141,671.80","9,772,920.00","38,330,429.92","34,610,000.00","14,673,000.00","12,872,908.75","195,470,406.39","179,806,081.27"
应付票据,"4,000,000.00",,,,,,,"3,800,000.00","1,800,000.00",,"3,000,000.00","5,144,548.36","2,144,548.36",,,,,,,
应收账款,"296,009,425.67","275,557,120.69","367,864,337.88","358,596,447.80","384,466,189.61","374,632,510.02","349,810,115.16","306,431,429.69","294,848,884.39","314,674,655.02","316,691,441.56","305,947,260.90","390,334,115.94","445,773,215.21","444,902,783.20","414,581,424.59","476,463,212.96","420,941,879.47","548,223,486.33","645,419,594.76"
应付账款,"172,451,359.03","168,690,880.11","164,311,394.12","136,351,170.13","140,279,011.08","128,239,946.89","122,128,302.82","94,135,688.11","88,819,232.24","87,536,575.34","99,298,350.19","72,383,120.14","133,950,145.15","129,214,519.24","143,274,959.23","107,481,690.38","109,393,297.99",,"136,441,497.37",
预付款项,"9,129,234.28","6,451,547.37","5,051,681.43","21,070,659.73","8,867,469.63","9,444,749.01","5,213,953.55","3,906,532.14","5,774,059.59","7,720,671.99","4,871,347.84","21,632,145.02","8,783,089.62","23,521,569.36","4,450,765.42","9,889,676.89","18,352,036.37","24,725,644.76","10,222,793.79","26,806,989.40"
预收款项,"75,731,969.06","52,355,434.25","20,518,947.44","6,081,224.34","45,870,603.94","7,952,181.83","36,152,894.59","39,990,621.01","42,640,342.16","52,399,938.34","38,625,880.39","50,433,600.39","49,090,497.75","81,624,204.38","32,035,364.70","53,991,481.90","64,702,968.11","83,060,897.86","46,798,614.21","10,291,420.23"
其他应收款,"11,305,700.93","8,993,887.20","12,897,631.24","16,169,242.85","17,189,593.94","16,468,709.07","9,920,783.67","12,492,848.95","14,468,616.42","19,782,911.26","9,850,637.13","30,188,370.50","29,108,588.26","21,491,359.41","18,856,407.10","20,863,406.87","17,136,680.70","28,807,214.54","13,862,427.32","34,758,922.35"
应付职工薪酬,"16,376,725.27","19,081,816.10","19,863,709.63","4,132,924.56","10,579,393.10","14,076,657.88","14,940,727.72","7,452,743.83","8,310,265.46","13,787,624.96","14,323,345.37","8,965,141.04","11,035,657.61","19,197,763.31","27,453,161.35","11,150,205.56","19,464,691.37","23,311,365.09","37,216,143.27","21,816,926.18"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"18,793,654.05","17,475,103.16","26,270,567.99","23,057,482.49","24,425,057.58","21,236,650.99","22,045,075.59","19,404,931.49","9,324,525.69","11,239,829.68","12,833,832.75","11,805,417.11","17,503,093.62","21,995,571.31","33,004,246.98","32,699,070.94","25,698,613.81","22,397,081.74","35,367,692.05","55,673,183.13"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,"60,000.00",,,,,,,,,,,,,,,,,,
存货,"61,549,762.25","87,676,716.25","38,792,879.70","19,252,707.86","45,295,799.61","13,240,350.41","39,693,890.30","37,263,508.22","43,872,743.50","45,356,082.93","35,211,179.59","27,399,240.68","55,416,258.12","72,050,520.34","34,870,367.29","38,184,427.17","33,755,913.07","45,921,967.27","180,467,851.75","174,299,939.87"
其他应付款,"18,555,036.85","16,797,463.57","18,079,523.24","16,496,890.96","21,139,841.31","14,546,769.07","12,810,954.94","11,655,270.16","11,988,338.23","12,453,766.63","13,089,410.44","14,329,031.80","12,099,639.14","14,442,891.44","42,049,725.42","42,089,316.77","34,592,180.43","43,982,419.22","781,028,561.79","735,231,297.25"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,"9,330,000.00",,,,,"4,085,308.31","3,957,808.30"
其他流动资产,,,,,,,,,,,,,,,"330,000.00","330,000.00","411,656.05","6,337,660.26","39,436,673.51","89,269,641.82"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"557,836,484.49","535,627,391.01","535,326,877.03","486,288,428.87","711,468,456.08","648,872,427.79","666,548,111.89","629,287,499.86","616,340,693.75","635,308,828.16","638,560,324.48","617,091,046.10","651,136,519.85","730,817,041.64","731,311,214.30","696,662,485.18","707,571,151.27","716,243,546.79","2,072,669,808.63","2,199,235,879.71"
流动负债合计,"305,908,744.26","274,460,697.19","249,044,142.42","186,119,692.48","242,293,907.01","186,052,206.66","208,077,955.66","176,439,254.60","162,882,703.78","177,417,734.95","181,170,819.14","163,060,858.84","225,823,581.63","275,804,949.68","277,817,457.68","247,411,765.55","253,851,751.71","262,947,335.19","1,040,937,817.00","984,101,415.66"
可供出售金融资产,,,,,,,,,,,,,,,,"4,000,000.00",,,"6,043,125.19",
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"31,701,600.00",,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,"29,786,944.60","29,197,743.70","28,612,985.02","28,028,226.34","27,443,467.66",,
预计负债,"35,526,000.00",,,,,,,,,,,,,"16,802,400.00",,,,,,
固定资产,"41,659,456.85","40,386,766.92","37,602,241.18","36,665,435.72","36,977,180.88","36,118,227.18","35,359,182.52","35,656,603.97","35,026,167.13","34,992,502.89","35,049,196.55","34,339,854.49","34,824,453.82","37,934,976.51","39,904,043.65","38,525,837.77","37,466,908.95","41,633,211.74","704,578,201.98","708,280,710.11"
递延所得税负债,,,,,,,,,,,,,,,"3,730,727.30","3,608,351.36","3,486,257.08","3,364,021.97","27,767,551.82","28,439,549.85"
在建工程,,,,,,,,,,,,,,,,,,,"39,325,069.08","30,222,116.46"
其他非流动负债,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"35,526,000.00",,,,,,,,,,,,,"16,802,400.00","3,730,727.30","3,608,351.36","3,486,257.08","3,364,021.97","76,330,459.05","76,110,583.47"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"341,434,744.26","274,460,697.19","249,044,142.42","186,119,692.48","242,293,907.01","186,052,206.66","208,077,955.66","176,439,254.60","162,882,703.78","177,417,734.95","181,170,819.14","163,060,858.84","225,823,581.63","292,607,349.68","281,548,184.98","251,020,116.91","257,338,008.79","266,311,357.16","1,117,268,276.05","1,060,211,999.13"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"76,000,000.00","76,000,000.00","76,000,000.00","76,000,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","101,340,000.00","172,278,000.00","172,278,000.00","928,160,351.00","928,160,351.00"
油气资产,,,,,,,,,,,,,,,,,,,,
