科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"19,633,906.75","48,526,783.24","92,997,315.72","62,484,608.25","90,481,281.92","124,565,973.96","38,532,973.77","68,214,153.46","113,800,953.65","154,779,325.41","27,517,905.29","71,090,066.90","104,833,100.14","140,572,748.58","91,083,952.65","162,543,268.93","268,778,513.12","341,935,580.23","117,842,813.45","270,258,707.25","513,370,207.71","765,730,947.23","233,990,952.42","500,809,584.87","816,717,177.92","1,384,202,907.87","404,304,872.00","718,987,322.61","1,174,778,923.66","1,956,936,703.01","900,373,379.76","1,557,116,711.27","2,324,847,604.08","3,360,697,053.53","834,291,850.60","2,200,637,940.68"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"170,037,256.73",,,,,,,,,,,,"55,826,171.70",,,,,,,,"1,011,659.37",,
收到的税费返还,,,,,,,"7,009.24",,,,,"64,717.66","3,451,646.13","8,382,587.49","7,939,203.72","13,037,424.89","20,819,303.33","22,638,671.19","6,912,154.90","14,304,654.89","23,557,584.13","28,149,858.14","13,439,694.30","25,850,476.85","37,485,327.27","58,875,882.62","15,633,731.19","26,487,123.51","36,479,411.65","51,956,658.63","70,558,468.72","96,730,698.51","125,576,676.80","138,873,980.91","41,479,228.24","89,308,134.24"
支付其他与投资活动有关的现金,,,,,,,,,"2,000,000.00",,,,"14,377,597.20",,,,,,,,,"20,000,000.00",,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"170,199.41","420,267.70","2,930,610.80","147,265.60","738,182.99","2,560,238.60","340,323.05","6,445,991.90","8,461,869.08","9,724,583.54","61,091.63","2,541,056.14","2,603,777.16","6,936,678.05","303,368.17","1,646,619.83","4,336,527.27","11,215,367.04","6,143,550.91","6,396,038.36","6,865,848.99","10,090,737.43","6,796,374.82","7,348,470.86","10,826,896.96","13,265,273.69","799,526.75","5,907,828.85","13,781,545.02","248,827,460.97","4,402,451.16","62,676,960.79","75,637,120.00","266,219,942.69","26,011,256.25","22,369,749.86"
投资活动现金流出小计,"2,804,716.00","8,094,764.24","21,695,090.89","4,652,036.44","5,824,889.10","6,976,409.77","3,072,653.02","7,010,107.80","14,475,449.07","33,101,587.91","29,770,839.59","51,800,127.71","71,153,504.22","246,674,350.41","13,428,291.91","32,739,727.59","44,962,336.02","59,073,350.92","3,057,487.84","13,527,386.30","105,429,516.09","153,179,296.38","75,817,704.12","130,627,430.32","392,071,390.55","429,511,837.16","145,601,976.22","294,941,733.24","404,876,118.54","448,082,538.22","155,898,518.71","1,195,194,057.84","1,489,022,210.51","1,692,111,134.98","872,384,489.87","922,862,156.32"
经营活动现金流入小计,"19,804,106.16","48,947,050.94","95,927,926.52","62,631,873.85","91,219,464.91","127,126,212.56","38,880,306.06","74,660,145.36","122,262,822.73","164,503,908.95","27,578,996.92","73,695,840.70","110,888,523.43","155,892,014.12","99,326,524.54","177,227,313.65","293,934,343.72","375,789,618.46","130,898,519.26","290,959,400.50","543,793,640.83","803,971,542.80","254,227,021.54","534,008,532.58","865,029,402.15","1,456,344,064.18","420,738,129.94","751,382,274.97","1,225,039,880.33","2,257,720,822.61","975,334,299.64","1,716,524,370.57","2,526,061,400.88","3,765,790,977.13","901,782,335.09","2,312,315,824.78"
投资活动产生的现金流量净额,"-2,804,716.00","-8,094,764.24","-21,695,090.89","-4,652,036.44","-5,800,989.10","-6,950,609.77","-2,792,005.31","-6,973,107.80","-14,381,449.07","-33,006,207.91","-29,753,839.59","-51,783,127.71","-69,967,579.63","-246,643,750.41","-13,428,291.91","-32,527,227.59","-44,748,336.02","-58,737,650.92","-3,057,487.84","-13,527,386.30","-105,429,516.09","-153,131,296.38","-55,675,457.54","-109,621,668.93","-275,564,960.97","-252,502,029.49","-15,327,249.60","-30,380,926.48","-90,191,585.75","-125,969,604.33","-125,821,665.53","-346,708,398.77","-464,963,822.38","-679,885,402.09","-871,272,065.46","-922,583,552.75"
购买商品、接受劳务支付的现金,"7,468,808.23","17,985,120.66","28,120,277.30","18,578,477.83","26,597,234.85","36,730,563.54","14,671,138.35","22,646,222.83","32,877,784.95","45,902,833.65","9,358,855.00","23,131,296.29","40,044,661.57","111,941,273.52","90,773,756.67","120,346,233.69","172,048,195.45","236,285,198.28","78,738,950.04","217,339,296.96","345,876,524.04","510,103,764.25","152,252,325.28","296,210,719.33","450,288,334.02","839,438,849.39","223,800,441.45","388,568,218.27","786,352,194.60","1,551,680,454.53","535,521,518.06","997,665,557.27","1,447,162,088.74","2,182,258,492.71","480,092,937.27","1,392,142,667.34"
吸收投资收到的现金,,,"28,800,000.00",,,"495,316,150.00",,,,,,,,,,,"27,453,250.00","27,453,250.00","2,568,000.00","2,568,000.00","2,568,000.00","2,568,004.62",,,"82,000,000.00","90,618,220.00","1,143,120.00","1,143,120.00","9,089,040.00","15,622,340.00","238,742,660.00","238,742,660.00","238,742,660.00","239,709,163.85",,
