科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"75,858,310.48","139,591,201.56","194,451,241.91","102,662,063.41","69,143,680.16","1,406,703,963.27","1,117,010,698.46","762,345,957.82","554,221,552.04","1,150,212,299.20","994,883,406.78","878,547,359.74","850,850,783.56","1,307,379,347.62","995,008,302.12","813,690,905.09","783,554,956.30","1,267,948,450.53","1,101,462,861.14","1,178,061,535.21","1,160,995,182.49","1,144,163,889.42","931,798,199.43","702,808,939.81","1,017,549,404.15","991,489,625.81","1,035,920,208.41","1,471,232,351.78","1,129,335,173.47","641,594,775.68","279,148,643.06","456,134,795.46","267,205,282.76","501,726,063.87"
短期借款,"164,560,000.00","85,000,000.00","60,000,000.00","117,662,480.00","157,662,480.00","7,417,424.00",,,,"11,557,416.50","11,637,389.73","11,637,389.73","11,637,389.73",,,,,,,"300,000,000.00","240,000,000.00","440,000,000.00",,"70,000,000.00","30,000,000.00",,,,,,"160,000,000.00","330,000,000.00","405,641,929.00","107,634,297.82"
交易性金融资产,,"203,754,250.00","294,774,700.00","367,948,000.00","231,011,500.00","142,617,150.00","343,029,500.00","479,173,950.00","179,424,600.00","229,406,200.00","130,958,500.00","492,141,275.00","297,885,350.00","333,572,575.00","447,110,450.00","65,519,025.00","331,020,075.00","192,222,925.00","491,819,175.00","326,061,500.00","491,692,975.00","447,556,125.00","548,816,800.00","469,816,350.00","564,029,475.00","400,824,650.00","557,364,350.00","450,846,450.00","491,802,925.00","628,093,325.00","630,654,500.00","460,349,000.00","608,270,750.00","599,617,500.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"60,603,546.31","44,578,447.08","4,140,815.11","30,027,680.41","42,081,113.15","55,094,423.64","55,878,531.45","133,259,677.24","210,182,346.09","244,266,500.22","195,699,315.95","128,754,382.78","108,799,799.57","130,755,794.77","110,011,580.23","100,091,367.89","171,906,125.09","200,179,525.56","153,198,628.32","205,264,075.48","156,376,946.40","158,707,786.26","89,402,588.56","145,169,650.60","128,482,038.83","151,121,587.56","197,121,195.31","198,372,360.55","199,075,642.40","243,908,459.36","301,565,338.62","158,459,753.88","152,365,927.12","201,783,281.89"
应付票据,"28,000,000.00","31,828,618.20","23,000,000.00",,,,,,,,,"1,925,500.00","6,590,000.00","4,666,240.00","300,000.00","7,310,000.00","9,450,000.00","4,730,000.00","4,500,000.00","300,000.00","1,200,000.00","100,000,000.00","100,000,000.00",,,,,,,"1,800,000.00",,,,
应收账款,"606,856,349.70","689,410,131.90","634,343,058.39","731,984,445.94","762,325,434.25","734,375,230.24","750,750,660.59","912,410,323.19","982,305,882.94","1,053,664,036.63","843,418,953.76","1,024,349,975.70","1,018,618,848.54","965,503,181.79","1,042,084,759.41","1,346,570,726.56","1,429,937,850.48","1,299,535,724.70","1,576,588,341.22","1,401,652,118.54","1,453,749,883.47","1,464,858,202.60","1,513,528,367.11","1,560,609,730.85","1,652,200,813.13","1,747,675,631.06","1,722,157,370.04","1,811,176,762.62","2,009,439,956.02","1,921,247,762.41","1,835,001,259.97","2,138,446,206.47","2,195,839,759.61","2,147,192,155.21"
应付账款,"437,496,491.82","633,174,507.16","626,941,944.78","705,809,986.02","482,866,167.19","353,324,541.46","507,597,104.49","647,096,752.87","373,133,975.20","448,074,860.96","309,294,031.17","714,376,440.82","485,038,617.90","526,664,324.63","637,797,344.80","271,104,903.46","607,536,808.07","428,209,531.58","713,232,879.76","540,962,552.30","764,560,805.62","675,376,668.34","759,808,723.34","699,195,670.74","817,821,095.36","620,048,067.02","783,224,078.12","730,477,624.17","785,555,668.55","830,068,134.93","877,976,306.29","753,244,873.06","846,234,934.89","841,295,712.39"
预付款项,"69,769,640.43","17,828,698.36","79,517,051.68","35,137,444.25","38,833,858.45","281,791,144.88","287,589,568.48","377,451,731.07","331,179,966.60","58,901,632.64","388,896,129.73","411,557,538.08","449,844,822.61","69,514,033.31","184,371,106.17","171,741,731.32","292,937,752.68","94,481,701.02","117,519,790.27","101,476,483.04","132,800,000.52","90,004,837.15","87,129,728.10","82,385,327.28","157,635,647.19","272,216,491.03","275,655,784.23","77,468,582.12","159,655,627.92","83,107,337.70","132,303,302.83","105,149,783.65","182,251,313.14","58,346,036.51"
预收款项,"93,809,193.61","230,344,086.01","258,682,966.07","104,605,260.06","164,082,729.24","277,032,535.45","304,385,057.45","231,777,403.89","242,267,744.28","396,086,194.78","400,309,139.98","367,628,583.68","458,988,668.84","355,435,127.67","366,277,916.28","324,452,355.00","404,675,301.29","334,852,612.23","526,813,759.44","360,911,171.02","369,793,921.33","320,678,425.29","322,166,415.10","269,462,296.59","295,013,125.43","301,452,698.44","295,895,549.21","259,740,049.35","297,322,407.21","304,289,206.77","334,557,917.26","269,101,877.29","252,475,499.81","273,342,048.64"
其他应收款,"64,629,218.40","82,676,134.92","64,690,375.12","40,547,210.24","41,021,721.71","42,518,277.74","75,316,411.13","73,060,356.44","102,360,441.19","55,304,130.03","50,973,871.03","70,678,460.05","91,165,955.31","53,986,500.06","60,077,690.46","66,138,756.02","181,640,283.53","65,245,740.15","80,701,688.91","91,863,797.23","124,604,602.38","91,189,264.09","114,196,637.30","86,705,991.39","102,276,929.51","122,603,903.80","131,938,297.40","168,244,410.48","156,428,996.21","86,265,595.57","106,944,672.54","130,175,856.63","135,663,383.11","109,337,263.15"
应付职工薪酬,"8,909,813.23","3,607,965.89","3,455,074.74","3,325,150.17","2,307,922.82",,"2,727,342.03","509,178.20","3,445,854.98","3,633,656.42","3,701,368.94","5,926,710.76","4,740,805.28","8,465,722.58","6,507,857.00","5,151,710.69","6,730,301.13","38,190,466.96","7,946,558.13","8,760,376.17","11,919,169.53","24,281,677.58","8,491,651.44","9,147,174.29","8,345,298.02","21,607,868.22","8,440,987.88","7,238,532.40","7,838,229.79","38,202,176.05","6,385,359.23","6,614,238.11","5,183,835.07","22,332,050.59"
