科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"417,436,712.22","594,012,879.36","145,874,806.11","414,225,854.99","730,651,718.09","33,782,148.27","193,945,006.14","630,605,473.73","1,202,706,637.94","116,547,596.17","467,907,753.70","933,401,466.30","1,725,831,214.82","115,304,144.20","421,313,825.63","1,056,383,205.65","1,785,813,472.98","834,920,665.43","1,731,566,724.43","3,050,243,329.80","6,725,126,354.46","674,095,071.17","1,889,676,847.96","2,910,647,206.00","7,026,325,489.18","751,911,492.04","1,953,621,750.67","3,013,731,920.44","7,587,991,933.64","619,689,222.34","2,240,891,842.95","3,131,079,926.91","7,749,623,834.60","782,869,159.05","2,733,267,264.53","4,327,804,374.05"
取得子公司及其他营业单位支付的现金净额,,,,,,,"15,758,100.94","15,758,100.94","15,758,100.94",,"18,030,140.44","20,539,575.06","19,998,740.44",,,,,,,,,,,,,,,,,,"-7,301,749.14","-7,301,749.14",,,,
收到的税费返还,,,,,,,,,,,,,"203,329.00",,,"2,809,766.71","3,524,192.14","1,458,819.00","1,468,485.23","1,510,067.12",,"3,640,000.00","3,640,000.00","3,640,000.00","3,640,000.00","13,616.00","13,616.00","420,080.13","3,347,083.70","128,776.86",,"241,653.12","218,074.34","1,194,825.94","1,522,500.00","1,221,148.92"
支付其他与投资活动有关的现金,"4,678,127.18",,,,,,,,,"13,434.69",,,,"5,300.00",,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,211,350.94","2,550,168.59","1,403,285.78","76,934,105.63","3,956,526.06","1,465,373.22","3,870,811.12","18,046,619.01","12,333,103.71","4,016,046.35","27,520,496.85","42,785,536.71","12,943,012.80","4,883,371.00","32,919,447.36","39,076,203.51","11,454,518.65","108,947,399.72","158,344,617.99","196,341,708.08","45,263,901.29","112,572,740.22","159,439,705.64","160,959,876.00","67,167,131.07","107,402,151.78","159,523,217.89","185,530,285.09","64,020,031.59","117,681,790.74","153,162,486.17","198,556,230.57","131,390,118.03","132,252,439.49","155,555,772.75","197,622,589.45"
投资活动现金流出小计,"55,587,391.17","119,358,438.01","41,276,221.22","51,543,478.12","85,564,237.38","83,828,312.84","144,421,301.31","188,826,628.44","299,521,688.22","83,006,941.55","227,005,556.53","334,113,094.83","537,114,408.79","34,954,429.18","202,404,269.37","383,274,478.63","471,927,404.12","79,587,341.91","132,014,560.04","179,888,653.67","300,167,850.86","40,828,609.94","146,023,055.21","249,453,040.62","341,880,513.20","118,789,750.73","156,076,586.65","202,785,593.07","340,516,700.99","39,339,610.83","107,117,448.42","129,585,916.06","232,087,161.39","79,177,317.49","131,777,183.22","189,215,062.78"
经营活动现金流入小计,"419,648,063.16","596,563,047.95","147,278,091.89","491,159,960.62","734,608,244.15","35,247,521.49","197,815,817.26","648,652,092.74","1,215,039,741.65","120,563,642.52","495,428,250.55","976,187,003.01","1,738,977,556.62","120,187,515.20","454,233,272.99","1,098,269,175.87","1,800,792,183.77","945,326,884.15","1,891,379,827.65","3,248,095,105.00","6,770,390,255.75","790,307,811.39","2,052,756,553.60","3,075,247,082.00","7,097,132,620.25","859,327,259.82","2,113,158,584.56","3,199,682,285.66","7,655,359,048.93","737,499,789.94","2,394,054,329.12","3,329,877,810.60","7,881,232,026.97","916,316,424.48","2,890,345,537.28","4,526,648,112.42"
投资活动产生的现金流量净额,"-51,688,630.08","-115,260,613.81","-37,371,330.86","-51,480,178.12","-75,983,749.50","-82,720,764.84","-142,914,693.67","-187,306,861.92","-276,617,398.09","-83,006,941.55","-223,405,556.53","-328,886,038.33","-483,917,488.01","-34,954,429.18","-202,184,998.82","-383,055,208.08","-471,713,428.05","-78,349,359.51","-129,383,141.64","-177,000,735.27","-276,777,585.73","-40,828,609.94","-145,953,455.21","-249,126,190.62","-341,453,505.20","-118,587,750.73","-154,540,068.85","-200,999,075.27","-337,175,813.19","-39,336,610.83","-107,114,448.42","-129,372,916.06","-222,939,922.25","-77,266,317.49","-128,578,858.55","-185,513,834.11"
购买商品、接受劳务支付的现金,"223,786,030.33","471,960,676.38","142,498,305.21","384,619,178.43","532,999,220.35","47,350,287.20","159,892,569.17","504,889,165.75","946,859,550.87","173,805,116.92","480,608,386.24","926,623,612.70","1,388,225,886.51","98,229,528.35","326,176,478.51","823,236,593.41","1,365,508,446.12","954,546,961.43","1,822,229,910.87","2,960,857,817.99","5,871,457,409.80","754,298,768.38","1,672,016,354.28","2,731,862,094.71","5,550,164,548.63","980,007,748.81","1,720,499,356.13","2,486,884,743.87","4,950,752,094.35","1,209,333,765.28","2,220,153,234.58","2,954,669,105.72","5,144,022,745.86","1,882,267,374.57","3,576,551,381.07","4,964,193,431.81"
吸收投资收到的现金,,,,,"484,730,020.00",,,,"27,000,000.00","3,600,000.00","3,600,000.00","3,600,000.00","6,732,806.32","2,400,000.00","9,440,000.00","12,400,000.00","12,400,000.00","6,200,000.00","10,700,000.00","13,400,000.00","608,820,548.96","1,800,000.00","7,446,000.00","7,446,000.00","7,446,000.00","31,500,000.00","32,235,000.00","41,464,000.00","41,464,000.00","8,330,000.00","8,330,000.00","8,330,000.00","14,094,700.00",,"6,485,300.00","6,485,300.00"
支付给职工以及为职工支付的现金,"44,104,697.82","54,464,220.53","32,078,823.87","48,551,514.38","66,089,911.15","16,458,324.47","39,540,803.71","61,354,266.36","109,798,082.79","32,702,678.31","59,748,169.64","104,545,610.01","143,712,666.66","38,537,813.86","110,315,807.46","158,313,607.14","184,694,131.66","189,746,077.10","267,475,062.39","389,061,528.60","517,914,589.76","186,066,064.47","306,245,754.69","449,941,009.79","863,553,729.22","246,790,412.86","476,324,455.40","638,534,056.37","953,464,156.17","302,842,363.79","494,639,233.99","693,889,182.90","997,206,264.63","318,455,129.15","525,655,992.09","734,382,429.37"
取得借款收到的现金,"120,000,000.00","180,000,000.00","205,000,000.00","255,000,000.00","245,000,000.00","50,000,000.00","125,000,000.00","185,000,000.00","235,000,000.00","33,400,000.00","264,400,000.00","304,400,000.00","320,400,000.00","113,400,000.00","299,400,000.00","439,400,000.00","439,400,000.00","394,988,733.01","1,046,350,251.21","1,425,690,058.97","1,949,554,651.08","93,400,000.00","409,277,300.00","848,586,720.95","1,024,427,300.00","64,441,165.34","398,364,084.09","1,341,249,459.09","1,609,300,000.00","77,983,477.50","649,918,591.93","995,388,512.47","1,008,059,875.26","400,000,000.00","1,441,312,510.42","2,462,575,050.15"
