科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付的各项税费,"5,544,661.88","15,380,966.34","9,062,121.84","23,950,534.58","27,167,236.24","3,206,255.64","22,804,793.99","36,755,652.48","43,213,715.63","9,088,104.90","32,758,614.46","62,142,614.78","85,963,154.71","14,492,812.65","39,846,132.77","66,925,123.19","102,603,769.29","103,189,748.86","220,511,529.04","361,253,075.21","520,613,068.64","128,539,374.94","273,129,614.29","369,516,962.67","462,049,538.84","109,244,875.09","335,279,373.60","456,700,325.60","613,705,761.38","131,256,931.29","258,474,563.70","376,019,601.78","527,525,408.07","101,315,788.36","281,534,050.34","427,879,683.27"
收到其他与筹资活动有关的现金,,,,,,,,,,,"298,800,000.00",,"300,000,000.00","395,200,000.00","395,200,000.00","395,200,000.00",,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"4,442,887.49","13,093,552.89","4,283,523.53","20,970,200.28","17,818,307.19","3,471,023.31","8,772,955.87","27,417,154.51","33,685,519.21","13,392,460.05","10,160,357.26","1,845,520.56","42,142,012.24","7,628,989.39","9,532,420.56","68,323,383.21","35,228,536.92","179,381,318.62","194,883,197.47","304,589,393.37","278,032,477.93","131,462,507.52","197,096,950.09","238,290,326.74","202,120,437.43","104,710,767.60","337,544,389.98","347,880,992.34","351,240,282.62","66,729,807.49","197,684,258.63","294,229,115.09","289,158,910.59","72,642,496.33","196,314,291.94","321,420,266.91"
筹资活动现金流入小计,"120,000,000.00","180,000,000.00","205,000,000.00","255,000,000.00","729,730,020.00","50,000,000.00","125,000,000.00","185,000,000.00","262,000,000.00","335,800,000.00","566,800,000.00","606,800,000.00","627,132,806.32","511,000,000.00","704,040,000.00","847,000,000.00","851,800,000.00","401,188,733.01","1,057,050,251.21","1,439,090,058.97","2,558,375,200.04","95,200,000.00","416,723,300.00","1,954,012,720.95","2,129,853,300.00","95,941,165.34","430,599,084.09","1,882,213,459.09","2,150,264,000.00","86,313,477.50","658,248,591.93","2,201,818,512.47","2,220,254,575.26","400,000,000.00","1,447,797,810.42","2,469,060,350.15"
经营活动现金流出小计,"277,878,277.52","554,899,416.14","187,922,774.45","478,091,427.67","644,074,674.93","70,485,890.62","231,011,122.74","630,416,239.10","1,133,556,868.50","228,988,360.18","583,275,527.60","1,095,157,358.05","1,660,043,720.12","158,889,144.25","485,870,839.30","1,116,798,706.95","1,688,034,883.99","1,426,864,106.01","2,505,099,699.77","4,015,761,815.17","7,188,017,546.13","1,200,366,715.31","2,448,488,673.35","3,789,610,393.91","7,077,888,254.12","1,440,753,804.36","2,869,647,575.11","3,930,000,118.18","6,869,162,294.52","1,710,162,867.85","3,170,951,290.90","4,318,807,005.49","6,957,913,329.15","2,374,680,788.41","4,580,055,715.44","6,447,875,811.36"
偿还债务支付的现金,"90,000,000.00","105,000,000.00","140,000,000.00","165,000,000.00","155,000,000.00","75,000,000.00","145,000,000.00","185,000,000.00","235,000,000.00","50,000,000.00","70,000,000.00","116,000,000.00","126,500,000.00","463,400,000.00","529,900,000.00","579,900,000.00","589,200,000.00","197,914,583.33","509,713,476.04","683,897,828.07","1,154,240,000.00","85,386,352.04","297,557,300.00","759,090,142.03","1,572,197,300.00","140,284,000.00","303,560,000.00","1,212,586,729.43","1,816,580,000.00","46,040,000.00","584,828,591.93","1,693,121,939.00","2,198,873,664.65","411,500,000.00","585,710,000.00","1,755,710,000.00"
经营活动产生的现金流量净额,"141,769,785.64","41,663,631.81","-40,644,682.56","13,068,532.95","90,533,569.22","-35,238,369.13","-33,195,305.48","18,235,853.64","81,482,873.15","-108,424,717.66","-87,847,277.05","-118,970,355.04","78,933,836.50","-38,701,629.05","-31,637,566.31","-18,529,531.08","112,757,299.78","-481,537,221.86","-613,719,872.12","-767,666,710.17","-417,627,290.38","-410,058,903.92","-395,732,119.75","-714,363,311.91","19,244,366.13","-581,426,544.54","-756,488,990.55","-730,317,832.52","786,196,754.41","-972,663,077.91","-776,896,961.78","-988,929,194.89","923,318,697.82","-1,458,364,363.93","-1,689,710,178.16","-1,921,227,698.94"
分配股利、利润或偿还利息支付的现金,"103,696,570.58","10,027,884.86","5,733,382.50","9,033,960.00","12,553,389.38","3,351,821.25","31,979,300.61","37,547,295.82","47,718,694.84","3,471,485.30","9,707,265.93","25,111,837.45","32,841,672.25","17,473,939.80","25,471,277.23","57,815,220.25","69,582,979.17","42,437,820.05","80,046,032.75","98,387,324.70","138,339,748.88","49,635,783.10","91,152,068.48","110,970,710.35","161,980,569.74","42,094,692.02","71,965,781.50","178,604,476.16","195,102,402.84","43,459,388.90","116,382,082.30","195,024,362.21","248,459,779.42","36,142,989.01","64,062,819.49","190,062,532.41"
收回投资收到的现金,"2,000,000.00","2,600,000.00","63,300.00","63,300.00","63,300.00",,,,"20,000,000.00",,"3,600,000.00","3,600,000.00",,,,,,,,,"18,000,000.00",,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,"256,565.00",,,,,,,,,"1,200,000.00","600,000.00","3,444,672.00","665,167.00","5,465,167.00","153,489.93","14,766,762.24","14,766,762.24","34,716,682.16",,"2,072,704.08","5,626,215.09","6,813,212.42","1,172,857.02","4,586,423.72","5,045,162.47","5,755,259.89","589,570.76","1,632,010.81","831,806.28","835,472.00",,"2,800,000.00","5,900,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"2,270,000.00",,,,,,,,,,,,,,,
筹资活动现金流出小计,"193,696,570.58","115,027,884.86","145,733,382.50","174,290,525.00","167,553,389.38","78,351,821.25","176,979,300.61","222,547,295.82","282,718,694.84","53,471,485.30","79,707,265.93","141,111,837.45","160,541,672.25","481,473,939.80","558,815,949.23","638,380,387.25","664,248,146.17","240,505,893.31","604,526,271.03","797,051,915.01","1,327,296,431.04","135,022,135.14","390,782,072.56","875,687,067.47","1,740,991,082.16","183,551,549.04","380,112,205.22","1,396,236,368.06","2,017,437,662.73","90,088,959.66","702,842,685.04","1,888,978,107.49","2,448,168,916.07","447,642,989.01","652,572,819.49","1,951,672,532.41"
处置固定资产、无形资产和其他长期资产收回的现金净额,"213,993.73","1,497,824.20","3,841,590.36",,"9,517,187.88","1,107,548.00","1,506,607.64","1,519,766.52","2,904,290.13",,,"1,627,056.50","2,699,539.30",,"219,270.55","219,270.55","213,976.07","1,237,982.40","2,631,418.40","2,887,918.40","3,120,265.13",,"69,600.00","326,850.00","427,008.00","202,000.00","1,536,517.80","1,786,517.80","3,340,887.80","3,000.00","3,000.00","213,000.00","1,845,490.00","1,911,000.00","3,198,324.67","3,701,228.67"
筹资活动产生的现金流量净额,"-73,696,570.58","64,972,115.14","59,266,617.50","80,709,475.00","562,176,630.62","-28,351,821.25","-51,979,300.61","-37,547,295.82","-20,718,694.84","282,328,514.70","487,092,734.07","465,688,162.55","466,591,134.07","29,526,060.20","145,224,050.77","208,619,612.75","187,551,853.83","160,682,839.70","452,523,980.18","642,038,143.96","1,231,078,769.00","-39,822,135.14","25,941,227.44","1,078,325,653.48","388,862,217.84","-87,610,383.70","50,486,878.87","485,977,091.03","132,826,337.27","-3,775,482.16","-44,594,093.11","312,840,404.98","-227,914,340.81","-47,642,989.01","795,224,990.93","517,387,817.74"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,"49,254,777.86",,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,"-2,183.04","-2,183.04","-3,191.93",,635.96,635.96,"-1,337.11",,-275.57,275.57,-523.15,,"-2,217.92","2,557.01","1,194.20",-503.09,-186.78,"-643,575.19"
收到其他与投资活动有关的现金,"1,684,767.36",,,,,,,,,,,,"1,242,603.62",,,,,,,,,,,,,,,,,,,,"7,301,749.14",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,898,761.09","4,097,824.20","3,904,890.36","63,300.00","9,580,487.88","1,107,548.00","1,506,607.64","1,519,766.52","22,904,290.13",,"3,600,000.00","5,227,056.50","53,196,920.78",,"219,270.55","219,270.55","213,976.07","1,237,982.40","2,631,418.40","2,887,918.40","23,390,265.13",,"69,600.00","326,850.00","427,008.00","202,000.00","1,536,517.80","1,786,517.80","3,340,887.80","3,000.00","3,000.00","213,000.00","9,147,239.14","1,911,000.00","3,198,324.67","3,701,228.67"
五、现金及现金等价物净增加额,"16,384,584.98","-8,624,866.86","-18,749,395.92","42,297,829.83","576,726,450.34","-146,310,955.22","-228,089,299.76","-206,618,304.10","-215,853,219.78","90,896,855.49","175,839,900.49","17,831,769.18","61,607,482.56","-44,129,998.03","-88,598,514.36","-192,965,126.41","-171,404,274.44","-399,203,741.67","-290,581,216.62","-302,631,484.52","536,670,700.96","-490,709,649.00","-515,743,711.56","114,836,786.91","66,651,741.66","-787,624,678.97","-860,542,456.10","-445,339,541.19","581,846,755.34","-1,015,775,170.90","-928,607,721.23","-805,459,148.96","472,465,628.96","-1,583,274,173.52","-1,023,064,232.56","-1,589,997,290.50"
购建固定资产、无形资产和其他长期资产支付的现金,"50,909,263.99","119,358,438.01","41,276,221.22","51,543,478.12","85,564,237.38","68,051,312.84","128,663,200.37","173,068,527.50","263,763,587.28","64,962,106.86","205,375,416.09","309,973,519.77","467,115,668.35","34,949,129.18","202,404,269.37","383,274,478.63","471,927,404.12","79,587,341.91","132,014,560.04","179,888,653.67","300,167,850.86","40,828,609.94","146,023,055.21","249,453,040.62","319,880,513.20","118,789,750.73","126,076,586.65","172,785,593.07","220,516,700.99","39,323,637.83","62,803,224.56","85,271,692.20","135,471,188.39","79,177,317.49","118,777,183.22","145,915,062.78"
期初现金及现金等价物余额,"108,159,572.21","124,544,157.19","115,919,290.33","120,653,694.89","115,919,290.33","704,142,465.73","692,645,740.67","692,645,740.67","692,645,740.67","476,792,520.89","476,792,520.89","476,792,520.89","476,792,520.89","538,400,003.45","538,400,003.45","538,400,003.45","538,400,003.45","871,176,588.73","873,226,588.73","873,226,588.73","873,226,588.73","1,409,897,289.69","1,409,897,289.69","1,409,897,289.69","1,409,897,289.69","1,476,549,031.35","1,476,549,031.35","1,476,549,031.35","1,476,549,031.35","2,058,395,786.69","2,058,395,786.69","2,058,395,786.69","2,058,395,786.69","2,530,861,415.65","2,530,861,415.65","2,530,861,415.65"
投资支付的现金,,,,,,"15,777,000.00",,,"20,000,000.00","18,031,400.00","3,600,000.00","3,600,000.00","50,000,000.00",,,,,,,,,,,,"22,000,000.00",,"30,000,000.00","30,000,000.00","120,000,000.00","15,973.00","51,615,973.00","51,615,973.00","96,615,973.00",,"13,000,000.00","43,300,000.00"
期末现金及现金等价物余额,"124,544,157.19","115,919,290.33","97,169,894.41","162,951,524.72","692,645,740.67","557,831,510.51","464,556,440.91","486,027,436.57","476,792,520.89","567,689,376.38","652,632,421.38","494,624,290.07","538,400,003.45","494,270,005.42","449,801,489.09","345,434,877.04","366,995,729.01","471,972,847.06","582,645,372.11","570,595,104.21","1,409,897,289.69","919,187,640.69","894,153,578.13","1,524,734,076.60","1,476,549,031.35","688,924,352.38","616,006,575.25","1,031,209,490.16","2,058,395,786.69","1,042,620,615.79","1,129,788,065.46","1,252,936,637.73","2,530,861,415.65","947,587,242.13","1,507,797,183.09","940,864,125.15"
