科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"63,847,000.99","76,544,465.83","70,580,076.88",,"366,855,137.86","163,058,366.95","184,627,834.26","177,344,321.42","163,843,832.48","134,198,727.54","206,163,318.65","130,922,634.58","136,812,141.43","87,166,246.48","181,124,366.68","432,986,315.39","502,095,443.48","492,480,161.52","813,212,782.52","587,540,741.30"
短期借款,"30,000,000.00","43,000,000.00","38,000,000.00",,"53,000,000.00",,,"50,000,000.00","58,000,000.00","275,000,000.00","261,000,000.00","287,000,000.00","474,280,000.00","516,280,000.00","408,000,000.00","159,000,000.00","357,000,000.00","530,798,949.04","595,193,529.84","698,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"27,624,288.73","73,569,996.85","57,771,470.32",,"77,990,905.97","119,077,057.96","165,757,237.07","149,730,301.98","163,308,232.81","220,379,899.05","231,424,090.85","254,564,390.21","351,504,620.76","422,888,511.51","308,466,247.04","383,899,498.86","580,031,555.07","743,825,802.60","386,728,133.33","373,589,043.33"
应付票据,"91,731,657.49","182,831,046.58","184,264,275.68",,"260,867,334.07","226,957,923.12","189,220,301.56","184,989,421.53","194,698,411.77","247,769,218.83","241,923,801.17","215,317,107.42","238,145,068.53","323,696,009.62","380,613,505.69","398,389,880.28","414,545,603.34",,"479,008,556.17",
应收账款,"60,346,820.09","80,849,398.08","119,603,623.76",,"168,364,065.84","169,047,263.29","133,283,724.09","196,295,823.29","179,923,696.20","253,508,843.39","268,329,226.70","335,749,371.95","328,534,798.20","348,155,856.01","331,811,131.28","478,336,526.91","397,332,972.21","382,473,844.67","420,500,701.54","509,542,673.77"
应付账款,"26,099,441.95","61,564,152.45","62,054,308.65",,"78,959,066.66","52,619,294.60","53,223,763.57","76,658,132.12","83,860,745.31","113,110,199.78","119,353,224.29","125,184,090.38","126,716,302.53","139,897,106.58","175,518,496.48","234,451,001.65","183,255,916.35",,"318,471,608.99",
预付款项,"7,299,471.09","7,375,522.17","10,150,480.19",,"10,933,515.01","11,441,085.69","36,619,243.47","41,642,973.68","45,123,267.77","88,066,298.82","45,885,531.75","34,271,302.38","36,321,343.91","66,130,635.05","62,069,786.40","42,027,869.21","47,061,674.33","124,613,533.00","24,786,023.57","88,015,388.51"
预收款项,"47,772.29","128,949.37","50,869.68",,"75,436.86","7,596.16","52,106.92","435,142.36","61,371.26","996,171.23","24,422,485.01","13,630,655.71","3,008,446.85","2,775,504.91","2,552,214.51","5,995,414.13","10,462,655.54","9,318,964.96","10,081,166.83","12,056,927.93"
其他应收款,"16,488,151.32","53,467,492.50","49,480,774.71",,"96,484,391.35","80,561,233.92","426,959.10","419,473.65","2,045,815.67","2,317,533.39","3,553,155.69","3,534,043.54","884,446.81","1,317,080.71","5,137,325.61","6,138,239.04","6,973,276.20","9,641,543.26","15,809,625.59","24,498,335.09"
应付职工薪酬,"2,409,923.90","2,832,774.64","3,276,153.05",,"4,522,166.81","3,236,199.97","3,935,022.03","4,159,272.75","4,542,547.34","8,160,798.09","9,711,026.35","9,116,949.26","9,273,872.27","10,048,432.73","11,950,509.19","11,179,954.92","13,009,601.01","13,989,255.42","20,609,988.26","19,315,333.41"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"5,247,043.05","5,911,479.37","12,007,206.32",,"6,937,436.48","3,678,770.23","10,558,606.22","12,862,897.21","6,398,752.32","7,367,091.92","13,031,561.31","17,117,122.57","12,664,715.75","14,827,844.76","21,091,213.12","18,857,256.15","19,125,159.51","18,831,539.65","26,153,114.03","19,710,104.14"
应收利息,,,,,,,,,,,"23,426.98",,,,,,,,,
应付利息,"55,000.00","171,801.67","157,300.00",,"166,735.43",,,"24,650.00","61,625.00","322,137.50","370,410.00","695,385.01","478,675.98","521,180.56","687,596.15","324,143.24","562,725.36",,"1,273,164.46","1,292,688.48"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"24,000,000.00",,,,,,,,
存货,"65,749,720.13","103,968,867.60","125,017,922.94",,"154,996,228.50","162,341,646.26","172,882,293.15","184,032,645.37","213,770,813.86","295,940,310.61","302,740,394.33","330,530,334.58","338,338,345.16","416,571,656.36","480,357,237.14","613,770,278.89","582,644,784.05","755,129,533.02","892,823,558.28","1,055,670,865.36"
其他应付款,692.81,"1,202,015.68","496,628.50",,"511,227.75","475,600.00","721,660.00","585,134.00","233,320.00","45,965,565.79","21,656,193.61","14,266,965.51","13,863,603.56","11,927,973.68","17,665,537.29","18,644,706.62","11,021,787.59","103,564,911.75","18,169,677.40","22,917,451.35"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,"40,484,803.44"
一年内到期的非流动负债,,,"1,125,000.00",,"5,625,000.00",,,,,,"3,000,000.00","2,500,000.00","4,500,000.00","31,000,000.00","30,000,000.00","66,000,000.00","65,000,000.00","37,000,000.00","36,000,000.00",
其他流动资产,,,,,,,,,"87,263.80","265,523.62","336,651.03","542,366.41","6,129,496.59","7,199,711.46","12,482,002.53","10,429,613.42","12,954,353.52","20,877,674.23","20,201,800.08","29,215,357.08"
其他流动负债,,,,,,,,,,,"90,976.63","109,798.56","109,798.56","109,798.56","315,444.17","315,444.17","315,444.17","315,444.17","309,481.16","303,518.13"
