科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,,,"255,971,115.66","49,492,531.71","122,983,548.17","195,353,660.09","263,338,874.61","39,493,168.01","105,894,675.43","165,590,745.00","211,248,458.86","77,379,173.43","149,669,010.94","229,706,536.77","332,813,546.55","46,634,522.02","115,740,640.49","177,678,369.82","248,793,122.98","35,258,397.06","85,368,705.08","130,950,623.89","185,142,770.19","30,189,793.33","63,054,061.69","96,265,904.27","147,575,260.39","21,826,294.00","78,064,515.99","145,783,081.60","259,128,982.47","61,269,656.10"
二、营业利润,"42,643,530.34","52,930,957.69","61,792,907.29","7,394,018.41","23,226,793.16","36,936,133.05","51,908,483.00","4,556,927.26","18,834,057.89","28,940,563.77","23,366,098.70","6,157,895.94","20,591,035.72","30,066,630.68","30,603,835.66","4,736,645.62","10,615,814.51","16,280,199.99","2,427,869.29","-9,515,907.34","-22,715,960.52","-28,611,675.31","-78,333,310.62","1,845,849.11","-4,992,388.82","-21,848,362.40","2,600,076.77","-20,201,963.34","-27,085,273.42","-22,518,783.34","-7,060,306.67","8,018,821.04"
减:营业成本,"108,229,299.77","136,879,079.00","153,107,294.11","30,718,507.52","75,684,622.53","120,420,533.57","161,823,949.73","26,991,833.80","70,693,922.84","112,156,376.10","144,288,862.08","58,661,666.80","108,572,893.77","168,044,473.24","251,726,338.74","26,521,626.39","76,432,574.46","120,376,844.37","174,504,656.83","24,583,470.46","60,914,676.26","96,259,656.23","140,185,840.73","20,897,038.24","41,173,437.61","64,853,488.51","107,813,595.16","14,538,325.99","44,793,637.53","72,547,041.57","155,599,759.97","25,818,684.50"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,457,253.71","3,533,500.33","4,154,569.79","521,858.85","1,813,147.32","2,759,318.98","3,630,530.18","248,912.07","1,081,538.34","1,840,821.89","2,643,675.06","630,970.77","1,570,516.50","2,419,657.30","3,646,654.68","647,721.46","1,551,041.49","2,588,891.69","3,573,798.92","507,101.35","1,078,493.77","1,944,128.45","2,787,209.51","536,696.42","1,103,492.97","1,494,430.04","2,433,293.00","678,824.00","1,741,826.48","2,752,267.21","4,090,408.50","831,115.49"
营业外收入,"2,216,256.63","5,815,970.52","13,876,484.88","842,663.58","1,539,657.16","3,281,330.74","10,269,388.10","1,525,429.60","3,399,841.37","4,895,398.43","7,741,703.33","1,162,646.15","3,414,824.17","3,970,582.35","7,300,012.74","704,854.94","1,419,957.80","2,685,253.20","4,875,633.69","131,349.44","388,075.13","11,258,601.55","12,049,430.16","1,049,268.92","1,223,985.38","4,959,189.53","7,093,821.94","2,364,522.99","9,476,985.26","9,953,238.96","12,363,346.47","1,007,727.61"
销售费用,"11,175,517.83","11,533,343.17","13,294,274.17","3,497,354.40","7,330,641.43","9,568,658.41","11,954,497.50","1,931,951.47","5,050,085.84","7,743,480.93","11,046,126.51","2,947,098.82","5,280,536.42","6,927,554.01","9,033,401.07","3,940,551.66","5,577,369.74","7,187,444.39","9,542,836.80","2,923,359.54","5,260,001.45","11,053,945.63","16,317,949.99","2,781,762.00","5,752,545.01","10,210,213.20","21,201,602.96","3,974,365.30","8,222,025.99","12,631,623.80","18,039,674.54","1,790,211.51"
减:营业外支出,"914,842.89","1,053,049.18","6,188,703.75","80,061.03","175,255.31","422,151.67","578,251.60","68,662.43","227,879.44","311,711.35","1,105,297.39","108,447.67","422,767.70","701,955.40","1,191,704.12","73,694.71","278,096.45","866,186.99","526,361.95","234,179.94","361,490.65","555,710.84","1,911,681.51","97,913.51","385,991.26","520,078.85","743,201.73","4,631.66","699,541.04","1,075,100.99","1,167,971.47","970,747.11"
管理费用,"13,955,965.27","18,270,140.24","20,815,682.65","6,661,863.59","12,574,962.29","21,994,144.74","30,699,817.02","7,803,242.51","13,831,426.75","21,330,985.74","29,617,112.87","8,988,410.27","14,795,568.76","21,981,361.99","30,777,031.71","9,071,103.92","17,200,095.16","24,918,962.94","35,222,978.31","10,816,867.26","21,365,753.68","32,724,326.77","47,908,072.03","14,141,587.12","23,877,904.55","34,393,215.20","52,008,922.61","18,175,225.61","40,947,599.34","64,498,173.11","82,224,625.48","20,995,082.53"
其中:非流动资产处置净损失,,,,,,,"130,392.10",,"18,840.76",,"386,845.40",,,,,,161.84,,"1,463.79",,10.00,,10.00,,,,"106,442.43",,,,,
